R,p,epsilon,K,Z,maxRawGrid,L2Bound,L2Slack,maxRawAboveFloorGrid,L4Bound,L4Slack,passed
128.0,0.25,3.7702189362218492,0.03125,97.67441648563971,74.4003138535933,89.06991004008441,14.669596186491106,0.05325397532966213,0.053255276559610654,1.3012299485207213e-06,True
128.0,0.25,3.7702189362218492,0.5,97.67441648563971,8.371887416803562,8.56394804553226,0.192060628728699,0.05299970541057959,0.05302040088845639,2.069547787679482e-05,True
128.0,0.25,3.7702189362218492,8.0,97.67441648563971,0.5507964999800262,0.5779767886370926,0.027180288657066343,0.04923817254577911,0.04954013106044865,0.00030195851466953416,True
128.0,0.25,3.7702189362218492,128.0,97.67441648563971,0.03480354392409273,0.04154311052582896,0.006739566601736226,0.02305629159752607,0.02488781000797994,0.0018315184104538695,True
128.0,0.5,3.7702189362218492,0.03125,390.69766594255884,127.42042672067228,176.26952617007845,48.84909944940617,0.033555951609424595,0.03355615660176532,2.0499234072712813e-07,True
128.0,0.5,3.7702189362218492,0.5,390.69766594255884,20.0140278685106,20.6051144705488,0.5910866020381995,0.03351574341370589,0.03351901837911271,3.274965406821484e-06,True
128.0,0.5,3.7702189362218492,8.0,390.69766594255884,1.3818473056432707,1.4168167162485394,0.0349694106052687,0.032885270508858214,0.03293644008835822,5.116957950000722e-05,True
128.0,0.5,3.7702189362218492,128.0,390.69766594255884,0.08701526474443191,0.09571114554454421,0.008695880800112299,0.025277307874416753,0.025865081570077678,0.0005877736956609245,True
128.0,1.0,3.7702189362218492,0.03125,1562.7906637702354,196.91542164145545,343.9676749688989,147.05225332744345,0.021140192965222595,0.021140225251914085,3.228669149049623e-08,True
128.0,1.0,3.7702189362218492,0.5,1562.7906637702354,45.79261072911507,48.12227302774328,2.3296622986282145,0.02113385411494855,0.021134370508395832,5.163934472807163e-07,True
128.0,1.0,3.7702189362218492,8.0,1562.7906637702354,3.4558214070108817,3.5062178167942983,0.05039640978341664,0.021032947030689676,0.021041160036527833,8.213005838156318e-06,True
128.0,1.0,3.7702189362218492,128.0,1562.7906637702354,0.21882631311929826,0.22981815871070596,0.0109918455914077,0.019540181724040373,0.019660014039999667,0.00011983231595929372,True
512.0,0.25,4.706352247561483,0.03125,422.234735203212,167.01618894649064,178.9971883339174,11.980999387426749,0.01917249912891826,0.019172587453456694,8.83245384331044e-08,True
512.0,0.25,4.706352247561483,0.5,422.234735203212,13.87505536889143,13.997846064548838,0.12279069565740741,0.019151239676551846,0.019152650910601074,1.4112340492276887e-06,True
512.0,0.25,4.706352247561483,8.0,422.234735203212,0.8854092388965975,0.9023565751583069,0.01694733626170941,0.018817388674246566,0.018839477231313975,2.208855706740953e-05,True
512.0,0.25,4.706352247561483,128.0,422.234735203212,0.05545981731686836,0.059706624501990525,0.004246807185122166,0.014713528091770555,0.01497281949741839,0.0002592914056478348,True
512.0,0.5,4.706352247561483,0.03125,1688.938940812848,334.67783383798036,379.0738019480688,44.39596811008846,0.012078588027152141,0.012078601938360448,1.3911208306821576e-08,True
512.0,0.5,4.706352247561483,0.5,1688.938940812848,34.20818723526404,34.58705627105308,0.3788690357890374,0.01207523671447611,0.012075459216615292,2.2250213918204031e-07,True
512.0,0.5,4.706352247561483,8.0,1688.938940812848,2.2275064847315305,2.249467859027825,0.021961374296294522,0.012021867513510523,0.01202540788819817,3.5403746876470216e-06,True
512.0,0.5,4.706352247561483,128.0,1688.938940812848,0.1395899366663226,0.14497930416063556,0.005389367494312958,0.01122788150263452,0.011279881634200194,5.2000131565674984e-05,True
512.0,1.0,4.706352247561483,0.03125,6755.755763251392,600.4586387381304,750.9922087425066,150.5335700043762,0.007609139244705101,0.007609141435621126,2.1909160249911075e-09,True
512.0,1.0,4.706352247561483,0.5,6755.755763251392,82.66045011692029,84.210498514525,1.5500483976047121,0.007608611321526058,0.007608646373142364,3.505161630650705e-08,True
512.0,1.0,4.706352247561483,8.0,6755.755763251392,5.596567779651398,5.628331529530049,0.03176374987865138,0.007600174502263381,0.007600734550866961,5.600486035796381e-07,True
512.0,1.0,4.706352247561483,128.0,6755.755763251392,0.3516158252748063,0.35839398175367654,0.006778156478870256,0.007467685644198372,0.007476451493879687,8.765849681315746e-06,True
