kind,label,amplitude,lower,upper
envelope,q(a),0.544000,-0.038255705460704205,-0.03512061406444556
envelope,q(a),0.546000,-0.03852727621494757,-0.035383014350752556
envelope,q(a),0.548000,-0.038799861126767005,-0.035646413783769974
envelope,q(a),0.550000,-0.039073460196162514,-0.0359108123634978
envelope,q(a),0.552000,-0.03934807342313408,-0.03617621008993606
envelope,q(a),0.554000,-0.03962370080768174,-0.03644260696308473
envelope,q(a),0.556000,-0.039900342349805454,-0.03671000298294383
envelope,q(a),0.558000,-0.04017799804950524,-0.03697839814951335
envelope,q(a),0.560000,-0.040456667906781096,-0.03724779246279327
envelope,q(a),0.562000,-0.04073635192163303,-0.03751818592278363
envelope,q(a),0.564000,-0.04101705009406103,-0.037789578529484405
envelope,q(a),0.566000,-0.041298762424065105,-0.038061970282895596
envelope,q(a),0.568000,-0.041581488911645245,-0.03833536118301721
envelope,q(a),0.570000,-0.041865229556801456,-0.03860975122984925
envelope,q(a),0.572000,-0.042149984359533745,-0.038885140423391695
envelope,q(a),0.574000,-0.04243575331984211,-0.03916152876364457
envelope,q(a),0.576000,-0.04272253643772653,-0.039438916250607865
envelope,q(a),0.578000,-0.04301033371318701,-0.03971730288428157
envelope,q(a),0.580000,-0.04329914514622358,-0.0399966886646657
envelope,q(a),0.582000,-0.04358897073683622,-0.040277073591760255
envelope,q(a),0.584000,-0.04387981048502493,-0.040558457665565234
envelope,q(a),0.586000,-0.04417166439078971,-0.04084084088608062
envelope,q(a),0.588000,-0.04446453245413056,-0.04112422325330643
envelope,q(a),0.590000,-0.044758414675047486,-0.041408604767242674
envelope,q(a),0.592000,-0.04505331105354048,-0.04169398542788932
envelope,q(a),0.594000,-0.045349221589609544,-0.0419803652352464
envelope,q(a),0.596000,-0.04564614628325468,-0.042267744189313894
envelope,q(a),0.598000,-0.045944085134475884,-0.042556122290091807
envelope,q(a),0.600000,-0.04624303814327317,-0.04284549953758014
envelope,q(a),0.602000,-0.046543005309646515,-0.043135875931778894
envelope,q(a),0.604000,-0.04684398663359594,-0.043427251472688076
envelope,q(a),0.606000,-0.04714598211512143,-0.04371962616030767
envelope,q(a),0.608000,-0.047448991754222986,-0.04401299999463768
envelope,q(a),0.610000,-0.04775301555090062,-0.04430737297567812
envelope,q(a),0.612000,-0.048058053505154325,-0.044602745103428966
envelope,q(a),0.614000,-0.0483641056169841,-0.04489911637789024
envelope,q(a),0.616000,-0.04867117188638995,-0.04519648679906194
envelope,q(a),0.618000,-0.04897925231337186,-0.045494856366944045
envelope,q(a),0.620000,-0.04928834689792985,-0.04579422508153659
envelope,q(a),0.622000,-0.049598455640063904,-0.046094592942839546
envelope,q(a),0.624000,-0.049909578539774034,-0.04639595995085291
envelope,q(a),0.626000,-0.05022171559706023,-0.046698326105576705
envelope,q(a),0.628000,-0.050534866811922506,-0.04700169140701092
envelope,q(a),0.630000,-0.05084903218436085,-0.04730605585515556
envelope,q(a),0.632000,-0.051164211714375255,-0.04761141945001061
envelope,q(a),0.634000,-0.051480405401965745,-0.04791778219157609
envelope,q(a),0.636000,-0.05179761324713229,-0.048225144079851984
envelope,q(a),0.638000,-0.052115835249874926,-0.048533505114838296
envelope,q(a),0.640000,-0.052435071410193615,-0.04884286529653503
envelope,q(a),0.642000,-0.05275532172808839,-0.04915322462494219
envelope,q(a),0.644000,-0.05307658620355922,-0.04946458310005976
envelope,q(a),0.646000,-0.05339886483660613,-0.04977694072188776
envelope,q(a),0.648000,-0.05372215762722911,-0.05009029749042617
envelope,q(a),0.650000,-0.05404646457542816,-0.050404653405675
envelope,q(a),0.652000,-0.05437178568120329,-0.05072000846763426
envelope,q(a),0.654000,-0.05469812094455447,-0.05103636267630394
envelope,q(a),0.656000,-0.05502547036548174,-0.051353716031684024
envelope,q(a),0.658000,-0.05535383394398507,-0.05167206853377454
envelope,q(a),0.660000,-0.05568321168006448,-0.05199142018257548
envelope,q(a),0.662000,-0.056013603573719956,-0.052311770978086834
envelope,q(a),0.664000,-0.0563450096249515,-0.052633120920308606
envelope,q(a),0.666000,-0.056677429833759126,-0.0529554700092408
envelope,q(a),0.668000,-0.057010864200142806,-0.05327881824488342
envelope,q(a),0.670000,-0.05734531272410257,-0.05360316562723645
envelope,q(a),0.672000,-0.057680775405638395,-0.0539285121562999
envelope,q(a),0.674000,-0.0580172522447503,-0.05425485783207378
envelope,q(a),0.676000,-0.05835474324143827,-0.05458220265455807
envelope,q(a),0.678000,-0.058693248395702315,-0.05491054662375278
envelope,q(a),0.680000,-0.059032767707542434,-0.05523988973965793
envelope,q(a),0.682000,-0.05937330117695862,-0.055570232002273484
envelope,q(a),0.684000,-0.05971484880395087,-0.05590157341159945
envelope,q(a),0.686000,-0.0600574105885192,-0.05623391396763585
envelope,q(a),0.688000,-0.0604009865306636,-0.05656725367038267
envelope,q(a),0.690000,-0.060745576630384074,-0.056901592519839894
envelope,q(a),0.692000,-0.061091180887680605,-0.057236930516007554
envelope,q(a),0.694000,-0.06143779930255322,-0.05757326765888563
envelope,q(a),0.696000,-0.0617854318750019,-0.05791060394847412
envelope,q(a),0.698000,-0.062134078605026656,-0.05824893938477304
envelope,q(a),0.700000,-0.06248373949262748,-0.05858827396778238
envelope,q(a),0.702000,-0.06283441453780436,-0.058928607697502126
envelope,q(a),0.704000,-0.06318610374055732,-0.059269940573932284
envelope,q(a),0.706000,-0.06353880710088636,-0.05961227259707288
envelope,q(a),0.708000,-0.06389252461879145,-0.0599556037669239
envelope,q(a),0.710000,-0.06424725629427265,-0.060299934083485336
envelope,q(a),0.712000,-0.06460300212732988,-0.060645263546757186
envelope,q(a),0.714000,-0.0649597621179632,-0.06099159215673946
envelope,q(a),0.716000,-0.06531753626617261,-0.06133891991343216
envelope,q(a),0.718000,-0.06567632457195807,-0.06168724681683527
envelope,q(a),0.720000,-0.0660361270353196,-0.06203657286694881
envelope,q(a),0.722000,-0.06639694365625719,-0.062386898063772754
envelope,q(a),0.724000,-0.06675877443477087,-0.06273822240730714
envelope,q(a),0.726000,-0.06712161937086063,-0.06309054589755193
envelope,q(a),0.728000,-0.06748547846452645,-0.06344386853450716
envelope,q(a),0.730000,-0.06785035171576831,-0.06379819031817277
envelope,q(a),0.732000,-0.06821623912458627,-0.06415351124854883
envelope,q(a),0.734000,-0.06858314069098032,-0.06450983132563531
envelope,q(a),0.736000,-0.0689510564149504,-0.0648671505494322
envelope,q(a),0.738000,-0.06931998629649659,-0.06522546891993952
envelope,q(a),0.740000,-0.06968993033561881,-0.06558478643715726
envelope,q(a),0.742000,-0.07006088853231712,-0.06594510310108541
envelope,q(a),0.744000,-0.07043286088659152,-0.06630641891172398
envelope,q(a),0.746000,-0.07080584739844198,-0.06666873386907299
envelope,q(a),0.748000,-0.0711798480678685,-0.06703204797313239
envelope,q(a),0.750000,-0.07155486289487109,-0.06739636122390225
envelope,q(a),0.752000,-0.07193089187944976,-0.0677616736213825
envelope,q(a),0.754000,-0.0723079350216045,-0.06812798516557317
envelope,q(a),0.756000,-0.07268599232133531,-0.06849529585647426
envelope,q(a),0.758000,-0.07306506377864218,-0.06886360569408577
envelope,q(a),0.760000,-0.07344514939352513,-0.06923291467840771
envelope,q(a),0.762000,-0.07382624916598417,-0.06960322280944008
envelope,q(a),0.764000,-0.07420836309601925,-0.06997453008718284
envelope,q(a),0.766000,-0.07459149118363043,-0.07034683651163604
envelope,q(a),0.768000,-0.07497563342881765,-0.07072014208279966
envelope,q(a),0.770000,-0.07536078983158095,-0.07109444680067369
envelope,q(a),0.772000,-0.07574696039192035,-0.07146975066525814
envelope,q(a),0.774000,-0.0761341451098358,-0.07184605367655303
envelope,q(a),0.776000,-0.0765223439853273,-0.07222335583455831
envelope,q(a),0.778000,-0.07691155701839489,-0.07260165713927402
envelope,q(a),0.780000,-0.07730178420903855,-0.07298095759070017
envelope,q(a),0.782000,-0.07769302555725828,-0.07336125718883672
envelope,q(a),0.784000,-0.0780852810630541,-0.0737425559336837
envelope,q(a),0.786000,-0.07847855072642594,-0.07412485382524109
envelope,q(a),0.788000,-0.0788728345473739,-0.0745081508635089
envelope,q(a),0.790000,-0.07926813252589791,-0.07489244704848715
envelope,q(a),0.792000,-0.079664444661998,-0.0752777423801758
envelope,q(a),0.794000,-0.08006177095567417,-0.07566403685857488
envelope,q(a),0.796000,-0.08046011140692638,-0.07605133048368436
envelope,q(a),0.798000,-0.08085946601575468,-0.07643962325550428
envelope,q(a),0.800000,-0.08125983478215906,-0.07682891517403462
envelope,q(a),0.802000,-0.0816612177061395,-0.07721920623927539
envelope,q(a),0.804000,-0.082063614787696,-0.07761049645122656
envelope,q(a),0.806000,-0.08246702602682858,-0.07800278580988815
envelope,q(a),0.808000,-0.08287145142353725,-0.07839607431526018
envelope,q(a),0.810000,-0.08327689097782197,-0.0787903619673426
envelope,q(a),0.812000,-0.08368334468968275,-0.07918564876613544
envelope,q(a),0.814000,-0.08409081255911961,-0.07958193471163873
envelope,q(a),0.816000,-0.08449929458613256,-0.07997921980385243
envelope,q(a),0.818000,-0.08490879077072155,-0.08037750404277653
envelope,q(a),0.820000,-0.08531930111288664,-0.08077678742841109
envelope,q(a),0.822000,-0.08573082561262778,-0.08117706996075603
envelope,q(a),0.824000,-0.08614336426994501,-0.0815783516398114
envelope,q(a),0.826000,-0.0865569170848383,-0.08198063246557721
envelope,q(a),0.828000,-0.08697148405730766,-0.08238391243805342
envelope,q(a),0.830000,-0.08738706518735309,-0.08278819155724004
envelope,q(a),0.832000,-0.0878036604749746,-0.08319346982313712
envelope,q(a),0.834000,-0.08822126992017215,-0.08359974723574456
envelope,q(a),0.836000,-0.08863989352294581,-0.08400702379506246
