panel,route,series,x,y,rawValue,source,pointer
A,analytic grid,envelope ratio,1.2836119008195788,0.7985642294703127,0.2770348687315879,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1.7416619158620719,0.6387194397454863,0.19674582743771968,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,2.36316461948315,0.5571251132978813,0.15035269126625458,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,3.2064472260178882,0.5075969880539958,0.11866376179540154,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,4.350650703075626,0.4760728157311719,0.09555341793721238,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,5.903157047646005,0.45578542927838056,0.07804173847230264,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,8.009666945806034,0.44286390576300344,0.06442478565297632,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,10.867873591186378,0.4348853565803782,0.053634396528406236,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,14.74601593214192,0.43025517430614924,0.04495883408566978,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,20.008052545562066,0.4278953031409965,0.03790263652525125,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,27.147818672390663,0.42706628321453083,0.0321091737472925,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,36.83537200788078,0.427258044100222,0.02731496425184361,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,49.97987673826904,0.42811790345791306,0.023321157960654957,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,67.81492740831102,0.4294028081123178,0.01997506977033196,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,92.01432015283851,0.43094494694160357,0.017157681914726462,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,124.84913627071785,0.4326303583992217,0.014775124139967724,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,169.4008802287872,0.4343810886492599,0.012752501824281046,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,229.85067481815244,0.4361457314994389,0.011029554599415441,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,311.8716540493042,0.4378897991874411,0.009557354172133442,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,423.16137934508896,0.4395914985134371,0.008295917087607588,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,574.1642455935722,0.4412380667552268,0.007212360685076832,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,779.0516739222408,0.44282151047729484,0.006279462285987394,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1057.0520810009837,0.4443383983504112,0.005474594888690215,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1434.2554407501816,0.4457877573242125,0.004778853086437878,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1946.0617942055662,0.44717075957516916,0.004176381008090426,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,2640.5034969821854,0.44848885915529346,0.003653818435718745,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,3582.7529929086395,0.4497447612369847,0.0031998811373184187,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,4861.239162480236,0.4509414796721052,0.002805002466949234,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,6595.9462574187455,0.45208209611689043,0.0024610481702124812,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,8949.674265472479,0.45316965300714124,0.0021610836249152674,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,12143.317475937942,0.4542070869809335,0.0018991824223545054,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,16476.59511925652,0.4551978853253691,0.0016702707955458774,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,22356.179624047832,0.4561442158390723,0.0014699889431405194,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,30333.862291643425,0.45704933713182777,0.0012945913068035109,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,41158.33818666487,0.45791541985635964,0.0011408474378984655,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,55845.47018776941,0.45874482738137845,0.001005969959748754,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,75773.62638765365,0.45953980502813163,0.0008875490122485743,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,102813.03813237812,0.4603024190742091,0.000783497821100349,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,139501.31878249618,0.46103457048201096,0.0006920068349825091,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,189281.6154017244,0.4617380083550562,0.0006115048127198206,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,256825.74359706984,0.4624143427951779,0.0005406257288013445,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,348472.631291727,0.46306505697615813,0.00047818056433474704,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,472823.2188043214,0.4636915183447941,0.00042313321159819634,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,641547.6458273777,0.46429530352475723,0.00037458010525421003,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,870480.4787452385,0.4648774446503973,0.0003317318478682471,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1181106.7639400628,0.4654388975548336,0.00029389852912335685,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,1602578.3712413874,0.46598119005266603,0.00026047699267671876,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,2174449.8587098336,0.46650484274590515,0.00023093856659706598,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,2950390.616079909,0.4670111017643258,0.00020482040210301788,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,4003221.666659726,0.46750057787052074,0.00018171631061137346,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,5431749.8249458335,0.46797436719284946,0.00016127002401748343,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,7370040.586690031,0.46843281524922653,0.0001431683948471072,research/r072h_report-source.md,Lemma 3.1
A,analytic grid,envelope ratio,10000000.0,0.4688772054012852,0.00012713651958315411,research/r072h_report-source.md,Lemma 3.1
B,producer,mixed row,4,0.996346178449239,15.941538855187824,research/certificates/r072h/result.json,cases[0].mixedRowNormalized
B,producer,critical action,4,1.631460920794901,5.699089268162446,research/certificates/r072h/result.json,cases[0].criticalActionNormalized
B,producer,profile moment,4,0.31264871252298565,5.728063638715984,research/certificates/r072h/result.json,cases[0].profileMomentNormalized
B,producer,mixed row,8,0.9990922147230941,63.94190174227802,research/certificates/r072h/result.json,cases[1].mixedRowNormalized
B,producer,critical action,8,1.229813655993789,10.229302419194555,research/certificates/r072h/result.json,cases[1].criticalActionNormalized
B,producer,profile moment,8,0.39561605805528216,24.35214186890223,research/certificates/r072h/result.json,cases[1].profileMomentNormalized
B,producer,mixed row,16,0.9997736577082428,255.94205637331015,research/certificates/r072h/result.json,cases[2].mixedRowNormalized
B,producer,critical action,16,1.042592276889434,18.35467128064341,research/certificates/r072h/result.json,cases[2].criticalActionNormalized
B,producer,profile moment,16,0.4564471106444489,106.19848048318975,research/certificates/r072h/result.json,cases[2].profileMomentNormalized
B,producer,mixed row,32,0.9999434703978722,1023.9421136874212,research/certificates/r072h/result.json,cases[3].mixedRowNormalized
B,producer,critical action,32,0.9333725996934649,32.604972011944575,research/certificates/r072h/result.json,cases[3].criticalActionNormalized
B,producer,profile moment,32,0.5030370981501038,471.86869430687665,research/certificates/r072h/result.json,cases[3].profileMomentNormalized
B,producer,mixed row,64,0.9999858726984875,4095.9421345730048,research/certificates/r072h/result.json,cases[4].mixedRowNormalized
B,producer,critical action,64,0.8615809473050999,57.331430827074875,research/certificates/r072h/result.json,cases[4].criticalActionNormalized
B,producer,profile moment,64,0.5399008137815335,2126.949653475423,research/certificates/r072h/result.json,cases[4].profileMomentNormalized
B,independent,mixed row,4,0.9963461784490287,15.94153885518446,research/certificates/r072h/independent-result.json,cases[0].mixedRowNormalized
B,independent,critical action,4,1.6314663192428098,5.699108126252241,research/certificates/r072h/independent-result.json,cases[0].criticalActionNormalized
B,independent,profile moment,4,0.31264869354792996,5.728063291072376,research/certificates/r072h/independent-result.json,cases[0].profileMomentNormalized
B,independent,mixed row,8,0.9990922147179688,63.941901741950005,research/certificates/r072h/independent-result.json,cases[1].mixedRowNormalized
B,independent,critical action,8,1.2298172032014525,10.229331924038446,research/certificates/r072h/independent-result.json,cases[1].criticalActionNormalized
B,independent,profile moment,8,0.39561602546780394,24.352139862980383,research/certificates/r072h/independent-result.json,cases[1].profileMomentNormalized
B,independent,mixed row,16,0.9997736576956868,255.94205637009583,research/certificates/r072h/independent-result.json,cases[2].mixedRowNormalized
B,independent,critical action,16,1.042594905833098,18.354717562778657,research/certificates/r072h/independent-result.json,cases[2].criticalActionNormalized
B,independent,profile moment,16,0.45644707608437063,106.19847244232871,research/certificates/r072h/independent-result.json,cases[2].profileMomentNormalized
B,independent,mixed row,32,0.9999434703584092,1023.9421136470111,research/certificates/r072h/independent-result.json,cases[3].mixedRowNormalized
B,independent,critical action,32,0.9333747001877278,32.60504538731115,research/certificates/r072h/independent-result.json,cases[3].criticalActionNormalized
B,independent,profile moment,32,0.5030370660147647,471.86866416265764,research/certificates/r072h/independent-result.json,cases[3].profileMomentNormalized
B,independent,mixed row,64,0.9999858726537437,4095.9421343897343,research/certificates/r072h/independent-result.json,cases[4].mixedRowNormalized
B,independent,critical action,64,0.8615826959843037,57.33154718791262,research/certificates/r072h/independent-result.json,cases[4].criticalActionNormalized
B,independent,profile moment,64,0.5399007777117247,2126.9495113777166,research/certificates/r072h/independent-result.json,cases[4].profileMomentNormalized
C,producer,action-only quotient,4,2.797208133630068,0.610707964714096,research/certificates/r072h/result.json,cases[0]
C,analytic guide,M^(4/3)/log M,4,4.58027125115289,4,research/r072h_report-source.md,equation (0.10)
C,producer,moment-resolved ratio,4,0.7168138708138145,0.7168138708138145,research/certificates/r072h/result.json,cases[0].momentResolvedRatio
C,producer,action-only quotient,8,6.250856521975106,0.8123931701797108,research/certificates/r072h/result.json,cases[1]
C,analytic guide,M^(4/3)/log M,8,7.694373551407804,8,research/r072h_report-source.md,equation (0.10)
C,producer,moment-resolved ratio,8,0.6981536878540785,0.6981536878540785,research/certificates/r072h/result.json,cases[1].momentResolvedRatio
C,producer,action-only quotient,16,13.944246260799192,0.9589306192551704,research/certificates/r072h/result.json,cases[2]
C,analytic guide,M^(4/3)/log M,16,14.541454804759596,16,research/r072h_report-source.md,equation (0.10)
C,producer,moment-resolved ratio,16,0.6900027049187551,0.6900027049187551,research/certificates/r072h/result.json,cases[2].momentResolvedRatio
C,producer,action-only quotient,32,31.404477615018592,1.0713229322633542,research/certificates/r072h/result.json,cases[3]
C,analytic guide,M^(4/3)/log M,32,29.31373600737849,32,research/r072h_report-source.md,equation (0.10)
C,producer,moment-resolved ratio,32,0.685254793649616,0.685254793649616,research/certificates/r072h/result.json,cases[3].momentResolvedRatio
C,producer,action-only quotient,64,71.44322190261278,1.1606406523104982,research/certificates/r072h/result.json,cases[4]
C,analytic guide,M^(4/3)/log M,64,61.55498841126242,64,research/r072h_report-source.md,equation (0.10)
C,producer,moment-resolved ratio,64,0.6820420793555061,0.6820420793555061,research/certificates/r072h/result.json,cases[4].momentResolvedRatio
