panel,kind,id,series,x,y,value,mu,d,s,tau,cAbs,J,rawSpectralEdge,rawNumericalAbscissa,displayValue,projection,targetCase,N,sourcePath,sourceSha256,certificateId,formula,status,note
A,hidden-mean-excitation,hidden-0-000,d=0,9.9999999999999995e-07,0.15624986718762696,0.15624986718762696,9.9999999999999995e-07,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-046,d=0,0.039810717055349693,0.15115623077738077,0.15115623077738077,0.039810717055349693,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-047,d=0,0.050118723362727248,0.14989745266235291,0.14989745266235291,0.050118723362727248,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-048,d=0,0.063095734448019303,0.14834585147138951,0.14834585147138951,0.063095734448019303,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-049,d=0,0.079432823472428221,0.14644306998231113,0.14644306998231113,0.079432823472428221,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-050,d=0,0.10000000000000001,0.14412416851441243,0.14412416851441243,0.10000000000000001,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-051,d=0,0.12589254117941662,0.14131950372283122,0.14131950372283122,0.12589254117941662,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-052,d=0,0.15848931924611143,0.13795813160289691,0.13795813160289691,0.15848931924611143,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-053,d=0,0.19952623149688789,0.13397307099168818,0.13397307099168818,0.19952623149688789,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-054,d=0,0.25118864315095824,0.12930853998756944,0.12930853998756944,0.25118864315095824,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-055,d=0,0.31622776601683794,0.12392883936859821,0.12392883936859821,0.31622776601683794,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-056,d=0,0.39810717055349693,0.1178279113144558,0.1178279113144558,0.39810717055349693,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-057,d=0,0.50118723362727247,0.11103787918102356,0.11103787918102356,0.50118723362727247,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-058,d=0,0.63095734448019303,0.10363436150615171,0.10363436150615171,0.63095734448019303,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-059,d=0,0.79432823472428216,0.095736428585861302,0.095736428585861302,0.79432823472428216,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0-060,d=0,1,0.087499999999999994,0.087499999999999994,1,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-000,d=0.25,9.9999999999999995e-07,0.080045483191660036,0.080045483191660036,9.9999999999999995e-07,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-001,d=0.25,1.2589254117941661e-06,0.080045463287165816,0.080045463287165816,1.2589254117941661e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-002,d=0.25,1.5848931924611141e-06,0.080045438228906723,0.080045438228906723,1.5848931924611141e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-003,d=0.25,1.9952623149688787e-06,0.080045406682450582,0.080045406682450582,1.9952623149688787e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-004,d=0.25,2.5118864315095823e-06,0.080045366967851694,0.080045366967851694,2.5118864315095823e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-005,d=0.25,3.1622776601683792e-06,0.08004531697019171,0.08004531697019171,3.1622776601683792e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-006,d=0.25,3.9810717055349691e-06,0.080045254026958543,0.080045254026958543,3.9810717055349691e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-007,d=0.25,5.011872336272725e-06,0.080045174786267867,0.080045174786267867,5.011872336272725e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-008,d=0.25,6.3095734448019296e-06,0.080045075028378584,0.080045075028378584,6.3095734448019296e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-009,d=0.25,7.9432823472428217e-06,0.080044949441001129,0.080044949441001129,7.9432823472428217e-06,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-010,d=0.25,1.0000000000000001e-05,0.08004479133643766,0.08004479133643766,1.0000000000000001e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-011,d=0.25,1.2589254117941661e-05,0.080044592295500219,0.080044592295500219,1.2589254117941661e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-012,d=0.25,1.5848931924611141e-05,0.080044341719256534,0.080044341719256534,1.5848931924611141e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-013,d=0.25,1.9952623149688786e-05,0.080044026264754597,0.080044026264754597,1.9952623149688786e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-014,d=0.25,2.5118864315095822e-05,0.080043629134709179,0.080043629134709179,2.5118864315095822e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-015,d=0.25,3.1622776601683795e-05,0.080043129183377415,0.080043129183377415,3.1622776601683795e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-016,d=0.25,3.9810717055349695e-05,0.0800424997910925,0.0800424997910925,3.9810717055349695e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-017,d=0.25,5.0118723362727251e-05,0.080041707447654556,0.080041707447654556,5.0118723362727251e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-018,d=0.25,6.3095734448019293e-05,0.080040709969351434,0.080040709969351434,6.3095734448019293e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-019,d=0.25,7.9432823472428221e-05,0.080039454254996506,0.080039454254996506,7.9432823472428221e-05,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-020,d=0.25,0.0001,0.0800378734620176,0.0800378734620176,0.0001,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-021,d=0.25,0.00012589254117941674,0.080035883453059842,0.080035883453059842,0.00012589254117941674,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-022,d=0.25,0.00015848931924611142,0.080033378325210208,0.080033378325210208,0.00015848931924611142,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-023,d=0.25,0.00019952623149688788,0.080030224785882467,0.080030224785882467,0.00019952623149688788,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-024,d=0.25,0.00025118864315095795,0.080026255079220038,0.080026255079220038,0.00025118864315095795,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-025,d=0.25,0.00031622776601683794,0.080021258091648603,0.080021258091648603,0.00031622776601683794,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-026,d=0.25,0.00039810717055349735,0.080014968171351758,0.080014968171351758,0.00039810717055349735,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-0.25-027,d=0.25,0.00050118723362727253,0.080007051079620736,0.080007051079620736,0.00050118723362727253,0.25,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
