a,b,inverseRowSumFactor,log10InverseRowSumFactor
0.01,0.37,1.60333493666827,0.2050242559488683
0.01,0.38,1.629195177582274,0.2119731159041962
0.01,0.39,1.655903295247558,0.2190349703916831
0.01,0.4,1.683501683501684,0.2262135550188065
0.01,0.41,1.712035610340695,0.233512793760306
0.01,0.42,1.741553465691397,0.2409368118395128
0.01,0.43,1.77210703526493,0.2484899497299587
0.01,0.44,1.803751803751804,0.2561767783962496
0.01,0.45,1.836547291092746,0.2640021159082062
0.01,0.46,1.870557426112981,0.2719710455794815
0.01,0.47,1.905850962454736,0.2800889358016609
0.01,0.48,1.942501942501942,0.2883614617676509
0.01,0.49,1.980590215884333,0.2967946293045137
0.01,0.5,2.02020202020202,0.3053948010664313
0.01,0.51,2.061430632859204,0.3141687253739364
0.01,0.52,2.104377104377105,0.3231235680268629
0.01,0.53,2.149151085321298,0.3322669474667327
0.01,0.54,2.195871761089152,0.341606973720876
0.01,0.55,2.244668911335578,0.3511522916271065
0.01,0.5600000000000001,2.295684113865932,0.3609121289162627
0.01,0.5700000000000001,2.349072116513978,0.3708963498228637
0.01,0.58,2.405002405002405,0.3811155150045495
0.01,0.59,2.463661000246366,0.3915809486827145
0.01,0.6,2.525252525252525,0.4023048140744876
0.01,0.61,2.59000259000259,0.4133001983759509
0.01,0.62,2.658160552897395,0.4245812087856399
0.01,0.63,2.73000273000273,0.4361630813354551
0.01,0.64,2.805836139169473,0.4480623046351628
0.01,0.65,2.886002886002886,0.4602967610521745
0.01,0.66,2.970885323826501,0.472885888360195
0.01,0.67,3.060912151821243,0.4858508655245627
0.01,0.68,3.156565656565657,0.4992148270825442
0.01,0.6900000000000001,3.258390355164549,0.5130031115681775
0.01,0.7000000000000001,3.367003367003368,0.5272435506827877
0.01,0.71,3.483106931382793,0.541966807503494
0.01,0.72,3.607503607503607,0.5572067740602309
0.01,0.73,3.741114852225963,0.5730010412434627
0.01,0.74,3.885003885003885,0.5893914574316321
0.01,0.75,4.040404040404041,0.6064247967304125
0.01,0.76,4.208754208754209,0.6241535636908441
0.01,0.77,4.391743522178305,0.6426369693848573
0.01,0.78,4.591368227731865,0.6619421245802439
0.01,0.79,4.810004810004811,0.6821455106685309
0.01,0.8,5.050505050505052,0.703334809738469
0.01,0.8100000000000001,5.316321105794792,0.7256112044496212
0.01,0.8200000000000001,5.611672278338947,0.7490923002991442
0.01,0.8300000000000001,5.941770647653003,0.7739158840241763
0.01,0.84,6.313131313131311,0.8002448227465252
0.01,0.85,6.734006734006733,0.8282735463467688
0.01,0.86,7.215007215007215,0.858236769724212
0.01,0.87,7.770007770007769,0.8904214530956133
0.01,0.88,8.417508417508419,0.9251835593548253
0.01,0.89,9.182736455463729,0.9629721202442251
0.01,0.9,10.1010101010101,1.00436480540245
0.01,0.91,11.22334455667789,1.050122295963125
0.01,0.92,12.62626262626263,1.101274818410507
0.01,0.93,14.43001443001444,1.159266765388194
0.01,0.9400000000000001,16.83501683501685,1.226213555018807
0.01,0.95,20.20202020202018,1.305394801066431
0.02,0,1.020408163265306,0.008773924307505152
0.02,0.01,1.030715316429602,0.01313872970995522
0.02,0.02,1.041232819658476,0.01754784861501031
0.02,0.03,1.051967178624027,0.02200219004126032
0.02,0.04,1.062925170068027,0.02650269126793678
0.02,0.05,1.074113856068743,0.03105031901865739
0.02,0.06,1.085540599218411,0.03564607070780651
0.02,0.07000000000000001,1.097213078779899,0.04029097575357011
0.02,0.08,1.109139307897072,0.04498609696194981
0.02,0.09,1.121327651939897,0.04973253198641149
0.02,0.1,1.133786848072562,0.05453141486818027
0.02,0.11,1.146526026140793,0.05938391766259239
0.02,0.12,1.159554730983303,0.06429125215733657
0.02,0.13,1.172882946281961,0.06925467168888659
0.02,0.14,1.186521120075937,0.07427547306393742
0.02,0.15,1.200480192076831,0.07935499859321246
0.02,0.16,1.214771622934888,0.08449463824562353
0.02,0.17,1.229407425620851,0.0896958319314313
0.02,0.18,1.244400199104032,0.09496007192378839
0.02,0.19,1.259763164525069,0.1002889054288553
0.02,0.2,1.275510204081633,0.1056839373155616
0.02,0.21,1.291655902867476,0.1111468330170637
0.02,0.22,1.30821559392988,0.1166793216170247
0.02,0.23,1.32520540683806,0.1222831991350233
0.02,0.24,1.342642320085929,0.1279603320267138
0.02,0.25,1.360544217687075,0.1337126609158051
0.02,0.26,1.378929950358522,0.139542204576529
0.02,0.27,1.397819401733296,0.1454510641870493
0.02,0.28,1.417233560090703,0.1514414278762367
0.02,0.29,1.437194596148319,0.1575155755884299
0.02,0.3,1.457725947521866,0.1636758842932484
0.02,0.31,1.478852410529429,0.1699248335702499
0.02,0.32,1.500600240096039,0.1762650116012689
0.02,0.33,1.522997258604935,0.1826991216066787
0.02,0.34,1.546072974644403,0.1892299887656365
0.02,0.35,1.569858712715856,0.1958605676646497
0.02,0.36,1.594387755102041,0.202593950323618
0.02,0.37,1.619695497246518,0.2094333748539235
0.02,0.38,1.645819618169849,0.2163822348092513
0.02,0.39,1.672800267648043,0.2234440892967381
0.02,0.4,1.700680272108844,0.2306226739238615
0.02,0.41,1.729505361466621,0.237921912665361
0.02,0.42,1.759324419422942,0.2453459307445679
0.02,0.43,1.790189760114572,0.2528990686350137
0.02,0.44,1.822157434402332,0.2605858973013047
0.02,0.45,1.855287569573284,0.2684112348132613
0.02,0.46,1.889644746787604,0.2763801644845366
0.02,0.47,1.925298421255295,0.2844980547067161
0.02,0.48,1.962323390894819,0.2927705806727059
0.02,0.49,2.000800320128051,0.3012037482095687
0.02,0.5,2.040816326530612,0.3098039199714864
0.02,0.51,2.082465639316951,0.3185778442789915
0.02,0.52,2.125850340136055,0.3275326869319179
0.02,0.53,2.171081198436822,0.3366760663717877
0.02,0.54,2.218278615794144,0.3460160926259311
0.02,0.55,2.267573696145125,0.3555614105321616
0.02,0.5600000000000001,2.319109461966605,0.3653212478213178
0.02,0.5700000000000001,2.373042240151875,0.3753054687279187
0.02,0.58,2.429543245869776,0.3855246339096047
0.02,0.59,2.488800398208063,0.3959900675877696
0.02,0.6,2.551020408163265,0.4067139329795427
0.02,0.61,2.616431187859759,0.4177093172810059
0.02,0.62,2.685284640171858,0.428990327690695
0.02,0.63,2.757859900717044,0.4405722002405102
0.02,0.64,2.834467120181406,0.4524714235402179
0.02,0.65,2.915451895043732,0.4647058799572296
0.02,0.66,3.001200480192078,0.4772950072652501
0.02,0.67,3.092145949288807,0.4902599844296177
0.02,0.68,3.188775510204082,0.5036239459875993
0.02,0.6900000000000001,3.291639236339698,0.5174122304732325
0.02,0.7000000000000001,3.401360544217688,0.5316526695878427
0.02,0.71,3.518648838845883,0.546375926408549
0.02,0.72,3.644314868804664,0.5616158929652859
0.02,0.73,3.779289493575208,0.5774101601485178
0.02,0.74,3.924646781789638,0.5938005763366871
0.02,0.75,4.081632653061225,0.6108339156354675
0.02,0.76,4.251700680272109,0.6285626825958992
0.02,0.77,4.436557231588288,0.6470460882899123
0.02,0.78,4.63821892393321,0.6663512434852989
0.02,0.79,4.859086491739554,0.686554629573586
0.02,0.8,5.102040816326532,0.7077439286435241
0.02,0.8100000000000001,5.370569280343718,0.7300203233546763
0.02,0.8200000000000001,5.668934240362813,0.7535014192041992
0.02,0.8300000000000001,6.002400960384157,0.7783250029292315
0.02,0.84,6.377551020408163,0.8046539416515803
0.02,0.85,6.802721088435373,0.8326826652518238
0.02,0.86,7.288629737609329,0.8626458886292671
0.02,0.87,7.849293563579277,0.8948305720006683
0.02,0.88,8.503401360544219,0.9295926782598803
0.02,0.89,9.27643784786642,0.9673812391492801
0.02,0.9,10.20408163265306,1.008773924307505
0.02,0.91,11.33786848072563,1.05453141486818
0.02,0.92,12.75510204081633,1.105683937315562
0.02,0.93,14.57725947521867,1.163675884293249
0.02,0.9400000000000001,17.00680272108845,1.230622673923862
0.02,0.95,20.4081632653061,1.309803919971486
0.03,0,1.030927835051547,0.01322826573375519
0.03,0.01,1.041341247526815,0.01759307113620529
0.03,0.02,1.051967178624027,0.02200219004126032
0.03,0.03,1.062812201084069,0.02645653146751036
0.03,0.04,1.073883161512028,0.03095703269418681
0.03,0.05,1.085187194791101,0.03550466044490735
0.03,0.06,1.096731739416539,0.04010041213405652
0.03,0.07000000000000001,1.108524553818867,0.0447453171798201
0.03,0.08,1.120573733751681,0.04944043838819985
0.03,0.09,1.132887730825875,0.05418687341266154
0.03,0.1,1.145475372279496,0.05898575629443024
0.03,0.11,1.158345882080389,0.06383825908884241
0.03,0.12,1.171508903467666,0.06874559358358648
0.03,0.13,1.184974523047754,0.0737090131151366
0.03,0.14,1.198753296571566,0.07872981449018747
0.03,0.15,1.212856276531231,0.08380934001946239
0.03,0.16,1.227295041728031,0.08894897967187351
0.03,0.17,1.242081728977767,0.09415017335768126
0.03,0.18,1.257229067136032,0.09941441335003846
0.03,0.19,1.272750413643884,0.1047432468551054
0.03,0.2,1.288659793814433,0.1101382787418115
0.03,0.21,1.304971943103223,0.1156011744433138
0.03,0.22,1.321702352630188,0.1211336630432747
0.03,0.23,1.338867318248762,0.1267375405612733
0.03,0.24,1.356483993488877,0.1324146734529638
0.03,0.25,1.374570446735395,0.1381670023420551
0.03,0.26,1.39314572304263,0.143996546002779
0.03,0.27,1.412229911029516,0.1499054056132993
0.03,0.28,1.43184421534937,0.1558957693024868
0.03,0.29,1.452011035283868,0.1619699170146799
0.03,0.3,1.472754050073638,0.1681302257194983
0.03,0.31,1.494098311668908,0.1743791749964999
0.03,0.32,1.516070345664039,0.1807193530275189
0.03,0.33,1.538698261270965,0.1871534630329288
0.03,0.34,1.562011871290222,0.1936843301918865
0.03,0.35,1.586042823156225,0.2003149090908996
0.03,0.36,1.610824742268041,0.207048291749868
0.03,0.37,1.636393388970709,0.2138877162801734
0.03,0.38,1.662786830728301,0.2208365762355013
0.03,0.39,1.690045631232043,0.2278984307229881
0.03,0.4,1.718213058419244,0.2350770153501116
0.03,0.41,1.747335313646689,0.242376254091611
0.03,0.42,1.777461784571631,0.2498002721708178
0.03,0.43,1.808645324651836,0.2573534100612637
0.03,0.44,1.840942562592047,0.2650402387275547
0.03,0.45,1.874414245548266,0.2728655762395113
0.03,0.46,1.909125620465826,0.2808345059107866
0.03,0.47,1.945146858587823,0.2889523961329661
0.03,0.48,1.982553528945282,0.297224922098956
0.03,0.49,2.021427127552052,0.3056580896358188
0.03,0.5,2.061855670103093,0.3142582613977364
0.03,0.51,2.103934357248054,0.3230321857052415
0.03,0.52,2.147766323024055,0.331987028358168
0.03,0.53,2.193463478833078,0.3411304077980377
0.03,0.54,2.241147467503362,0.3504704340521811
0.03,0.55,2.290950744558992,0.3600157519584115
0.03,0.5600000000000001,2.343017806935333,0.3697755892475678
0.03,0.5700000000000001,2.397506593143131,0.3797598101541687
0.03,0.58,2.454590083456063,0.3899789753358546
0.03,0.59,2.514458134272064,0.4004444090140197
0.03,0.6,2.577319587628866,0.4111682744057927
0.03,0.61,2.643404705260375,0.4221636587072559
0.03,0.62,2.712967986977754,0.433444669116945
0.03,0.63,2.786291446085261,0.4450265416667601
0.03,0.64,2.86368843069874,0.456925764966468
0.03,0.65,2.945508100147276,0.4691602213834795
0.03,0.66,3.032140691328078,0.4817493486915
0.03,0.67,3.124023742580444,0.4947143258558677
0.03,0.68,3.221649484536083,0.5080782874138492
0.03,0.6900000000000001,3.325573661456602,0.5218665718994826
0.03,0.7000000000000001,3.436426116838489,0.5361070110140927
0.03,0.71,3.554923569143263,0.5508302678347989
0.03,0.72,3.681885125184094,0.5660702343915359
0.03,0.73,3.818251240931653,0.5818645015747678
0.03,0.74,3.965107057890563,0.5982549177629372
0.03,0.75,4.123711340206186,0.6152882570617176
0.03,0.76,4.295532646048111,0.6330170240221492
0.03,0.77,4.482294935006724,0.6515004297161623
0.03,0.78,4.686035613870666,0.670805584911549
0.03,0.79,4.909180166912127,0.6910089709998359
0.03,0.8,5.154639175257733,0.7121982700697741
0.03,0.8100000000000001,5.425935973955509,0.7344746647809264
0.03,0.8200000000000001,5.727376861397483,0.7579557606304493
0.03,0.8300000000000001,6.064281382656158,0.7827793443554814
0.03,0.84,6.443298969072163,0.8091082830778302
0.03,0.85,6.872852233676976,0.8371370066780739
0.03,0.86,7.363770250368188,0.8671002300555171
0.03,0.87,7.930214115781126,0.8992849134269184
0.03,0.88,8.591065292096221,0.9340470196861304
0.03,0.89,9.372071227741332,0.9718355805755301
0.03,0.9,10.30927835051547,1.013228265733755
0.03,0.91,11.45475372279497,1.05898575629443
0.03,0.92,12.88659793814434,1.110138278741812
0.03,0.93,14.72754050073639,1.168130225719499
0.03,0.9400000000000001,17.18213058419246,1.235077015350112
0.03,0.95,20.61855670103091,1.314258261397736
0.04,0,1.041666666666667,0.01772876696043162
0.04,0.01,1.052188552188552,0.02209357236288173
0.04,0.02,1.062925170068027,0.02650269126793678
0.04,0.03,1.073883161512028,0.03095703269418681
0.04,0.04,1.085069444444444,0.03545753392086316
0.04,0.05,1.096491228070176,0.04000516167158385
0.04,0.06,1.108156028368795,0.04460091336073302
0.04,0.07000000000000001,1.120071684587814,0.04924581840649654
0.04,0.08,1.132246376811594,0.05394093961487633
0.04,0.09,1.144688644688645,0.05868737463933796
0.04,0.1,1.157407407407407,0.06348625752110672
0.04,0.11,1.170411985018727,0.06833876031551883
0.04,0.12,1.183712121212121,0.07324609481026301
0.04,0.13,1.197318007662835,0.0782095143418131
0.04,0.14,1.211240310077519,0.08323031571686385
0.04,0.15,1.225490196078431,0.08830984124613889
0.04,0.16,1.240079365079365,0.09344948089855001
0.04,0.17,1.255020080321285,0.09865067458435771
0.04,0.18,1.270325203252032,0.1039149145767149
0.04,0.19,1.286008230452675,0.1092437480817818
0.04,0.2,1.302083333333333,0.114638779968488
0.04,0.21,1.318565400843882,0.1201016756699902
0.04,0.22,1.335470085470085,0.1256341642699512
0.04,0.23,1.352813852813853,0.1312380417879498
0.04,0.24,1.370614035087719,0.1369151746796402
0.04,0.25,1.388888888888889,0.1426675035687315
0.04,0.26,1.407657657657658,0.1484970472294554
0.04,0.27,1.426940639269406,0.1544059068399757
0.04,0.28,1.44675925925926,0.1603962705291632
0.04,0.29,1.467136150234742,0.1664704182413563
0.04,0.3,1.488095238095238,0.1726307269461748
0.04,0.31,1.509661835748793,0.1788796762231764
0.04,0.32,1.531862745098039,0.1852198542541953
0.04,0.33,1.554726368159204,0.1916539642596052
0.04,0.34,1.578282828282829,0.198184831418563
0.04,0.35,1.602564102564103,0.2048154103175761
0.04,0.36,1.627604166666667,0.2115487929765444
0.04,0.37,1.653439153439153,0.2183882175068499
0.04,0.38,1.68010752688172,0.2253370774621777
0.04,0.39,1.707650273224044,0.2323989319496645
0.04,0.4,1.736111111111111,0.239577516576788
0.04,0.41,1.765536723163842,0.2468767553182875
0.04,0.42,1.795977011494253,0.2543007733974942
0.04,0.43,1.827485380116959,0.2618539112879402
0.04,0.44,1.860119047619047,0.2695407399542311
0.04,0.45,1.893939393939394,0.2773660774661877
0.04,0.46,1.929012345679012,0.2853350071374631
0.04,0.47,1.965408805031446,0.2934528973596425
0.04,0.48,2.003205128205128,0.3017254233256324
0.04,0.49,2.042483660130719,0.3101585908624953
0.04,0.5,2.083333333333333,0.3187587626244128
0.04,0.51,2.125850340136055,0.3275326869319179
0.04,0.52,2.170138888888889,0.3364875295848443
0.04,0.53,2.216312056737589,0.3456309090247142
0.04,0.54,2.264492753623189,0.3549709352788576
0.04,0.55,2.314814814814815,0.364516253185088
0.04,0.5600000000000001,2.367424242424243,0.3742760904742442
0.04,0.5700000000000001,2.422480620155039,0.3842603113808451
0.04,0.58,2.48015873015873,0.3944794765625311
0.04,0.59,2.540650406504065,0.4049449102406961
0.04,0.6,2.604166666666667,0.4156687756324692
0.04,0.61,2.670940170940171,0.4266641599339324
0.04,0.62,2.741228070175438,0.4379451703436214
0.04,0.63,2.815315315315316,0.4495270428934366
0.04,0.64,2.893518518518519,0.4614262661931444
0.04,0.65,2.976190476190477,0.473660722610156
0.04,0.66,3.063725490196079,0.4862498499181765
0.04,0.67,3.156565656565657,0.4992148270825442
0.04,0.68,3.255208333333334,0.5125787886405258
0.04,0.6900000000000001,3.360215053763442,0.526367073126159
0.04,0.7000000000000001,3.472222222222223,0.5406075122407693
0.04,0.71,3.591954022988505,0.5553307690614754
0.04,0.72,3.720238095238095,0.5705707356182124
0.04,0.73,3.858024691358025,0.5863650028014443
0.04,0.74,4.006410256410256,0.6027554189896136
0.04,0.75,4.166666666666667,0.619788758288394
0.04,0.76,4.340277777777778,0.6375175252488255
0.04,0.77,4.528985507246378,0.6560009309428388
0.04,0.78,4.734848484848485,0.6753060861382254
0.04,0.79,4.960317460317461,0.6955094722265124
0.04,0.8,5.208333333333335,0.7166987712964505
0.04,0.8100000000000001,5.482456140350878,0.7389751660076027
0.04,0.8200000000000001,5.78703703703704,0.7624562618571258
0.04,0.8300000000000001,6.12745098039216,0.7872798455821579
0.04,0.84,6.510416666666666,0.8136087843045068
0.04,0.85,6.944444444444444,0.8416375079047503
0.04,0.86,7.44047619047619,0.8716007312821935
0.04,0.87,8.012820512820513,0.9037854146535949
0.04,0.88,8.680555555555555,0.9385475209128068
0.04,0.89,9.469696969696971,0.9763360818022065
0.04,0.9,10.41666666666667,1.017728766960432
0.04,0.91,11.57407407407408,1.063486257521107
0.04,0.92,13.02083333333334,1.114638779968488
0.04,0.93,14.88095238095239,1.172630726946175
0.04,0.9400000000000001,17.36111111111113,1.239577516576788
0.04,0.95,20.83333333333331,1.318758762624412
0.05,0,1.052631578947368,0.02227639471115221
0.05,0.01,1.063264221158958,0.02664120011360233
0.05,0.02,1.074113856068743,0.03105031901865739
0.05,0.03,1.085187194791101,0.03550466044490735
0.05,0.04,1.096491228070176,0.04000516167158385
0.05,0.05,1.10803324099723,0.0445527894223045
0.05,0.06,1.119820828667413,0.04914854111145364
0.05,0.07000000000000001,1.131861912846633,0.05379344615721712
0.05,0.08,1.144164759725401,0.058488567365597
0.05,0.09,1.156737998843262,0.06323500239005864
0.05,0.1,1.169590643274854,0.06803388527182734
0.05,0.11,1.182732111176819,0.07288638806623948
0.05,0.12,1.196172248803828,0.07779372256098362
0.05,0.13,1.209921355111918,0.08275714209253369
0.05,0.14,1.223990208078335,0.08777794346758451
0.05,0.15,1.238390092879257,0.09285746899685954
0.05,0.16,1.253132832080201,0.09799710864927062
0.05,0.17,1.268230818008878,0.1031983023350784
0.05,0.18,1.283697047496791,0.1084625423274356
0.05,0.19,1.299545159194282,0.1137913758325025
0.05,0.2,1.315789473684211,0.1191864077192087
0.05,0.21,1.332445036642239,0.1246493034207109
0.05,0.22,1.349527665317139,0.1301817920206718
0.05,0.23,1.367053998632946,0.1357856695386704
0.05,0.24,1.385041551246537,0.1414628024303609
0.05,0.25,1.403508771929825,0.1472151313194522
0.05,0.26,1.422475106685633,0.1530446749801761
0.05,0.27,1.44196106705119,0.1589535345906963
0.05,0.28,1.461988304093567,0.1649438982798838
0.05,0.29,1.482579688658265,0.171018045992077
0.05,0.3,1.503759398496241,0.1771783546968954
0.05,0.31,1.525553012967201,0.1834273039738969
0.05,0.32,1.547987616099072,0.189767482004916
0.05,0.33,1.571091908876669,0.1962015920103259
0.05,0.34,1.594896331738437,0.2027324591692836
0.05,0.35,1.619433198380567,0.2093630380682967
0.05,0.36,1.644736842105263,0.2160964207272651
0.05,0.37,1.670843776106934,0.2229358452575706
0.05,0.38,1.697792869269949,0.2298847052128984
0.05,0.39,1.725625539257981,0.2369465597003852
0.05,0.4,1.754385964912281,0.2441251443275086
0.05,0.41,1.784121320249777,0.2514243830690081
0.05,0.42,1.814882032667877,0.2588484011482149
0.05,0.43,1.846722068328717,0.2664015390386609
0.05,0.44,1.879699248120301,0.2740883677049518
0.05,0.45,1.913875598086125,0.2819137052169085
0.05,0.46,1.949317738791423,0.2898826348881837
0.05,0.47,1.98609731876862,0.2980005251103632
0.05,0.48,2.024291497975709,0.3062730510763531
0.05,0.49,2.063983488132095,0.3147062186132159
0.05,0.5,2.105263157894737,0.3233063903751334
0.05,0.51,2.148227712137487,0.3320803146826386
0.05,0.52,2.192982456140351,0.3410351573355651
0.05,0.53,2.239641657334827,0.3501785367754348
0.05,0.54,2.288329519450801,0.3595185630295782
0.05,0.55,2.339181286549708,0.3690638809358086
0.05,0.5600000000000001,2.392344497607656,0.3788237182249649
0.05,0.5700000000000001,2.447980416156671,0.3888079391315658
0.05,0.58,2.506265664160401,0.3990271043132517
0.05,0.59,2.567394094993582,0.4094925379914168
0.05,0.6,2.631578947368421,0.4202164033831899
0.05,0.61,2.699055330634278,0.4312117876846531
0.05,0.62,2.770083102493075,0.4424927980943421
0.05,0.63,2.844950213371266,0.4540746706441573
0.05,0.64,2.923976608187135,0.465973893943865
0.05,0.65,3.007518796992481,0.4782083503608766
0.05,0.66,3.095975232198143,0.4907974776688972
0.05,0.67,3.189792663476875,0.5037624548332649
0.05,0.68,3.289473684210527,0.5171264163912463
0.05,0.6900000000000001,3.395585738539899,0.5309147008768796
0.05,0.7000000000000001,3.508771929824563,0.5451551399914899
0.05,0.71,3.629764065335753,0.5598783968121961
0.05,0.72,3.759398496240602,0.575118363368933
0.05,0.73,3.898635477582846,0.5909126305521649
0.05,0.74,4.048582995951417,0.6073030467403343
0.05,0.75,4.210526315789473,0.6243363860391146
0.05,0.76,4.385964912280702,0.6420651529995463
0.05,0.77,4.576659038901602,0.6605485586935594
0.05,0.78,4.784688995215312,0.6798537138889461
0.05,0.79,5.012531328320804,0.7000570999772331
