kind,index,evidence_class,tau,k,theta,radius,observed_q_ratio,exact_q_ratio,relative_error,trace_multiplier_over_k2,small_theta_reference,large_theta_limit,envelope,normalized_bottom,normalized_bulk,critical_ratio,subcritical_ratio,source,normalization,claim_boundary
profile_exact,0,exact_formula,0,,,,,1,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,11,exact_formula,0.13750000000000001,,,,,0.75957212322496848,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,12,exact_formula,0.14999999999999999,,,,,0.74081822068171788,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,13,exact_formula,0.16250000000000001,,,,,0.72252735364207221,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,14,exact_formula,0.17499999999999999,,,,,0.70468808971871344,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,15,exact_formula,0.1875,,,,,0.68728927879097224,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,16,exact_formula,0.20000000000000001,,,,,0.67032004603563933,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,17,exact_formula,0.21249999999999999,,,,,0.65376978512984729,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,18,exact_formula,0.22500000000000001,,,,,0.63762815162177333,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,19,exact_formula,0.23749999999999999,,,,,0.62188505646502013,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,20,exact_formula,0.25,,,,,0.60653065971263342,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,21,exact_formula,0.26250000000000001,,,,,0.59155536436681511,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,22,exact_formula,0.27500000000000002,,,,,0.57694981038048665,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,23,exact_formula,0.28749999999999998,,,,,0.56270486880695569,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,24,exact_formula,0.29999999999999999,,,,,0.54881163609402639,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,25,exact_formula,0.3125,,,,,0.53526142851899028,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,26,exact_formula,0.32500000000000001,,,,,0.52204577676101604,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,27,exact_formula,0.33750000000000002,,,,,0.50915642060754918,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,28,exact_formula,0.34999999999999998,,,,,0.49658530379140953,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,29,exact_formula,0.36249999999999999,,,,,0.48432456895536247,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,30,exact_formula,0.375,,,,,0.47236655274101469,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,31,exact_formula,0.38750000000000001,,,,,0.46070378099896581,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,32,exact_formula,0.40000000000000002,,,,,0.44932896411722156,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,33,exact_formula,0.41249999999999998,,,,,0.43823499246494924,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,34,exact_formula,0.42499999999999999,,,,,0.42741493194872671,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,35,exact_formula,0.4375,,,,,0.41686201967850839,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,36,exact_formula,0.45000000000000001,,,,,0.40656965974059911,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,37,exact_formula,0.46250000000000002,,,,,0.39653141907499284,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,38,exact_formula,0.47499999999999998,,,,,0.38674102345450123,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,39,exact_formula,0.48749999999999999,,,,,0.37719235356315695,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,40,exact_formula,0.5,,,,,0.36787944117144233,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,41,exact_formula,0.51249999999999996,,,,,0.35879646540595161,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,42,exact_formula,0.52500000000000002,,,,,0.34993774911115533,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,43,exact_formula,0.53749999999999998,,,,,0.34129775530099371,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,44,exact_formula,0.55000000000000004,,,,,0.33287108369807955,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,45,exact_formula,0.5625,,,,,0.32465246735834974,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,46,exact_formula,0.57499999999999996,,,,,0.31663676937905327,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,47,exact_formula,0.58750000000000002,,,,,0.30881897968801986,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,48,exact_formula,0.59999999999999998,,,,,0.30119421191220214,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,49,exact_formula,0.61250000000000004,,,,,0.29375770032353277,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,50,exact_formula,0.625,,,,,0.28650479686019009,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,51,exact_formula,0.63749999999999996,,,,,0.27943096822140734,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,52,exact_formula,0.65000000000000002,,,,,0.27253179303401259,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,53,exact_formula,0.66249999999999998,,,,,0.26580295908892659,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,54,exact_formula,0.67500000000000004,,,,,0.25924026064589151,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,55,exact_formula,0.6875,,,,,0.25283959580474646,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,56,exact_formula,0.69999999999999996,,,,,0.24659696394160649,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,57,exact_formula,0.71250000000000002,,,,,0.24050846320834213,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,58,exact_formula,0.72499999999999998,,,,,0.23457028809379765,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,59,exact_formula,0.73750000000000004,,,,,0.22877872704522242,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,60,exact_formula,0.75,,,,,0.22313016014842982,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,61,exact_formula,0.76249999999999996,,,,,0.21762105686523289,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,62,exact_formula,0.77500000000000002,,,,,0.21224797382674304,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,63,exact_formula,0.78749999999999998,,,,,0.20700755268115265,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,64,exact_formula,0.80000000000000004,,,,,0.20189651799465538,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,65,exact_formula,0.8125,,,,,0.19691167520419406,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,66,exact_formula,0.82499999999999996,,,,,0.19204990862075413,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,67,exact_formula,0.83750000000000002,,,,,0.18730817948195702,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,68,exact_formula,0.84999999999999998,,,,,0.18268352405273466,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,69,exact_formula,0.86250000000000004,,,,,0.17817305177289841,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,70,exact_formula,0.875,,,,,0.17377394345044514,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,71,exact_formula,0.88749999999999996,,,,,0.16948344949947011,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,72,exact_formula,0.90000000000000002,,,,,0.16529888822158653,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,73,exact_formula,0.91249999999999998,,,,,0.16121764412977677,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,74,exact_formula,0.92500000000000004,,,,,0.15723716631362761,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,75,exact_formula,0.9375,,,,,0.15335496684492847,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,76,exact_formula,0.94999999999999996,,,,,0.14956861922263506,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,77,exact_formula,0.96250000000000002,,,,,0.14587575685622736,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,78,exact_formula,0.97499999999999998,,,,,0.14227407158651359,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,79,exact_formula,0.98750000000000004,,,,,0.13876131224295524,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,80,exact_formula,1,,,,,0.1353352832366127,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,81,exact_formula,1.0125,,,,,0.13199384318783022,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,82,exact_formula,1.0249999999999999,,,,,0.12873490358780423,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,83,exact_formula,1.0375000000000001,,,,,0.1255564274931972,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,84,exact_formula,1.05,,,,,0.12245642825298191,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,85,exact_formula,1.0625,,,,,0.11943296826671962,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,86,exact_formula,1.075,,,,,0.11648415777349697,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,87,exact_formula,1.0874999999999999,,,,,0.11360815367076377,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,88,exact_formula,1.1000000000000001,,,,,0.11080315836233387,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,89,exact_formula,1.1125,,,,,0.10806741863482926,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,90,exact_formula,1.125,,,,,0.10539922456186433,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,91,exact_formula,1.1375,,,,,0.1027969084352864,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,92,exact_formula,1.1499999999999999,,,,,0.10025884372280375,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,93,exact_formula,1.1625000000000001,,,,,0.097783444051350046,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,94,exact_formula,1.175,,,,,0.095369162215549613,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,95,exact_formula,1.1875,,,,,0.093014489210663492,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,96,exact_formula,1.2,,,,,0.090717953289412512,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,97,exact_formula,1.2124999999999999,,,,,0.088478119042087314,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,98,exact_formula,1.2250000000000001,,,,,0.086293586499370495,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,99,exact_formula,1.2375,,,,,0.084162990257310361,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,100,exact_formula,1.25,,,,,0.0820849986238988,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,101,exact_formula,1.2625,,,,,0.080058312786720542,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,102,exact_formula,1.2749999999999999,,,,,0.078081666001153169,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,103,exact_formula,1.2875000000000001,,,,,0.076153822798610327,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,104,exact_formula,1.3,,,,,0.074273578214333877,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,105,exact_formula,1.3125,,,,,0.072439757034251456,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,106,exact_formula,1.325,,,,,0.070651213060429596,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,107,exact_formula,1.3374999999999999,,,,,0.068906828394662584,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,108,exact_formula,1.3500000000000001,,,,,0.067205512739749756,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,109,exact_formula,1.3625,,,,,0.065546202718024332,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,110,exact_formula,1.375,,,,,0.06392786120670757,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,111,exact_formula,1.3875,,,,,0.06234947668967343,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,112,exact_formula,1.3999999999999999,,,,,0.060810062625217973,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,113,exact_formula,1.4125000000000001,,,,,0.05930865682943872,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,114,exact_formula,1.425,,,,,0.057844320874838456,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,115,exact_formula,1.4375,,,,,0.05641613950377735,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,116,exact_formula,1.45,,,,,0.055023220056407231,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,117,exact_formula,1.4624999999999999,,,,,0.053664691912730135,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,118,exact_formula,1.4750000000000001,,,,,0.052339705948432381,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,119,exact_formula,1.4875,,,,,0.051047434004154395,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,120,exact_formula,1.5,,,,,0.049787068367863944,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,121,exact_formula,1.5125,,,,,0.048557821270009974,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,122,exact_formula,1.5249999999999999,,,,,0.047358924391140929,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,123,exact_formula,1.5375000000000001,,,,,0.046189628381680101,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,124,exact_formula,1.55,,,,,0.045049202393557801,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,125,exact_formula,1.5625,,,,,0.04393693362340742,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
profile_exact,126,exact_formula,1.575,,,,,0.042852126867040187,,,,,,,,,,q_phi(s)/q_phi(0)=exp(-2*K^2*s),tau=K^2*s; q divided by q(0),analytic heat-height profile; not physical-time evolution
