panel,series,x,value,parameter,evidenceClass
A,rayleighPayment,0.17499999999999999,0.72232469754646167,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.17499999999999999,0.36116234877323083,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.17499999999999999,0.36116234877323083,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.17499999999999999,0.72232469754646167,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.20000000000000001,0.80557435049705317,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.20000000000000001,0.40278717524852659,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.20000000000000001,0.40278717524852659,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.20000000000000001,0.80557435049705317,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.22500000000000001,0.88238888459715814,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.22500000000000001,0.44119444229857907,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.22500000000000001,0.44119444229857907,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.22500000000000001,0.88238888459715814,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.25,0.95272342858093118,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.25,0.47636171429046559,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.25,0.47636171429046559,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.25,0.95272342858093118,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.27500000000000002,1.0166731512702443,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.27500000000000002,0.50833657563512213,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.27500000000000002,0.50833657563512213,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.27500000000000002,1.0166731512702443,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.29999999999999999,1.0744468052985365,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.29999999999999999,0.53722340264926827,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.29999999999999999,0.53722340264926827,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.29999999999999999,1.0744468052985365,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.32500000000000001,1.1263399254377511,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.32500000000000001,0.56316996271887554,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.32500000000000001,0.56316996271887554,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.32500000000000001,1.1263399254377511,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.34999999999999998,1.172709536413161,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.34999999999999998,0.5863547682065805,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.34999999999999998,0.5863547682065805,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.34999999999999998,1.172709536413161,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.375,1.2139516053026713,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.375,0.60697580265133566,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.375,0.60697580265133566,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.375,1.2139516053026713,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.40000000000000002,1.250481910518233,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.40000000000000002,0.62524095525911649,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.40000000000000002,0.62524095525911649,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.40000000000000002,1.250481910518233,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.42499999999999999,1.2827205439154468,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.42499999999999999,0.64136027195772338,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.42499999999999999,0.64136027195772338,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.42499999999999999,1.2827205439154468,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.45000000000000001,1.3110799318290107,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.45000000000000001,0.65553996591450536,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.45000000000000001,0.65553996591450536,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.45000000000000001,1.3110799318290107,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.47499999999999998,1.3359560483521777,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.47499999999999998,0.66797802417608887,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.47499999999999998,0.66797802417608887,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.47499999999999998,1.3359560483521777,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.5,1.3577223804672995,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.5,0.67886119023364977,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.5,0.67886119023364977,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.5,1.3577223804672995,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.52500000000000002,1.3767261653986049,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.52500000000000002,0.68836308269930246,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.52500000000000002,0.68836308269930246,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.52500000000000002,1.3767261653986049,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.55000000000000004,1.3932864321820915,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.55000000000000004,0.69664321609104574,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.55000000000000004,0.69664321609104574,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.55000000000000004,1.3932864321820915,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.57499999999999996,1.407693421928556,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.57499999999999996,0.70384671096427798,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.57499999999999996,0.70384671096427798,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.57499999999999996,1.407693421928556,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.59999999999999998,1.4202090192694024,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.59999999999999998,0.71010450963470118,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.59999999999999998,0.71010450963470118,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.59999999999999998,1.4202090192694024,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.625,1.4310678902699232,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.625,0.7155339451349616,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.625,0.7155339451349616,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.625,1.4310678902699232,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.65000000000000002,1.4404790827977674,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.65000000000000002,0.72023954139888369,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.65000000000000002,0.72023954139888369,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.65000000000000002,1.4404790827977674,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.67500000000000004,1.4486279000528168,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.67500000000000004,0.72431395002640842,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.67500000000000004,0.72431395002640842,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.67500000000000004,1.4486279000528168,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.69999999999999996,1.4556779049201809,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.69999999999999996,0.72783895246009045,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.69999999999999996,0.72783895246009045,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.69999999999999996,1.4556779049201809,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.72499999999999998,1.4617729516076652,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.72499999999999998,0.73088647580383259,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.72499999999999998,0.73088647580383259,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.72499999999999998,1.4617729516076652,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.75,1.4670391721082203,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.75,0.73351958605411016,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.75,0.73351958605411016,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.75,1.4670391721082203,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.77500000000000002,1.4715868692541618,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.77500000000000002,0.73579343462708091,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.77500000000000002,0.73579343462708091,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.77500000000000002,1.4715868692541618,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.80000000000000004,1.4755122865405204,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.80000000000000004,0.73775614327026018,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.80000000000000004,0.73775614327026018,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.80000000000000004,1.4755122865405204,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.82499999999999996,1.4788992385350146,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.82499999999999996,0.7394496192675073,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.82499999999999996,0.7394496192675073,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.82499999999999996,1.4788992385350146,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.84999999999999998,1.4818205955252479,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.84999999999999998,0.74091029776262396,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.84999999999999998,0.74091029776262396,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.84999999999999998,1.4818205955252479,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.875,1.4843396229193249,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.875,0.74216981145966243,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.875,0.74216981145966243,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.875,1.4843396229193249,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.90000000000000002,1.4865111805171765,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.90000000000000002,0.74325559025858823,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.90000000000000002,0.74325559025858823,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.90000000000000002,1.4865111805171765,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.92500000000000004,1.4883827896779871,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.92500000000000004,0.74419139483899355,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.92500000000000004,0.74419139483899355,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.92500000000000004,1.4883827896779871,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.94999999999999996,1.4899955780777598,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.94999999999999996,0.74499778903887992,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.94999999999999996,0.74499778903887992,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.94999999999999996,1.4899955780777598,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,0.97499999999999998,1.491385112532899,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,0.97499999999999998,0.74569255626644948,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,0.97499999999999998,0.74569255626644948,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,0.97499999999999998,1.491385112532899,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1,1.4925821305300955,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1,0.74629106526504774,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1,0.74629106526504774,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1,1.4925821305300955,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.0249999999999999,1.4936131808521076,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.0249999999999999,0.7468065904260538,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.0249999999999999,0.7468065904260538,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.0249999999999999,1.4936131808521076,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.05,1.4945011831725217,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.05,0.74725059158626084,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.05,0.74725059158626084,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.05,1.4945011831725217,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.075,1.4952659158187884,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.075,0.74763295790939421,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.075,0.74763295790939421,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.075,1.4952659158187884,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.1000000000000001,1.4959244401487131,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.1000000000000001,0.74796222007435653,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.1000000000000001,0.74796222007435653,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.1000000000000001,1.4959244401487131,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.125,1.4964914692048337,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.125,0.74824573460241683,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.125,0.74824573460241683,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.125,1.4964914692048337,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.1499999999999999,1.496979687539743,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.1499999999999999,0.74848984376987149,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.1499999999999999,0.74848984376987149,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.1499999999999999,1.496979687539743,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.175,1.4974000283667623,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.175,0.74870001418338117,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.175,0.74870001418338117,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.175,1.4974000283667623,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.2,1.4977619134984899,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.2,0.74888095674924493,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.2,0.74888095674924493,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.2,1.4977619134984899,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.2250000000000001,1.4980734608982418,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.2250000000000001,0.74903673044912089,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.2250000000000001,0.74903673044912089,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,identitySum,1.2250000000000001,1.4980734608982418,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,rayleighPayment,1.25,1.4983416640892291,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,angularIntegral,1.25,0.74917083204461454,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
A,curvatureIntegral,1.25,0.74917083204461454,nu=1;lambda1=1;lambda2=4;c1=c2=1,closed-form pure-heat Hilbert model
