slopeExact,slopeDecimal,boundExact,boundDecimal,isEndpoint,isMaximum
1/47,0.021276595744680850547,891715037385371586820099325241338592573260460191672005143681132281843524077763269908540972789355144059231538321003071418429093674311422517726091895888815898807856202684719857810712696213217748328341517333877302761842323481355845451494898065826673153274158587705000927325583921373049092932160176140155641857954535441517058172264272975550434429256030309039182394151818405743429728672132587407384252059423575131/1611237301276901720793779039883238780743118233478515948419494740628491742965298783805466188568115975720730485988362642159014330049126844978545167724461766451918243300222579507687460831338742855488715838236972100118428778496000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55343495131268971576,false,false
1/44,0.022727272727272727904,1567848777059519319204942873691962592689457343157034930737673611654465642308941131036868670309596391250204949106750817409985377735665298909757153867901151448719533654186185072172291925126558176463574043864505548654131174865197851640702239106905711695139958989873303038226605055785756500261719014391330125180378937957107785325756734411746955950246413946613951380665148167706217295460718027596940857718286731/2835323998407601812307081977078167747268325158896764586884409238028060977862467864639278207366705444397382074207645026995545933537097311592384713640870169728219593073499979936740052654731430396796652410911325084194963456000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5529698820805197812,false,false
1/41,0.024390243902439025236,86275117933995218757816651990722286853800466653463600040419428393776358922836286486100238393955658754492882891561718651161430116387491218159941568423034447522467814996555609323848033303174777584502618710216887053796226149057719792392358635182683628748217353775499189347784930425506697062814311894460338026806311654280625046037876937616480744645128236684229097208433249410665052633119043772862313394759278517/156171937003198511944550687080881300261153303954182396891724076514818348608929669352302869341117624124231560107619074062694060359371632728416907509936010459878600414442377682778217243699499898522546925219186421051668037632000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55243675393632496462,false,false
2/79,0.02531645569620253125,7747837486125422946974905982460115777989968457359227259347083389383548770774122111788191184193506390135646393174967065733149467671145973649617443612588036638244133070755148507396673605184187796196588205235116535675984151285144808239639760849529012588101147338862672483115212550048611949354899379887404990067728450116039038599585982427956474299934560470857841917688284501908024973622342959511450390426797819/14032383067013034499251300204032175468934664363885212206497639125746979130664601909451199305135173859766035541073823032803674575447141522798486192286680580939426879144260145640757293096214384917165533151881908930587131904000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55213982180538101474,false,false
1/38,0.026315789473684209065,4330461285640058192444620401796998694358120087928142138470762534769596178204689692558549886816747514160740672109458437772017125700008349851223436255284006404931927199948513058563129756846871709763956299790367310939059660662042164204667829660567861185423779534821200442093009322637006489288458464349482332937556899223274758404885367295066544174224233167384984884704240060914861363286260135810110751804448629/7847605415088729222015329853314928693698858353266291468846552184553023100830729785261178565186927336245547099148651679318449697752732646652744985071718421580734843041330174479892785387192031339217021514099582133363277824000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55181944766409940506,false,false
2/73,0.027397260273972601219,41821019964933091313893377730957451212724234928445114814071817127299833749228654053934828966668672225184873039574309276143002919988899280624066373141723764884704700760002013426282898279279995172121143504938079619925024998806705223569976379732465579598974596692800049478948770743519242356843278294521955122557645195227674565442284563734294372589188892071429997221038032304476586718449687229581927692296421533/75835153445012137729172063127966751124595506798150653923032312099213344446464739663313366708879733222187830739619905143525497158985338287191358635645202418433289336503061446847959149379579773340216799607542851907572727808000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55147274140161661737,false,false
1/35,0.028571428571428570536,853209142485861101177644488288130145647531687919828356634167689517678308415679579486328724645798581488220846194021238124722109579246248516789790513628596633868323815525481942591347288976258343400931717424727521525070588317086950342863753247021451341807091539333569820554790761914738911092062601312202263053377922671813161814261422892024341184146301563950735848958091386759277657349358059395774489091927017/1548203309394414831236301067835644676074375790576473800814888563404178750961851954239981238157420978729596897998426698025133879251048444042527958005659899130189115044826088751381225232583555248925327504139849650079478579200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55109631745949239079,false,false
2/67,0.029850746268656715848,25813360874762805006881914554487874929518478524875976958009041977267019296574254693203469358834044008709765319156784916851541853736139024474989240738980079427834460674892919324815192530668339895957957754860166992539495066035714044233388403014728390812188705416774586706302790178520340883650113344528522639220194500602124965785570308969018966014832961863469675342870966192210969470901434807157087802840649839/46874901947699702689180718919746851198345167886695861287063025454671709413232747943971443610101506892439836109952365186562726927178245164377996629413347091740565480293058109863247883499650790845742058689482036781560889344000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55068618391061074924,false,false
1/32,0.03125,6287683306633698874213951403634493127697255054692207717095255581892317837263927511446935684804059953280006820333863422349893044790036853012004572070186157336255805764873672980804252857834626916860963239597044144120959499767571715312544748113029530412995432958869829634429322498563370728387939684947024858160692260759711454165028397193963192881314244466110899608272414242915597079462685515822625763468212541/11427214902673061849601269786405948799596583216159687577443225110840366971385097757485575805447631033480358056655054199709321489710119467932944451946537350722824420568954464593528091002402431599210750625794128369634246656000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.55023760034152147114,false,false
2/61,0.032786885245901641051,88431977452612599438427904697499773482180894717528533514126637686281244935506874497889676473246458165327492324214624096340845418740972564296294685091306520386736103183856582611272226916795869215884649508836644426884616489165212057968164373000042472549244021208778076133736154534309545128076152682601129886374784946457193386665709727298238998464641160705175716200609978912403982649192379425014691602507828741/160860025168397716805925566993252971563551902196709448205546938098752858135651760739989259415147421471300424951374993734369679432073220202440679592785871937098220689547589770816587742572280383281197489578486576280235933696000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54974489379842395032,false,false
1/29,0.034482758620689654694,545998109447128700775023427106176758260813956351754396753992003335726889923658627236516115178242516646450132530441851091889056480255092309096770182471659984262320335118177604716918291722030214019093879127202102516620374866420798622300712754933956774451711260023667406102357452762875845657290406135481736252058223965376692259481832077509909983182860849569207548213777958541354454811083123006218917539653369697/994167696532556380915310471417317545564902739805892819237560584643111926510503504901245095073943899912791150928989715374710969604780393710166167319348749512885724589499038419636943917209011549131335304444089168158179459072000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54920121761293694274,false,false
2/55,0.03636363636363636187,2554016619517451646426043189008179326468736450922968549530646939323896213439348087329171941985346336668463543059113930483941285597109285328109629689589483734658895490224657825395220837030812157497008747075019350838186941769203751058469222895421219514845506037482356799188279985247720061284707276045057056207450429398133008706161948928259302676235358708912458968511560761244854431616868048147369578582744951/4655531997385321494281998801869090251687496865842835679699091711823853210564299086383012365182368198825331060118725785066760606918937561009718110052292994738928467639203670760326259297275064725604379884582793039480619008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54859823129813301001,false,false
1/26,0.038461538461538463674,2370770007074947650619050162847149360420253825265779784850359813862538115000650740772017974316150660380527462870394993350268309730398692040126691504998582862489438957288626870320645677831620062399613937398537245894474908234120889683632484283921552793358569906924363121438660367937431213356264955022426191238046026454367494505911201562531489278514851590001642398220408493994231019387128332492552241681351143/4326809526254848661499509919124582555187055780875998208934813391483245746446784587785800547693763206851786060286865182414209107754317080091114889571989870662040314584361399215025199505764027498730284217533699091414908928000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54792566963931321755,false,false
1/25,0.040000000000000000833,14815961856662724227703520196996818588685602634917721285852801073250356864127644892680380987515815179695617801860441565339900682284851247538024303853595731803640052922342000073515411802065767818613722570573338572805908869900553125690234344819424240136447468364647120274002399619669489049388049656379195550422648097310519372462795708691935779297762278101475376842493440871694870851981444860088535259008210233/27064456348436199117476691599382510314834012880378207420260269999358763879596284162465837433954915605611374344709338894048393001945019792472763175662851620133005206610681626668882320795163653787604409376880830349133742080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54743245775630733352,false,false
2/49,0.040816326530612241641,9100373811143758273310000843249373026534718457357069127663471077955736807260597577942418638409595094927816031683592937688980264002075760907211860009419911839936130847351276024424015277178856126112013315894659391512959135488726883732590077792566935786277644771482352234428737778509158964441129576238743844526791585783733676224947971083823506926659703362770283924790525885683811177903241158959852354647738977/16631689016761783088033531273283905678620769631440337365189644468252811334590191785647323201988136256649630042854385815418517415716708532536067667684564262933219701224121844507412172053001558862217627148433038320160735232000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54717075349185528843,false,false
1/24,0.041666666666666664354,447578543897082213256362023491457005171289363289834086581520974536475161935519822371153525402590972162089550669908402750050360494684539827730694651591465373940479074600407091665061554593188608194805805336862757762218972143704957039243908857283948769907825613434413903439656409515302369413022835082020872342005137477174365250307600435233628503146708786233168179434566465699994050386752257777329049685837181/818394701252447400369321708840744343737686331130799906076835750643739809621744401729736198268132726535728561086701494408890398467302985767080902394049094083597504921384006748077608639429351865195464898929552960159481856000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54689814488305099616,false,false
1/23,0.043478260869565216185,20512339688956208075089417984860861974076589524480097196129672848384852445396230154494535959235955549624083781963964358609946695897123472492089707019513674311829627874165043618325675651615834481818876913499080871282111207844924826598025076874147479054259184924590719892980275635530329826482694489393592974487941958797036808141927372281066345205763464074028566415497760219865859390619878685784729811098252439/37546563251640060362975600726762403198674487710238973468742025364189777191693892631738320503613644824292605043295178084759199180476106823208246056395765580946423096155136097950163727579322275254549609199037850357369667584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54631737002081581789,false,false
1/22,0.045454545454545455807,617328956210702815422315885415063582499300495395916835320259792766609747900698140863666409766362707307716181007464892046235379005698611233202472777340257990733548831573229652378359076778733603956761994082839163569618416895076542119328294701737670880085376833096213149302124402886020817564827420653633955613968239251605543549301223075935443025307062359325494735209541027556758113625829952476225771172947434709/1131294275364633123110525708854188931160061738399809070166879285973196330167124677991072004739315472314555447608850365771222827481301827325361500742707197721559617636326491994759281009237840728321864311953618708593790418944000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54568379744671513532,false,false
2/43,0.046511627906976743541,803898778953325261267753993158056877505152077167798593336881652878387770490651475638404563893570978653735460919808080051347087987954771117853533517239295688447570740304704059951559423388868482061956306290597686578560201543962636846889856151629639780084544072915329268729578227474286974610803086109901834881756115806966416568608664325465967156585913665476571355351152290496333180048642452550972216312831568199/1474110722444824978598563802446367395147959234884599697490176039298407339308677610715639278902744403318966189308501991762502472172605411363349834301103318243244350253395125932565123739309913676298186830727442559682817818624000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54534490979080074702,false,false
1/21,0.047619047619047616404,6575633656081397502738222505600576665604250396465423046999097823964620749156978879828270433545127906190482858613192051992473196389217607596752217233781829362234208730294886216685978602957459344758997118518070665162352509317321287925567519011704032329379208392565053398751636361117222869364383853548620117341886305880269064844824283935905114073428023898205165338739524113829515714493114260896453109455865001/12065606796677143517176759718607398453205330881866932693501505843289549483752980313769686185640236119149651802836900803045037774051466924242047493954723794897283885405208903956295023460637204314250457364665308725479735296000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54498988462746200678,false,false
1/20,0.050000000000000002776,99769958685894356075504768857137344515263424241240219871302008635725796859290548160725544412482785411117032245554156102619720774724276643856116540675057479951225952751849554682832296338279979976095449612168647955377737993065703075500799997061577674351418765620006601132210548668690364494604162804256518102853137676366919613899652690971385696546754490105236628867171798363409126429311497366174569593520927/183324303251439494913389354862127520849143046248551137606041044558936368524894616430249879231780177007706278983770922989989114808183734779672905646201133968815365035865579645885477395760466817099637710574237353523544064000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54422658052628347658,false,false
4/77,0.051948051948051951476,1434939094088371623810423103980968276593708675489147415717682491674243334840923346029692252995468821497309495997455711723700451154753781240586741066105719405287891252197959000318308370031463603821001900631810341837419866375379954433477448750736068673338503890141634215652297085207930624249693475057711302167504167632345238313698528507805553514999917380203632319138162757369560630591487564831610994210834033681/2639686642517477287257893320659774172706810722932887830389385000604124770389957581979168011058402768733962711087317520132853264123037597092510168399650128016972441151428481321104989021554961699417683394558443653385510977536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54360205903829017515,false,false
1/19,0.052631578947368418131,11930330883181199236944216499497470220093941500250293994908339015882409486160006005189862676363001626089872448160861787423020578683651421760185571406169625979618164387213035331102639730351287957658981016512133008148756703347324351250589804377637228260469903894590289139699282113935096046580826192971435646276676311438373125273155894948665505598124696540085585969981726304583410162835908247441327010461413109/21955660093899927823391203746914800502595682359138276131941477460153963506818558612697005199230841648597092445932744585958359266746409314792511250369189741276437931654957454443744983836076582061404925359671864620308496384000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54338292869162585497,false,false
2/37,0.054054054054054057055,45285710733075678330087952406131267199297165902557680435193707795783256914741472065431416155271634021392951993831512794868778216654540238078554875138751922395259484644151697093927726622833288510577875557977650852565848744418933930399464645747327449767978804913277200640817542961695440701913914606444144549191382704577241176964440952095416004270862642462787004900281746882770196514322621372587966965956303/83410327756737677734315837856977728464208636614304288886446898619272751615949618667777925587208985645842029610620833574520594815402331882722222276982024457830835186634704121120643000017535997074531026465650572041125888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54292690067289195444,false,false
1/18,0.055555555555555552472,502089980375259399910670156570013293574860862578814553621398916107976000026179712964701373343349206743252998965976046974110479438484022180479862968352312846769270467637343055283950488917194955126484736126235707201511921667551239972887931050321845566063757372545963548793806526942121493442427062493419634083196282569300443109093000680163939869219051537879211051402813762876210914196069277808278768511413366231/925604407116518009817702852698881852767323240508934693772901233978069724682192918356331640241258113711909002589059390176455040666519676902568500607669525408548778066085311632075775371194596959536070800689324397940373979136000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54244553776422843594,false,false
4/71,0.056338028169014085778,4011246560435123888380043178033573153405610344850396813272741062712799182609679179144726113465314823538243298164013117062581594606826400969145295231475091674993632328711582167641086529527363398158820869977051140819992680497919498867210874429362766823509733307142454439369166382753236488550821488930190754217236516024347642157290684820080652583371422333085842620342463606864915739790191513739118116700170107/7398166487140918461899910226457346791228183054838946668679048476015191990592783654542333272219894863621022085311630834462265888474940567385158566153837251379822497207256233916174721530430753588546777760772490403441016832000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54219468667098114079,false,false
1/17,0.058823529411764705066,5953210521370508668975356461001806121573983127798108436441964437238534091058141679989651445093368794032586906966960193776662621472302745011334723239074149985946518732808741867038489486561728195976453854118443116970503622019774756054019621283279020173413959823042145545133711982060061536189912929588356881320110469644290779797207102546820518904890125330096116229606712204038471301110084007615326856066589297/10995999245968418006220089794466101675083504604229133329237820389676579538502641238335176718449607220896193601686938946890101810853133827633588057533460469563472555641824107439055332851368377576599024187084915978327293952000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54139786555125479772,false,false
4/65,0.061538461538461541878,16059481937608713783306427445738629008704195987652179405774811138328984535875265535168726283236709106597343024430530102078841013790798342655488241283642774425446329957216072503986051569918909192933576563024502944056080689451405399971511748807741394695393842383239821014356571724661534102818588447048255485901398407480167015245965137134515826839017912112832221692913140647999927377062701482783049687705038623/29710758746949960808963301444655466878951116362015187701352385288184954125601254169462497094163840687048930947303140919244235873246310616625655575060997111879343493479281607943173036606246322157947951627064733761049041305600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5405274928987582328,false,false
1/16,0.0625,7936973104357290841895430053763918917502485095818468420981286410686967427304604428605964037464486892492234812569177502493849478119986746074048451133772242868413591745107414992542570495494723949275874239437838672821479799468539312625959936666997520563842125224380440247964720214317318054801938299610259462763708940456903511449094305201874932113415125994786941885953833230231746199293465703617110742913827357/14692133446293936663773061153950505599481321277919598313855575142509043248923697116767168892718382757331888929985069685340556201055867887342357152502690879500774255017227168763107545574517412056128107947449593618101174272000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.54021923591766574102,false,false
5/79,0.06329113924050633333,487453939247798729709743721510096306814333696063387115132340799215377573197985499855442323268032957056824549076122210766582950687602277464433946553669350179280151572613745513576663523689545009253982681494025893681441050967337485622832972330268167818575334516576482237482468718516132295031217824659285514420784371544826065138576633754247096725727046308595331948904000805585957389894300621735540161013722698409/902749977311171886118500313126069955168130074076615318618014783756388990739422722841360488630362851644948286475749281777036397687099437966702611703776450707103129224947402702888719189189792096337649299437736141201105485824000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.53996560675600724366,false,false
2/31,0.064516129032258062725,185153642252302103596042298517510495927409038729243022542625480749147346886639524822507123768515791702430567448831383382686487111253442719881607791531741580734693443941740225193009222272150940400179845897771349131435666380882257570764402518246222569760182708442997773736862414146689205459369081513886859557351313523948744074032531084223859396161561968918022588974787671684403766822046920951121859811049219/343148526299191072655123697170084997856791165354488519438882768908025227103265770567051517567526537330859961016764624014519502274149535201086158873434928517023787895677353957764970120511277409985986376557589260050366464000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.53957289063472968493,false,false
5/76,0.065789473684210522664,351185583133376401862713871338835649481185534653791907649608430226658701566829663530561435628471296451068604955226517560993584013873268834254413217392859864032837622076091057450274544845895414265047153152171560453874292529430887817625846699814865512985590281924477088152656020735737665714429109785983348514406002625842074293385064425251799322214340835208879761890646169818780039889123676430375379033232265247/651351249452364525427272377825139081577005243321102191914263831317900917368950572176677820910514968908380409229338089383431324913476809672177833760952628991200991972430404481831101187136938601155012785670265317069152059392000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.53916467256129796404,false,false
1/15,0.066666666666666665741,166264300495625198522782497369322533332549884067535488166750760694964880083532021877645241810722003274906581201458371931751322234582548444367942893782997089845988624931041527841976631940755167512641583678116335212214760667719086272063005845162390914990127207842080540831789329535379039048097503001265349960379715041215284748068851145203078125295948969435741595674269727089261103475811376147815423259621925949/308534802372172669939234284232960617589107746836311564590967077992689908227397639452110546747086037903969667529686463392151680222173225634189500202556508469516259355361770544025258457064865653178690266896441465980124659712000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.53888345566626716376,false,false
4/59,0.067796610169491525189,275543176043731942928702927335756906252436403310451173537804068166802538244176261639340849381256327071383634395430651089425354793420341999037737983214915381501584427504150459720938351168050798170491112077686627935638798075301220884150469874352220293367466083334731502838965674893153205541588247045765496977642454897691826472930055521639001920207910751505338954604467803456563721877226394256445695107867399/511666338925659485803041930734594722369996263410135264661636945261508968867989451827712349497655120902105584626345710434745738345229229907445273967755403763708556144878558116128123477719511862651227639960931121028399104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.53852121017436305195,false,false
