panel,series,x,y,source,status
A,X-rho,-0.93999999999999995,-0.00021232951284321045,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.93500000000000005,0.00030792708621857942,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.93500000000000005,-0.00028791182561437175,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.92999999999999994,0.00040991327635793689,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.92999999999999994,-0.00038121934701288129,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.92500000000000004,0.00053461184568107014,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.92500000000000004,-0.00049451595725498985,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.92000000000000004,0.00068491306598399929,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.92000000000000004,-0.00063012002070527936,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.91500000000000004,0.00086381631936340399,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.91500000000000004,-0.00079039193221751465,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.91000000000000003,0.0010744200277848092,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.91000000000000003,-0.00097772222528417639,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.90500000000000003,0.0013199118553471403,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.90500000000000003,-0.0011945202290891621,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.90000000000000002,0.001603559179687498,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.90000000000000002,-0.0014432032617187483,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.89500000000000002,0.0019286998289893113,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.89500000000000002,-0.0017261863469454338,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.89000000000000001,0.002298733081076372,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.89000000000000001,-0.0020458724421579711,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.88500000000000001,0.0027171109210947777,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.88500000000000001,-0.0024046431651688783,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.88,0.0031873295543040012,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.88,-0.0028048500077875209,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.875,0.0037129211705178022,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.875,-0.003248806024203077,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.87,0.0042974459567551217,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.87,-0.0037387779823769558,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.86499999999999999,0.0049444843546802945,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.86499999999999999,-0.0042769789667984545,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.85999999999999999,0.0056576295594315063,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.85999999999999999,-0.0048655614211110957,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.85499999999999998,0.0064404802564556147,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.85499999999999998,-0.0055066106192695509,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.84999999999999998,0.0072966335929870686,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.84999999999999998,-0.0062021385540390085,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.84499999999999997,0.0082296783808277225,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.84499999999999997,-0.006954078231799425,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.83999999999999997,0.0092431885271040126,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.83999999999999997,-0.0077642783627673703,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.83499999999999996,0.010340716689697172,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.83499999999999996,-0.0086344984358971387,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.82999999999999996,0.011525788154061693,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.82999999999999996,-0.0095664041678712036,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.82499999999999996,0.012801894928166283,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.82499999999999996,-0.010561563315737182,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.82000000000000006,0.014172490052311481,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.82000000000000006,-0.011621441842895415,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.81499999999999995,0.015640982120597165,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.81499999999999995,-0.012747400428286688,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.81000000000000005,0.017210730010831971,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.81000000000000005,-0.013940691308773897,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.80499999999999994,0.018885037819697963,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.80499999999999994,-0.015202455444856858,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.80000000000000004,0.020667149999999971,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.80000000000000004,-0.016533719999999977,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.79500000000000004,0.022560246696852936,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.79500000000000004,-0.017935396123998085,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.79000000000000004,0.024567439279674471,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.79000000000000004,-0.019408277030942833,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.78500000000000003,0.026691766066874865,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.78500000000000003,-0.02095303636249677,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.78000000000000003,0.028936188240151484,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.78000000000000003,-0.022570226827318157,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.77500000000000002,0.031303585945317125,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.77500000000000002,-0.024260279107620773,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.77000000000000002,0.033796754576609189,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.77000000000000002,-0.026023501023989076,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.76500000000000001,0.036418401241446997,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.76500000000000001,-0.027860076949706953,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.76000000000000001,0.039171141402623996,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.76000000000000001,-0.029770067465994237,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.755,0.042057495694940078,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.755,-0.031753409249679759,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.75,0.045079886913299561,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.75,-0.03380991518497467,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.745,0.048240637169319416,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.745,-0.035939274691142963,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.73999999999999999,0.051541965213511509,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.73999999999999999,-0.038141054257998519,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.73499999999999999,0.054985983920122286,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.73499999999999999,-0.040414698181289878,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.72999999999999998,0.058574697931732658,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.72999999999999998,-0.042759529490164837,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.72499999999999998,0.062310001460739964,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.72499999999999998,-0.045174751059036469,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.71999999999999997,0.066193676244864011,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.71999999999999997,-0.047659446896302089,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.71500000000000008,0.070227389653836902,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.71500000000000008,-0.050212583602493394,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.70999999999999996,0.074412692944458875,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.70999999999999996,-0.052833011990565795,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.70500000000000007,0.078751019661216684,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.70500000000000007,-0.055519468861157766,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.69999999999999996,0.083243684179687499,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.69999999999999996,-0.058270578925781247,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.69500000000000006,0.087891880389962679,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.69500000000000006,-0.061084856871024065,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.68999999999999995,0.092696680517352331,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.68999999999999995,-0.063960709556973097,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.68500000000000005,0.097659034077645424,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.68500000000000005,-0.06689643834318712,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.67999999999999994,0.10277976696422407,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.67999999999999994,-0.069890241535672359,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.67500000000000004,0.10805958066434557,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.67500000000000004,-0.072940216948433265,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.66999999999999993,0.11349905160193055,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.66999999999999993,-0.076044364573293458,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.66500000000000004,0.119098630604207,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.66500000000000004,-0.079200589351797662,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.65999999999999992,0.12485864248959161,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.65999999999999992,-0.082406704043130455,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.65500000000000003,0.13077928577419218,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.65500000000000003,-0.085660432182095875,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.65000000000000002,0.13686063249435415,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.65000000000000002,-0.088959411121330198,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.64500000000000002,0.14310262814267533,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.64500000000000002,-0.092301195152025589,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.64000000000000001,0.14950509171494403,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.64000000000000001,-0.09568325869756418,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.63500000000000001,0.1560677158654715,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.63500000000000001,-0.099102999574574399,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.63,0.16279006716830821,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.63,-0.10255774231603418,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.625,0.16967158648185432,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.625,-0.10604474155115895,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.62,0.17671158941439141,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.62,-0.10956118543692267,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.61499999999999999,0.18390926688808776,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.61499999999999999,-0.11310419913617396,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.60999999999999999,0.19126368579904046,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.60999999999999999,-0.11667084833741467,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.60499999999999998,0.19877378977094542,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.60499999999999998,-0.12025814281142198,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.59999999999999998,0.20643839999999999,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.59999999999999998,-0.12386303999999999,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.59499999999999997,0.21425621618866328,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.59499999999999997,-0.12748244863225464,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.59000000000000008,0.22222581756592222,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.59000000000000008,-0.13111323236389413,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.58499999999999996,0.23034566399172576,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.58499999999999996,-0.13475221343515956,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.58000000000000007,0.23861409714327148,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.58000000000000007,-0.13839617634309748,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.57499999999999996,0.24702934178085037,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.57499999999999996,-0.14204187152398895,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.57000000000000006,0.25558950709096878,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.57000000000000006,-0.14568601904185222,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.56499999999999995,0.26429258810449491,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.56499999999999995,-0.14932531227903961,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.56000000000000005,0.27313646718758383,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.56000000000000005,-0.15295642162504697,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.55499999999999994,0.28211891560317376,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.55499999999999994,-0.15657599815976142,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.55000000000000004,0.29123759514083863,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.55000000000000004,-0.16018067732746127,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.54499999999999993,0.30049005981283239,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.54499999999999993,-0.16376708259799364,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.54000000000000004,0.30987375761415137,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.54000000000000004,-0.16733182911164174,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.53499999999999992,0.31938603234448398,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.53499999999999992,-0.17087152730429891,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.53000000000000003,0.3290241254899135,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.53000000000000003,-0.17438278650965416,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.52500000000000002,0.33878517816228565,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.52500000000000002,-0.17786221853519998,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.52000000000000002,0.34866623309414407,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.52000000000000002,-0.18130644120895492,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.51500000000000001,0.35866423668717856,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.51500000000000001,-0.18471208189389696,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.51000000000000001,0.36877604111213913,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.51000000000000001,-0.18807578096719096,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.505,0.37899840645818789,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.505,-0.19139419526138488,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.5,0.3893280029296875,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.5,-0.19466400146484375,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.495,0.3997614130884361,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.495,-0.19788189947877588,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.48999999999999999,0.41029513413938451,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.48999999999999999,-0.2010446157282984,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.48499999999999999,0.4209255802578844,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.48499999999999999,-0.20414890642507394,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.47999999999999998,0.43164908495654414,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.47999999999999998,-0.20719156077914117,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.47499999999999998,0.44246190348977749,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.47499999999999998,-0.21016940415764429,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.46999999999999997,0.45336021529416204,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.46999999999999997,-0.21307930118825616,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.46499999999999997,0.46434012646273082,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.46499999999999997,-0.21591815880516982,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.45999999999999996,0.47539767225135149,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.45999999999999996,-0.21868292923562166,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.45499999999999996,0.48652881961535843,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.45499999999999996,-0.22137061292498808,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.44999999999999996,0.49772946977462795,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.44999999999999996,-0.22397826139858257,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.44499999999999995,0.50899546080530078,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.44499999999999995,-0.22650298005835881,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.43999999999999995,0.52032257025638406,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.43999999999999995,-0.22894193091280896,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,rho,-0.43500000000000005,0.53170651778947287,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
A,X-rho,-0.43500000000000005,-0.23129233523842072,"rho=(315/256)(1-X^2)^4 on [-1,1]",analytic presentation sample
