panel,route,series,x,y,rawValue,auxiliary,source,pointer
D,producer,physical normalized true cubic,8,5.205373916928526e-06,5.205373916928526e-06,0.008734228035049455,research/certificates/r072j/result.json,cases[R=8].normalizedTrueCubic
C,independent,true raw cubic,8,1.2661381124888775,1.2661381124888775,165.917725917095,research/certificates/r072j/independent-result.json,cases[R=8].deltaIntegralAbsHB
D,independent,physical normalized true cubic,8,5.2053738839417714e-06,5.2053738839417714e-06,0.008734233248517635,research/certificates/r072j/independent-result.json,cases[R=8].normalizedTrueCubic
B,exact,signed triples T_R,16,816.0,816.0,816,research/certificates/r072j/result.json,cases[R=16].signedTriangleFormula
B,exact,aligned |b(0)|,16,576.9991334482228,576.9991334482228,576.9991334482228,research/certificates/r072j/result.json,cases[R=16].uncorrectedB0Formula
B,exact,R^2 reference,16,256.0,256.0,unit coefficient,research/certificates/r072j/result.json,cases[R=16].exact reference
C,producer,true raw cubic,16,4.635325881483093,4.635325881483093,329.54857141286686,research/certificates/r072j/result.json,cases[R=16].deltaIntegralAbsHB
D,producer,physical normalized true cubic,16,2.8853243747864293e-06,2.8853243747864293e-06,0.0052604497806610145,research/certificates/r072j/result.json,cases[R=16].normalizedTrueCubic
C,independent,true raw cubic,16,4.6353258814745635,4.6353258814745635,329.5489597747631,research/certificates/r072j/independent-result.json,cases[R=16].deltaIntegralAbsHB
D,independent,physical normalized true cubic,16,2.885324359253031e-06,2.885324359253031e-06,0.00526045236017368,research/certificates/r072j/independent-result.json,cases[R=16].normalizedTrueCubic
B,exact,signed triples T_R,32,3168.0,3168.0,3168,research/certificates/r072j/result.json,cases[R=32].signedTriangleFormula
B,exact,aligned |b(0)|,32,2240.1142827989825,2240.1142827989825,2240.1142827989825,research/certificates/r072j/result.json,cases[R=32].uncorrectedB0Formula
B,exact,R^2 reference,32,1024.0,1024.0,unit coefficient,research/certificates/r072j/result.json,cases[R=32].exact reference
C,producer,true raw cubic,32,17.711727174914184,17.711727174914184,623.864402366308,research/certificates/r072j/result.json,cases[R=32].deltaIntegralAbsHB
D,producer,physical normalized true cubic,32,1.703304248975339e-06,1.703304248975339e-06,0.0032516381816189775,research/certificates/r072j/result.json,cases[R=32].normalizedTrueCubic
C,independent,true raw cubic,32,17.71172717487985,17.71172717487985,623.8650568047865,research/certificates/r072j/independent-result.json,cases[R=32].deltaIntegralAbsHB
D,independent,physical normalized true cubic,32,1.703304241358285e-06,1.703304241358285e-06,0.0032516395873129268,research/certificates/r072j/independent-result.json,cases[R=32].normalizedTrueCubic
B,exact,signed triples T_R,64,12480.0,12480.0,12480,research/certificates/r072j/result.json,cases[R=64].signedTriangleFormula
B,exact,aligned |b(0)|,64,8824.692629208112,8824.692629208112,8824.692629208112,research/certificates/r072j/result.json,cases[R=64].uncorrectedB0Formula
B,exact,R^2 reference,64,4096.0,4096.0,unit coefficient,research/certificates/r072j/result.json,cases[R=64].exact reference
C,producer,true raw cubic,64,69.21663850231755,69.21663850231755,1141.625196724164,research/certificates/r072j/result.json,cases[R=64].deltaIntegralAbsHB
D,producer,physical normalized true cubic,64,1.0386272881747376e-06,1.0386272881747376e-06,0.002033248207738247,research/certificates/r072j/result.json,cases[R=64].normalizedTrueCubic
C,independent,true raw cubic,64,69.21663850219481,69.21663850219481,1141.6262732647224,research/certificates/r072j/independent-result.json,cases[R=64].deltaIntegralAbsHB
D,independent,physical normalized true cubic,64,1.0386272843805003e-06,1.0386272843805003e-06,0.002033248985612622,research/certificates/r072j/independent-result.json,cases[R=64].normalizedTrueCubic
C,guide,R^2 guide,4.0,0.27037749414967793,16.0,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[0]
C,finite fit,tail fit R^1.950,4.0,0.3092586688559686,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[0]
D,guide,R^-2/3 guide,4.0,6.594872199405826e-06,0.3968502629920499,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[0]
D,finite fit,tail fit R^-0.737,4.0,7.97231728994463e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[0]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.0,0.30241391577561944,0.30241391577561944,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[0]
C,guide,R^2 guide,4.179968480330092,0.2952545302111968,17.47213649655306,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[1]
C,finite fit,tail fit R^1.950,4.179968480330092,0.3369735846179605,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[1]
D,guide,R^-2/3 guide,4.179968480330092,6.4041924382354e-06,0.38537599767200886,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[1]
D,finite fit,tail fit R^-0.737,4.179968480330092,7.717875208454132e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[1]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.179968480330092,0.2929652267923011,0.2929652267923011,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[1]
C,guide,R^2 guide,4.368034124138265,0.32242046581723,19.07972210963634,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[2]
C,finite fit,tail fit R^1.950,4.368034124138265,0.3671722353017116,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[2]
D,guide,R^-2/3 guide,4.368034124138265,6.219025865223993e-06,0.37423349164990066,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[2]
D,finite fit,tail fit R^-0.737,4.368034124138265,7.471553823930235e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[2]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.368034124138265,0.2838738168991076,0.2838738168991076,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[2]
C,guide,R^2 guide,4.564561239976052,0.3520858992525539,20.835219313491713,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[3]
C,finite fit,tail fit R^1.950,4.564561239976052,0.4000772064353375,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[3]
D,guide,R^-2/3 guide,4.564561239976052,6.039213075705426e-06,0.3634131526574018,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[3]
D,finite fit,tail fit R^-0.737,4.564561239976052,7.233093958650299e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[3]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.564561239976052,0.27512256324559986,0.27512256324559986,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[3]
C,guide,R^2 guide,4.769930527409084,0.38448080564076553,22.752237236309103,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[4]
C,finite fit,tail fit R^1.950,4.769930527409084,0.435931031052983,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[4]
D,guide,R^-2/3 guide,4.769930527409084,5.86459927393432e-06,0.3529056657706736,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[4]
D,finite fit,tail fit R^-0.737,4.769930527409084,7.002244706729959e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[4]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.769930527409084,0.26669539469277675,0.26669539469277675,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[4]
C,guide,R^2 guide,4.984539814483566,0.4198563197787589,24.84563716217186,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[5]
C,finite fit,tail fit R^1.950,4.984539814483566,0.4749979773357357,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[5]
D,guide,R^-2/3 guide,4.984539814483566,5.6950341398268236e-06,0.3427019853914079,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[5]
D,finite fit,tail fit R^-0.737,4.984539814483566,6.778763170121604e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[5]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,4.984539814483566,0.2585772110261553,0.2585772110261553,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[5]
C,guide,R^2 guide,5.208804828372927,0.4584866830071816,27.13164774008112,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[6]
C,finite fit,tail fit R^1.950,5.208804828372927,0.5175659964560262,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[6]
D,guide,R^-2/3 guide,5.208804828372927,5.530371699554298e-06,0.332793327459727,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[6]
D,finite fit,tail fit R^-0.737,5.208804828372927,6.562414203038679e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[6]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,5.208804828372927,0.2507538096433254,0.2507538096433254,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[6]
C,guide,R^2 guide,5.443160000697508,0.5006713692095832,29.62799079319329,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[7]
C,finite fit,tail fit R^1.950,5.443160000697508,0.5639488449825156,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[7]
D,guide,R^-2/3 guide,5.443160000697508,5.370470199878579e-06,0.3231711618922351,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[7]
D,finite fit,tail fit R^-0.737,5.443160000697508,6.352970164536851e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[7]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,5.443160000697508,0.24321181891038887,0.24321181891038887,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[7]
C,guide,R^2 guide,5.688059309077276,0.5467374064216218,32.35401870358066,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[8]
C,finite fit,tail fit R^1.950,5.688059309077276,0.6144883974891016,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[8]
D,guide,R^-2/3 guide,5.688059309077276,5.215191986120623e-06,0.3138272052387108,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[8]
D,finite fit,tail fit R^-0.737,5.688059309077276,6.150210678991713e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[8]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,5.688059309077276,0.23593863748032515,0.23593863748032515,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[8]
C,guide,R^2 guide,5.943977156547794,0.5970419120481238,35.33086443756199,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[9]
C,finite fit,tail fit R^1.950,5.943977156547794,0.6695571664136146,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[9]
D,guide,R^-2/3 guide,5.943977156547794,5.064403383657486e-06,0.3047534135511189,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[9]
D,finite fit,tail fit R^-0.737,5.943977156547794,5.9539224042210276e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[9]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,5.943977156547794,0.22892237895149684,0.22892237895149684,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[9]
C,guide,R^2 guide,6.211409290542965,0.6519748613417404,38.581605374643466,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[10]
C,finite fit,tail fit R^1.950,6.211409290542965,0.7295610477393595,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[10]
D,guide,R^-2/3 guide,6.211409290542965,4.917974582845621e-06,0.295941975458803,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[10]
D,finite fit,tail fit R^-0.737,6.211409290542965,5.763898807007498e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[10]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,6.211409290542965,0.22215182131823036,0.22215182131823036,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[10]
C,guide,R^2 guide,6.490873763224773,0.7119621106052587,42.13144221011972,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[11]
C,finite fit,tail fit R^1.950,6.490873763224773,0.7949423127371203,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[11]
D,guide,R^-2/3 guide,6.490873763224773,4.775779527271426e-06,0.2873853054438977,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[11]
D,finite fit,tail fit R^-0.737,6.490873763224773,5.5799399457858874e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[11]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,6.490873763224773,0.21561636072937412,0.21561636072937412,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[11]
C,guide,R^2 guide,6.782911935020279,0.7774686985543179,46.00789431824055,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[12]
C,finite fit,tail fit R^1.950,6.782911935020279,0.8661828678189025,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[12]
D,guide,R^-2/3 guide,6.782911935020279,4.637695805232843e-06,0.27907603731117037,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[12]
D,finite fit,tail fit R^-0.737,6.782911935020279,5.401852260265835e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[12]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,6.782911935020279,0.20930596912637112,0.20930596912637112,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[12]
C,guide,R^2 guide,7.0880895233098915,0.8490024514336568,50.241013090455446,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[13]
C,finite fit,tail fit R^1.950,7.0880895233098915,0.9438078065308454,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[13]
D,guide,R^-2/3 guide,7.0880895233098915,4.50360454435859e-06,0.27100701784667225,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[13]
D,finite fit,tail fit R^-0.737,7.0880895233098915,5.229448367769011e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[13]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,7.0880895233098915,0.2032111553808794,0.2032111553808794,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[13]
C,guide,R^2 guide,7.406997698298323,0.9271179198348131,54.86361490259665,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[14]
C,finite fit,tail fit R^1.950,7.406997698298323,1.02838927986602,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[14]
D,guide,R^-2/3 guide,7.406997698298323,4.373390309274291e-06,0.263171300659739,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[14]
D,finite fit,tail fit R^-0.737,7.406997698298323,5.062546866066302e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[14]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,7.406997698298323,0.1973229295943366,0.1973229295943366,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[14]
C,guide,R^2 guide,7.740254228191132,1.0124206777346367,59.91153551703069,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[15]
C,finite fit,tail fit R^1.950,7.740254228191132,1.1205507134240762,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[15]
D,guide,R^-2/3 guide,7.740254228191132,4.2469410022274294e-06,0.2555621402030389,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[15]
D,finite fit,tail fit R^-0.737,7.740254228191132,4.900972142507596e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[15]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,7.740254228191132,0.19163277025895314,0.19163277025895314,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[15]
C,guide,R^2 guide,8.088504675895164,1.1055720170820207,65.42390789197793,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[16]
C,finite fit,tail fit R^1.950,8.088504675895164,1.220971402501193,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[16]
D,guide,R^-2/3 guide,8.088504675895164,4.124147766585565e-06,0.24817298596552254,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[16]
D,finite fit,tail fit R^-0.737,8.088504675895164,4.744554189243315e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[16]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,8.088504675895164,0.18613259401215382,0.18613259401215382,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[16]
C,guide,R^2 guide,8.452423649561089,1.20729407432666,71.4434655516596,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[17]
C,finite fit,tail fit R^1.950,8.452423649561089,1.3303915189794209,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[17]
D,guide,R^-2/3 guide,8.452423649561089,4.004904893124737e-06,0.24099747683327263,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[17]
D,finite fit,tail fit R^-0.737,8.452423649561089,4.593128424343295e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[17]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,8.452423649561089,0.18081472774508228,0.18081472774508228,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[17]
C,guide,R^2 guide,8.832716109390498,1.318375428632192,78.01687386908641,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[18]
C,finite fit,tail fit R^1.950,8.832716109390498,1.4496175669197466,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[18]
D,guide,R^-2/3 guide,8.832716109390498,3.88910972902738e-06,0.23402943561340125,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[18]
D,finite fit,tail fit R^-0.737,8.832716109390498,4.446535518624763e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[18]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,8.832716109390498,0.1756718828509711,0.1756718828509711,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[18]
C,guide,R^2 guide,9.23011873323903,1.4396772151727064,85.19509182969007,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[19]
C,finite fit,tail fit R^1.950,9.23011873323903,1.5795283270704852,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[19]
D,guide,R^-2/3 guide,9.23011873323903,3.7766625895114193e-06,0.2272628637162789,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[19]
D,finite fit,tail fit R^-0.737,9.23011873323903,4.30462122800724e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[19]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,9.23011873323903,0.17069713142139822,0.17069713142139822,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[19]
C,guide,R^2 guide,9.645401343660863,1.5721398009046814,93.03376708029478,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[20]
C,finite fit,tail fit R^1.950,9.645401343660863,1.721081334106244,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[20]
D,guide,R^-2/3 guide,9.645401343660863,3.6674666720144587e-06,0.22069193599151857,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[20]
D,finite fit,tail fit R^-0.737,9.645401343660863,4.1672362312179385e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[20]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,9.645401343660863,0.16588388421809552,0.16588388421809552,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[20]
C,guide,R^2 guide,10.079368399158986,1.7167900745668978,101.59366732596477,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[21]
C,finite fit,tail fit R^1.950,10.079368399158986,1.8753199343393288,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[21]
D,guide,R^-2/3 guide,10.079368399158986,3.561427972859193e-06,0.21431099571326823,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[21]
D,finite fit,tail fit R^-0.737,10.079368399158986,4.034235972676914e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[21]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,10.079368399158986,0.16122587026536742,0.16122587026536742,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[21]
C,guide,R^2 guide,10.532860552529929,1.8747494074225195,110.94115141904108,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[22]
C,finite fit,tail fit R^1.950,10.532860552529929,2.0433809759239194,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[22]
D,guide,R^-2/3 guide,10.532860552529929,3.4584552063283052e-06,0.20811454971049603,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[22]
D,finite fit,tail fit R^-0.737,10.532860552529929,3.905480510396653e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[22]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,10.532860552529929,0.1567171179236068,0.1567171179236068,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[22]
C,guide,R^2 guide,11.006756279321829,2.0472423464573906,121.14868379239051,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[23]
C,finite fit,tail fit R^1.950,11.006756279321829,2.2265031882353363,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[23]
D,guide,R^-2/3 guide,11.006756279321829,3.3584597260791628e-06,0.2020972636380739,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[23]
D,finite fit,tail fit R^-0.737,11.006756279321829,3.7808343687360263e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[23]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,11.006756279321829,0.15235193731810281,0.15235193731810281,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[23]
C,guide,R^2 guide,11.50197357956014,2.235606107426693,132.2953962248995,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[24]
C,finite fit,tail fit R^1.950,11.50197357956014,2.426036312186302,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[24]
D,guide,R^-2/3 guide,11.50197357956014,3.261355448830702e-06,0.19625395738459164,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[24]
D,finite fit,tail fit R^-0.737,11.50197357956014,3.6601663958537426e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[24]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,11.50197357956014,0.14812490400953768,0.14812490400953768,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[24]
C,guide,R^2 guide,12.019471756037717,2.4413009413429276,144.4677012941884,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[25]
C,finite fit,tail fit R^1.950,12.019471756037717,2.6434510487772154,1.9501881021393963,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[25]
D,guide,R^-2/3 guide,12.019471756037717,3.1670587802567553e-06,0.19057960061294463,not an independent theorem constant,research/certificates/r072j/result.json,R^-2/3 shape anchored at largest R[25]
D,finite fit,tail fit R^-0.737,12.019471756037717,3.5433496257112357e-06,-0.7370277418337389,not an independent theorem constant,research/certificates/r072j/result.json,last-three-point producer log fit[25]
D,analytic theorem reference,R^-4/9 (1+log R)^-2/3,12.019471756037717,0.14403084380344158,0.14403084380344158,not plotted on measured-value scale and not fitted,research/r072j_report-source.md,universal-envelope-reference[25]
C,guide,R^2 guide,12.560253272613858,2.6659214547691934,157.75996227220713,not an independent theorem constant,research/certificates/r072j/result.json,R^2 shape anchored at largest R[26]
