record_type,record_id,order_index,N,dimension,small_N,large_N,d_index,d_label,d,epsilon,regime,lambda_real,lambda_imag,decay_rate,first_order_decay_rate,rate_error_abs,projector_difference,projector_norm,left_right_overlap,right_embedded_residual,left_embedded_residual,right_algebraic_residual,left_algebraic_residual,fixed_contour_count,selected_inside_fixed_contour,cross_projector_difference,cross_lambda_difference,upstream_path,upstream_sha256
display_core_row,N160-e0-d10,11,160,321,,,10,1/720,0.0013888888888888889,0,core,0.16994438660404129,-2.0377071612096703e-16,,1.4677829421843995,,0,1.6824545383669434,0.59436970045600135,1.9076934998805635e-15,1.1947835268311256e-15,1.9064670077294001e-15,1.1903830432469857e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d11,12,160,321,,,11,11/7200,0.0015277777777777779,0,core,0.16989814199289699,-1.9428902930940239e-16,,1.4675285913697034,,0,1.6823497673774443,0.59440671576806814,2.1733474568157359e-15,1.5834309180353297e-15,2.1707452450499208e-15,1.5820379631073386e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d12,13,160,321,,,12,1/600,0.0016666666666666668,0,core,0.16985191813751122,3.0531133177191805e-16,,1.4672742384643418,,0,1.6822450319983169,0.59444372310739602,1.9328121231354692e-15,1.319289818262906e-15,1.930413497006879e-15,1.3169319134148047e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d13,14,160,321,,,13,13/7200,0.0018055555555555555,0,core,0.16980571502592823,-6.9388939039072284e-16,,1.4670198834993076,,0,1.682140332238129,0.59448072246711758,1.8712116779257455e-15,1.3244647891548057e-15,1.8695534332014306e-15,1.3230360717842766e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d14,15,160,321,,,14,7/3600,0.0019444444444444444,0,core,0.16975953264618918,3.6082248300317588e-16,,1.4667655265055997,,0,1.6820356681054818,0.59451771384035201,1.7960090849499625e-15,1.0637098583604346e-15,1.7949162143282698e-15,1.0616319699577134e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d15,16,160,321,,,15,1/480,0.0020833333333333333,0,core,0.16971337098634934,-1.9428902930940239e-16,,1.4665111675141809,,0,1.6819310396089153,0.5945546972202389,1.7557709629688598e-15,1.1271169154770552e-15,1.7548956718012181e-15,1.1259139652570401e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e0-d16,17,160,321,,,16,1/450,0.0022222222222222222,0,core,0.16966723003447309,1.1102230246251565e-16,,1.4662568065560886,,0,1.6818264467569271,0.59459167259993095,1.738204716736999e-15,1.3038886744717563e-15,1.7379301936577685e-15,1.3026037936463157e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d00,18,160,321,,,0,0,0,1e-08,core,0.17040796221717069,5.2735593669694936e-16,1.4703263162552105,1.4703263285226171,1.2267406646060408e-08,3.0937714912903684e-06,1.6835033730864899,0.59399940385425354,2.0217672675907504e-15,1.2410045746157575e-15,2.0190724797890943e-15,1.2394577252022105e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d01,19,160,321,,,1,1/7200,0.00013888888888888889,1e-08,core,0.17036150939108941,2.4980018054066022e-16,1.470071969711384,1.4700720003203325,3.0608948486943177e-08,3.0941473979540696e-06,1.6833982463250641,0.59403649860218544,1.9303197115675292e-15,1.2418945481816659e-15,1.9298731940496736e-15,1.2404085938164156e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d02,20,160,321,,,2,1/3600,0.00027777777777777778,1e-08,core,0.17031507744087271,-4.163336342344337e-16,1.4698178535388351,1.4698176697170884,1.838217467131642e-07,3.0945230648796183e-06,1.6832931550864156,0.59407358544665545,2.6913052588082363e-15,1.9656544881072607e-15,2.6905349943010277e-15,1.9646421588741751e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d03,21,160,321,,,3,1/2400,0.00041666666666666669,1e-08,core,0.1702686663544751,-6.6613381477509392e-16,1.4695630878858168,1.4695633367440657,2.4885824889686603e-07,3.0948985542595561e-06,1.6831880993794253,0.59411066438070115,2.1703891354646867e-15,1.4727472206483979e-15,2.1674471652442746e-15,1.4725024638126077e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d04,22,160,321,,,4,1/1800,0.00055555555555555556,1e-08,core,0.17022227611984933,2.7755575615628914e-17,1.4693090716333401,1.4693090014322587,7.0201081392440301e-08,3.0952737678623402e-06,1.6830830792129972,0.59414773539734944,1.8901063968772946e-15,1.3037255491314866e-15,1.8881967460021866e-15,1.3011627727070327e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d05,23,160,321,,,5,1/1440,0.00069444444444444447,1e-08,core,0.17017590672496991,2.7755575615628914e-17,1.4690545113715814,1.4690546638127373,1.5244115592061291e-07,3.0956487976337555e-06,1.6829780945959427,0.59418479848965866,1.8302444617194292e-15,1.2596410907592665e-15,1.8286024230399194e-15,1.2587346044182993e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d06,24,160,321,,,6,1/1200,0.00083333333333333339,1e-08,core,0.17012955815780861,-8.3266726846886741e-17,1.4688002314411364,1.4688003239164724,9.2475336055386492e-08,3.096023582534517e-06,1.6828731455370987,0.59422185365067703,1.872841268327693e-15,1.1499199636393514e-15,1.8714307730568742e-15,1.147872121168519e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d07,25,160,321,,,7,7/7200,0.00097222222222222219,1e-08,core,0.17008323040635287,-1.3045120539345589e-15,1.4685460680841089,1.4685459817744195,8.6309689395491773e-08,3.0963981336835675e-06,1.6827682320452297,0.59425890087347544,2.5723954609865855e-15,2.1912470004383471e-15,2.5720386725055845e-15,2.1904078733394305e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d08,26,160,321,,,8,1/900,0.0011111111111111111,1e-08,core,0.17003692345860044,1.3877787807814457e-16,1.4682918103581244,1.4682916374177604,1.7294036402937252e-07,3.0967724773780111e-06,1.6826633541290752,0.59429594015113463,1.6995827449477155e-15,1.1872239468092936e-15,1.6987603563669918e-15,1.1863790081480318e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d09,27,160,321,,,9,1/800,0.00125,1e-08,core,0.16999063730254893,-2.4980018054066022e-16,1.4680373833231286,1.4680372908774086,9.2445719968026197e-08,3.0971465998187646e-06,1.6825585117973796,0.59433297147672959,1.9371777311155843e-15,1.2907912764887961e-15,1.9346052265104736e-15,1.2899565167021768e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d10,28,160,321,,,10,1/720,0.0013888888888888889,1e-08,core,0.16994437192621256,0,1.467782873021406,1.4677829421843995,6.916299355452793e-08,3.0975205090939175e-06,1.6824537050588178,0.59436999484335917,1.8660843288656552e-15,1.1974067012597618e-15,1.8652143883562069e-15,1.1950149530272154e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d11,29,160,321,,,11,11/7200,0.0015277777777777779,1e-08,core,0.16989812731760975,0,1.4675287235421663,1.4675285913697034,1.3217246297436702e-07,3.097894176727426e-06,1.6823489339220654,0.59440701024412157,1.8966058537210027e-15,1.1763485874367558e-15,1.8959911550924999e-15,1.174317095356581e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d12,30,160,321,,,12,1/600,0.0016666666666666668,1e-08,core,0.16985190346477055,2.7755575615628914e-17,1.467274066135893,1.4672742384643418,1.7232844884418341e-07,3.0982676480862178e-06,1.6822441983957452,0.59444401767213106,1.8990067481922478e-15,1.1163406397439474e-15,1.8929341242383321e-15,1.1139328096964114e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d13,31,160,321,,,13,13/7200,0.0018055555555555555,1e-08,core,0.1698057003557302,-4.7184478546569153e-16,1.4670198028587933,1.4670198834993076,8.0640514266150376e-08,3.0986408686048945e-06,1.6821394984884688,0.59448101712050438,1.827359733552741e-15,1.2108620927844653e-15,1.8258718491526004e-15,1.2067492560325026e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d14,32,160,321,,,14,7/3600,0.0019444444444444444,1e-08,core,0.16975951797853606,2.4980018054066022e-16,1.4667653119859736,1.4667655265055997,2.145196260627813e-07,3.0990138916853606e-06,1.6820348342087967,0.59451800858237558,2.2586760865642033e-15,1.7478244512340824e-15,2.2572929937476978e-15,1.7472818812966577e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d15,33,160,321,,,15,1/480,0.0020833333333333333,1e-08,core,0.16971335632123852,-3.6678559495184615e-16,1.4665110820155647,1.4665111675141809,8.549861618689647e-08,3.0993866706004312e-06,1.6819302055652992,0.59455499205087325,1.6782054385412009e-15,1.126885802017512e-15,1.6762620657919333e-15,1.125181459960141e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e1e-08-d16,34,160,321,,,16,1/450,0.0022222222222222222,1e-08,core,0.16966721537190516,-3.8857805861880479e-16,1.466256793758447,1.4662568065560886,1.2797641613104815e-08,3.0997592289306223e-06,1.6818256125664643,0.59459196751915377,1.7604395748392898e-15,1.2504045555210301e-15,1.7597064741678787e-15,1.2478536784776317e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d00,35,160,321,,,0,0,0,2.9999999999999997e-08,core,0.17040793281064848,0,1.4703261793277043,1.4703263285226171,1.4919491286846664e-07,9.2811158295991095e-06,1.6835017094579992,0.59399999084167754,1.7967020821872172e-15,1.3232165676702339e-15,1.7953633663837908e-15,1.3215057741788952e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d01,36,160,321,,,1,1/7200,0.00013888888888888889,2.9999999999999997e-08,core,0.17036147998965442,1.3877787807814457e-16,1.4700718226068334,1.4700720003203325,1.7771349902773181e-07,9.2822435026557918e-06,1.6833965824004169,0.59403708576743286,2.0265212101366175e-15,1.3391505430955842e-15,2.0251207257730485e-15,1.3385268565353989e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d02,37,160,321,,,2,1/3600,0.00027777777777777778,2.9999999999999997e-08,core,0.17031504804452524,1.1102230246251565e-16,1.4698175334245298,1.4698176697170884,1.3629255857239286e-07,9.2833704907018577e-06,1.6832914908657788,0.59407417278968322,1.757582090022708e-15,1.2066863654624797e-15,1.7572294035412138e-15,1.2050637371986388e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d03,38,160,321,,,3,1/2400,0.00041666666666666669,2.9999999999999997e-08,core,0.17026863696321193,-3.0531133177191805e-16,1.4695631350702956,1.4695633367440657,2.0167377012825227e-07,9.2844968324045389e-06,1.6831864348629737,0.59411125190146197,2.0704473912655017e-15,1.240786386406486e-15,2.0673360457824878e-15,1.2385880443163943e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d04,39,160,321,,,4,1/1800,0.00055555555555555556,2.9999999999999997e-08,core,0.17022224673367353,4.7184478546569153e-16,1.4693088838206119,1.4693090014322587,1.1761164686596715e-07,9.2856224722617034e-06,1.6830814144008861,0.59414832309580379,2.1222748827744826e-15,1.5994188958678074e-15,2.1191289150324801e-15,1.5989740281286623e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d05,40,160,321,,,5,1/1440,0.00069444444444444447,2.9999999999999997e-08,core,0.17017587734388132,4.4408920985006262e-16,1.4690544567856161,1.4690546638127373,2.0702712122400158e-07,9.2867474780012519e-06,1.6829764294883371,0.59418538636576301,1.943913786938261e-15,1.2438228396065945e-15,1.9433584787615455e-15,1.2434828720576093e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d06,41,160,321,,,6,1/1200,0.00083333333333333339,2.9999999999999997e-08,core,0.17012952878180726,1.3877787807814457e-16,1.4688001222692058,1.4688003239164724,2.0164726666216382e-07,9.28787179824963e-06,1.6828714801341547,0.59422244170439109,1.7398351231825508e-15,1.0898850684454436e-15,1.7381429653383483e-15,1.0885758863400035e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d07,42,160,321,,,7,7/7200,0.00097222222222222219,2.9999999999999997e-08,core,0.1700832010354397,1.3877787807814457e-16,1.4685457951542822,1.4685459817744195,1.8662013734349614e-07,9.2889954432874559e-06,1.6827665663471136,0.59425948910475612,1.7611197839742234e-15,1.0281750158227533e-15,1.7591037049266709e-15,1.0268720990402135e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d08,43,160,321,,,8,1/900,0.0011111111111111111,2.9999999999999997e-08,core,0.17003689409277381,3.8857805861880479e-16,1.468291491169005,1.4682916374177604,1.4624875532831538e-07,9.2901184236416993e-06,1.6826616881359548,0.5942965285599362,1.802007568057568e-15,1.3916766340538256e-15,1.8014086747478363e-15,1.3914975704607104e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d09,44,160,321,,,9,1/800,0.00125,2.9999999999999997e-08,core,0.16999060794180967,2.7755575615628914e-16,1.4680371029918151,1.4680372908774086,1.8788559352778123e-07,9.291240745564915e-06,1.6825568455094146,0.59433356006301108,1.8880665649739946e-15,1.2447299419031761e-15,1.8844584613145796e-15,1.2446366890930733e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d10,45,160,321,,,10,1/720,0.0013888888888888889,2.9999999999999997e-08,core,0.16994434257055815,1.1102230246251565e-16,1.4677827712509621,1.4677829421843995,1.7093343740448574e-07,9.2923623919553081e-06,1.6824520384761863,0.59437058360707273,1.8367124909699536e-15,1.5392246569337623e-15,1.8344911029991712e-15,1.5386108555264495e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d11,46,160,321,,,11,11/7200,0.0015277777777777779,2.9999999999999997e-08,core,0.16989809796704322,-2.7755575615628914e-16,1.4675284589390123,1.4675285913697034,1.3243069107993222e-07,9.2934833672882228e-06,1.682347267044918,0.59440759918522856,1.9003851799986094e-15,1.0485240909204587e-15,1.8998892909329877e-15,1.0473223775408381e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d12,47,160,321,,,12,1/600,0.0016666666666666668,2.9999999999999997e-08,core,0.1698518741192894,-5.5511151231257827e-16,1.4672740605847781,1.4672742384643418,1.7787956374526459e-07,9.2946036871289111e-06,1.6822425312242555,0.59444460679058442,1.9880736591086106e-15,1.3523448081365407e-15,1.9867152453227953e-15,1.351438311606791e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d13,48,160,321,,,13,13/7200,0.0018055555555555555,2.9999999999999997e-08,core,0.16980567101533658,-1.6653345369377348e-16,1.4670197214424383,1.4670198834993076,1.6205686925729879e-07,9.2957233265623984e-06,1.6821378310227915,0.5944816064162648,1.5792699676860563e-15,1.0455747219827322e-15,1.5785238328845034e-15,1.0431192390442098e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d14,49,160,321,,,14,7/3600,0.0019444444444444444,2.9999999999999997e-08,core,0.16975948864322854,9.9920072216264089e-16,1.4667653545445229,1.4667655265055997,1.7196107671146876e-07,9.2968423056383377e-06,1.6820331664491108,0.59451859805539364,2.0003509926545608e-15,1.419701138047826e-15,1.9992510362267573e-15,1.4186850398278395e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d15,50,160,321,,,15,1/480,0.0020833333333333333,2.9999999999999997e-08,core,0.16971332699101974,-5.5511151231257827e-17,1.4665109867214219,1.4665111675141809,1.8079275898585934e-07,9.2979606200298812e-06,1.6819285375117468,0.59455558170111356,1.8695232984496073e-15,1.1821930598989854e-15,1.8681426349629116e-15,1.1799346482571641e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e2.9999999999999997e-08-d16,51,160,321,,,16,1/450,0.0022222222222222222,2.9999999999999997e-08,core,0.169667186046773,-6.106226635438361e-16,1.4662566697835426,1.4662568065560886,1.3677254595556576e-07,9.2990782554222045e-06,1.681823944219222,0.59459255734656868,1.7706943469433158e-15,1.277430369188414e-15,1.7683249259784548e-15,1.2768792721792441e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e9.9999999999999995e-08-d00,52,160,321,,,0,0,0,9.9999999999999995e-08,core,0.17040782988786146,8.3266726846886741e-17,1.4703257239512268,1.4703263285226171,6.0457139028358142e-07,3.0934735665076978e-05,1.6834958871101557,0.59400204518264288,1.9966439902465373e-15,1.1277705555529395e-15,1.9945160791959557e-15,1.1271734949952898e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e9.9999999999999995e-08-d01,53,160,321,,,1,1/7200,0.00013888888888888889,9.9999999999999995e-08,core,0.17036137708467086,-5.5511151231257827e-17,1.470071382403404,1.4700720003203325,6.1791692851365099e-07,3.0938493986559897e-05,1.6833907590161525,0.59403914073072617,2.1674785510588629e-15,1.1446338431137887e-15,2.1666207867237222e-15,1.1431415114171843e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e9.9999999999999995e-08-d02,54,160,321,,,2,1/3600,0.00027777777777777778,9.9999999999999995e-08,core,0.17031494515734516,-3.0531133177191805e-16,1.4698170608395955,1.4698176697170884,6.0887749286919757e-07,3.0942250067510206e-05,1.6832856664456579,0.5940762283751575,1.9127886029049092e-15,1.210364294088799e-15,1.9124718820184589e-15,1.2092451638149333e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e9.9999999999999995e-08-d03,55,160,321,,,3,1/2400,0.00041666666666666669,9.9999999999999995e-08,core,0.17026853409383555,4.9960036108132044e-16,1.4695627043037618,1.4695633367440657,6.3244030390485761e-07,3.0946003935251252e-05,1.683180609407577,0.59411330810896534,2.2408059641467666e-15,1.5203065646325725e-15,2.2403927937597292e-15,1.5200128316034944e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
display_core_row,N160-e9.9999999999999995e-08-d04,56,160,321,,,4,1/1800,0.00055555555555555556,9.9999999999999995e-08,core,0.17022214388209939,-7.7715611723760958e-16,1.4693084066097484,1.4693090014322587,5.9482251035802847e-07,3.0949755535867232e-05,1.6830755879107884,0.5941503799251856,2.0104663370282351e-15,1.3827648106325372e-15,2.0082653816986903e-15,1.3805174283090215e-15,1,true,,,experiments/r073k/viscous_branch_diagnostic.json,2842cbc7c7785ec4151efb172edce27e68f53d4ba077e0cca91e348627bf73c1
