panel,kind,series,x,y,z,alpha,resolution,timeSteps,powerIterations,normEstimate,powerResidual,adjointDefect,relativeToFine,formula,status
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.5457379900744366,8.4606502558083854,-2.8361600344907854,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.5201470213402017,8.3742489875898851,-2.8274333882308138,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.4939183305069843,8.2857313907907404,-2.8187067419708423,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.4670586584120779,8.1951231800524109,-2.8099800957108707,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.439574905098298,8.1024506738401207,-2.8012534494508987,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.4114741278097722,8.0077407865236392,-2.7925268031909272,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.3827635389423389,7.9110210202789704,-2.7838001569309556,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.3534505039491922,7.8123194568135581,-2.7750735106709841,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.3235425392023905,7.7116647489174142,-2.7663468644110125,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.2930473098108761,7.6090861118427817,-2.7576202181510405,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.261972627395668,7.5046133145149518,-2.748893571891069,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.2303264478228755,7.398276670576859,-2.7401669256310974,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.1981168688952439,7.2901070292702324,-2.7314402793711254,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.1653521280029171,7.1801357661560639,-2.7227136331111539,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.1320405997341005,7.0683947736771424,-2.7139869868511823,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.0981907934463786,6.9549164515656141,-2.7052603405912108,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.063811350799396,6.8397336970984215,-2.6965336943312392,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-3.0289110432496491,6.7228798952035964,-2.6878070480712672,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.9934987695081459,6.6043889084204332,-2.6790804018112957,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.9575835529616814,6.4842950667165189,-2.6703537555513241,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.9211745390585353,6.3626331571648116,-2.6616271092913526,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.884280992659348,6.2394384134838301,-2.6529004630313811,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.8469122953539836,6.1147465054441437,-2.6441738167714091,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.8090779427452008,5.9885935281444294,-2.6354471705114375,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.7707875416999075,5.8610159911602331,-2.626720524251466,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.7320508075688776,5.7320508075688785,-2.6179938779914944,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.6928775613757261,5.6017352828537499,-2.6092672317315229,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.6532777269760053,5.4701071036913476,-2.6005405854715509,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.6132613281872779,5.3372043266245575,-2.5918139392115793,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.5728384858910065,5.2030653666254709,-2.5830872929516078,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.5320194151071687,5.0677289855513621,-2.5743606466916358,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.4908144220424475,4.9312342804972458,-2.5656340004316642,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.4492339011128834,4.7936206720485242,-2.5569073541716927,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.4072883319419072,4.6549278924373789,-2.5481807079117211,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.3649882763346319,4.5151959736064349,-2.5394540616517496,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.3223443752293198,4.3744652351833286,-2.5307274153917776,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.2793673456269508,4.2327762723698887,-2.522000769131806,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.2360679774997889,4.0901699437494727,-2.5132741228718345,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.1924571306799079,3.9466873590163285,-2.5045474766118629,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.1485457317285848,3.8023698666305812,-2.4958208303518914,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.1043447707875105,3.6572590414026322,-2.4870941840919194,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.0598652984127788,3.5113966720107834,-2.4783675378319479,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-2.0151184223925576,3.3648247484557472,-2.4696408915719763,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.9701153045494606,3.2175854494560174,-2.4609142453120048,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.9248671575285305,3.0697211297878013,-2.4521875990520332,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.8793852415718157,2.9212743075733956,-2.4434609527920612,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.8336808612805231,2.772287651521907,-2.4347343065320897,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.7877653623656751,2.6228039681260675,-2.4260076602721181,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.7416501283882975,2.4728661888191783,-2.4172810140121461,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.695346577490094,2.3225173570960118,-2.4085543677521746,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.6488661591155638,2.1718006156015113,-2.399827721492203,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.6022203507265913,2.0207591931913429,-2.3911010752322315,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.5554206545104634,1.8694363919681272,-2.3823744289722599,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.5084785940823027,1.7178755742973051,-2.3736477827122879,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.4614057111829291,1.5661201498066279,-2.3649211364523164,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.4142135623730945,1.4142135623730934,-2.3561944901923448,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.3669137157251348,1.2621992771014339,-2.3474678439323733,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.3195177475129931,1.1101207672979887,-2.3387411976724017,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.272037238901619,0.95802150144395315,-2.3300145514124297,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.2244837726367455,0.80594493017199209,-2.3212879051524582,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.176868929736004,0.65393447325005449,-2.3125612588924866,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.1292042861824099,0.5020335065764896,-2.3038346126325151,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.0815014096211808,0.35028534919029786,-2.2951079663725436,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-1.0337718560608826,0.19873325030048772,-2.2863813201125716,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.98602716657990497,0.04742037633851881,-2.2776546738526,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.93827886403921812,-0.10361020196236392,-2.2689280275926285,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.89053844980243646,-0.25431552245683631,-2.2602013813326565,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.84281740046415732,-0.40465274444239618,-2.2514747350726854,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.79512716458750832,-0.5545791614756832,-2.2427480888127134,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.74747915945198096,-0.7040522141460257,-2.2340214425527418,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.69988476781240005,-0.85302950280272372,-2.2252947962927703,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.65235533467009665,-1.0014688002319017,-2.2165681500327983,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.60490216405720809,-1.1493280642792145,-2.2078415037728267,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.55753651583505093,-1.2965654504146344,-2.1991148575128552,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.51026960250756626,-1.4431393242353736,-2.1903882112528836,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.46311258605075523,-1.5890082739032561,-2.1816615649929121,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.41607657475906379,-1.7341311225127405,-2.1729349187329401,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.36917262010966878,-1.878466940385805,-2.1642082724729685,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.32241171364556864,-2.0219750572900743,-2.155481626212997,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.2758047838784542,-2.1646150745763464,-2.1467549799530254,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.22936269321224967,-2.3063468772319453,-2.1380283336930539,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.18309623488825411,-2.4471306458462125,-2.1293016874330819,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.13701612995280366,-2.5869268684844782,-2.1205750411731104,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
A,exact-coefficient-geometry,"(alpha^2 V_X, V_SX) at S=0",-0.091133024248327033,-2.7256963524670175,-2.1118483949131388,,,,,,,,,"(2(cos(z)-cos(2z)),2(-cos(z)+4cos(2z)))",exact analytic identity
