panel,item_id,series_id,label,sigma_or_beta_exact,log10_K,log10_decay_term,observable,relation,rate_exact,rate_decimal,classification,claim_type
A,sigma_1_4_16,sigma_1_4,sigma = 1/4,1/4,4.00,-1.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_17,sigma_1_4,sigma = 1/4,1/4,4.25,-1.062500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_18,sigma_1_4,sigma = 1/4,1/4,4.50,-1.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_19,sigma_1_4,sigma = 1/4,1/4,4.75,-1.187500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_20,sigma_1_4,sigma = 1/4,1/4,5.00,-1.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_21,sigma_1_4,sigma = 1/4,1/4,5.25,-1.312500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_22,sigma_1_4,sigma = 1/4,1/4,5.50,-1.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_23,sigma_1_4,sigma = 1/4,1/4,5.75,-1.437500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_24,sigma_1_4,sigma = 1/4,1/4,6.00,-1.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_25,sigma_1_4,sigma = 1/4,1/4,6.25,-1.562500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_26,sigma_1_4,sigma = 1/4,1/4,6.50,-1.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_27,sigma_1_4,sigma = 1/4,1/4,6.75,-1.687500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_28,sigma_1_4,sigma = 1/4,1/4,7.00,-1.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_29,sigma_1_4,sigma = 1/4,1/4,7.25,-1.812500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_30,sigma_1_4,sigma = 1/4,1/4,7.50,-1.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_31,sigma_1_4,sigma = 1/4,1/4,7.75,-1.937500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_32,sigma_1_4,sigma = 1/4,1/4,8.00,-2.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_33,sigma_1_4,sigma = 1/4,1/4,8.25,-2.062500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_34,sigma_1_4,sigma = 1/4,1/4,8.50,-2.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_35,sigma_1_4,sigma = 1/4,1/4,8.75,-2.187500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_36,sigma_1_4,sigma = 1/4,1/4,9.00,-2.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_37,sigma_1_4,sigma = 1/4,1/4,9.25,-2.312500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_38,sigma_1_4,sigma = 1/4,1/4,9.50,-2.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_39,sigma_1_4,sigma = 1/4,1/4,9.75,-2.437500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_40,sigma_1_4,sigma = 1/4,1/4,10.00,-2.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_41,sigma_1_4,sigma = 1/4,1/4,10.25,-2.562500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_42,sigma_1_4,sigma = 1/4,1/4,10.50,-2.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_43,sigma_1_4,sigma = 1/4,1/4,10.75,-2.687500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_44,sigma_1_4,sigma = 1/4,1/4,11.00,-2.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_45,sigma_1_4,sigma = 1/4,1/4,11.25,-2.812500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_46,sigma_1_4,sigma = 1/4,1/4,11.50,-2.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_47,sigma_1_4,sigma = 1/4,1/4,11.75,-2.937500,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_4_48,sigma_1_4,sigma = 1/4,1/4,12.00,-3.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_00,sigma_1_2,sigma = 1/2,1/2,0.00,0.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_01,sigma_1_2,sigma = 1/2,1/2,0.25,-0.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_02,sigma_1_2,sigma = 1/2,1/2,0.50,-0.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_03,sigma_1_2,sigma = 1/2,1/2,0.75,-0.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_04,sigma_1_2,sigma = 1/2,1/2,1.00,-0.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_05,sigma_1_2,sigma = 1/2,1/2,1.25,-0.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_06,sigma_1_2,sigma = 1/2,1/2,1.50,-0.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_07,sigma_1_2,sigma = 1/2,1/2,1.75,-0.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_08,sigma_1_2,sigma = 1/2,1/2,2.00,-1.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_09,sigma_1_2,sigma = 1/2,1/2,2.25,-1.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_10,sigma_1_2,sigma = 1/2,1/2,2.50,-1.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_11,sigma_1_2,sigma = 1/2,1/2,2.75,-1.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_12,sigma_1_2,sigma = 1/2,1/2,3.00,-1.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_13,sigma_1_2,sigma = 1/2,1/2,3.25,-1.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_14,sigma_1_2,sigma = 1/2,1/2,3.50,-1.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_15,sigma_1_2,sigma = 1/2,1/2,3.75,-1.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_16,sigma_1_2,sigma = 1/2,1/2,4.00,-2.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_17,sigma_1_2,sigma = 1/2,1/2,4.25,-2.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_18,sigma_1_2,sigma = 1/2,1/2,4.50,-2.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_19,sigma_1_2,sigma = 1/2,1/2,4.75,-2.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_20,sigma_1_2,sigma = 1/2,1/2,5.00,-2.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_21,sigma_1_2,sigma = 1/2,1/2,5.25,-2.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_22,sigma_1_2,sigma = 1/2,1/2,5.50,-2.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_23,sigma_1_2,sigma = 1/2,1/2,5.75,-2.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_24,sigma_1_2,sigma = 1/2,1/2,6.00,-3.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_25,sigma_1_2,sigma = 1/2,1/2,6.25,-3.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_26,sigma_1_2,sigma = 1/2,1/2,6.50,-3.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_27,sigma_1_2,sigma = 1/2,1/2,6.75,-3.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_28,sigma_1_2,sigma = 1/2,1/2,7.00,-3.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_29,sigma_1_2,sigma = 1/2,1/2,7.25,-3.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_30,sigma_1_2,sigma = 1/2,1/2,7.50,-3.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_31,sigma_1_2,sigma = 1/2,1/2,7.75,-3.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_32,sigma_1_2,sigma = 1/2,1/2,8.00,-4.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_33,sigma_1_2,sigma = 1/2,1/2,8.25,-4.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_34,sigma_1_2,sigma = 1/2,1/2,8.50,-4.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_35,sigma_1_2,sigma = 1/2,1/2,8.75,-4.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_36,sigma_1_2,sigma = 1/2,1/2,9.00,-4.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_37,sigma_1_2,sigma = 1/2,1/2,9.25,-4.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_38,sigma_1_2,sigma = 1/2,1/2,9.50,-4.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_39,sigma_1_2,sigma = 1/2,1/2,9.75,-4.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_40,sigma_1_2,sigma = 1/2,1/2,10.00,-5.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_41,sigma_1_2,sigma = 1/2,1/2,10.25,-5.125000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_42,sigma_1_2,sigma = 1/2,1/2,10.50,-5.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_43,sigma_1_2,sigma = 1/2,1/2,10.75,-5.375000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_44,sigma_1_2,sigma = 1/2,1/2,11.00,-5.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_45,sigma_1_2,sigma = 1/2,1/2,11.25,-5.625000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_46,sigma_1_2,sigma = 1/2,1/2,11.50,-5.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_47,sigma_1_2,sigma = 1/2,1/2,11.75,-5.875000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_1_2_48,sigma_1_2,sigma = 1/2,1/2,12.00,-6.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_00,sigma_ge_1,sigma >= 1,1/1,0.00,0.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_01,sigma_ge_1,sigma >= 1,1/1,0.25,-0.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_02,sigma_ge_1,sigma >= 1,1/1,0.50,-0.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_03,sigma_ge_1,sigma >= 1,1/1,0.75,-0.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_04,sigma_ge_1,sigma >= 1,1/1,1.00,-1.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_05,sigma_ge_1,sigma >= 1,1/1,1.25,-1.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_06,sigma_ge_1,sigma >= 1,1/1,1.50,-1.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_07,sigma_ge_1,sigma >= 1,1/1,1.75,-1.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_08,sigma_ge_1,sigma >= 1,1/1,2.00,-2.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_09,sigma_ge_1,sigma >= 1,1/1,2.25,-2.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_10,sigma_ge_1,sigma >= 1,1/1,2.50,-2.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_11,sigma_ge_1,sigma >= 1,1/1,2.75,-2.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_12,sigma_ge_1,sigma >= 1,1/1,3.00,-3.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_13,sigma_ge_1,sigma >= 1,1/1,3.25,-3.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_14,sigma_ge_1,sigma >= 1,1/1,3.50,-3.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_15,sigma_ge_1,sigma >= 1,1/1,3.75,-3.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_16,sigma_ge_1,sigma >= 1,1/1,4.00,-4.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_17,sigma_ge_1,sigma >= 1,1/1,4.25,-4.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_18,sigma_ge_1,sigma >= 1,1/1,4.50,-4.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_19,sigma_ge_1,sigma >= 1,1/1,4.75,-4.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_20,sigma_ge_1,sigma >= 1,1/1,5.00,-5.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_21,sigma_ge_1,sigma >= 1,1/1,5.25,-5.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_22,sigma_ge_1,sigma >= 1,1/1,5.50,-5.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_23,sigma_ge_1,sigma >= 1,1/1,5.75,-5.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_24,sigma_ge_1,sigma >= 1,1/1,6.00,-6.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_25,sigma_ge_1,sigma >= 1,1/1,6.25,-6.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_26,sigma_ge_1,sigma >= 1,1/1,6.50,-6.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_27,sigma_ge_1,sigma >= 1,1/1,6.75,-6.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_28,sigma_ge_1,sigma >= 1,1/1,7.00,-7.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_29,sigma_ge_1,sigma >= 1,1/1,7.25,-7.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_30,sigma_ge_1,sigma >= 1,1/1,7.50,-7.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_31,sigma_ge_1,sigma >= 1,1/1,7.75,-7.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_32,sigma_ge_1,sigma >= 1,1/1,8.00,-8.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_33,sigma_ge_1,sigma >= 1,1/1,8.25,-8.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_34,sigma_ge_1,sigma >= 1,1/1,8.50,-8.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_35,sigma_ge_1,sigma >= 1,1/1,8.75,-8.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_36,sigma_ge_1,sigma >= 1,1/1,9.00,-9.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_37,sigma_ge_1,sigma >= 1,1/1,9.25,-9.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_38,sigma_ge_1,sigma >= 1,1/1,9.50,-9.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_39,sigma_ge_1,sigma >= 1,1/1,9.75,-9.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_40,sigma_ge_1,sigma >= 1,1/1,10.00,-10.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_41,sigma_ge_1,sigma >= 1,1/1,10.25,-10.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_42,sigma_ge_1,sigma >= 1,1/1,10.50,-10.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_43,sigma_ge_1,sigma >= 1,1/1,10.75,-10.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_44,sigma_ge_1,sigma >= 1,1/1,11.00,-11.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_45,sigma_ge_1,sigma >= 1,1/1,11.25,-11.250000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_46,sigma_ge_1,sigma >= 1,1/1,11.50,-11.500000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_47,sigma_ge_1,sigma >= 1,1/1,11.75,-11.750000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
A,sigma_ge_1_48,sigma_ge_1,sigma >= 1,1/1,12.00,-12.000000,,<=,,,proved decay-rate term; additive log10 C suppressed,PROVED_RATE_ONLY
B,window_sigma_1_4,,,,,,"window, sigma = 1/4",<=,-1/4,-0.250000000000,misses target,PROVED
B,window_sigma_1_2,,,,,,"window, sigma = 1/2",<=,-1/2,-0.500000000000,misses target,PROVED
B,window_sigma_ge_1,,,,,,"window, sigma >= 1",<=,-1/1,-1.000000000000,misses target,PROVED
B,matched_target_component,,,,,,matched target component v_j,=,0/1,0.000000000000,detects target,PROVED
B,strong_target_lower,,,,,,over-weighted target lower,>=,640/43,14.883720930233,overpays,PROVED
