panel,kind,id,series,x,y,value,mu,Lambda,p,a,norm,N,start,end,gain,finiteGain,triangularGain,energyEnvelope,observedExponent,predictedExponent,sourcePath,sourceSha256,sourceRowId,formula,status,note
A,finite-propagator-gain,fixed-c-kinetic-10,fixed c=1 | kinetic,0.0001,12.719663149218352,12.719663149218352,0.0001,,0,,kinetic,10,0,0.75,12.719663149218352,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0096:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-c-kinetic-11,fixed c=1 | kinetic,0.001,4.151519145293495,4.151519145293495,0.001,,0,,kinetic,10,0,0.75,4.151519145293495,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0097:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-c-kinetic-12,fixed c=1 | kinetic,0.01,1.6424702693444435,1.6424702693444435,0.01,,0,,kinetic,10,0,0.75,1.6424702693444435,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0098:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-00,fixed Lambda=1 | kinetic,1e-14,1.0100768040288413,1.0100768040288413,1e-14,,0.5,,kinetic,10,0,0.75,1.0100768040288413,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-146,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-01,fixed Lambda=1 | kinetic,1e-13,1.010076804028772,1.010076804028772,1e-13,,0.5,,kinetic,10,0,0.75,1.010076804028772,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-139,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-02,fixed Lambda=1 | kinetic,9.9999999999999998e-13,1.0100768040280814,1.0100768040280814,9.9999999999999998e-13,,0.5,,kinetic,10,0,0.75,1.0100768040280814,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-132,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-03,fixed Lambda=1 | kinetic,9.9999999999999994e-12,1.0100768040212145,1.0100768040212145,9.9999999999999994e-12,,0.5,,kinetic,10,0,0.75,1.0100768040212145,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-125,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-04,fixed Lambda=1 | kinetic,1e-10,1.0100768039525534,1.0100768039525534,1e-10,,0.5,,kinetic,10,0,0.75,1.0100768039525534,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-118,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-05,fixed Lambda=1 | kinetic,1.0000000000000001e-09,1.0100768032659582,1.0100768032659582,1.0000000000000001e-09,,0.5,,kinetic,10,0,0.75,1.0100768032659582,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-111,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-06,fixed Lambda=1 | kinetic,1e-08,1.0100767964000048,1.0100767964000048,1e-08,,0.5,,kinetic,10,0,0.75,1.0100767964000048,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0148:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-07,fixed Lambda=1 | kinetic,9.9999999999999995e-08,1.0100767277404814,1.0100767277404814,9.9999999999999995e-08,,0.5,,kinetic,10,0,0.75,1.0100767277404814,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0149:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-08,fixed Lambda=1 | kinetic,9.9999999999999995e-07,1.0100760411454934,1.0100760411454934,9.9999999999999995e-07,,0.5,,kinetic,10,0,0.75,1.0100760411454934,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0150:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-09,fixed Lambda=1 | kinetic,1.0000000000000001e-05,1.0100691752215898,1.0100691752215898,1.0000000000000001e-05,,0.5,,kinetic,10,0,0.75,1.0100691752215898,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0151:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-10,fixed Lambda=1 | kinetic,0.0001,1.0100005185790222,1.0100005185790222,0.0001,,0.5,,kinetic,10,0,0.75,1.0100005185790222,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0152:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-11,fixed Lambda=1 | kinetic,0.001,1.0093142117303058,1.0093142117303058,0.001,,0.5,,kinetic,10,0,0.75,1.0093142117303058,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0153:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-kinetic-12,fixed Lambda=1 | kinetic,0.01,1.0024770314432345,1.0024770314432345,0.01,,0.5,,kinetic,10,0,0.75,1.0024770314432345,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0154:kinetic,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-00,fixed Lambda=1 | raw q,1e-14,1280077.6708886048,1280077.6708886048,1e-14,,0.5,,raw_q,10,0,0.75,1280077.6708886048,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-142,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-01,fixed Lambda=1 | raw q,1e-13,404796.1021944274,404796.1021944274,1e-13,,0.5,,raw_q,10,0,0.75,404796.1021944274,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-135,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-02,fixed Lambda=1 | raw q,9.9999999999999998e-13,128007.76709333672,128007.76709333672,9.9999999999999998e-13,,0.5,,raw_q,10,0,0.75,128007.76709333672,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-128,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-03,fixed Lambda=1 | raw q,9.9999999999999994e-12,40479.610233598665,40479.610233598665,9.9999999999999994e-12,,0.5,,raw_q,10,0,0.75,40479.610233598665,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-121,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-04,fixed Lambda=1 | raw q,1e-10,12800.776754099037,12800.776754099037,1e-10,,0.5,,raw_q,10,0,0.75,12800.776754099037,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-114,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-05,fixed Lambda=1 | raw q,1.0000000000000001e-09,4047.9611649204362,4047.9611649204362,1.0000000000000001e-09,,0.5,,raw_q,10,0,0.75,4047.9611649204362,,,,,,experiments/r073b/targeted_asymptotics.csv,8103339924a008a58ee643325aa0c0c715d897b0f1bdff160a1878765d0ebf31,targeted-line-107,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-06,fixed Lambda=1 | raw q,1e-08,1280.0781230636021,1280.0781230636021,1e-08,,0.5,,raw_q,10,0,0.75,1280.0781230636021,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0148:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-07,fixed Lambda=1 | raw q,9.9999999999999995e-08,404.797532093435,404.797532093435,9.9999999999999995e-08,,0.5,,raw_q,10,0,0.75,404.797532093435,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0149:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-08,fixed Lambda=1 | raw q,9.9999999999999995e-07,128.01228870770373,128.01228870770373,9.9999999999999995e-07,,0.5,,raw_q,10,0,0.75,128.01228870770373,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0150:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-09,fixed Lambda=1 | raw q,1.0000000000000001e-05,40.493904936231303,40.493904936231303,1.0000000000000001e-05,,0.5,,raw_q,10,0,0.75,40.493904936231303,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0151:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-10,fixed Lambda=1 | raw q,0.0001,12.845858078205064,12.845858078205064,0.0001,,0.5,,raw_q,10,0,0.75,12.845858078205064,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0152:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-11,fixed Lambda=1 | raw q,0.001,4.1868682865271802,4.1868682865271802,0.001,,0.5,,raw_q,10,0,0.75,4.1868682865271802,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0153:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
A,finite-propagator-gain,fixed-Lambda-raw-q-12,fixed Lambda=1 | raw q,0.01,1.6440749478373433,1.6440749478373433,0.01,,0.5,,raw_q,10,0,0.75,1.6440749478373433,,,,,,experiments/r073b/weighted_propagator_rows.csv,6c69ddb4112cf06c91fe03eb23f4a782b330ad2825007db8746676f4a78dd241,R073B-W0154:raw_q,finite N=10 RK4 singular value,FINITE N=10 diagnostic,no Galerkin tail bound
B,finite-kinetic-gain,finite-0,finite N=10,0.25,1.000636111717464,1.000636111717464,1e-08,0.25,,,kinetic,10,0,0.75,,1.000636111717464,,,,,experiments/r073b/validation.json,93e9dd55a8fe701509b949a683f5d66dce8faf38ff54bf9a1d766c0f4c407342,fixedLambdaKineticLimits[0],finite N=10 RK4 singular value,FINITE N=10 diagnostic,filled marker; no tail bound
B,triangular-limit-gain,limit-0,triangular low-gap limit,0.25,1.0006361192257218,1.0006361192257218,1e-08,0.25,,,kinetic,10,0,0.75,,,1.0006361192257218,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.fixedLambdaTriangularColumn,largest singular value of explicit 5x5 triangular matrix,exact finite-matrix low-gap limit,open marker; not an infinite-dimensional tail enclosure
B,analytic-energy-envelope,envelope-0,analytic energy envelope,0.25,1.0489861853864615,1.0489861853864615,1e-08,0.25,,,kinetic,10,0,0.75,,,,1.0489861853864615,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.physicalVelocityNormBound,"exp[-mu*(d-s)+abs(Lambda)*K(s,d)/2]",proved analytic upper envelope,not an observed maximum transient gain
B,finite-kinetic-gain,finite-1,finite N=10,1,1.0100767964000048,1.0100767964000048,1e-08,1,,,kinetic,10,0,0.75,,1.0100767964000048,,,,,experiments/r073b/validation.json,93e9dd55a8fe701509b949a683f5d66dce8faf38ff54bf9a1d766c0f4c407342,fixedLambdaKineticLimits[1],finite N=10 RK4 singular value,FINITE N=10 diagnostic,filled marker; no tail bound
B,triangular-limit-gain,limit-1,triangular low-gap limit,1,1.010076804028855,1.010076804028855,1e-08,1,,,kinetic,10,0,0.75,,,1.010076804028855,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.fixedLambdaTriangularColumn,largest singular value of explicit 5x5 triangular matrix,exact finite-matrix low-gap limit,open marker; not an infinite-dimensional tail enclosure
B,analytic-energy-envelope,envelope-1,analytic energy envelope,1,1.2108186033297721,1.2108186033297721,1e-08,1,,,kinetic,10,0,0.75,,,,1.2108186033297721,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.physicalVelocityNormBound,"exp[-mu*(d-s)+abs(Lambda)*K(s,d)/2]",proved analytic upper envelope,not an observed maximum transient gain
B,finite-kinetic-gain,finite-2,finite N=10,4,1.1426112203889762,1.1426112203889762,1e-08,4,,,kinetic,10,0,0.75,,1.1426112203889762,,,,,experiments/r073b/validation.json,93e9dd55a8fe701509b949a683f5d66dce8faf38ff54bf9a1d766c0f4c407342,fixedLambdaKineticLimits[2],finite N=10 RK4 singular value,FINITE N=10 diagnostic,filled marker; no tail bound
B,triangular-limit-gain,limit-2,triangular low-gap limit,4,1.1426112293661077,1.1426112293661077,1e-08,4,,,kinetic,10,0,0.75,,,1.1426112293661077,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.fixedLambdaTriangularColumn,largest singular value of explicit 5x5 triangular matrix,exact finite-matrix low-gap limit,open marker; not an infinite-dimensional tail enclosure
B,analytic-energy-envelope,envelope-2,analytic energy envelope,4,2.1493955706115413,2.1493955706115413,1e-08,4,,,kinetic,10,0,0.75,,,,2.1493955706115413,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.physicalVelocityNormBound,"exp[-mu*(d-s)+abs(Lambda)*K(s,d)/2]",proved analytic upper envelope,not an observed maximum transient gain
B,finite-kinetic-gain,finite-3,finite N=10,16,2.2890228603529521,2.2890228603529521,1e-08,16,,,kinetic,10,0,0.75,,2.2890228603529521,,,,,experiments/r073b/validation.json,93e9dd55a8fe701509b949a683f5d66dce8faf38ff54bf9a1d766c0f4c407342,fixedLambdaKineticLimits[3],finite N=10 RK4 singular value,FINITE N=10 diagnostic,filled marker; no tail bound
B,triangular-limit-gain,limit-3,triangular low-gap limit,16,2.2890228531426513,2.2890228531426513,1e-08,16,,,kinetic,10,0,0.75,,,2.2890228531426513,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.fixedLambdaTriangularColumn,largest singular value of explicit 5x5 triangular matrix,exact finite-matrix low-gap limit,open marker; not an infinite-dimensional tail enclosure
B,analytic-energy-envelope,envelope-3,analytic energy envelope,16,21.343488677198525,21.343488677198525,1e-08,16,,,kinetic,10,0,0.75,,,,21.343488677198525,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.physicalVelocityNormBound,"exp[-mu*(d-s)+abs(Lambda)*K(s,d)/2]",proved analytic upper envelope,not an observed maximum transient gain
C,elementary-shear-upper,elementary-shear-upper-00,elementary M/2,9.9999999999999998e-13,0.5,0.5,9.9999999999999998e-13,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-00,carrier/block upper,9.9999999999999998e-13,0.2500005000005,0.2500005000005,9.9999999999999998e-13,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-00,exact low-gap rho_0,9.9999999999999998e-13,0.25,0.25,9.9999999999999998e-13,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-01,elementary M/2,1.584893192461111e-12,0.5,0.5,1.584893192461111e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-01,carrier/block upper,1.584893192461111e-12,0.25000062946349833,0.25000062946349833,1.584893192461111e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-01,exact low-gap rho_0,1.584893192461111e-12,0.25,0.25,1.584893192461111e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-02,elementary M/2,2.5118864315095823e-12,0.5,0.5,2.5118864315095823e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-02,carrier/block upper,2.5118864315095823e-12,0.25000079244785217,0.25000079244785217,2.5118864315095823e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-02,exact low-gap rho_0,2.5118864315095823e-12,0.25,0.25,2.5118864315095823e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-03,elementary M/2,3.9810717055349695e-12,0.5,0.5,3.9810717055349695e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-03,carrier/block upper,3.9810717055349695e-12,0.25000099763314798,0.25000099763314798,3.9810717055349695e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-03,exact low-gap rho_0,3.9810717055349695e-12,0.25,0.25,3.9810717055349695e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
