panel,series,x,y,xUnit,yUnit,evidence,source,note
A,target participation M^-3,0.525,1.5107142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.525,1.6535714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.55,1.092857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.55,1.5214285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.55,1.6642857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.5750000000000001,1.1035714285714284,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.5750000000000001,1.532142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.5750000000000001,1.675,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.6000000000000001,1.1142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.6000000000000001,1.542857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.6000000000000001,1.6857142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.625,1.125,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.625,1.5535714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.625,1.6964285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.65,1.1357142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.65,1.5642857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.65,1.707142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.675,1.1464285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.675,1.575,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.675,1.717857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.7000000000000001,1.157142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.7000000000000001,1.5857142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.7000000000000001,1.7285714285714284,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.7250000000000001,1.167857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.7250000000000001,1.5964285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.7250000000000001,1.7392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.75,1.1785714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.75,1.6071428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.75,1.75,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.775,1.1892857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.775,1.6178571428571427,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.775,1.7607142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.8,1.2,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.8,1.6285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.8,1.7714285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.8250000000000001,1.2107142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.8250000000000001,1.6392857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.8250000000000001,1.782142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.8500000000000001,1.2214285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.8500000000000001,1.6500000000000001,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.8500000000000001,1.792857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.875,1.2321428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.875,1.6607142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.875,1.8035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.9,1.2428571428571427,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.9,1.6714285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.9,1.8142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.925,1.2535714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.925,1.6821428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.925,1.825,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.9500000000000001,1.2642857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.9500000000000001,1.6928571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.9500000000000001,1.8357142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,0.9750000000000001,1.2750000000000001,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,0.9750000000000001,1.7035714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,0.9750000000000001,1.8464285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.0,1.2857142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.0,1.7142857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.0,1.8571428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.0250000000000001,1.2964285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.0250000000000001,1.7249999999999999,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.0250000000000001,1.8678571428571427,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.05,1.3071428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.05,1.7357142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.05,1.8785714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.075,1.3178571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.075,1.7464285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.075,1.8892857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.1,1.3285714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.1,1.7571428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.1,1.9000000000000001,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.125,1.3392857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.125,1.7678571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.125,1.9107142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.1500000000000001,1.3499999999999999,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.1500000000000001,1.7785714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.1500000000000001,1.9214285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.175,1.3607142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.175,1.7892857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.175,1.9321428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.2000000000000002,1.3714285714285717,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.2000000000000002,1.8000000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.2000000000000002,1.942857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.225,1.3821428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.225,1.8107142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.225,1.9535714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.25,1.3928571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.25,1.8214285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.25,1.9642857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.2750000000000001,1.4035714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.2750000000000001,1.832142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.2750000000000001,1.9749999999999999,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.3,1.4142857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.3,1.842857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.3,1.9857142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.3250000000000002,1.4250000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.3250000000000002,1.8535714285714289,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.3250000000000002,1.9964285714285717,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.35,1.4357142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.35,1.8642857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.35,2.007142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.375,1.4464285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.375,1.875,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.375,2.017857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.4000000000000001,1.457142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.4000000000000001,1.8857142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.4000000000000001,2.0285714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.425,1.467857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.425,1.8964285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
