panel,row_role,sample_index,time_t,axisymmetric_axial_weight_p,axisymmetric_source_correlation_q,anisotropy_norm_square,correlation_grid_q,frozen_source_production,periodic_shear_probability_p,diffusion_anisotropy_production_over_nu,exact_summary
A,frozen-source-trajectory,27,0.90000000000000002,0.88151470458189007,0.82227205687283511,0.45075422367592194,,,,,
A,frozen-source-trajectory,28,0.93333333333333335,0.89156745451292563,0.8373511817693885,0.46743800107372763,,,,,
A,frozen-source-trajectory,29,0.96666666666666667,0.90086321064042119,0.85129481596063172,0.48313524245429723,,,,,
A,frozen-source-trajectory,30,1,0.90944299851274191,0.86416449776911275,0.4978535194696953,,,,,
A,frozen-source-trajectory,31,1.0333333333333332,0.9173483747967589,0.87602256219513841,0.51161035298329016,,,,,
A,frozen-source-trajectory,32,1.0666666666666667,0.92462083392944205,0.88693125089416303,0.5244313625417899,,,,,
A,frozen-source-trajectory,33,1.1000000000000001,0.93130131536853467,0.89695197305280194,0.5363485613088762,,,,,
A,frozen-source-trajectory,34,1.1333333333333333,0.93742980415421173,0.9061447062313176,0.54739881908736054,,,,,
A,frozen-source-trajectory,35,1.1666666666666667,0.94304501612701219,0.91456752419051823,0.55762250420264947,,,,,
A,frozen-source-trajectory,36,1.2,0.94818415845112358,0.92227623767668543,0.5670623057220413,,,,,
A,frozen-source-trajectory,37,1.2333333333333334,0.95288275592168081,0.92932413388252111,0.57576223054433207,,,,,
A,frozen-source-trajectory,38,1.2666666666666666,0.95717453375755612,0.93576180063633407,0.58376676502010283,,,,,
A,frozen-source-trajectory,39,1.3,0.96109134808160668,0.94163702212241007,0.59112018762104013,,,,,
A,frozen-source-trajectory,40,1.3333333333333333,0.96466315597190389,0.94699473395785583,0.59786601742927348,,,,,
A,frozen-source-trajectory,41,1.3666666666666667,0.96791801775254183,0.95187702662881279,0.60404658254913979,,,,,
A,frozen-source-trajectory,42,1.3999999999999999,0.97088212502123095,0.95632318753184642,0.60970269267404742,,,,,
A,frozen-source-trajectory,43,1.4333333333333333,0.97357984873860126,0.96036977310790184,0.61487340073288188,,,,,
A,frozen-source-trajectory,44,1.4666666666666666,0.97603380249965477,0.9640507037494821,0.61959583959991449,,,,,
A,frozen-source-trajectory,45,1.5,0.97826491685044892,0.96739737527567338,0.62390512112684138,,,,,
A,frozen-source-trajectory,46,1.5333333333333332,0.98029252119059873,0.97043878178589804,0.62783428612939851,,,,,
A,frozen-source-trajectory,47,1.5666666666666667,0.98213443040863457,0.97320164561295186,0.63141429534917171,,,,,
A,frozen-source-trajectory,48,1.6000000000000001,0.9838070339313959,0.97571055089709391,0.63467405275460698,,,,,
A,frozen-source-trajectory,49,1.6333333333333333,0.98532538533246261,0.97798807799869381,0.63764045380505274,,,,,
A,frozen-source-trajectory,50,1.6666666666666667,0.98670329104226795,0.98005493656340203,0.64033845245486265,,,,,
A,frozen-source-trajectory,51,1.7,0.98795339703942076,0.98193009555913124,0.64279114170984308,,,,,
A,frozen-source-trajectory,52,1.7333333333333334,0.98908727268495766,0.98363090902743655,0.64501984346276076,,,,,
A,frozen-source-trajectory,53,1.7666666666666666,0.99011549109502528,0.98517323664253797,0.64704420413115604,,,,,
A,frozen-source-trajectory,54,1.8,0.99104770563898192,0.98657155845847289,0.64888229330612002,,,,,
A,frozen-source-trajectory,55,1.8333333333333333,0.99189272230492775,0.98783908345739158,0.65055070320395958,,,,,
A,frozen-source-trajectory,56,1.8666666666666667,0.99265856779856354,0.98898785169784531,0.65206464720394619,,,,,
A,frozen-source-trajectory,57,1.8999999999999999,0.99335255333887451,0.99002883000831166,0.65343805616508432,,,,,
A,frozen-source-trajectory,58,1.9333333333333333,0.9939813341897179,0.99097200128457685,0.65468367155330631,,,,,
A,frozen-source-trajectory,59,1.9666666666666666,0.99455096502372931,0.99182644753559401,0.65581313468738422,,,,,
A,frozen-source-trajectory,60,2,0.9950669512572845,0.99260042688592676,0.65683707163608263,,,,,
A,frozen-source-trajectory,61,2.0333333333333332,0.99553429652536451,0.99330144478804672,0.65776517347868069,,,,,
A,frozen-source-trajectory,62,2.0666666666666664,0.99595754648542512,0.99393631972813767,0.65860627178314313,,,,,
A,frozen-source-trajectory,63,2.1000000000000001,0.99634082915175937,0.9945112437276391,0.65936840926713036,,,,,
A,frozen-source-trajectory,64,2.1333333333333333,0.9966878919680322,0.99503183795204841,0.66005890569215431,,,,,
A,frozen-source-trajectory,65,2.1666666666666665,0.99700213582703057,0.99550320374054591,0.66068441910512721,,,,,
A,frozen-source-trajectory,66,2.2000000000000002,0.9972866462443517,0.99592996936652756,0.66125100258827507,,,,,
A,frozen-source-trajectory,67,2.2333333333333334,0.99754422188767067,0.99631633283150589,0.66176415671121336,,,,,
A,frozen-source-trajectory,68,2.2666666666666666,0.99777740065613607,0.99666610098420405,0.66222887790070373,,,,,
A,frozen-source-trajectory,69,2.2999999999999998,0.99798848349594915,0.99698272524392373,0.66264970295653403,,,,,
A,frozen-source-trajectory,70,2.3333333333333335,0.99817955612876197,0.9972693341931429,0.66303074994802302,,,,,
A,frozen-source-trajectory,71,2.3666666666666667,0.99835250885957016,0.99752876328935536,0.66337575572639385,,,,,
A,frozen-source-trajectory,72,2.3999999999999999,0.99850905462056938,0.99776358193085402,0.66368811028499197,,,,,
A,frozen-source-trajectory,73,2.4333333333333331,0.99865074539721588,0.99797611809582387,0.66397088819307315,,,,,
A,frozen-source-trajectory,74,2.4666666666666668,0.998778987172665,0.99816848075899756,0.66422687732048347,,,,,
A,frozen-source-trajectory,75,2.5,0.99889505351696362,0.99834258027544531,0.66445860506068932,,,,,
A,frozen-source-trajectory,76,2.5333333333333332,0.9990000979379593,0.99850014690693889,0.66466836224878567,,,,,
A,frozen-source-trajectory,77,2.5666666666666664,0.99909516510190222,0.99864274765285321,0.66485822495976021,,,,,
A,frozen-source-trajectory,78,2.6000000000000001,0.99918120102320351,0.99877180153480527,0.66503007436072037,,,,,
A,frozen-source-trajectory,79,2.6333333333333333,0.99925906231480321,0.99888859347220471,0.66518561477925298,,,,,
A,frozen-source-trajectory,80,2.6666666666666665,0.99932952458308555,0.99899428687462832,0.66532639013876482,,,,,
A,frozen-source-trajectory,81,2.7000000000000002,0.99939329004427635,0.99908993506641453,0.66545379890067491,,,,,
A,frozen-source-trajectory,82,2.7333333333333334,0.99945099443273366,0.9991764916491005,0.6655691076428033,,,,,
A,frozen-source-trajectory,83,2.7666666666666666,0.99950321326551006,0.99925481989826515,0.66567346339327627,,,,,
A,frozen-source-trajectory,84,2.7999999999999998,0.99955046752197318,0.99932570128295983,0.66576790482978632,,,,,
A,frozen-source-trajectory,85,2.8333333333333335,0.9995932287921272,0.9993898431881908,0.66585337244514442,,,,,
A,frozen-source-trajectory,86,2.8666666666666667,0.9996319239425342,0.99944788591380129,0.6659307177717112,,,,,
A,frozen-source-trajectory,87,2.8999999999999999,0.99966693934438355,0.99950040901657533,0.66600071174953424,,,,,
A,frozen-source-trajectory,88,2.9333333333333331,0.99969862470425919,0.99954793705638878,0.66606405231578836,,,,,
A,frozen-source-trajectory,89,2.9666666666666668,0.99972729653450176,0.9995909448017527,0.66612137128644044,,,,,
A,frozen-source-trajectory,90,3,0.99975324129671306,0.99962986194506964,0.66617324059487937,,,,,
A,frozen-source-trajectory,91,3.0333333333333332,0.99977671824889425,0.99966507737334143,0.66622017794656585,,,,,
A,frozen-source-trajectory,92,3.0666666666666664,0.99979796202391835,0.99969694303587753,0.66626265194351897,,,,,
A,frozen-source-trajectory,93,3.1000000000000001,0.9998171849644919,0.99972577744673785,0.66630108672765631,,,,,
A,frozen-source-trajectory,94,3.1333333333333333,0.99983457923744279,0.99975186885616407,0.66633586618759511,,,,,
A,frozen-source-trajectory,95,3.1666666666666665,0.99985031874805586,0.99977547812208367,0.66636733776949397,,,,,
A,frozen-source-trajectory,96,3.2000000000000002,0.99986456087326014,0.99979684130989022,0.66639581592882247,,,,,
A,frozen-source-trajectory,97,3.2333333333333334,0.99987744803071954,0.99981617204607931,0.66642158525658346,,,,,
A,frozen-source-trajectory,98,3.2666666666666666,0.9998891090992913,0.99983366364893689,0.66644490331043704,,,,,
A,frozen-source-trajectory,99,3.2999999999999998,0.99989966070487213,0.99984949105730814,0.66646600317837212,,,,,
A,frozen-source-trajectory,100,3.3333333333333335,0.99990920838434094,0.99986381257651147,0.66648509580002491,,,,,
A,frozen-source-trajectory,101,3.3666666666666667,0.99991784763911429,0.99987677145867149,0.6665023720684109,,,,,
A,frozen-source-trajectory,102,3.3999999999999999,0.99992566488875134,0.9998884973331269,0.66651800473273237,,,,,
A,frozen-source-trajectory,103,3.4333333333333331,0.9999327383340646,0.9998991075010969,0.66653215012099343,,,,,
A,frozen-source-trajectory,104,3.4666666666666668,0.99993913873830187,0.99990870810745269,0.66654494969941003,,,,,
A,frozen-source-trajectory,105,3.5,0.99994493013415764,0.99991739520123646,0.66655653148401717,,,,,
A,frozen-source-trajectory,106,3.5333333333333332,0.99995017046364343,0.99992525569546509,0.66656701131842755,,,,,
A,frozen-source-trajectory,107,3.5666666666666664,0.9999549121571788,0.99993236823576825,0.66657649403039476,,,,,
A,frozen-source-trajectory,108,3.6000000000000001,0.99995920265766869,0.99993880398650303,0.66658507447863868,,,,,
A,frozen-source-trajectory,109,3.6333333333333333,0.99996308489478369,0.9999446273421756,0.66659283850032158,,,,,
A,frozen-source-trajectory,110,3.6666666666666665,0.99996659771416951,0.99994989657125422,0.66659986376857472,,,,,
A,frozen-source-trajectory,111,3.6999999999999997,0.99996977626586203,0.99995466439879299,0.66660622056860175,,,,,
A,frozen-source-trajectory,112,3.7333333333333334,0.9999726523557827,0.9999589785336741,0.66661197250007265,,,,,
A,frozen-source-trajectory,113,3.7666666666666666,0.99997525476381832,0.99996288214572748,0.66661717711279345,,,,,
A,frozen-source-trajectory,114,3.7999999999999998,0.99997760953165915,0.99996641429748867,0.6666218864819845,,,,,
A,frozen-source-trajectory,115,3.8333333333333335,0.99997974022326963,0.99996961033490439,0.66662614772889361,,,,,
A,frozen-source-trajectory,116,3.8666666666666667,0.99998166816058998,0.99997250224088496,0.66663000349193113,,,,,
A,frozen-source-trajectory,117,3.8999999999999999,0.99998341263682367,0.9999751189552355,0.66663349235302494,,,,,
A,frozen-source-trajectory,118,3.9333333333333331,0.99998499110944006,0.99997748666416009,0.66663664922344701,,,,,
A,frozen-source-trajectory,119,3.9666666666666668,0.99998641937482113,0.9999796290622317,0.66663950569295893,,,,,
A,frozen-source-trajectory,120,4,0.99998771172629686,0.99998156758944534,0.66664209034576294,,,,,
B,frozen-source-variance-production,0,,,,,-0.5,0,,,
B,frozen-source-variance-production,1,,,,,-0.48999999999999999,0.029800000000000028,,,
B,frozen-source-variance-production,2,,,,,-0.47999999999999998,0.059200000000000051,,,
B,frozen-source-variance-production,3,,,,,-0.46999999999999997,0.08820000000000007,,,
B,frozen-source-variance-production,4,,,,,-0.46000000000000002,0.11679999999999995,,,
B,frozen-source-variance-production,5,,,,,-0.45000000000000001,0.14499999999999996,,,
B,frozen-source-variance-production,6,,,,,-0.44,0.17279999999999998,,,
B,frozen-source-variance-production,7,,,,,-0.42999999999999999,0.20020000000000002,,,
B,frozen-source-variance-production,8,,,,,-0.41999999999999998,0.22720000000000004,,,
B,frozen-source-variance-production,9,,,,,-0.41000000000000003,0.25379999999999991,,,
B,frozen-source-variance-production,10,,,,,-0.40000000000000002,0.27999999999999992,,,
B,frozen-source-variance-production,11,,,,,-0.39000000000000001,0.30580000000000002,,,
B,frozen-source-variance-production,12,,,,,-0.38,0.33119999999999994,,,
B,frozen-source-variance-production,13,,,,,-0.37,0.35620000000000002,,,
B,frozen-source-variance-production,14,,,,,-0.35999999999999999,0.38080000000000003,,,
B,frozen-source-variance-production,15,,,,,-0.34999999999999998,0.40500000000000008,,,
B,frozen-source-variance-production,16,,,,,-0.33999999999999997,0.42880000000000001,,,
B,frozen-source-variance-production,17,,,,,-0.32999999999999996,0.45220000000000016,,,
B,frozen-source-variance-production,18,,,,,-0.32000000000000001,0.47520000000000001,,,
B,frozen-source-variance-production,19,,,,,-0.31,0.49780000000000002,,,
B,frozen-source-variance-production,20,,,,,-0.29999999999999999,0.52000000000000002,,,
B,frozen-source-variance-production,21,,,,,-0.29000000000000004,0.54179999999999995,,,
B,frozen-source-variance-production,22,,,,,-0.28000000000000003,0.56319999999999992,,,
B,frozen-source-variance-production,23,,,,,-0.27000000000000002,0.58419999999999994,,,
B,frozen-source-variance-production,24,,,,,-0.26000000000000001,0.6048,,,
B,frozen-source-variance-production,25,,,,,-0.25,0.625,,,
B,frozen-source-variance-production,26,,,,,-0.23999999999999999,0.64480000000000004,,,
B,frozen-source-variance-production,27,,,,,-0.22999999999999998,0.66420000000000001,,,
B,frozen-source-variance-production,28,,,,,-0.21999999999999997,0.68320000000000003,,,
B,frozen-source-variance-production,29,,,,,-0.21000000000000002,0.70179999999999998,,,
B,frozen-source-variance-production,30,,,,,-0.20000000000000001,0.71999999999999997,,,
B,frozen-source-variance-production,31,,,,,-0.19,0.73780000000000001,,,
B,frozen-source-variance-production,32,,,,,-0.17999999999999999,0.75519999999999998,,,
B,frozen-source-variance-production,33,,,,,-0.16999999999999998,0.7722,,,
B,frozen-source-variance-production,34,,,,,-0.15999999999999998,0.78880000000000006,,,
B,frozen-source-variance-production,35,,,,,-0.14999999999999997,0.80500000000000005,,,
B,frozen-source-variance-production,36,,,,,-0.14000000000000001,0.82080000000000009,,,
B,frozen-source-variance-production,37,,,,,-0.13,0.83619999999999994,,,
B,frozen-source-variance-production,38,,,,,-0.12,0.85120000000000007,,,
B,frozen-source-variance-production,39,,,,,-0.10999999999999999,0.8657999999999999,,,
B,frozen-source-variance-production,40,,,,,-0.099999999999999978,0.88000000000000012,,,
B,frozen-source-variance-production,41,,,,,-0.089999999999999969,0.89379999999999993,,,
B,frozen-source-variance-production,42,,,,,-0.080000000000000016,0.90720000000000001,,,
B,frozen-source-variance-production,43,,,,,-0.070000000000000007,0.92020000000000002,,,
B,frozen-source-variance-production,44,,,,,-0.059999999999999998,0.93280000000000007,,,
B,frozen-source-variance-production,45,,,,,-0.049999999999999989,0.94500000000000006,,,
B,frozen-source-variance-production,46,,,,,-0.03999999999999998,0.95680000000000009,,,
B,frozen-source-variance-production,47,,,,,-0.029999999999999971,0.96820000000000006,,,
B,frozen-source-variance-production,48,,,,,-0.020000000000000018,0.97919999999999996,,,
B,frozen-source-variance-production,49,,,,,-0.010000000000000009,0.98980000000000001,,,
B,frozen-source-variance-production,50,,,,,0,1,,,
B,frozen-source-variance-production,51,,,,,0.010000000000000009,1.0098,,,
B,frozen-source-variance-production,52,,,,,0.020000000000000018,1.0192000000000001,,,
B,frozen-source-variance-production,53,,,,,0.030000000000000027,1.0282,,,
B,frozen-source-variance-production,54,,,,,0.040000000000000036,1.0367999999999999,,,
B,frozen-source-variance-production,55,,,,,0.050000000000000044,1.0449999999999999,,,
B,frozen-source-variance-production,56,,,,,0.060000000000000053,1.0528,,,
B,frozen-source-variance-production,57,,,,,0.070000000000000062,1.0602,,,
B,frozen-source-variance-production,58,,,,,0.07999999999999996,1.0671999999999999,,,
B,frozen-source-variance-production,59,,,,,0.089999999999999969,1.0738000000000001,,,
B,frozen-source-variance-production,60,,,,,0.099999999999999978,1.0800000000000001,,,
B,frozen-source-variance-production,61,,,,,0.10999999999999999,1.0858000000000001,,,
B,frozen-source-variance-production,62,,,,,0.12,1.0911999999999999,,,
B,frozen-source-variance-production,63,,,,,0.13,1.0962000000000001,,,
B,frozen-source-variance-production,64,,,,,0.14000000000000001,1.1008,,,
B,frozen-source-variance-production,65,,,,,0.15000000000000002,1.105,,,
B,frozen-source-variance-production,66,,,,,0.16000000000000003,1.1088,,,
B,frozen-source-variance-production,67,,,,,0.17000000000000004,1.1122000000000001,,,
B,frozen-source-variance-production,68,,,,,0.18000000000000005,1.1152,,,
B,frozen-source-variance-production,69,,,,,0.19000000000000006,1.1177999999999999,,,
B,frozen-source-variance-production,70,,,,,0.20000000000000007,1.1200000000000001,,,
B,frozen-source-variance-production,71,,,,,0.20999999999999996,1.1217999999999999,,,
B,frozen-source-variance-production,72,,,,,0.21999999999999997,1.1232,,,
B,frozen-source-variance-production,73,,,,,0.22999999999999998,1.1242000000000001,,,
B,frozen-source-variance-production,74,,,,,0.23999999999999999,1.1248,,,
B,frozen-source-variance-production,75,,,,,0.25,1.125,,,
B,frozen-source-variance-production,76,,,,,0.26000000000000001,1.1248,,,
B,frozen-source-variance-production,77,,,,,0.27000000000000002,1.1242000000000001,,,
B,frozen-source-variance-production,78,,,,,0.28000000000000003,1.1232,,,
B,frozen-source-variance-production,79,,,,,0.29000000000000004,1.1217999999999999,,,
B,frozen-source-variance-production,80,,,,,0.30000000000000004,1.1199999999999999,,,
B,frozen-source-variance-production,81,,,,,0.31000000000000005,1.1177999999999999,,,
B,frozen-source-variance-production,82,,,,,0.32000000000000006,1.1152,,,
B,frozen-source-variance-production,83,,,,,0.33000000000000007,1.1122000000000001,,,
B,frozen-source-variance-production,84,,,,,0.33999999999999997,1.1088,,,
B,frozen-source-variance-production,85,,,,,0.34999999999999998,1.105,,,
B,frozen-source-variance-production,86,,,,,0.35999999999999999,1.1008,,,
B,frozen-source-variance-production,87,,,,,0.37,1.0962000000000001,,,
B,frozen-source-variance-production,88,,,,,0.38,1.0911999999999999,,,
B,frozen-source-variance-production,89,,,,,0.39000000000000001,1.0858000000000001,,,
B,frozen-source-variance-production,90,,,,,0.40000000000000002,1.0800000000000001,,,
B,frozen-source-variance-production,91,,,,,0.41000000000000003,1.0738000000000001,,,
B,frozen-source-variance-production,92,,,,,0.42000000000000004,1.0671999999999999,,,
B,frozen-source-variance-production,93,,,,,0.43000000000000005,1.0602,,,
B,frozen-source-variance-production,94,,,,,0.44000000000000006,1.0528,,,
B,frozen-source-variance-production,95,,,,,0.45000000000000007,1.0449999999999999,,,
B,frozen-source-variance-production,96,,,,,0.45999999999999996,1.0367999999999999,,,
B,frozen-source-variance-production,97,,,,,0.46999999999999997,1.0282,,,
B,frozen-source-variance-production,98,,,,,0.47999999999999998,1.0192000000000001,,,
B,frozen-source-variance-production,99,,,,,0.48999999999999999,1.0098,,,
B,frozen-source-variance-production,100,,,,,0.5,1,,,
B,frozen-source-variance-production,101,,,,,0.51000000000000001,0.98980000000000001,,,
B,frozen-source-variance-production,102,,,,,0.52000000000000002,0.97919999999999996,,,
B,frozen-source-variance-production,103,,,,,0.53000000000000003,0.96819999999999995,,,
B,frozen-source-variance-production,104,,,,,0.54000000000000004,0.95679999999999998,,,
B,frozen-source-variance-production,105,,,,,0.55000000000000004,0.94499999999999995,,,
B,frozen-source-variance-production,106,,,,,0.56000000000000005,0.93279999999999996,,,
B,frozen-source-variance-production,107,,,,,0.57000000000000006,0.92019999999999991,,,
B,frozen-source-variance-production,108,,,,,0.58000000000000007,0.9071999999999999,,,
B,frozen-source-variance-production,109,,,,,0.59000000000000008,0.89379999999999993,,,
B,frozen-source-variance-production,110,,,,,0.60000000000000009,0.87999999999999989,,,
B,frozen-source-variance-production,111,,,,,0.6100000000000001,0.8657999999999999,,,
B,frozen-source-variance-production,112,,,,,0.62000000000000011,0.85119999999999985,,,
B,frozen-source-variance-production,113,,,,,0.63000000000000012,0.83619999999999983,,,
B,frozen-source-variance-production,114,,,,,0.64000000000000012,0.82079999999999975,,,
B,frozen-source-variance-production,115,,,,,0.65000000000000013,0.80499999999999983,,,
B,frozen-source-variance-production,116,,,,,0.65999999999999992,0.78880000000000017,,,
B,frozen-source-variance-production,117,,,,,0.66999999999999993,0.77220000000000011,,,
B,frozen-source-variance-production,118,,,,,0.67999999999999994,0.75520000000000009,,,
B,frozen-source-variance-production,119,,,,,0.68999999999999995,0.73780000000000012,,,
B,frozen-source-variance-production,120,,,,,0.69999999999999996,0.72000000000000008,,,
B,frozen-source-variance-production,121,,,,,0.70999999999999996,0.70180000000000009,,,
B,frozen-source-variance-production,122,,,,,0.71999999999999997,0.68320000000000003,,,
B,frozen-source-variance-production,123,,,,,0.72999999999999998,0.66420000000000001,,,
B,frozen-source-variance-production,124,,,,,0.73999999999999999,0.64480000000000004,,,
B,frozen-source-variance-production,125,,,,,0.75,0.625,,,
B,frozen-source-variance-production,126,,,,,0.76000000000000001,0.6048,,,
B,frozen-source-variance-production,127,,,,,0.77000000000000002,0.58419999999999994,,,
B,frozen-source-variance-production,128,,,,,0.78000000000000003,0.56319999999999992,,,
B,frozen-source-variance-production,129,,,,,0.79000000000000004,0.54179999999999995,,,
B,frozen-source-variance-production,130,,,,,0.80000000000000004,0.51999999999999991,,,
B,frozen-source-variance-production,131,,,,,0.81000000000000005,0.49779999999999985,,,
B,frozen-source-variance-production,132,,,,,0.82000000000000006,0.47519999999999984,,,
B,frozen-source-variance-production,133,,,,,0.83000000000000007,0.45219999999999982,,,
B,frozen-source-variance-production,134,,,,,0.84000000000000008,0.42879999999999979,,,
B,frozen-source-variance-production,135,,,,,0.85000000000000009,0.4049999999999998,,,
B,frozen-source-variance-production,136,,,,,0.8600000000000001,0.38079999999999975,,,
B,frozen-source-variance-production,137,,,,,0.87000000000000011,0.35619999999999974,,,
B,frozen-source-variance-production,138,,,,,0.88000000000000012,0.33119999999999972,,,
B,frozen-source-variance-production,139,,,,,0.89000000000000012,0.30579999999999968,,,
B,frozen-source-variance-production,140,,,,,0.90000000000000013,0.27999999999999964,,,
B,frozen-source-variance-production,141,,,,,0.90999999999999992,0.25380000000000019,,,
B,frozen-source-variance-production,142,,,,,0.91999999999999993,0.22720000000000018,,,
B,frozen-source-variance-production,143,,,,,0.92999999999999994,0.20020000000000016,,,
B,frozen-source-variance-production,144,,,,,0.93999999999999995,0.17280000000000015,,,
B,frozen-source-variance-production,145,,,,,0.94999999999999996,0.14500000000000013,,,
B,frozen-source-variance-production,146,,,,,0.95999999999999996,0.1168000000000001,,,
B,frozen-source-variance-production,147,,,,,0.96999999999999997,0.08820000000000007,,,
B,frozen-source-variance-production,148,,,,,0.97999999999999998,0.059200000000000051,,,
B,frozen-source-variance-production,149,,,,,0.98999999999999999,0.029800000000000028,,,
B,frozen-source-variance-production,150,,,,,1,0,,,
C,periodic-shear-diffusion-production,0,,,,,,,0,-0,
C,periodic-shear-diffusion-production,1,,,,,,,0.0050000000000000001,-0.059102999999999996,
C,periodic-shear-diffusion-production,2,,,,,,,0.01,-0.11642399999999999,
C,periodic-shear-diffusion-production,3,,,,,,,0.014999999999999999,-0.17198099999999997,
C,periodic-shear-diffusion-production,4,,,,,,,0.02,-0.22579199999999999,
C,periodic-shear-diffusion-production,5,,,,,,,0.025000000000000001,-0.27787500000000004,
C,periodic-shear-diffusion-production,6,,,,,,,0.029999999999999999,-0.32824799999999993,
C,periodic-shear-diffusion-production,7,,,,,,,0.035000000000000003,-0.37692900000000001,
C,periodic-shear-diffusion-production,8,,,,,,,0.040000000000000001,-0.42393599999999998,
C,periodic-shear-diffusion-production,9,,,,,,,0.044999999999999998,-0.46928700000000007,
C,periodic-shear-diffusion-production,10,,,,,,,0.050000000000000003,-0.51300000000000012,
C,periodic-shear-diffusion-production,11,,,,,,,0.055,-0.55509300000000006,
C,periodic-shear-diffusion-production,12,,,,,,,0.059999999999999998,-0.595584,
C,periodic-shear-diffusion-production,13,,,,,,,0.065000000000000002,-0.63449100000000003,
C,periodic-shear-diffusion-production,14,,,,,,,0.070000000000000007,-0.67183199999999998,
C,periodic-shear-diffusion-production,15,,,,,,,0.074999999999999997,-0.70762499999999995,
C,periodic-shear-diffusion-production,16,,,,,,,0.080000000000000002,-0.74188799999999999,
C,periodic-shear-diffusion-production,17,,,,,,,0.085000000000000006,-0.77463899999999997,
C,periodic-shear-diffusion-production,18,,,,,,,0.089999999999999997,-0.80589600000000017,
C,periodic-shear-diffusion-production,19,,,,,,,0.095000000000000001,-0.83567700000000011,
C,periodic-shear-diffusion-production,20,,,,,,,0.10000000000000001,-0.86400000000000032,
C,periodic-shear-diffusion-production,21,,,,,,,0.105,-0.89088299999999998,
C,periodic-shear-diffusion-production,22,,,,,,,0.11,-0.91634400000000005,
C,periodic-shear-diffusion-production,23,,,,,,,0.115,-0.94040100000000004,
C,periodic-shear-diffusion-production,24,,,,,,,0.12,-0.96307199999999993,
C,periodic-shear-diffusion-production,25,,,,,,,0.125,-0.984375,
C,periodic-shear-diffusion-production,26,,,,,,,0.13,-1.0043279999999999,
C,periodic-shear-diffusion-production,27,,,,,,,0.13500000000000001,-1.0229489999999999,
C,periodic-shear-diffusion-production,28,,,,,,,0.14000000000000001,-1.0402560000000001,
