panel,route,series,kind,x,y,source,pointer,note
A,analytic theorem,moment barrier,theorem,30.203978005814193,15.39558139030632,research/r072n_report-source.md,"equation (1.7), sample 20",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,31.178940518454628,15.725129576724015,research/r072n_report-source.md,"equation (1.7), sample 21",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,32.18537411417132,16.0617318655116,research/r072n_report-source.md,"equation (1.7), sample 22",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,33.22429465670993,16.405539252372574,research/r072n_report-source.md,"equation (1.7), sample 23",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,34.29675080116139,16.756705965130028,research/r072n_report-source.md,"equation (1.7), sample 24",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,35.40382505244266,17.11538953291137,research/r072n_report-source.md,"equation (1.7), sample 25",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,36.54663485794469,17.481750856814003,research/r072n_report-source.md,"equation (1.7), sample 26",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,37.726333735450005,17.85595428208357,research/r072n_report-source.md,"equation (1.7), sample 27",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,38.94411243745891,18.238167671837267,research/r072n_report-source.md,"equation (1.7), sample 28",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,40.20120015309914,18.628562482365187,research/r072n_report-source.md,"equation (1.7), sample 29",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,41.498865748832294,19.02731384004353,research/r072n_report-source.md,"equation (1.7), sample 30",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,42.83841904920953,19.434600619894194,research/r072n_report-source.md,"equation (1.7), sample 31",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,44.221212158968825,19.8506055258259,research/r072n_report-source.md,"equation (1.7), sample 32",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,45.6486408278089,20.27551517259299,research/r072n_report-source.md,"equation (1.7), sample 33",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,47.12214585921682,20.709520169508508,research/r072n_report-source.md,"equation (1.7), sample 34",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,48.643214564771675,21.152815205949246,research/r072n_report-source.md,"equation (1.7), sample 35",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,50.213382265392056,21.605599138691037,research/r072n_report-source.md,"equation (1.7), sample 36",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,51.8342338410427,22.068075081113484,research/r072n_report-source.md,"equation (1.7), sample 37",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,53.50740533046462,22.540450494314154,research/r072n_report-source.md,"equation (1.7), sample 38",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,55.23458558254324,23.022937280173114,research/r072n_report-source.md,"equation (1.7), sample 39",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,57.01751796098171,23.515751876409578,research/r072n_report-source.md,"equation (1.7), sample 40",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,58.85800210399953,24.019115353673172,research/r072n_report-source.md,"equation (1.7), sample 41",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,60.757895740833234,24.533253514713607,research/r072n_report-source.md,"equation (1.7), sample 42",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,62.71911656687226,25.05839699567301,research/r072n_report-source.md,"equation (1.7), sample 43",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,64.74364417932303,25.59478136954656,research/r072n_report-source.md,"equation (1.7), sample 44",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,66.83352207535447,26.14264725185759,research/r072n_report-source.md,"equation (1.7), sample 45",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,68.99085971474273,26.70224040859487,research/r072n_report-source.md,"equation (1.7), sample 46",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,71.21783464909612,27.2738118664602,research/r072n_report-source.md,"equation (1.7), sample 47",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,73.51669471981025,27.85761802547597,research/r072n_report-source.md,"equation (1.7), sample 48",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,75.88976032697128,28.45392077400308,research/r072n_report-source.md,"equation (1.7), sample 49",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,78.33942677149795,29.0629876062209,research/r072n_report-source.md,"equation (1.7), sample 50",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,80.86816667288606,29.6850917421219,research/r072n_report-source.md,"equation (1.7), sample 51",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,83.47853246499614,30.320512250074835,research/r072n_report-source.md,"equation (1.7), sample 52",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,86.17315897240323,30.969534172011407,research/r072n_report-source.md,"equation (1.7), sample 53",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,88.95476606990957,31.63244865129267,research/r072n_report-source.md,"equation (1.7), sample 54",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,91.82616142790401,32.30955306331234,research/r072n_report-source.md,"equation (1.7), sample 55",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,94.79024334634008,33.001151148895836,research/r072n_report-source.md,"equation (1.7), sample 56",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,97.85000368019266,33.70755315055473,research/r072n_report-source.md,"equation (1.7), sample 57",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,101.0085308593461,34.42907595165776,research/r072n_report-source.md,"equation (1.7), sample 58",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,104.26901300596235,35.16604321858084,research/r072n_report-source.md,"equation (1.7), sample 59",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,107.63474115247544,35.91878554589992,research/r072n_report-source.md,"equation (1.7), sample 60",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,111.10911256346044,36.687640604691694,research/r072n_report-source.md,"equation (1.7), sample 61",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,114.69563416472992,37.472953294008704,research/r072n_report-source.md,"equation (1.7), sample 62",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,118.3979260831192,38.27507589559692,research/r072n_report-source.md,"equation (1.7), sample 63",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,122.21972530053334,39.094368231925024,research/r072n_report-source.md,"equation (1.7), sample 64",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,126.16488942594404,39.93119782759644,research/r072n_report-source.md,"equation (1.7), sample 65",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,130.23740058914376,40.78594007421636,research/r072n_report-source.md,"equation (1.7), sample 66",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,134.44136946018824,41.658978398787994,research/r072n_report-source.md,"equation (1.7), sample 67",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,138.78103939858147,42.55070443571299,research/r072n_report-source.md,"equation (1.7), sample 68",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,143.260790736397,43.461518202474295,research/r072n_report-source.md,"equation (1.7), sample 69",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,147.88514519965088,44.39182827907865,research/r072n_report-source.md,"equation (1.7), sample 70",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,152.65877047239783,45.342051991341144,research/r072n_report-source.md,"equation (1.7), sample 71",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,157.58648490814926,46.31261559809208,research/r072n_report-source.md,"equation (1.7), sample 72",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,162.6732623933748,47.30395448239176,research/r072n_report-source.md,"equation (1.7), sample 73",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,167.92423736799344,48.316513346837944,research/r072n_report-source.md,"equation (1.7), sample 74",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,173.34471000792226,49.3507464130541,research/r072n_report-source.md,"equation (1.7), sample 75",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,178.9401515749145,50.407117625447654,research/r072n_report-source.md,"equation (1.7), sample 76",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,184.71620993908613,51.48610085932987,research/r072n_report-source.md,"equation (1.7), sample 77",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,190.67871527970593,52.588180133490575,research/r072n_report-source.md,"equation (1.7), sample 78",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,196.83368597000242,53.713849827322996,research/r072n_report-source.md,"equation (1.7), sample 79",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,203.1873346519296,54.86361490259666,research/r072n_report-source.md,"equation (1.7), sample 80",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,209.74607450701816,56.03799112997662,research/r072n_report-source.md,"equation (1.7), sample 81",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,216.51652572965094,57.237505320392515,research/r072n_report-source.md,"equation (1.7), sample 82",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,223.50552220928404,58.462695561358956,research/r072n_report-source.md,"equation (1.7), sample 83",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,230.7201184283727,59.71411145835569,research/r072n_report-source.md,"equation (1.7), sample 84",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,238.16759658294944,60.99231438137327,research/r072n_report-source.md,"equation (1.7), sample 85",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,245.85547393305703,62.297877716737474,research/r072n_report-source.md,"equation (1.7), sample 86",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,253.79151039044146,63.631387124323005,research/r072n_report-source.md,"equation (1.7), sample 87",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,261.98371635117434,64.99344080027358,research/r072n_report-source.md,"equation (1.7), sample 88",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,270.44036078110514,66.38464974534544,research/r072n_report-source.md,"equation (1.7), sample 89",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,279.16997956230597,67.80563803899489,research/r072n_report-source.md,"equation (1.7), sample 90",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,288.18138410893397,69.25704311933274,research/r072n_report-source.md,"equation (1.7), sample 91",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,297.4836702612067,70.7395160690713,research/r072n_report-source.md,"equation (1.7), sample 92",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,307.086227466471,72.25372190759239,research/r072n_report-source.md,"equation (1.7), sample 93",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,316.99874825662454,73.8003398892665,research/r072n_report-source.md,"equation (1.7), sample 94",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,327.23123803147035,75.38006380815865,research/r072n_report-source.md,"equation (1.7), sample 95",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,337.79402515786074,76.99360230925542,research/r072n_report-source.md,"equation (1.7), sample 96",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,348.69777139484484,78.64167920635508,research/r072n_report-source.md,"equation (1.7), sample 97",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,359.95348265532135,80.32503380676098,research/r072n_report-source.md,"equation (1.7), sample 98",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,371.57252011508086,82.04442124292662,research/r072n_report-source.md,"equation (1.7), sample 99",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,383.56661168043036,83.80061281119826,research/r072n_report-source.md,"equation (1.7), sample 100",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,395.9478638259903,85.59439631780947,research/r072n_report-source.md,"equation (1.7), sample 101",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,408.7287738146047,87.4265764322813,research/r072n_report-source.md,"equation (1.7), sample 102",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,421.9222423117021,89.29797504838727,research/r072n_report-source.md,"equation (1.7), sample 103",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,435.5415864068382,91.20943165284508,research/r072n_report-source.md,"equation (1.7), sample 104",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,449.60055305556426,93.16180370189991,research/r072n_report-source.md,"equation (1.7), sample 105",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,464.1133329551927,95.15596700596937,research/r072n_report-source.md,"equation (1.7), sample 106",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,479.0945748684533,97.19281612252061,research/r072n_report-source.md,"equation (1.7), sample 107",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,494.5594004095211,99.27326475735902,research/r072n_report-source.md,"equation (1.7), sample 108",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,510.5234193073094,101.39824617450441,research/r072n_report-source.md,"equation (1.7), sample 109",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,527.0027451614682,103.56871361484309,research/r072n_report-source.md,"equation (1.7), sample 110",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,544.014011706958,105.78564072373904,research/r072n_report-source.md,"equation (1.7), sample 111",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,561.5743896036483,108.05002198780045,research/r072n_report-source.md,"equation (1.7), sample 112",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,579.7016037678586,110.36287318099356,research/r072n_report-source.md,"equation (1.7), sample 113",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,598.4139512633576,112.72523182030696,research/r072n_report-source.md,"equation (1.7), sample 114",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,617.7303197698672,115.13815763116894,research/r072n_report-source.md,"equation (1.7), sample 115",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,637.6702066477174,117.60273302282756,research/r072n_report-source.md,"equation (1.7), sample 116",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,658.2537386178946,120.1200635739063,research/r072n_report-source.md,"equation (1.7), sample 117",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,679.5016920773462,122.69127852835305,research/r072n_report-source.md,"equation (1.7), sample 118",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,701.4355140700537,125.31753130200579,research/r072n_report-source.md,"equation (1.7), sample 119",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,724.0773439350241,127.9999999999999,research/r072n_report-source.md,"equation (1.7), sample 120",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,747.4500356530831,130.7398879452532,research/r072n_report-source.md,"equation (1.7), sample 121",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,771.5771809149824,133.5384242182606,research/r072n_report-source.md,"equation (1.7), sample 122",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,796.4831329341539,136.396864208446,research/r072n_report-source.md,"equation (1.7), sample 123",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,822.1930310280972,139.31649017731357,research/r072n_report-source.md,"equation (1.7), sample 124",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,848.7328259932605,142.29861183365583,research/r072n_report-source.md,"equation (1.7), sample 125",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,876.1293062989844,145.34456692107224,research/r072n_report-source.md,"equation (1.7), sample 126",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,904.4101251269796,148.45572181806517,research/r072n_report-source.md,"equation (1.7), sample 127",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,933.6038282836139,151.63347215098065,research/r072n_report-source.md,"equation (1.7), sample 128",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,963.7398830131898,154.8792434200694,research/r072n_report-source.md,"equation (1.7), sample 129",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,994.8487077412924,158.194491638949,research/r072n_report-source.md,"equation (1.7), sample 130",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1026.961702778232,161.5807039877538,research/r072n_report-source.md,"equation (1.7), sample 131",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1060.1112820135706,165.0393994802661,research/r072n_report-source.md,"equation (1.7), sample 132",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1094.3309056337255,168.572129645327,research/r072n_report-source.md,"equation (1.7), sample 133",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1129.6551138956768,172.18047922283412,research/r072n_report-source.md,"equation (1.7), sample 134",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1166.1195619908515,175.86606687463527,research/r072n_report-source.md,"equation (1.7), sample 135",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1203.7610560344158,179.6305459106425,research/r072n_report-source.md,"equation (1.7), sample 136",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1242.61759021624,183.47560503048476,research/r072n_report-source.md,"equation (1.7), sample 137",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1282.7283851511077,187.40296908104006,research/r072n_report-source.md,"equation (1.7), sample 138",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1324.1339274668037,191.414399830179,research/r072n_report-source.md,"equation (1.7), sample 139",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1366.8760106701147,195.51169675707422,research/r072n_report-source.md,"equation (1.7), sample 140",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1410.9977773319213,199.69669785942352,research/r072n_report-source.md,"equation (1.7), sample 141",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1456.543762634016,203.97128047795405,research/r072n_report-source.md,"equation (1.7), sample 142",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1503.559939321572,208.33736213857443,research/r072n_report-source.md,"equation (1.7), sample 143",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1552.0937641066475,212.7969014125536,research/r072n_report-source.md,"equation (1.7), sample 144",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1602.1942255695608,217.35189879511213,research/r072n_report-source.md,"equation (1.7), sample 145",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1653.9118936064847,222.00439760282,research/r072n_report-source.md,"equation (1.7), sample 146",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1707.2989704731851,226.75648489020426,research/r072n_report-source.md,"equation (1.7), sample 147",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1762.4093434763868,231.61029238597493,research/r072n_report-source.md,"equation (1.7), sample 148",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1819.2986393660212,236.56799744929467,research/r072n_report-source.md,"equation (1.7), sample 149",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1878.0242804831655,241.63182404651337,research/r072n_report-source.md,"equation (1.7), sample 150",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,1938.6455427204514,246.804043748815,research/r072n_report-source.md,"equation (1.7), sample 151",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2001.223615353335,252.08697675121425,research/r072n_report-source.md,"equation (1.7), sample 152",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2065.8216628027385,257.4829929133705,research/r072n_report-source.md,"equation (1.7), sample 153",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2132.5048883912827,262.9945128226755,research/r072n_report-source.md,"equation (1.7), sample 154",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2201.3406001575836,268.6240088801018,research/r072n_report-source.md,"equation (1.7), sample 155",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2272.3982787949462,274.3740064092909,research/r072n_report-source.md,"equation (1.7), sample 156",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2345.74964778307,280.24708478938174,research/r072n_report-source.md,"equation (1.7), sample 157",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2421.4687457835994,286.24587861209113,research/r072n_report-source.md,"equation (1.7), sample 158",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2499.6320013724803,292.3730788635572,research/r072n_report-source.md,"equation (1.7), sample 159",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2580.3183101847007,298.6314341314858,research/r072n_report-source.md,"equation (1.7), sample 160",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2663.6091145491273,305.0237518381304,research/r072n_report-source.md,"equation (1.7), sample 161",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2749.58848569398,311.55289949967124,research/r072n_report-source.md,"equation (1.7), sample 162",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2838.3432086057537,318.22180601254473,research/r072n_report-source.md,"equation (1.7), sample 163",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,2929.9628696274103,325.03346296731434,research/r072n_report-source.md,"equation (1.7), sample 164",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3024.5399468840933,331.9909259906583,research/r072n_report-source.md,"equation (1.7), sample 165",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3122.1699036278023,339.09731611609016,research/r072n_report-source.md,"equation (1.7), sample 166",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3222.9512845950794,346.35582118401334,research/r072n_report-source.md,"equation (1.7), sample 167",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3326.985815475143,353.7696972717507,research/r072n_report-source.md,"equation (1.7), sample 168",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3434.378505588685,361.3422701541782,research/r072n_report-source.md,"equation (1.7), sample 169",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3545.237753881158,369.07693679563005,research/r072n_report-source.md,"equation (1.7), sample 170",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3659.6754583373877,376.97716687373446,research/r072n_report-source.md,"equation (1.7), sample 171",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3777.8071289280033,385.0465043358674,research/r072n_report-source.md,"equation (1.7), sample 172",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,3899.752004201774,393.2885689889281,research/r072n_report-source.md,"equation (1.7), sample 173",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4025.633171641345,401.70705812313605,research/r072n_report-source.md,"equation (1.7), sample 174",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4155.577691904098,410.305748170595,research/r072n_report-source.md,"equation (1.7), sample 175",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4289.716727073284,419.08849639935033,research/r072n_report-source.md,"equation (1.7), sample 176",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4428.185673049146,428.0592426437168,research/r072n_report-source.md,"equation (1.7), sample 177",rigorous full-infinite-chain upper barrier
