panel,series,x,y,M,scaledTime,normalization,evidence,source,note
A,M=8,0.0,1.414213562373095,8,0.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,0.8,0.40261958573294276,8,0.8,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,0.8500000000000001,0.37581234211707226,8,0.8500000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,0.9,0.35105665898507415,8,0.9,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,0.9500000000000001,0.3281657453958184,8,0.9500000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.0,0.30697303643634655,8,1.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.05,0.2873296746822161,8,1.05,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.1,0.26910233745221335,8,1.1,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.1500000000000001,0.25217135921596506,8,1.1500000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.2000000000000002,0.23642910625067284,8,1.2000000000000002,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.25,0.22177856716498753,8,1.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.3,0.2081321284085617,8,1.3,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.35,0.19541050852815933,8,1.35,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.4000000000000001,0.18354182885207818,8,1.4000000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.4500000000000002,0.17246080159870109,8,1.4500000000000002,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.5,0.16210801920838475,8,1.5,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.55,0.15242933107130727,8,1.55,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.6,0.14337529583504566,8,1.6,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.6500000000000001,0.13490069918140865,8,1.6500000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.7000000000000002,0.12696412841017643,8,1.7000000000000002,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.75,0.11952759639804279,8,1.75,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.8,0.11255620854797356,8,1.8,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.85,0.10601786723578287,8,1.85,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.9000000000000001,0.09988300902088647,8,1.9000000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,1.9500000000000002,0.09412437053705205,8,1.9500000000000002,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.0,0.08871677953348711,8,2.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.0500000000000003,0.08363696801109391,8,2.0500000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.1,0.0788634048052455,8,2.1,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.15,0.07437614531518599,8,2.15,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.2,0.07015669637975037,8,2.2,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.25,0.06618789455680829,8,2.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.3000000000000003,0.06245379628583595,8,2.3000000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.35,0.0589395786045266,8,2.35,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.4000000000000004,0.05563144925579094,8,2.4000000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.45,0.05251656516463758,8,2.45,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.5,0.0495829583884425,8,2.5,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.5500000000000003,0.0468194687517414,8,2.5500000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.6,0.0442156824702099,8,2.6,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.6500000000000004,0.04176187614990984,8,2.6500000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.7,0.03944896561885336,8,2.7,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.75,0.03726845910990181,8,2.75,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.8000000000000003,0.035212414368205915,8,2.8000000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.85,0.03327339930385226,8,2.85,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.9000000000000004,0.031444455852011784,8,2.9000000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,2.95,0.02971906673946199,8,2.95,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.0,0.028091124888536087,8,3.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.0500000000000003,0.026554905217915946,8,3.0500000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.1,0.025105038624718128,8,3.1,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.1500000000000004,0.023736487954452084,8,3.1500000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.2,0.022444525785021888,8,3.2,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.25,0.021224713868314003,8,3.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.3000000000000003,0.020072884088340914,8,3.3000000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.35,0.01898512080862915,8,3.35,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.4000000000000004,0.01795774449375986,8,3.4000000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.45,0.016987296500869425,8,3.45,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.5,0.01607052494665318,8,3.5,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.5500000000000003,0.015204371564125107,8,3.5500000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.6,0.014385959471187995,8,3.6,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.6500000000000004,0.013612581780068102,8,3.6500000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.7,0.01288169098295621,8,3.7,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.75,0.012190889054853195,8,3.75,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.8000000000000003,0.011537918219714146,8,3.8000000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.85,0.010920652330581121,8,3.85,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.9000000000000004,0.010337088818546555,8,3.9000000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,3.95,0.009785341169144262,8,3.95,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.0,0.009263631888165416,8,4.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.05,0.008770285921980635,8,4.05,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.1000000000000005,0.008303724500248667,8,4.1000000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.15,0.007862459371437432,8,4.15,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.2,0.007445087403899251,8,4.2,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.25,0.0070502855273531445,8,4.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.3,0.00667680599155271,8,4.3,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.3500000000000005,0.006323471920677037,8,4.3500000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.4,0.005989173143590701,8,4.4,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.45,0.005672862281591187,8,4.45,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.5,0.0053735510766117255,8,4.5,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.55,0.0050903069440853856,8,4.55,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.6000000000000005,0.00482224973581332,8,4.6000000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.65,0.004568548699225321,8,4.65,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.7,0.0043284196203826385,8,4.7,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.75,0.0041011221389590825,8,4.75,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.800000000000001,0.003885957224253271,8,4.800000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.8500000000000005,0.0036822648020386865,8,4.8500000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.9,0.0034894215227544764,8,4.9,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,4.95,0.003306838662183654,8,4.95,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.0,0.0031339601463607814,8,5.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.050000000000001,0.002970260693002655,8,5.050000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.1000000000000005,0.0028152440622665528,8,5.1000000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.15,0.002668441410114356,8,5.15,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.2,0.002529409738000782,8,5.2,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.25,0.0023977304330122257,8,5.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.300000000000001,0.0022730078929623612,8,5.300000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.3500000000000005,0.0021548682313035626,8,5.3500000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.4,0.002042958057041601,8,5.4,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.45,0.001936943325146947,8,5.45,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.5,0.0018365082532407467,8,5.5,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.550000000000001,0.0017413543005991904,8,5.550000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.6000000000000005,0.00165119920576756,8,5.6000000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.65,0.0015657760793063118,8,5.65,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.7,0.0014848325484073206,8,5.7,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.75,0.001408129950319803,8,5.75,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.800000000000001,0.0013354425717137578,8,5.800000000000001,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.8500000000000005,0.0012665569312847078,8,5.8500000000000005,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.9,0.0012012711030681042,8,5.9,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,5.95,0.0011393940780857462,8,5.95,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
A,M=8,6.0,0.0010807451620906375,8,6.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=8+j
B,scaled mixed-exposure grid proxy,8,0.291666609555727,8,,M^2*ell_cross (s-grid proxy),deterministic FFT grid plus declared omitted-tail bound,direct shifted Rudin--Shapiro reconstruction,s<=16; analyticTailUpper=1.528700e-14
A,M=16,0.0,1.3269245790252269,16,0.0,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.05,1.2116978201692281,16,0.05,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.1,1.1110942719037409,16,0.1,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.15000000000000002,1.0207099163936322,16,0.15000000000000002,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.2,0.939224407637885,16,0.2,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.25,0.8655344853456499,16,0.25,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.30000000000000004,0.7987040564696243,16,0.30000000000000004,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.35000000000000003,0.7379401703660549,16,0.35000000000000003,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
A,M=16,0.4,0.682569695894304,16,0.4,||V_M||/(2|K_z|a*sqrt(M)),deterministic FFT phase-grid sample,direct shifted Rudin--Shapiro reconstruction,phaseGrid=32768; r_j=16+j
