centerCharge,outputCharge,centerTermCount,contributionExact,contributionDecimal,shareExact,shareDecimal,sharePercentDecimal,displayGroup,classification
16,178,24,105682355315847287633476256946862254580438265598618682894213349034150336190950957800403301584030563088560864736670718947724904275387640308229747347813931574445431000181981210388102024860774669512183043186110833863534375245941221744992483444286399659296241397789969075214627746534002654749124872986647569357228893595848051398928646294668790532408833433689429526202165321119127099876674593017584949338017471463737542396919253115803658654396527892357821167861260855041768529053454661575368166724656598310882822323447478302369084769724325903092477149497560213837291482901392817/813112522133841366152208397652226949654110027875743679089022781728062094760607769446353370667671692512347648057151019571525050978408333257618778588948771357536315917968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.2997260826645045344e-10,264608782585889105842061253315482758121876164739921845989324895007341790207017143575262406947397395846441175439401948217361597517569477070036726852040011490140581572389984120524365877937842346790289143433828296163418092144662539858760121617814304001420104084852125240195630844139067282587947470230315911329934400443476762509667602247467139782911721290220627595347249920317548411662474718414933107521110004924592901140644821072802898558819508862513029182635738545105093239813114090271322569939495665154086798239033918802611051436508392345506451208165480625198711328293469303133373180351307207707514630571367428348567812066783878358283338350030062470070975830597823855953186725737747710780413821777994363610838705281403657524259720685701523352019348481724153844483417218907289093776658006618163199163973331451416015625000000000000000000000000000000000000/2035874880654900827782757858852345429600452812020615530208986713806323875756294117897518399560406843476211257916104027604472779498839612654059402016929379827105501517066488555941817235352180072495105416851523118428059889252096834127694536275190397529921568150725632193754878175105495622835969996160659982371451764386797683698022986214293407489018634316911871741740220102353403298667493906696064897709217858496374956647905030951968657550809374662607099758914118836671682975892728509471945266884313891147884106610604544409422718824698230633186099745433727626374519386260570401047604280598070152029989779900823237581107759037148857244564489902856098608781468053191918264578697185929477248185957529029630637742377357198607585663668167337796565992508937511624855389657385985680167073209520673151325174344545469284508776179179768687813915182715121847500354961566077881,1.2997300821392799698e-10,1.2997300821392799698e-08,q>=+4,exact active-column contribution by center charge
17,179,24,883518396641302834580087788085573339297001751255586902733061310734845100398748919555115743374539104999897564071333206817081543598596759344164927786861339847222873647530849117733075186651247759812419288891528136283165591617210381342988290365420203633337916474423703317385630305755216596822569189378778185897922402325073341007296737282119366979186845050564728223997012594630604987605541192364428405059177477855225918472893631026588089242010240789307445261922170807341983407982430561452670682463735293810536122970770756967179044159514180593223030373815179/19696649690478547199161551232899878579920488146991620275889607167502982814928669173205211491759713574094041256532286975067247425386085524223744869232177734375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.4856278124720864055e-11,719071266820200398919466936848367808707249525597571197848344830863015526795022667700052034493698135356233008193880976995153641702363741219768543966189336231932705087150723811918511174773058008274078655648284930967180904443396942706273822103489347257427954258317357320848567079533324141174554625183521537171484804840324532207068544160909339177680720820754698799374473778311099557693099498870635760136674214275132508634060363267301199198798478405302918551460534618073888912734304906371629878978282938281895557022252352188634417002422277249892838957648279294908325390362360086972269366547407774811222264977434747392710613688841050863798012794169675256990984397392557284945708120948269249244586945094839546891824704059509048463903754410485848532984548597769124630600190775653324237737251678481698036193847656250000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,4.4856416154999145425e-11,4.4856416154999145425e-09,q>=+4,exact active-column contribution by center charge
18,180,23,459769764097299373011232620162620831583167762779693979386139893815722993805334729815714275757314487659451788343724246188028020702894547468855801396778166373065874761730780049203349429929467491835366535849689196414058601218694640464302360338253213645990563148526515211420234482939335186327031243061112014609784769368148485665407398375600775838256545066768737090005913407921887665188442693859238015229864598994042977232296372623210994657956049726154371883076483651396445181233125226684683234420267826518288946472411443892402190288091905696295686625685248913/43311686606919177410297385377067574394732027275412225271592741889325158334061330961447265279686748965689242186698427272574468498405469985002014254860114306211471557617187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0615374281542056482e-11,170170396464352711649592026707461987081732452392801261707194083270668548389629105837820597347525182883965075555236978433197732067327203517913563470954144084394997335198820831588940780933069146562181250284143348138938920352585367766090194360857382847369138136831639688552509039480630679971440771757243205231179766246376825848230058961210988320386640779446294885425926523700628947746235647514213333204613139491664828257255873897646102342126950886825865030775743766209802942258651837164365585543729007250634865003165986948923252652463703308996945052973716622324248165395545106618890902300932316826231434986690525028277847275357652575945584585762696827395444271419798426249324778563332405800602785071309422592962160079356173803496270768209407515182967478588240556325317243135941680520772933959960937500000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,1.0615406946826101407e-11,1.0615406946826101407e-09,q>=+4,exact active-column contribution by center charge
19,181,24,210930809230741331554952157689322792430515611452648231820178984552394502904808533105066656521417230298689542650698605463426480890902111152730153933698656350975463070367291715634889012016536972368727926550122217522987593699910951125599702978910461783390992256541383039791330554484198263145838271823360416907026194190492812192268061773675025674804738059577050236221444447232595507175444254080328513267905775169028214518474050167320413513463119583164060856804416308366958701802718429739928846368284727395270455190944138419905873229563413067296912724951376946215799219570274225633/62318743733715972696386546855440805568438689999770062491681292889504441501682164415474251835292924889218242622383709305743701000607215334525790240149945020675659179687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3.3847089429792625497e-12,6890865119619974656369050735789541054873849547977480525389728095028408535038449072452081068417240501011442283490593919497761870681262401571312368318783476135377597199522252877023942759511994418703133494131543341975323849793784137449446741315857850094898747619195872177100561865416425905988414715033254023243189993472402461933273524048684108051054900059055155814527944996903286361540587948135959073334645187707935609042484669117219529937629810914202311191787964806397260399018272756563835649436811703607732395433474435870561947262678118239627162388986966704862299678482267214976666461111372532630402692073220787861512125689652842831387689475177798175929013382189088018355852286022146630881152154103238144354738071629236252731706583114119416830163872047927646945837120415242909069689775103384477006329689174890518188476562500000000000000000000000000000/2035874880654900827782757858852345429600452812020615530208986713806323875756294117897518399560406843476211257916104027604472779498839612654059402016929379827105501517066488555941817235352180072495105416851523118428059889252096834127694536275190397529921568150725632193754878175105495622835969996160659982371451764386797683698022986214293407489018634316911871741740220102353403298667493906696064897709217858496374956647905030951968657550809374662607099758914118836671682975892728509471945266884313891147884106610604544409422718824698230633186099745433727626374519386260570401047604280598070152029989779900823237581107759037148857244564489902856098608781468053191918264578697185929477248185957529029630637742377357198607585663668167337796565992508937511624855389657385985680167073209520673151325174344545469284508776179179768687813915182715121847500354961566077881,3.3847193582953973806e-12,3.3847193582953973806e-10,q>=+4,exact active-column contribution by center charge
20,182,23,4997076722927193211717801900545837810529774387197597183524979861809303075965230919516297122189766474167908077712735174949930115447467793972650434469173904551589004431757400901479909924683844667987824073630321427080660348463513096428996433814055976089716591534339086545544077299685786996014155875755689981551314742783619882195353821318756980159253158730856899374588342030382784483052884875549103304791022889336030059471379356191355056277101245191734702085533823933439101796394583583349126110172918442201742455673322209825414602376703760685853520450214675843/4711605267178105257096782874740662671020232150466232032738410146655584886174602283731875426141054068019011031146295641604020455377795518342454172966426995117217302322387695312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.0605890008948189621e-12,17001835826158480443201906319000678183361550319536948798997702940439576993489324379365523358696346576603474654229951829753709186686459627607365826452514631442719381417750975141215673208576551439426777960816664605061784739274125941784052964124031110756654656855274204880313974427308795152853509102921351216453393670599588570818050676410150930983685005822505974883619894923352771619323668252848285697307532176582631164208059191675992067491224493044158538390187360847964259290671096920448193483274385870226054649961273871460986704073059719934208772127502524575826517765079950377039309290234368518615473934559575104885827089095062269509498870170911030333855655743568626769489669561844956386732320114710019440300898990528860603084776448386783386507673388864797514585802673536818474531173706054687500000000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,1.060592264504753978e-12,1.060592264504753978e-10,q>=+4,exact active-column contribution by center charge
21,183,23,121854785697452772532250796877408007795513641288952612469128095092726146908673618632010248115227309728406179237351223647838152296243406769971271575236001940352763476233437247639537759712237306318196262241608131839965993751318970738154019899066036413039947463780200427922521944866396847617032510654615730499579110107251930585196609372518280448506566671540852362735812995166604012167944811717659633052825591593293337718225409960609771100028426047649490677459287570499673229059712921357555103668887652904661013652620538696328864559915984327680723191367162451/502937293821472831894601138129047474607596117647333789707927770587704429784356548218403386995939145887525754232104977887253581883553188447422144236043095588684082031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.4228623964542873762e-13,3883984150234828772222583100150554994929249956930452901213292953892762530167276192192556456133842868283586921331281195687091509160567805986053510513038081546979117596435109879129401148437997999813272411293093159937442874502551653995419679051585146769389895244588129671589078871916123158164388243777235952761690204016416955143478017410057273120367867360444049898116220262377067634590645394918680666300120395078943417790178097902889280601097160864655823726507807334730804434074372463851458725647287741422149485001623771992971581410557634107167957183996271004094963336186610162674425257490635370149264920065552511672012140244335795548615966067375764119525116235741809359066804384120368014435735975231612188366509052022246121947074955265021249252329381237543929998590197527619238826446235179901123046875000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,2.4228698520075521876e-13,2.4228698520075521876e-11,q>=+4,exact active-column contribution by center charge
22,184,23,1308540639033762163397135236812667286165042962535571553194832805043215406017987877760638914622660819984413245074108734337328129940432714324916521617297893068901129745443766853764271261532174537684753865324829151206835409185488931380020519961158783458498791194683634324036573876938793193263096292949287978924650887847015938768140584429035521549299052577212515145722783597781048264770630481379446367210484193864724633377119366805057404140863496152040282984264573489863016542578921129452314106427360018924940254978078746576584434716903936542020435401548370705791285632452770177/14630369971136108147370993852605585274028038853646290318501425476019882720962518685786748093230140466447201787330852588727759225154197388247840488917361767562397290021181106567382812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.9440023841867932176e-14,182089258182245633824155779653217469913462638950773624053083450908393000653268458527148099908310016877690762326156277401692427948679237802809225176475475720198393638740686440488444550651582339185558912406543415143061040527674788965063340619746506568485124318077234255496295044463891591328061639812434640207379541035908211003299743989101511341560521205931721541670175778988411745465466831799893907728673165060699572495516638511634590413159423243129775262605473359702471938948446583654574894966518167188166779385359496818850838245768787385498554614793227472465232600627033837391438058103204409272166651976138011541586767271160352399441701877332042299654147865412158179729411503124746518279395321510144660346922116872654125695692959821292101760423209256900125607486675555213295751855184789746999740600585937500000000000000000000000000000000000000000000/2035874880654900827782757858852345429600452812020615530208986713806323875756294117897518399560406843476211257916104027604472779498839612654059402016929379827105501517066488555941817235352180072495105416851523118428059889252096834127694536275190397529921568150725632193754878175105495622835969996160659982371451764386797683698022986214293407489018634316911871741740220102353403298667493906696064897709217858496374956647905030951968657550809374662607099758914118836671682975892728509471945266884313891147884106610604544409422718824698230633186099745433727626374519386260570401047604280598070152029989779900823237581107759037148857244564489902856098608781468053191918264578697185929477248185957529029630637742377357198607585663668167337796565992508937511624855389657385985680167073209520673151325174344545469284508776179179768687813915182715121847500354961566077881,8.9440299063796645465e-14,8.9440299063796645465e-12,q>=+4,exact active-column contribution by center charge
23,185,23,432353551513940095818427158865501145012734669449855855522731896935020772546340910397980210901217499824012641617353395567887646538834588522829552544625317654372794914031266265263380288644493833433634549046624324661790713940448174014193702912975464184812336660801707515310839069673011699980174088983994363265474975437171880025474482030120759243658356510072195377665911905863361746740264479591622727761556948242422572860164015241277559532266476931138205656533845507518346304255987361304578422779054705195499574272685907537802868652549338438991240393150870245519/16980761962832303169265361965385618112972252606493102353022906024952765485910065100427003269351466926853069114328591883070629556506383681102612115410011028870940208435058593750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.5461375199786721593e-14,408160107911516635211872210355817006476782216101126420505050205992051740657713317501848477400719193056094503201962243607520815934550990745000142350333588461040296418727275708137702631451456465559408281938164157169383728267100648318003216128071492576045067820092858788411297691954877399032581750849853044950068332933888660579729461875896072604254384825534484195261094431317841279266149388321614652885227887396196564970370697681705351949329319723258405829001191894498756275372111422956391417428459039669940850737673421335796979521525087674299003236862998411470704985085807852340650499244461182702621253635071440106939155493426833091999285406014933557692204985170327670746075798109940767192043677465093764703112256120441495511678253475188130363131559202980076783706664400597219355404376983642578125000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,2.5461453548701325725e-14,2.5461453548701325725e-12,q>=+4,exact active-column contribution by center charge
24,186,22,58008712503364925044324560641296977260974920121586571671897482423126766472547638772512832045969887118372827356401509108673012729112668879321481847148885097113823726796382760962297788662546783783067002077032536251093086688464872711214593598056850027632199747855935386612953415110198831922332356263990080415315092539776772594631484737841558271940505606820207586666596382868148677277472119812047395874292367762220543370143584232320276749263486680241980927306385592434375318512860067831714223903631498043848076609009186525525058336140986618669086458628688357/8426975668452016429280000580279056849049735200214302985956882810170357283845265462253816899895649264498671596857148023722335318678982796155473760160714569167339504929259419441223144531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.8836928912150008077e-15,110349453290000998347081936736993895687777745921038948968952725907770590281827963175965048999990989274689501222064835391734340669823523621337481838506554125170288331706504744650070716316670889149372705793075325582196273352218737593896053720764205775522797131410892757094277864729401785708041501567691008234888806846028944477303450337002567158355337054410958412256639697583577037711222863581483853710767223591005950703727178245514217532240742613269072616339505343390020952462215748974605895869421064176722593006005715978161253616185720470186181975110267225893940688445443735439387446149940130841366808888849203618297837397573040646840833942247568845323164440371675136007708586834545399058657100326954372508936400647412680561073373225751512345660376723799345199950039386749267578125000000000000000000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,6.8837140734905952301e-15,6.8837140734905952301e-13,q>=+4,exact active-column contribution by center charge
25,187,23,14283922138137068235467079375208129676998318276894345118446814861043935978432908172750089113691578524672926717023967270833967851273152352067211903062530843685428512574700894423263161097286039030194149343884728204624946300284249260132026759734778456783752589011525704446673992169527075336959705205949945540430856947846321818803694548555981280762740519996280683776932116002380557363618106085014304218362546715289400391790653038047176364928969892268157307149811328852044753829860223926064760796264763577581521917599145772863485339524937167447787957233144220379518441641777514399924729/6112271301785600290875621316642072179220013367684248905228931230569260915664882488788406642904788793302887878096020967290321625741399521205044517539739512557162015582434833049774169921875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.3369254133016401837e-15,4757702387106680125047801562977535366416198711360942032081154008380505291266523469051221582238627517605917179658550152813341443095836344215623255511637258353239157450663450208731411453971890185836047372925569500047716446292935695726021601159526508453965514282847841543080964065204945450179529045691401132527418380874148959542032929685592948226079892727011077764446860119271937161448137333560657838501589500630944856585219482146183426017837313816664877044486494812403243947011365658060724892122541798051833856696120895164332594687336828048813003955834601446859507140183144363146047121529184375579099648739021353724000121626216141382016858092899455901046822107056951711141252879681400165192746700597074438115453820038637143989389065834852399452167711526726338300930874494754085901604412356391549110412597656250000000000000000000000000000000000000000/2035874880654900827782757858852345429600452812020615530208986713806323875756294117897518399560406843476211257916104027604472779498839612654059402016929379827105501517066488555941817235352180072495105416851523118428059889252096834127694536275190397529921568150725632193754878175105495622835969996160659982371451764386797683698022986214293407489018634316911871741740220102353403298667493906696064897709217858496374956647905030951968657550809374662607099758914118836671682975892728509471945266884313891147884106610604544409422718824698230633186099745433727626374519386260570401047604280598070152029989779900823237581107759037148857244564489902856098608781468053191918264578697185929477248185957529029630637742377357198607585663668167337796565992508937511624855389657385985680167073209520673151325174344545469284508776179179768687813915182715121847500354961566077881,2.3369326044124190127e-15,2.3369326044124190127e-13,q>=+4,exact active-column contribution by center charge
26,188,22,18393670949941584676934209263255804111589599655009996198624926397399698007368719259985024069342654243377278852300178969893934360537435872195344058432632128057826479079243745143897339073857001934655297703196704210987315480723837238955606352499934999990442369193495231496175807431951400558950416606277289278766323070903586970856898232166237743846678534207458559843188704716268078798852159671070965679632737035955168306203222839158135482599604991324685213299015744459910595839617419079355303748723929808836529633003090763219635989740217996950918563320932311/29769021660865554515970560918648502413859852282475680243487116074035230232127612370029085458583486360727223103505605508090451688226628598704019347434123615725454214953060727566480636596679687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.1787959172746210451e-16,9904955991454746209628241624044744560671430979353442560277242656452314662377344049948066319477108344323952937436625865546464747770099515754453849284889918467553966805389899281908259877880787688497862929805815876479967483263090510695911824004745133379281437007607470127977993811008540878285952933211609125611711538588580284619981490524711474775741114728680843764447489577996410712883486461013193717715525690786900407688566655167645937408667017168671157838741501428976123914604050228243097653016699966718687883189568443699277998271692665537229626858261526004231691678132364983987694117026710122213870827405936208183168052092280078778500259181178618672236649558488541634526179263986044139812360980904446168519786118118777879912720317565760774769501040282193571329116821289062500000000000000000000000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,6.1788149304642025317e-16,6.1788149304642025317e-14,q>=+4,exact active-column contribution by center charge
27,189,22,240897542295220905523886391838445311663453448310293609705992144678660455482793215685275351675378595698960702120746318197019691425703979503377109395937797444568595844268846099702866003657142538704041967405934934836376672343536853207837497617089632930350036698779394036003026753353841834912174249201060954786441067052453362195877026782793437688795596547756688281068454880852549535884810300812466116899941421729803832261593967168486391405376921350625982855092281970843954889830632352903529355058375365224489818181347478599386614840333003637338696301031933038753/1259393513571350274326905907122511773475591755793003583829882470449981764095657119584589237475451212971045718846541138306891400716128675042496947605354107313502254328341223299503326416015625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1.9128059633409647739e-16,3066335114599703733872791643244859337760355709402845242921764363060586717902493247913899818734254640421403063430546667472757796126153173818977688058801028293507620832396415873821795291238921420735681605046053187093426829987071048873988337777453418573319013229290268254418004009602313689723591538216228130097546287781959965376316618021888788192574657439790979780158140159688588200392922476324756255406468519765062080229629332566750743237445475197729095357442375461770541965417232326988565151943334921345174804074890013966566340202867775800144826764240888639214962749094065367598450641004089549614571515437615200922307746759837268987043554713751554188939941172561339997451898219506302909309891662534052891288475337266475265312837635755589165212353641720710584195330739021301269531250000000000000000000000000000000000000000000000000000000000000000/16030510871298431714824865030333428579531124504099334883535328455167904533514126912578885035908715302962293369418141949641517948809760729559522850527002990764610248165877862645211159333481732854292168636626166286835117238205486882895232569095987382125366678352170332234290379331539335612881653513076062853318517829817304596047425088301522893614319955251274580643623780333491364556436959895244605493773368964538385485416575046865894941344955706004780313062315896351745535243249830783243663518774125127148693752839405861491517471060615989237685824767194705719484404616224963787776411658252520882125903778746639665992974480607471316886334566164221248888043055536944238303769269180547064946346122275823863289310057930697697524910772971163752488129991633949802010942184141619528874592200950182293899010586972199090620284875431249510345788840276549980317755602882503,1.9128118493651838164e-16,1.9128118493651838164e-14,q>=+4,exact active-column contribution by center charge
28,190,22,217759648681697292911444380862147646687087412099959130752553024204390173647393398926296195001793882710682977172403575561087614702828417427064255851175519697951147871595332695164354884418852112544917156782557551269497824576978859363293106535927481509375142341100498352927222144178706350376336723283038752357879496474707620956675704847748911644690189397102524987299647146341643307710018438804911392958077750757080364073703685858435294276054746299798608085110810832057628376323787409761524782601195543721392022111833143985845136747151929328497229413500879228943347217601659769/3588810223934950004311875693029463480449513004251708865579628153318416113116398053354782622282703743320197584833763839416184678024449164525684476273059923253716876900831778129941085353493690490722656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6.0677393089605831738e-17,123531960542108170039370140002547896008683368094279435561808889500965490916857623514087806375436469134752350773407849790207764767156917055725525355952540571461770163914564565161112900824610093479724495393315617879936884634605669191040167200619717776654261938031115742253131845069648351816405248067204264793798290723956264567602269390553256489683378855119255535775751910226697768071154738993192369503433459073578199188060192840706674077047960236638374040602742834292379272012624984120681641463521948166382931637672591171191557383130390620473350235454657503299350653164601117395360266731970397902189760835709078684653826947630562095851554752634411760087175756643606144134812005625371562763697087584718687150098081595783748830647047141859230158403119836929562325167353264987468719482421875000000000000000000000000000000000000000000000000000000000000/2035874880654900827782757858852345429600452812020615530208986713806323875756294117897518399560406843476211257916104027604472779498839612654059402016929379827105501517066488555941817235352180072495105416851523118428059889252096834127694536275190397529921568150725632193754878175105495622835969996160659982371451764386797683698022986214293407489018634316911871741740220102353403298667493906696064897709217858496374956647905030951968657550809374662607099758914118836671682975892728509471945266884313891147884106610604544409422718824698230633186099745433727626374519386260570401047604280598070152029989779900823237581107759037148857244564489902856098608781468053191918264578697185929477248185957529029630637742377357198607585663668167337796565992508937511624855389657385985680167073209520673151325174344545469284508776179179768687813915182715121847500354961566077881,6.0677579804103861627e-17,6.0677579804103861627e-15,q>=+4,exact active-column contribution by center charge
