panel,series,x,value,category,formula,evidenceClass
A,fusedViscous,-2.3758294442772812,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.3561944901923448,2.7554552980815448e-16,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.3561944901923448,-2.7554552980815448e-16,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.3561944901923448,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.3365595361074085,0.058889723638603522,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.3365595361074085,-0.058889723638603522,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.3365595361074085,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.3169245820224722,0.11768864359176835,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.3169245820224722,-0.11768864359176835,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.3169245820224722,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.2972896279375363,0.17630609618675641,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.2972896279375363,-0.17630609618675641,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.2972896279375363,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.2776546738526,0.23465169756034654,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.2776546738526,-0.23465169756034654,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.2776546738526,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.2580197197676637,0.29263548302419301,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.2580197197676637,-0.29263548302419301,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.2580197197676637,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.2383847656827278,0.35016804578385774,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.2383847656827278,-0.35016804578385774,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.2383847656827278,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.2187498115977915,0.40716067479761131,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.2187498115977915,-0.40716067479761131,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.2187498115977915,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.1991148575128552,0.46352549156242134,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.1991148575128552,-0.46352549156242134,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.1991148575128552,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.1794799034279189,0.51917558561624,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.1794799034279189,-0.51917558561624,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.1794799034279189,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.1598449493429825,0.57402514854763553,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.1598449493429825,-0.57402514854763553,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.1598449493429825,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.1402099952580467,0.62798960630614209,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.1402099952580467,-0.62798960630614209,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.1402099952580467,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.1205750411731104,0.68098574960932046,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.1205750411731104,-0.68098574960932046,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.1205750411731104,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.100940087088174,0.73293186224543294,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.100940087088174,-0.73293186224543294,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.100940087088174,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.0813051330032382,0.78374784707392287,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.0813051330032382,-0.78374784707392287,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.0813051330032382,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.0616701789183018,0.83335534952940327,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.0616701789183018,-0.83335534952940327,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.0616701789183018,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.0420352248333655,0.88167787843870982,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.0420352248333655,-0.88167787843870982,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.0420352248333655,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.0224002707484292,0.92864092396475151,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.0224002707484292,-0.92864092396475151,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.0224002707484292,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-2.0027653166634929,0.97417207249527615,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-2.0027653166634929,-0.97417207249527615,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-2.0027653166634929,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.983130362578557,1.0182011182994124,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.983130362578557,-1.0182011182994124,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.983130362578557,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.9634954084936207,1.0606601717798214,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.9634954084936207,-1.0606601717798214,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.9634954084936207,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.9438604544086844,1.1014837641535287,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.9438604544086844,-1.1014837641535287,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.9438604544086844,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.9242255003237483,1.1406089484000466,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.9242255003237483,-1.1406089484000466,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.9242255003237483,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.904590546238812,1.1779753963211177,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.904590546238812,-1.1779753963211177,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.904590546238812,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.8849555921538759,1.2135254915624212,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.8849555921538759,-1.2135254915624212,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.8849555921538759,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.8653206380689398,1.2472044184538178,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.8653206380689398,-1.2472044184538178,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.8653206380689398,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.8456856839840035,1.2789602465311385,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.8456856839840035,-1.2789602465311385,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.8456856839840035,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.8260507298990674,1.3087440106091957,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.8260507298990674,-1.3087440106091957,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.8260507298990674,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.806415775814131,1.3365097862825519,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.806415775814131,-1.3365097862825519,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.806415775814131,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.7867808217291947,1.3622147607376223,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.7867808217291947,-1.3622147607376223,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.7867808217291947,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.7671458676442586,1.3858192987669302,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.7671458676442586,-1.3858192987669302,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.7671458676442586,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.7475109135593223,1.4072870038837264,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.7475109135593223,-1.4072870038837264,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.7475109135593223,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.7278759594743862,1.4265847744427305,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.7278759594743862,-1.4265847744427305,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.7278759594743862,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.7082410053894501,1.443682854680471,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.7082410053894501,-1.443682854680471,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.7082410053894501,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.6886060513045138,1.4585548805965149,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.6886060513045138,-1.4585548805965149,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.6886060513045138,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.6689710972195777,1.4711779206048456,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.6689710972195777,-1.4711779206048456,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.6689710972195777,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.6493361431346414,1.4815325108927067,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.6493361431346414,-1.4815325108927067,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.6493361431346414,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.6297011890497051,1.4896026854323894,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.6297011890497051,-1.4896026854323894,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.6297011890497051,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.610066234964769,1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.610066234964769,-1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.610066234964769,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.5904312808798327,1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.5904312808798327,-1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.5904312808798327,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.5707963267948966,1.5,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.5707963267948966,-1.5,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.5707963267948966,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.5511613727099605,1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.5511613727099605,-1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.5511613727099605,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.5315264186250244,1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.5315264186250244,-1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.5315264186250244,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.5118914645400878,1.4896026854323894,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.5118914645400878,-1.4896026854323894,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.5118914645400878,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.4922565104551517,1.4815325108927064,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.4922565104551517,-1.4815325108927064,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.4922565104551517,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.4726215563702154,1.4711779206048456,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.4726215563702154,-1.4711779206048456,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.4726215563702154,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.4529866022852793,1.4585548805965147,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.4529866022852793,-1.4585548805965147,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.4529866022852793,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.4333516482003432,1.443682854680471,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.4333516482003432,-1.443682854680471,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.4333516482003432,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.4137166941154071,1.4265847744427305,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.4137166941154071,-1.4265847744427305,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.4137166941154071,0,fused row,interior+raw collar,exact cancellation
