panel,route,series,kind,x,y,phi,theta,radius,distance,source,pointer,status,note
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.25,0,0.0,,0.25,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.25715734357276382,0.0013478324755495166,0.13962634015954636,,0.25716087572914864,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.25805778821698622,0.0016146420725670838,0.14835298641951802,,0.2580628394954714,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.25900731219963069,0.0019141119226432288,0.15707963267948966,,0.25901438492355855,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26000496149371616,0.0022480071653030662,0.16580627893946132,,0.2600146794655334,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26104973190652314,0.0026180666250988846,0.17453292519943295,,0.26106285986582056,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26214056979222145,0.0030260014700616983,0.1832595714594046,,0.2621580344294016,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26327637279969601,0.0034734938893259265,0.19198621771937624,,0.26329928529026375,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26445599065505915,0.0039621957908448358,0.2007128639793479,,0.26448567066824946,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.2656782259783087,0.0044937275201006044,0.20943951023931956,,0.26571622710328807,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26694183513357062,0.0050696766006985,0.2181661564992912,,0.2669899716568285,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.26824552911234184,0.005691596497719692,0.22689280275926285,,0.2683059040711797,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.2695879744491248,0.0063610054046915609,0.23561944901923448,,0.2696630088783786,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27096779416882444,0.0070793850550181225,0.24434609527920614,,0.27106025745113504,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27238356876525444,0.0078481795586962805,0.2530727415391778,,0.27249660998933845,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.2738338372100822,0.0086687942651268446,0.2617993877991494,,0.2739710174365326,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27531709799151438,0.0095425946528103628,0.27052603405912107,,0.27548242332166484,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27683181018201231,0.010470905246700413,0.2792526803190927,,0.27702976552229014,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27837639453429941,0.011455008563967126,0.2879793265790644,,0.27861197794624065,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.27994923460490861,0.012496144088904926,0.29670597283903605,,0.2802279921295602,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.281548677904495,0.013595507277698024,0.30543261909900765,,0.28187673874923946,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.28317303707412345,0.014754248593736835,0.3141592653589793,,0.28355714904997315,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.28482059108672064,0.015973472574157599,0.32288591161895097,,0.28526815618478396,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.28648958647286543,0.017254236928255756,0.33161255787892263,,0.28700869646993243,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.2881782385700733,0.018597551668402573,0.34033920413889424,,0.2887777105550375,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.28988473279471566,0.02000437827407095,0.3490658503988659,,0.29057414450978913,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.29160722593569804,0.021475628889554607,0.35779249665883756,,0.2923969508290316,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.29334384746900732,0.023012165555941613,0.3665191429188092,,0.29424508935833454,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.29509270089222239,0.02461479947787891,0.3752457891787809,,0.2961175281424638,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.29685186507807027,0.026284290325641918,0.3839724354387525,,0.2980132441994004,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.2986193956460963,0.028021345572997819,0.39269908169872414,,0.29993122422275603,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30039332635150262,0.029826619871327439,0.4014257279586958,,0.30187046521557725,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30217167049020016,0.03170071446044502,0.41015237421866746,,0.30382997505865145,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30395242231910691,0.033644176616530894,0.4188790204786391,,0.30580877301649967,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30573355849071332,0.035657499137565496,0.4276056667386107,,0.30780589018428467,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30751303950092862,0.037741119866628745,0.4363323129985824,,0.3098203698788815,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.30928881114920953,0.039895421253401092,0.44505895925855404,,0.3118512679773448,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31105880600996777,0.042120729954178343,0.4537856055185257,,0.3138976532059766,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31282094491424101,0.044417316470683976,0.4625122517784973,,0.31595860738314363,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31457313844060913,0.046785394827937837,0.47123889803846897,,0.31803322561892916,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31631328841432671,0.049225122291411419,0.4799655442984406,,0.3201206164746179,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31803928941364096,0.051736599123674898,0.4886921905584123,,0.32221990208492324,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.31974903028225643,0.054319868380712164,0.49741883681838395,,0.32433021824575836,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.32144039564690541,0.056974915748054675,0.5061454830783556,,0.32645071447025054,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.32311126743897828,0.059701669416855521,0.5148721293383273,,0.32858055401557534,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.3247595264191645,0.062499999999999972,0.5235987755982988,,0.33071891388307384,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.32638305370405635,0.065369720488319391,0.5323254218582705,,0.3328649847939941,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.32797973229366006,0.068310586246948565,0.5410520681182421,,0.33501797114307574,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.32954744859876522,0.071322295051839804,0.5497787143782138,,0.3371770909320761,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33108409396711647,0.074404487166417677,0.5585053606381855,,0.3393415756852143,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33258756620733859,0.077556745458332646,0.5672320068981571,,0.341510670348394,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33405577110956286,0.080778595556242949,0.5759586531581288,,0.3436836331739464,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33548662396170653,0.084069506046527478,0.5846852994181004,,0.345859735592524,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33687805106036062,0.087428888709804378,0.5934119456780721,,0.34803826207366667,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.33822799121524411,0.090856098797102727,0.6021385919380436,,0.35021850997645476,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.339534397246187,0.094350435345508729,0.6108652381980153,,0.35239978939156386,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34079523747161,0.097911141533078269,0.619591884457987,,0.3545814229759387,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34200849718747373,0.10153740507278322,0.6283185307179586,,0.3567627457812106,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34317218013567785,0.1052283586452307,0.6370451769779303,,0.35894310507689575,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34428430996089732,0.10898308036986788,0.6457718232379019,,0.36112186016932885,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34534293165484942,0.1128005943143594,0.6544984694978736,,0.3632983822172054,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34634611298699575,0.11667987104179676,0.6632251157578453,,0.3654720540445345,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34729194592069212,0.12061982819537478,0.6719517620178169,,0.36764226995173266,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
A,exact 1:2 degeneracy algebra,caustic,exact formula sample,-0.34817854801380743,0.12461933112014305,0.6806784082777885,,0.36980843552552317,,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072q_report-source.md,z(phi)=exp(-3i phi)/8-3 exp(-i phi)/8,exact degeneracy locus,Sampled only for display; the implicit identity and radius bounds are continuous.
