replicate,seed,radiusPower,radius,points,total,nearRemainder,farRemainder,reconstructed,sampleReconstructionResidual,k-8,k-7,k-6,k-5,k-4,k-3,k-2,k-1,k0,k1,k2
6,690807,5,32,262144,3.420136469967062,0.0,0.0,3.420136469967062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356889530363647,0.0844475169306971,0.0,0.0
6,690807,6,64,262144,3.4201347161570985,0.0,0.0,3.4201347161570985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336163941395559,0.08397077476153955,0.0,0.0
7,690808,0,1,262144,3.42411582089953,0.0,0.0,3.42411582089953,0.0,0.0,0.0,0.0,8.798667020375238e-09,0.04826977474529073,0.3082259936547219,1.3068226126726965,1.497949565241293,0.2698440527328163,-0.006996186945955537,0.0
7,690808,1,2,262144,3.4207882647410575,0.0,0.0,3.4207882647410566,-8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09047065618421071,3.131255991920052,0.1993466749302505,-0.0002850582934568487,0.0
7,690808,2,4,262144,3.4202824391815625,0.0,0.0,3.420282439181562,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.000994232921477552,3.298778111603358,0.1205108211432479,-7.264865215506075e-07,0.0
7,690808,3,8,262144,3.420180739933234,0.0,0.0,3.420180739933234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3664798681035794e-06,3.3264861075070082,0.09369326594907051,-2.7130408523379117e-12,0.0
7,690808,4,16,262144,3.4201519218801333,0.0,0.0,3.4201519218801333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6456728001304423e-12,3.333814273864962,0.08633764801352531,0.0,0.0
7,690808,5,32,262144,3.4201413838257304,0.0,0.0,3.42014138382573,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356946865850894,0.08444669724064058,0.0,0.0
7,690808,6,64,262144,3.4201369042787952,0.0,0.0,3.420136904278795,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3361666461142914,0.08397025816450354,0.0,0.0
8,690809,0,1,262144,3.431572889417004,0.0,0.0,3.431572889417004,0.0,0.0,0.0,0.0,0.009319000237559914,0.03747479329491939,0.31674698878021673,1.3056138520251097,1.4995131906795338,0.26990069832329844,-0.0069956339236337955,0.0
8,690809,1,2,262144,3.42004562626847,0.0,0.0,3.4200456262684695,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0899268717279401,3.1310684382031804,0.19933494038808836,-0.00028462405073920497,0.0
8,690809,2,4,262144,3.4201519971170065,0.0,0.0,3.4201519971170065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009951437812450682,3.2986682971959853,0.12048928472776052,-7.285879845551627e-07,0.0
8,690809,3,8,262144,3.4201464088585074,0.0,0.0,3.4201464088585074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3865810006068594e-06,3.3264600513344655,0.0936849709453504,-2.3091978202485355e-12,0.0
8,690809,4,16,262144,3.420139918218403,0.0,0.0,3.4201399182184034,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.0800388645234634e-12,3.333805050545995,0.08633486767032827,0.0,0.0
8,690809,5,32,262144,3.4201364397236986,0.0,0.0,3.4201364397236986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356907151342106,0.08444572458948829,0.0,0.0
8,690809,6,64,262144,3.420134684893931,0.0,0.0,3.420134684893931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336164814423889,0.08396987047004219,0.0,0.0
9,690810,0,1,262144,3.4021808423941247,0.0,0.0,3.402180842394124,-4.440892098500626e-16,0.0,0.0,0.0,0.0024337594396715164,0.0474201331016925,0.2865235102621324,1.3048732252934498,1.4981392172251553,0.2697848002928169,-0.006993803220794124,0.0
9,690810,1,2,262144,3.4203274905318315,0.0,0.0,3.4203274905318315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0895051436834889,3.131768322119953,0.1993387186865514,-0.00028469395816168203,0.0
9,690810,2,4,262144,3.4201707064442104,0.0,0.0,3.4201707064442104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009794869923059751,3.2986863747974127,0.12050557044210648,-7.257876145317858e-07,0.0
9,690810,3,8,262144,3.4201379579770146,0.0,0.0,3.4201379579770146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393561003974481e-06,3.3264455214386204,0.09369104297998149,-2.5911759496086712e-12,0.0
9,690810,4,16,262144,3.4201317066742503,0.0,0.0,3.4201317066742503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79935428500426e-12,3.3337946930742386,0.08633701359721219,0.0,0.0
9,690810,5,32,262144,3.4201312630993814,0.0,0.0,3.4201312630993814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335684642508995,0.08444662059038632,0.0,0.0
9,690810,6,64,262144,3.4201317747876785,0.0,0.0,3.4201317747876785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3361614850351495,0.0839702897525288,0.0,0.0
10,690811,0,1,262144,3.430652843385901,0.0,0.0,3.430652843385901,0.0,0.0,0.0,0.0,3.0813840314336e-09,0.028113674558308613,0.33670956325663115,1.304245080212224,1.4990467058094779,0.26953084434674923,-0.006993027878873844,0.0
10,690811,1,2,262144,3.4204106038563777,0.0,0.0,3.4204106038563777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09021811110637655,3.1312289730675915,0.19924842912919374,-0.0002849094467838934,0.0
10,690811,2,4,262144,3.4200507672438025,0.0,0.0,3.4200507672438025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010124790518609799,3.2985568013991786,0.12048221412666134,-7.27333898547209e-07,0.0
10,690811,3,8,262144,3.4200666811087252,0.0,0.0,3.4200666811087257,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.4003691336861284e-06,3.326383808211805,0.0936814725303362,-2.5490161822595178e-12,0.0
10,690811,4,16,262144,3.420096091406016,0.0,0.0,3.420096091406016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.374204894101841e-12,3.33376320853531,0.0863328828693316,0.0,0.0
10,690811,5,32,262144,3.420113836318346,0.0,0.0,3.420113836318346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356692004841815,0.08444463583416437,0.0,0.0
10,690811,6,64,262144,3.420123203979852,0.0,0.0,3.420123203979852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336153909040582,0.08396929493927001,0.0,0.0
11,690812,0,1,262144,3.4358796900027855,0.0,0.0,3.435879690002786,4.440892098500626e-16,0.0,0.0,0.0,2.2124807825041066e-05,0.054815643492307504,0.31898615247176054,1.3020915711642709,1.497303136430589,0.2696565120495886,-0.006995450413555978,0.0
11,690812,1,2,262144,3.4206250999204135,0.0,0.0,3.420625099920413,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09036443724924184,3.13132169442878,0.19922434011970835,-0.00028537187731721543,0.0
11,690812,2,4,262144,3.4202225112367883,0.0,0.0,3.4202225112367883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010124925155428886,3.29873940883632,0.12047133692290732,-7.27037982097468e-07,0.0
11,690812,3,8,262144,3.420165551919193,0.0,0.0,3.4201655519191934,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3321303915232757e-06,3.3264871133897436,0.09367710640111844,-2.0601640155251775e-12,0.0
11,690812,4,16,262144,3.4201473675768215,0.0,0.0,3.420147367576821,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.3246864036629448e-12,3.33381547104936,0.08633189652413642,0.0,0.0
11,690812,5,32,262144,3.420139729162696,0.0,0.0,3.4201397291626963,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356952029475297,0.08444452621516649,0.0,0.0
11,690812,6,64,262144,3.420136212196316,0.0,0.0,3.420136212196316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3361668594238516,0.08396935277246444,0.0,0.0
12,690813,0,1,262144,3.4406296355635373,0.0,0.0,3.4406296355635373,0.0,0.0,0.0,0.0,0.0031359504106816243,0.058601645252364026,0.3130756986322882,1.305809963591362,1.4972204851578392,0.26978025633598735,-0.006994363816985126,0.0
12,690813,1,2,262144,3.420577905021382,0.0,0.0,3.4205779050213816,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.09022701123962455,3.13128797521349,0.1993483397779804,-0.000285421209713216,0.0
12,690813,2,4,262144,3.420203068968574,0.0,0.0,3.4202030689685734,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0009781737239192402,3.2987148059647433,0.12051082044196229,-7.311620513420772e-07,0.0
12,690813,3,8,262144,3.4201479629641858,0.0,0.0,3.4201479629641858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4030092766804471e-06,3.326446386096819,0.09370017386132276,-3.23294834811884e-12,0.0
12,690813,4,16,262144,3.4201363144971566,0.0,0.0,3.420136314497157,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.5871540966512555e-12,3.3337941119811436,0.08634220251242611,0.0,0.0
12,690813,5,32,262144,3.4201335834654714,0.0,0.0,3.4201335834654722,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335684408548321,0.08444917491715104,0.0,0.0
12,690813,6,64,262144,3.420132937547015,0.0,0.0,3.420132937547015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336161399973481,0.0839715375735339,0.0,0.0
13,690814,0,1,262144,3.3947445744500007,0.0,0.0,3.39474457445,-4.440892098500626e-16,0.0,0.0,0.0,5.5258932845202355e-05,0.021110247051520592,0.29476644422828757,1.3165570608725328,1.499477786956107,0.26977666298950587,-0.006998886580798595,0.0
13,690814,1,2,262144,3.420304060443832,0.0,0.0,3.420304060443832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08982678232726157,3.131520453439746,0.19924123749138056,-0.0002844128145559801,0.0
13,690814,2,4,262144,3.420137978071634,0.0,0.0,3.420137978071634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010097714835912808,3.29865078506125,0.12047813952936737,-7.180025749577325e-07,0.0
13,690814,3,8,262144,3.4201211505338334,0.0,0.0,3.420121150533834,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3524779268435389e-06,3.3264350970517755,0.09368470100661483,-2.4834506375790857e-12,0.0
13,690814,4,16,262144,3.4201237852804116,0.0,0.0,3.4201237852804116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4606223622970799e-12,3.333789175991451,0.08633460928750002,0.0,0.0
13,690814,5,32,262144,3.4201275233624773,0.0,0.0,3.420127523362477,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356821905266623,0.08444533283581468,0.0,0.0
13,690814,6,64,262144,3.4201299908989693,0.0,0.0,3.4201299908989693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336160409715851,0.08396958118311815,0.0,0.0
14,690815,0,1,262144,3.449081612300094,0.0,0.0,3.449081612300094,0.0,0.0,0.0,0.0,0.004813828455796401,0.029895898225223302,0.34961108180326705,1.3022404450223375,1.4996021529763772,0.2699127610102051,-0.006994555193112825,0.0
14,690815,1,2,262144,3.420233934595,0.0,0.0,3.420233934595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09034197179411296,3.1308988046657875,0.1992783525325429,-0.0002851943974432934,0.0
14,690815,2,4,262144,3.420212790708343,0.0,0.0,3.420212790708343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010073105192407313,3.2987194503649713,0.12048675581669144,-7.259925605513963e-07,0.0
14,690815,3,8,262144,3.420171198905985,0.0,0.0,3.420171198905985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3396516682549955e-06,3.3264847092979433,0.09368514995890247,-2.5293003360800446e-12,0.0
14,690815,4,16,262144,3.420150055510101,0.0,0.0,3.420150055510101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.350757006943738e-12,3.333815189754988,0.08633486575076227,0.0,0.0
14,690815,5,32,262144,3.420140760403528,0.0,0.0,3.420140760403528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3356951506580677,0.08444560974546057,0.0,0.0
14,690815,6,64,262144,3.4201365687304515,0.0,0.0,3.420136568730452,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3361667977352925,0.08396977099515932,0.0,0.0
15,690816,0,1,262144,3.3912797477479923,0.0,0.0,3.391279747747992,-4.440892098500626e-16,0.0,0.0,-1.5863942635640538e-09,1.965565881786726e-06,0.00520528178935813,0.3336216063406834,1.2937311668149458,1.4964553628822435,0.26926696646381076,-0.007002600522537008,0.0
15,690816,1,2,262144,3.4197722547033047,0.0,0.0,3.4197722547033047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09007939091205307,3.1308039485527743,0.19917288618411316,-0.0002839709456356777,0.0
15,690816,2,4,262144,3.420055365324556,0.0,0.0,3.4200553653245556,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0009867177458307418,3.298595696224623,0.12047367823367183,-7.268795698331195e-07,0.0
15,690816,3,8,262144,3.420109447817719,0.0,0.0,3.4201094478177194,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3153038561952245e-06,3.3264280820996435,0.09368005041697697,-2.7571916715644504e-12,0.0
15,690816,4,16,262144,3.420123265845106,0.0,0.0,3.420123265845106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.168317614993057e-12,3.333791391665621,0.08633187417631669,0.0,0.0
15,690816,5,32,262144,3.4201271776925113,0.0,0.0,3.420127177692511,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335683211063329,0.08444396662918191,0.0,0.0
15,690816,6,64,262144,3.4201284130760166,0.0,0.0,3.420128413076016,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336159533313766,0.08396887976225026,0.0,0.0
