panel,route,series,kind,x,y,R,p,epsilon,source,pointer,status,note
A,analytic algebra,old one-carrier window,proved scale law,13.454342644059432,20.360726401520587,13.454342644059432,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,13.454342644059432,414.55917959757738,13.454342644059432,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,13.808646395635806,20.866234543105829,13.808646395635806,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,13.808646395635806,435.39974400790277,13.808646395635806,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,14.172280305637765,21.383193929098184,14.172280305637765,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,14.172280305637765,457.24098260942139,14.172280305637765,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,14.545490072440947,21.911850435176934,14.545490072440947,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,14.545490072440947,480.12918949356373,14.545490072440947,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,14.928527864588917,22.452455033874646,14.928527864588917,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,14.928527864588917,504.11273704816296,14.928527864588917,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,15.32165249117717,23.005263897635256,15.32165249117717,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,15.32165249117717,529.24216699984015,15.32165249117717,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,15.725129576724012,23.570538503917764,15.725129576724012,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,15.725129576724012,555.57028536466987,15.725129576724012,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,16.13923174064638,24.148545742385362,16.13923174064638,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,16.13923174064638,583.15226147207829,16.13923174064638,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,16.564238781462038,24.739558024221115,16.564238781462038,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,16.564238781462038,612.04573123380339,16.564238781462038,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,17.000437865842443,25.343853393611482,17.000437865842443,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,17.000437865842443,642.31090483687228,17.000437865842443,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,17.448123722644116,25.961715641440254,17.448123722644116,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,17.448123722644116,674.01067904700358,17.448123722644116,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,17.907598842049609,26.593434421236029,17.90759884204961,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,17.907598842049609,707.21075431658119,17.90759884204961,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,18.379173679952554,27.239305367417291,18.379173679952554,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,18.379173679952554,741.97975689940847,18.379173679952554,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,18.863166867724999,27.899630215880016,18.863166867725,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,18.863166867724999,778.38936618284527,18.863166867725,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,19.359905427508682,28.574716926973526,19.359905427508682,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,19.359905427508682,816.5144474566672,19.359905427508682,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,19.869724993175737,29.264879810911246,19.869724993175737,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,19.869724993175737,856.43319034708077,19.869724993175737,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,20.392970037108189,29.970439655664048,20.39297003710819,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,20.392970037108189,898.22725315380012,20.39297003710819,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,20.929994102949291,30.691723857384293,20.92999410294929,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,20.929994102949291,941.98191333793216,20.92999410294929,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,21.481160044484213,31.429066553410451,21.481160044484213,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,21.481160044484213,987.78622441870357,21.481160044484213,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,22.046840270811277,32.182808757902279,22.046840270811277,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,22.046840270811277,1035.7331795477114,22.046840270811277,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,22.627416997969512,32.953298500158013,22.62741699796951,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,22.627416997969512,1085.9198820405163,22.62741699796951,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,23.223282507192554,33.740890965666097,23.223282507192554,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,23.223282507192554,1138.4477231569679,23.223282507192554,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,23.83483940996323,34.545948639944221,23.83483940996323,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,23.83483940996323,1193.422567433664,23.83483940996323,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,24.462500920048157,35.368841455220796,24.462500920048157,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,24.462500920048157,1250.9549458845449,24.462500920048157,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,25.106691132696024,36.209946940013609,25.106691132696024,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,25.106691132696024,1311.1602573986008,25.106691132696024,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,25.767845311188058,37.06965037166237,25.767845311188058,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,25.767845311188058,1374.1589786772879,25.767845311188058,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,26.446410180934766,37.948344931873024,26.446410180934766,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,26.446410180934766,1440.0768830684131,26.446410180934766,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,27.142844231317021,38.84643186533188,27.14284423131702,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,27.142844231317021,1509.0452686678723,27.14284423131702,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,27.857618025475958,39.764320641449871,27.857618025475958,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,27.857618025475958,1581.2011960760365,27.857618025475958,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,28.591214518260841,40.702429119297769,28.59121451826084,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,28.591214518260841,1656.6877362114594,28.59121451826084,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,29.344129382549468,41.661183715794301,29.34412938254947,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,29.344129382549468,1735.6542286011645,29.34412938254947,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,30.116871344162174,42.641019577210798,30.116871344162174,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,30.116871344162174,1818.2565505840746,30.116871344162174,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,30.909962525595052,43.642380754056724,30.909962525595052,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,30.909962525595052,1904.6573978820606,30.909962525595052,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,31.723938798805168,44.665720379411823,31.723938798805168,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,31.723938798805168,1995.0265770118046,31.723938798805168,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,32.559350147285947,45.71150085077236,32.55935014728595,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,32.559350147285947,2089.5413100301616,32.55935014728595,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,33.416761037677233,46.78019401547904,33.41676103767723,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,33.416761037677233,2188.3865521258608,33.41676103767723,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,34.296750801161373,47.872281359797178,34.29675080116137,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,34.296750801161373,2291.7553225915844,34.29675080116137,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,35.199914024902888,48.98825420171945,35.19991402490289,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,35.199914024902888,2399.8490497322832,35.19991402490289,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,36.126860953796182,50.12861388756383,36.12686095379618,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,36.126860953796182,2512.8779302884573,36.12686095379618,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,37.078217902792858,51.293871992440693,37.07821790279286,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,37.078217902792858,2631.0613039768914,37.07821790279286,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,38.054627680087059,52.48455052466371,38.05462768008706,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,38.054627680087059,2754.6280437759779,38.05462768008706,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,39.056750021445012,53.701182134181977,39.05675002144501,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,39.056750021445012,2883.8169626085855,39.05675002144501,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,40.085262035972086,54.944310325110635,40.085262035972086,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,40.085262035972086,3018.8772371020596,40.085262035972086,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,41.140858663618381,56.214489672440159,41.14085866361838,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,41.140858663618381,3160.0688491328824,41.14085866361838,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,42.2242531447326,57.512286043005474,42.2242531447326,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
A,analytic algebra,ED one-carrier window,proved scale law,42.2242531447326,3307.6630458924828,42.2242531447326,,,research/r072o_report-source.md,(0.10)-(0.11),unconditional one carrier,Polynomial-ray scale with unknown absolute constant suppressed.
A,analytic algebra,old one-carrier window,proved scale law,43.336177501980558,58.838276820796999,43.33617750198056,,,research/r072o_report-source.md,(0.9) inherited R0.72L scale,unconditional one carrier,Unknown absolute theorem constant suppressed.
