panel,series,x,y,x_unit,y_unit,exact_value,role,source_locator,note
B,q(ell),64.92,0.00099352855859032,ell=tau_m/R^2,rho=log(1/R)/L_m^2,6400/6441687,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.93,0.000993375543257101,ell=tau_m/R^2,rho=log(1/R)/L_m^2,25600/25770717,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.94,0.000993222575049023,ell=tau_m/R^2,rho=log(1/R)/L_m^2,12800/12887343,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.95,0.000993069653944319,ell=tau_m/R^2,rho=log(1/R)/L_m^2,5120/5155731,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.96,0.000992916779921237,ell=tau_m/R^2,rho=log(1/R)/L_m^2,800/805707,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.97,0.000992763952958035,ell=tau_m/R^2,rho=log(1/R)/L_m^2,25600/25786593,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.98,0.000992611173032988,ell=tau_m/R^2,rho=log(1/R)/L_m^2,12800/12895281,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),64.99,0.000992458440124381,ell=tau_m/R^2,rho=log(1/R)/L_m^2,25600/25794531,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q(ell),65.00,0.000992305754210516,ell=tau_m/R^2,rho=log(1/R)/L_m^2,256/257985,threshold curve,"W.1--W.5,W.83",exact rational evaluation
B,q64,,0.00100781053162006,,rho,4/3969,reference rate,W.1,uniform sweeping requires rho>q64
B,q65,,0.000992305754210516,,rho,256/257985,reference rate,W.2,uniform survival requires rho<q65
B,original packet 1,,0.003125,,rho,1/320,reference rate,W.73--W.75,swept on fixed free-comparator strip
B,original packet 2,,0.00078125,,rho,1/1280,reference rate,W.73--W.75,survives on fixed free-comparator strip
C,exact all-winding identity,0,,diagram-order,,"sum_n w_n E_br,n[d_z K_T(z+S_t)]",proof-map node,W.22--W.24b,no winding deleted
C,central bridge,1,,diagram-order,,n=0; mu_s and v_s exact,proof-map node,W.24,conditional Gaussian bridge
C,remote deficit,2,,diagram-order,,-L^-2 log(A)->q(ell),proof-map node,"W.30,W.33--W.40",logarithmic scale
C,short time layer,3,,diagram-order,,s=O(R^2/L^2),proof-map node,"W.36--W.38,W.43",analytic localization
C,displacement,4,,diagram-order,,-L^-2 log(S_t)->q(ell),proof-map node,"W.3,W.49b",in central-bridge conditional probability
C,noncentral windings,5,,diagram-order,,omega_per<=C exp[-1/(11R^2)],proof-map node,W.25,retained remainder
C,survival branch,6,,diagram-order,,S_t/R->0 implies G/H->1,proof-map node,W.54--W.55,relative comparator
C,sweeping branch,7,,diagram-order,,S_t/R->infinity implies G/H->0,proof-map node,W.50--W.57,relative comparator
D,packet-2 leading endpoint scale,18432,13.6155793533628,L_2,10^-3 log10 scale,(12191/132088320*18432^2-log(18432)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,18688,13.99647301332,L_2,10^-3 log10 scale,(12191/132088320*18688^2-log(18688)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,18944,14.3826204609968,L_2,10^-3 log10 scale,(12191/132088320*18944^2-log(18944)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,19200,14.7740216952989,L_2,10^-3 log10 scale,(12191/132088320*19200^2-log(19200)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,19456,15.1706767151759,L_2,10^-3 log10 scale,(12191/132088320*19456^2-log(19456)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,19712,15.5725855196183,L_2,10^-3 log10 scale,(12191/132088320*19712^2-log(19712)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,19968,15.9797481076558,L_2,10^-3 log10 scale,(12191/132088320*19968^2-log(19968)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,20224,16.3921644783552,L_2,10^-3 log10 scale,(12191/132088320*20224^2-log(20224)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,20480,16.8098346308185,L_2,10^-3 log10 scale,(12191/132088320*20480^2-log(20480)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,20736,17.2327585641811,L_2,10^-3 log10 scale,(12191/132088320*20736^2-log(20736)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,20992,17.6609362776104,L_2,10^-3 log10 scale,(12191/132088320*20992^2-log(20992)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,21248,18.0943677703039,L_2,10^-3 log10 scale,(12191/132088320*21248^2-log(21248)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,21504,18.5330530414879,L_2,10^-3 log10 scale,(12191/132088320*21504^2-log(21504)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,21760,18.9769920904164,L_2,10^-3 log10 scale,(12191/132088320*21760^2-log(21760)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,22016,19.4261849163694,L_2,10^-3 log10 scale,(12191/132088320*22016^2-log(22016)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,22272,19.8806315186519,L_2,10^-3 log10 scale,(12191/132088320*22272^2-log(22272)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,22528,20.3403318965928,L_2,10^-3 log10 scale,(12191/132088320*22528^2-log(22528)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,22784,20.8052860495436,L_2,10^-3 log10 scale,(12191/132088320*22784^2-log(22784)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,23040,21.2754939768777,L_2,10^-3 log10 scale,(12191/132088320*23040^2-log(23040)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,23296,21.7509556779892,L_2,10^-3 log10 scale,(12191/132088320*23296^2-log(23296)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,23552,22.2316711522921,L_2,10^-3 log10 scale,(12191/132088320*23552^2-log(23552)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,23808,22.7176403992193,L_2,10^-3 log10 scale,(12191/132088320*23808^2-log(23808)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,24064,23.208863418222,L_2,10^-3 log10 scale,(12191/132088320*24064^2-log(24064)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,24320,23.7053402087689,L_2,10^-3 log10 scale,(12191/132088320*24320^2-log(24320)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,24576,24.2070707703451,L_2,10^-3 log10 scale,(12191/132088320*24576^2-log(24576)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,24832,24.714055102452,L_2,10^-3 log10 scale,(12191/132088320*24832^2-log(24832)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,25088,25.2262932046063,L_2,10^-3 log10 scale,(12191/132088320*25088^2-log(25088)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,25344,25.7437850763393,L_2,10^-3 log10 scale,(12191/132088320*25344^2-log(25344)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,25600,26.2665307171965,L_2,10^-3 log10 scale,(12191/132088320*25600^2-log(25600)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,25856,26.7945301267369,L_2,10^-3 log10 scale,(12191/132088320*25856^2-log(25856)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,26112,27.3277833045326,L_2,10^-3 log10 scale,(12191/132088320*26112^2-log(26112)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,26368,27.8662902501683,L_2,10^-3 log10 scale,(12191/132088320*26368^2-log(26368)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,26624,28.4100509632406,L_2,10^-3 log10 scale,(12191/132088320*26624^2-log(26624)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,26880,28.9590654433578,L_2,10^-3 log10 scale,(12191/132088320*26880^2-log(26880)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,27136,29.5133336901392,L_2,10^-3 log10 scale,(12191/132088320*27136^2-log(27136)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
