panel,record,series,x,y,x_unit,y_unit,evidence_class,formula_source,method
D,log-gap-006,log10_lower_over_upper,9755.2000000000007,278934.33619345102,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-007,log10_theta_cert_lower,9845.0666666666657,5.4526111491035989,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-007,log10_theta_necessary_upper_C_equals_1,9845.0666666666657,-284091.61323651724,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-007,log10_lower_over_upper,9845.0666666666657,284097.06584766635,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-008,log10_theta_cert_lower,9934.9333333333325,5.4565574449561867,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-008,log10_theta_necessary_upper_C_equals_1,9934.9333333333325,-289301.68077340355,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-008,log10_lower_over_upper,9934.9333333333325,289307.13733084855,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-009,log10_theta_cert_lower,10024.799999999999,5.4604682047359576,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-009,log10_theta_necessary_upper_C_equals_1,10024.799999999999,-294559.09017577046,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-009,log10_lower_over_upper,10024.799999999999,294564.55064397515,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-010,log10_theta_cert_lower,10114.666666666666,5.4643440627343018,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-010,log10_theta_necessary_upper_C_equals_1,10114.666666666666,-299863.84144393483,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-010,log10_lower_over_upper,10114.666666666666,299869.30578799761,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-011,log10_theta_cert_lower,10204.533333333333,5.468185636410305,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-011,log10_theta_necessary_upper_C_equals_1,10204.533333333333,-305215.93457820575,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-011,log10_lower_over_upper,10204.533333333333,305221.40276384214,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-012,log10_theta_cert_lower,10294.4,5.4719935269811062,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-012,log10_theta_necessary_upper_C_equals_1,10294.4,-310615.36957888352,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-012,log10_lower_over_upper,10294.4,310620.84157241049,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-013,log10_theta_cert_lower,10384.266666666666,5.4757683199865967,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-013,log10_theta_necessary_upper_C_equals_1,10384.266666666666,-316062.14644626115,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-013,log10_lower_over_upper,10384.266666666666,316067.62221458112,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-014,log10_theta_cert_lower,10474.133333333333,5.4795105858297912,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-014,log10_theta_necessary_upper_C_equals_1,10474.133333333333,-321556.26518062362,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-014,log10_lower_over_upper,10474.133333333333,321561.74469120946,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-015,log10_theta_cert_lower,10564,5.4832208802941169,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-015,log10_theta_necessary_upper_C_equals_1,10564,-327097.72578224901,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-015,log10_lower_over_upper,10564,327103.20900312928,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-016,log10_theta_cert_lower,10653.866666666667,5.4868997450387837,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-016,log10_theta_necessary_upper_C_equals_1,10653.866666666667,-332686.52825140802,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-016,log10_lower_over_upper,10653.866666666667,332692.01515115303,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-017,log10_theta_cert_lower,10743.733333333334,5.4905477080733611,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-017,log10_theta_necessary_upper_C_equals_1,10743.733333333334,-338322.67258836475,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-017,log10_lower_over_upper,10743.733333333334,338328.16313607281,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-018,log10_theta_cert_lower,10833.6,5.4941652842125794,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-018,log10_theta_necessary_upper_C_equals_1,10833.6,-344006.15879337653,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-018,log10_lower_over_upper,10833.6,344011.65295866074,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-019,log10_theta_cert_lower,10923.466666666667,5.4977529755123484,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-019,log10_theta_necessary_upper_C_equals_1,10923.466666666667,-349736.98686669447,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-019,log10_lower_over_upper,10923.466666666667,349742.48461966997,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-020,log10_theta_cert_lower,11013.333333333334,5.5013112716879125,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-020,log10_theta_necessary_upper_C_equals_1,11013.333333333334,-355515.15680856328,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-020,log10_lower_over_upper,11013.333333333334,355520.65811983496,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-021,log10_theta_cert_lower,11103.200000000001,5.5048406505150194,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-021,log10_theta_necessary_upper_C_equals_1,11103.200000000001,-361340.66861922201,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-021,log10_lower_over_upper,11103.200000000001,361346.17345987255,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-022,log10_theta_cert_lower,11193.066666666666,5.5083415782149094,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-022,log10_theta_necessary_upper_C_equals_1,11193.066666666666,-367213.52229890355,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-022,log10_lower_over_upper,11193.066666666666,367219.03064048174,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-023,log10_theta_cert_lower,11282.933333333334,5.5118145098239193,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-023,log10_theta_necessary_upper_C_equals_1,11282.933333333334,-373133.71784783585,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-023,log10_lower_over_upper,11282.933333333334,373139.22966234572,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-024,log10_theta_cert_lower,11372.799999999999,5.5152598895484193,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-024,log10_theta_necessary_upper_C_equals_1,11372.799999999999,-379101.25526624057,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-024,log10_lower_over_upper,11372.799999999999,379106.7705261301,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-025,log10_theta_cert_lower,11462.666666666666,5.5186781511057861,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-025,log10_theta_necessary_upper_C_equals_1,11462.666666666666,-385116.13455433474,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-025,log10_lower_over_upper,11462.666666666666,385121.65323248587,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-026,log10_theta_cert_lower,11552.533333333333,5.5220697180520579,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-026,log10_theta_necessary_upper_C_equals_1,11552.533333333333,-391178.35571233014,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-026,log10_lower_over_upper,11552.533333333333,391183.87778204819,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-027,log10_theta_cert_lower,11642.4,5.5254350040968996,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-027,log10_theta_necessary_upper_C_equals_1,11642.4,-397287.9187404337,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-027,log10_lower_over_upper,11642.4,397293.44417543779,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-028,log10_theta_cert_lower,11732.266666666666,5.528774413406448,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-028,log10_theta_necessary_upper_C_equals_1,11732.266666666666,-403444.82363884733,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-028,log10_lower_over_upper,11732.266666666666,403450.35241326073,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-029,log10_theta_cert_lower,11822.133333333333,5.5320883408946147,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-029,log10_theta_necessary_upper_C_equals_1,11822.133333333333,-409649.07040776865,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-029,log10_lower_over_upper,11822.133333333333,409654.60249610955,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-030,log10_theta_cert_lower,11912,5.5353771725033507,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-030,log10_theta_necessary_upper_C_equals_1,11912,-415900.65904739051,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-030,log10_lower_over_upper,11912,415906.19442456297,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-031,log10_theta_cert_lower,12001.866666666667,5.5386412854723801,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-031,log10_theta_necessary_upper_C_equals_1,12001.866666666667,-422199.58955790161,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-031,log10_lower_over_upper,12001.866666666667,422205.12819918711,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-032,log10_theta_cert_lower,12091.733333333334,5.5418810485988779,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-032,log10_theta_necessary_upper_C_equals_1,12091.733333333334,-428545.86193948629,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-032,log10_lower_over_upper,12091.733333333334,428551.40382053488,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-033,log10_theta_cert_lower,12181.6,5.5450968224875234,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-033,log10_theta_necessary_upper_C_equals_1,12181.6,-434939.47619232489,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-033,log10_lower_over_upper,12181.6,434945.02128914738,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-034,log10_theta_cert_lower,12271.466666666667,5.5482889597913738,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-034,log10_theta_necessary_upper_C_equals_1,12271.466666666667,-441380.43231659377,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-034,log10_lower_over_upper,12271.466666666667,441385.98060555354,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-035,log10_theta_cert_lower,12361.333333333332,5.5514578054439436,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-035,log10_theta_necessary_upper_C_equals_1,12361.333333333332,-447868.73031246528,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
D,log-gap-035,log10_lower_over_upper,12361.333333333332,447874.28177027073,L_1,log10_ratio,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equations-U.36-U.41; exact logarithmic difference
D,certified-lower-036,log10_theta_cert_lower,12451.200000000001,5.5546036968828787,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)","equation-U.36; theta_cert,2 >= (72/5)L_2; L_2=2L_1"
D,necessary-upper-036,log10_theta_necessary_upper_C_equals_1,12451.200000000001,-454404.37018010835,L_1,log10_normalized_dwell,derived-analytic-value,"core d74e7b29, equations (U.11)-(U.45)",equation-U.40; d_L=log(L_1); C=1
