panel,series,record,x,y,x_name,y_name,formula,evidence_class,source_primary_path,source_independent_path,normalization,note
A,characteristic-c-0.5,sample-022,0.18333333333333332,0.31666666666666665,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-023,0.19166666666666665,0.30833333333333335,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-024,0.20000000000000001,0.29999999999999999,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-025,0.20833333333333334,0.29166666666666663,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-026,0.21666666666666667,0.28333333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-027,0.22500000000000001,0.27500000000000002,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-028,0.23333333333333334,0.26666666666666666,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-029,0.24166666666666667,0.2583333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-030,0.25,0.25,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-031,0.2583333333333333,0.2416666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-032,0.26666666666666666,0.23333333333333334,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-033,0.27500000000000002,0.22499999999999998,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-034,0.28333333333333333,0.21666666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-035,0.29166666666666669,0.20833333333333331,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-036,0.29999999999999999,0.20000000000000001,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-037,0.30833333333333335,0.19166666666666665,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-038,0.31666666666666665,0.18333333333333335,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-039,0.32500000000000001,0.17499999999999999,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-040,0.33333333333333331,0.16666666666666669,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-041,0.34166666666666667,0.15833333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-042,0.34999999999999998,0.15000000000000002,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-043,0.35833333333333334,0.14166666666666666,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-044,0.36666666666666664,0.13333333333333336,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-045,0.375,0.125,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-046,0.3833333333333333,0.1166666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-047,0.39166666666666666,0.10833333333333334,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-048,0.40000000000000002,0.099999999999999978,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-049,0.40833333333333333,0.091666666666666674,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-050,0.41666666666666669,0.083333333333333315,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-051,0.42499999999999999,0.075000000000000011,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-052,0.43333333333333335,0.066666666666666652,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-053,0.44166666666666665,0.058333333333333348,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-054,0.45000000000000001,0.049999999999999989,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-055,0.45833333333333331,0.041666666666666685,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-056,0.46666666666666667,0.033333333333333326,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-057,0.47499999999999998,0.025000000000000022,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-058,0.48333333333333334,0.016666666666666663,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-059,0.49166666666666664,0.0083333333333333592,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.5,sample-060,0.5,0,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-000,0,0.84999999999999998,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-001,0.014166666666666666,0.83583333333333332,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-002,0.028333333333333332,0.82166666666666666,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-003,0.042499999999999996,0.8075,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-004,0.056666666666666664,0.79333333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-005,0.070833333333333331,0.77916666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-006,0.084999999999999992,0.76500000000000001,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-007,0.099166666666666667,0.75083333333333335,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-008,0.11333333333333333,0.73666666666666669,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-009,0.1275,0.72249999999999992,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-010,0.14166666666666666,0.70833333333333326,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-011,0.15583333333333332,0.6941666666666666,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-012,0.16999999999999998,0.67999999999999994,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-013,0.18416666666666665,0.66583333333333328,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-014,0.19833333333333333,0.65166666666666662,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-015,0.21249999999999999,0.63749999999999996,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-016,0.22666666666666666,0.62333333333333329,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-017,0.24083333333333332,0.60916666666666663,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-018,0.255,0.59499999999999997,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-019,0.26916666666666667,0.58083333333333331,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-020,0.28333333333333333,0.56666666666666665,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-021,0.29749999999999999,0.55249999999999999,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-022,0.31166666666666665,0.53833333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-023,0.32583333333333331,0.52416666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-024,0.33999999999999997,0.51000000000000001,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-025,0.35416666666666663,0.49583333333333335,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-026,0.36833333333333329,0.48166666666666669,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-027,0.38250000000000001,0.46749999999999997,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-028,0.39666666666666667,0.45333333333333331,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-029,0.41083333333333333,0.43916666666666665,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-030,0.42499999999999999,0.42499999999999999,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-031,0.43916666666666665,0.41083333333333333,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-032,0.45333333333333331,0.39666666666666667,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
A,characteristic-c-0.84999999999999998,sample-033,0.46749999999999997,0.38250000000000001,t,s,s+nu*t=c,exact-characteristic-renderer-coordinate,research/r073w_signed_production_heat_characteristic.md#eq-3.5,research/r073w_independent_analytic_audit.md#section-2,drawing nu=1; identity valid for nu>0,neutral characteristic guide
