record_type,record_id,N,epsilon,finite_inviscid_action_proxy,actual_physical_linear_gain,finite_inviscid_action_prefactor,a_endpoint_l2,b_endpoint_l2,b_over_epsilon,c_target_endpoint_l2,c_target_over_epsilon_squared,c_mean_path_signed_parallel,c_mean_path_signed_parallel_over_epsilon_squared,c_double_path_signed_parallel,c_double_path_signed_parallel_over_epsilon_squared,gate_family,metric,value,tolerance,ratio_to_tolerance,is_family_max,upstream_path,upstream_sha256
gate_component,cutoff-cutoff hierarchy observables,,,,,,,,,,,,,,,cutoff,cutoff hierarchy observables,4.276209955669059e-15,1e-06,4.27620995566906e-09,false,research/certificates/r073m/primary_results.json,78b3abb6ea59dbdd8f76b2752be581335c599b483e7f2954a24f5e1992d97381
gate_component,step-hierarchy time step,,,,,,,,,,,,,,,step,hierarchy time step,1.1582529656770108e-08,1e-07,0.11582529656770109,true,research/certificates/r073m/primary_results.json,78b3abb6ea59dbdd8f76b2752be581335c599b483e7f2954a24f5e1992d97381
gate_component,physical-kinetic-physical versus kinetic gain,,,,,,,,,,,,,,,physical-kinetic,physical versus kinetic gain,2.60652786463393e-10,2e-07,0.0013032639323169652,true,research/certificates/r073m/primary_results.json,78b3abb6ea59dbdd8f76b2752be581335c599b483e7f2954a24f5e1992d97381
gate_component,independent-independent inviscid action,,,,,,,,,,,,,,,independent,independent inviscid action,4.975687342028194e-12,2e-06,2.487843671014097e-06,false,research/certificates/r073m/independent_linear.json,6a64f83b23e8e3d315c5729b4176827bb1cf880adc76ecd7bfa40bd38c8be21f
gate_component,independent-independent viscous action,,,,,,,,,,,,,,,independent,independent viscous action,5.020147725043381e-12,2e-06,2.5100738625216903e-06,false,research/certificates/r073m/independent_linear.json,6a64f83b23e8e3d315c5729b4176827bb1cf880adc76ecd7bfa40bd38c8be21f
gate_component,independent-independent linear gain,,,,,,,,,,,,,,,independent,independent linear gain,2.08285281662916e-09,2e-06,0.0010414264083145799,false,research/certificates/r073m/independent_linear.json,6a64f83b23e8e3d315c5729b4176827bb1cf880adc76ecd7bfa40bd38c8be21f
gate_component,independent-independent prefactor,,,,,,,,,,,,,,,independent,independent prefactor,2.1046412390646196e-09,2e-06,0.0010523206195323098,false,research/certificates/r073m/independent_linear.json,6a64f83b23e8e3d315c5729b4176827bb1cf880adc76ecd7bfa40bd38c8be21f
gate_component,independent-independent step refinement,,,,,,,,,,,,,,,independent,independent step refinement,5.5567332709374235e-09,2e-06,0.002778366635468712,false,research/certificates/r073m/independent_linear.json,6a64f83b23e8e3d315c5729b4176827bb1cf880adc76ecd7bfa40bd38c8be21f
gate_component,independent-independent hierarchy coefficients,,,,,,,,,,,,,,,independent,independent hierarchy coefficients,8.319815608367124e-10,2e-08,0.041599078041835616,true,research/certificates/r073m/independent_hierarchy.json,8e52fcafe6ec49927c644901ac5330c47c6c3175e772ba9cb09c6ca61c81796f
gate_component,independent-independent forbidden parity,,,,,,,,,,,,,,,independent,independent forbidden parity,1.0969233265892655e-17,5e-10,2.1938466531785308e-08,false,research/certificates/r073m/independent_hierarchy.json,8e52fcafe6ec49927c644901ac5330c47c6c3175e772ba9cb09c6ca61c81796f
