panel,kind,id,series,x,y,value,alpha,gap,cAbs,theta0,modeN,orientationRatio,rhoOverGamma,chi,A_vartheta,B_vartheta,formula,status,note
A,signed-threshold-envelope,theta-060,signed sufficient envelope,8.0000000000000018,0.055242717280198993,0.055242717280198993,,8.0000000000000018,,0.5,,,,,,,"4*M3*z^(-5/2), z=g*alpha^2",exact coarse envelope,z=g*alpha^2; admissible when value <= theta0
A,high-mode-sharpness-sequence,mode-001,two-mode scaled witness,1,0.02777777777777778,0.02777777777777778,,,,,1,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-002,two-mode scaled witness,2,0.038829315410849982,0.038829315410849982,,,,,2,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-003,two-mode scaled witness,3,0.043243943771453242,0.043243943771453242,,,,,3,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-004,two-mode scaled witness,4,0.045535837510389483,0.045535837510389483,,,,,4,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-005,two-mode scaled witness,5,0.046923255666578789,0.046923255666578789,,,,,5,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-006,two-mode scaled witness,6,0.047848785358649601,0.047848785358649601,,,,,6,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-007,two-mode scaled witness,7,0.048508510271419183,0.048508510271419183,,,,,7,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-008,two-mode scaled witness,8,0.049001862381235786,0.049001862381235786,,,,,8,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-009,two-mode scaled witness,9,0.049384402422257299,0.049384402422257299,,,,,9,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-010,two-mode scaled witness,10,0.049689527405738766,0.049689527405738766,,,,,10,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-011,two-mode scaled witness,11,0.049938485751117742,0.049938485751117742,,,,,11,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-012,two-mode scaled witness,12,0.050145425495304437,0.050145425495304437,,,,,12,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-013,two-mode scaled witness,13,0.050320124078953608,0.050320124078953608,,,,,13,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-014,two-mode scaled witness,14,0.050469551258424034,0.050469551258424034,,,,,14,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-015,two-mode scaled witness,15,0.050598807364783276,0.050598807364783276,,,,,15,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-016,two-mode scaled witness,16,0.05071170952562172,0.05071170952562172,,,,,16,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-017,two-mode scaled witness,17,0.050811170655676995,0.050811170655676995,,,,,17,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-018,two-mode scaled witness,18,0.050899451812479832,0.050899451812479832,,,,,18,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-019,two-mode scaled witness,19,0.05097833461718098,0.05097833461718098,,,,,19,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-020,two-mode scaled witness,20,0.051049241764815664,0.051049241764815664,,,,,20,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-021,two-mode scaled witness,21,0.051113322966613299,0.051113322966613299,,,,,21,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-022,two-mode scaled witness,22,0.051171517353228543,0.051171517353228543,,,,,22,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-023,two-mode scaled witness,23,0.051224599525205569,0.051224599525205569,,,,,23,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-024,two-mode scaled witness,24,0.051273214036512076,0.051273214036512076,,,,,24,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-025,two-mode scaled witness,25,0.05131790156174882,0.05131790156174882,,,,,25,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-026,two-mode scaled witness,26,0.051359118994701872,0.051359118994701872,,,,,26,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-027,two-mode scaled witness,27,0.051397255057934604,0.051397255057934604,,,,,27,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-028,two-mode scaled witness,28,0.051432642550329505,0.051432642550329505,,,,,28,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-029,two-mode scaled witness,29,0.051465568047571283,0.051465568047571283,,,,,29,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-030,two-mode scaled witness,30,0.051496279652469001,0.051496279652469001,,,,,30,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-031,two-mode scaled witness,31,0.051524993237418326,0.051524993237418326,,,,,31,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-032,two-mode scaled witness,32,0.051551897510318648,0.051551897510318648,,,,,32,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-033,two-mode scaled witness,33,0.051577158154636094,0.051577158154636094,,,,,33,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-034,two-mode scaled witness,34,0.051600921235089844,0.051600921235089844,,,,,34,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-035,two-mode scaled witness,35,0.051623316016501677,0.051623316016501677,,,,,35,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
A,high-mode-sharpness-sequence,mode-036,two-mode scaled witness,36,0.051644457310433024,0.051644457310433024,,,,,36,,,,,,exp(-d)*(2*n+1)*(2*n^2)^(5/2)/(8*(3*n^2)^(3/2)*(3*n^2+2*n+1)^(3/2)),exact sequence; no fitted exponent,limit sqrt(2)*exp(-d)/27
