panel,route,series,x,y,source,pointer,note
A,analytic,K/H = 0.05,0.006729766562843182,0.11862849030743304,research/r072m_report-source.md,"equation (5.1), sample 69",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.006918309709189363,0.12154805271865642,research/r072m_report-source.md,"equation (5.1), sample 70",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.0071121351365332885,0.12452931622204091,research/r072m_report-source.md,"equation (5.1), sample 71",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.007311390834834172,0.1275730832620148,research/r072m_report-source.md,"equation (5.1), sample 72",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.007516228940182053,0.13068014156489763,research/r072m_report-source.md,"equation (5.1), sample 73",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.007726805850957022,0.13385126263363006,research/r072m_report-source.md,"equation (5.1), sample 74",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.007943282347242814,0.13708720019760476,research/r072m_report-source.md,"equation (5.1), sample 75",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.008165823713585922,0.14038868861885664,research/r072m_report-source.md,"equation (5.1), sample 76",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.008394599865193973,0.1437564412560957,research/r072m_report-source.md,"equation (5.1), sample 77",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.008629785477669702,0.14719114878829845,research/r072m_report-source.md,"equation (5.1), sample 78",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.008871560120379608,0.150693477499818,research/r072m_report-source.md,"equation (5.1), sample 79",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.009120108393559097,0.1542640675292249,research/r072m_report-source.md,"equation (5.1), sample 80",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.009375620069258801,0.15790353108435065,research/r072m_report-source.md,"equation (5.1), sample 81",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.009638290236239706,0.1616124506262743,research/r072m_report-source.md,"equation (5.1), sample 82",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.009908319448927675,0.16539137702526605,research/r072m_report-source.md,"equation (5.1), sample 83",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.010185913880541169,0.16924082769198254,research/r072m_report-source.md,"equation (5.1), sample 84",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.010471285480508996,0.1731612846874916,research/r072m_report-source.md,"equation (5.1), sample 85",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.010764652136298349,0.17715319281599212,research/r072m_report-source.md,"equation (5.1), sample 86",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.011066237839776664,0.18121695770438404,research/r072m_report-source.md,"equation (5.1), sample 87",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.01137627285823431,0.1853529438731315,research/r072m_report-source.md,"equation (5.1), sample 88",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.011694993910198712,0.1895614728031512,research/r072m_report-source.md,"equation (5.1), sample 89",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.012022644346174132,0.19384282100374117,research/r072m_report-source.md,"equation (5.1), sample 90",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.012359474334445108,0.19819721808684623,research/r072m_report-source.md,"equation (5.1), sample 91",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.012705741052085419,0.2026248448532267,research/r072m_report-source.md,"equation (5.1), sample 92",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.013061708881318418,0.20712583139636193,research/r072m_report-source.md,"equation (5.1), sample 93",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.013427649611378642,0.21170025523016983,research/r072m_report-source.md,"equation (5.1), sample 94",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.013803842646028852,0.2163481394468645,research/r072m_report-source.md,"equation (5.1), sample 95",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.014190575216890926,0.22106945091149235,research/r072m_report-source.md,"equation (5.1), sample 96",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.014588142602753481,0.2258640984998935,research/r072m_report-source.md,"equation (5.1), sample 97",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.014996848355023733,0.23073193138701775,research/r072m_report-source.md,"equation (5.1), sample 98",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.015417004529495591,0.2356727373926803,research/r072m_report-source.md,"equation (5.1), sample 99",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.015848931924611134,0.24068624139198183,research/r072m_report-source.md,"equation (5.1), sample 100",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.016292960326397224,0.24577210379771686,research/r072m_report-source.md,"equation (5.1), sample 101",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.016749428760264373,0.2509299191221728,research/r072m_report-source.md,"equation (5.1), sample 102",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.01721868574986007,0.2561592146257622,research/r072m_report-source.md,"equation (5.1), sample 103",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.01770108958317421,0.2614594490599376,research/r072m_report-source.md,"equation (5.1), sample 104",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.018197008586099836,0.26683001151180724,research/r072m_report-source.md,"equation (5.1), sample 105",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.018706821403658005,0.2722702203578004,research/r072m_report-source.md,"equation (5.1), sample 106",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.019230917289101587,0.27777932233362074,research/r072m_report-source.md,"equation (5.1), sample 107",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.01976969640111861,0.2833564917275696,research/r072m_report-source.md,"equation (5.1), sample 108",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02032357010936222,0.28900082970412977,research/r072m_report-source.md,"equation (5.1), sample 109",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.020892961308540396,0.294711363764451,research/r072m_report-source.md,"equation (5.1), sample 110",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.021478304741305344,0.30048704735009785,research/r072m_report-source.md,"equation (5.1), sample 111",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.022080047330189003,0.30632675959608174,research/r072m_report-source.md,"equation (5.1), sample 112",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.022698648518838224,0.31222930523882264,research/r072m_report-source.md,"equation (5.1), sample 113",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.023334580622810033,0.3181934146842592,research/r072m_report-source.md,"equation (5.1), sample 114",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02398832919019491,0.32421774424085653,research/r072m_report-source.md,"equation (5.1), sample 115",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.0246603933723434,0.3303008765217462,research/r072m_report-source.md,"equation (5.1), sample 116",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.025351286304979084,0.33644132101967733,research/r072m_report-source.md,"equation (5.1), sample 117",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02606153549998895,0.34263751485785787,research/r072m_report-source.md,"equation (5.1), sample 118",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.026791683248190316,0.3488878237191355,research/r072m_report-source.md,"equation (5.1), sample 119",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02754228703338166,0.3551905429552885,research/r072m_report-source.md,"equation (5.1), sample 120",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02831391995799379,0.3615438988775032,research/r072m_report-source.md,"equation (5.1), sample 121",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.029107171180666053,0.3679460502283755,research/r072m_report-source.md,"equation (5.1), sample 122",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.02992264636608189,0.37439508983502157,research/r072m_report-source.md,"equation (5.1), sample 123",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03076096814740708,0.3808890464421048,research/r072m_report-source.md,"equation (5.1), sample 124",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03162277660168379,0.3874258867227931,research/r072m_report-source.md,"equation (5.1), sample 125",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.032508729738543435,0.39400351746485784,research/r072m_report-source.md,"equation (5.1), sample 126",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03341950400261143,0.40061978792831515,research/r072m_report-source.md,"equation (5.1), sample 127",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.034355794789987466,0.4072724923702016,research/r072m_report-source.md,"equation (5.1), sample 128",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.0353183169791957,0.41395937273127215,research/r072m_report-source.md,"equation (5.1), sample 129",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03630780547701014,0.4206781214786126,research/r072m_report-source.md,"equation (5.1), sample 130",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03732501577957206,0.42742638459738475,research/r072m_report-source.md,"equation (5.1), sample 131",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03837072454922788,0.4342017647241655,research/r072m_report-source.md,"equation (5.1), sample 132",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.03944573020752785,0.44100182441361574,research/r072m_report-source.md,"equation (5.1), sample 133",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.040550853544838394,0.4478240895295226,research/r072m_report-source.md,"equation (5.1), sample 134",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.04168693834703355,0.45466605275060196,research/r072m_report-source.md,"equation (5.1), sample 135",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.042854852039743964,0.4615251771808448,research/r072m_report-source.md,"equation (5.1), sample 136",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.04405548635065534,0.46839890005362117,research/r072m_report-source.md,"equation (5.1), sample 137",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.04528975799036209,0.4752846365182587,research/r072m_report-source.md,"equation (5.1), sample 138",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.04655860935229589,0.48217978349735685,research/r072m_report-source.md,"equation (5.1), sample 139",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.047863009232263824,0.4890817236027132,research/r072m_report-source.md,"equation (5.1), sample 140",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.04920395356814509,0.49598782909741546,research/r072m_report-source.md,"equation (5.1), sample 141",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.0505824662003114,0.502895465891398,research/r072m_report-source.md,"equation (5.1), sample 142",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.051999599653351596,0.5098019975575752,research/r072m_report-source.md,"equation (5.1), sample 143",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.053456435939697164,0.5167047893555499,research/r072m_report-source.md,"equation (5.1), sample 144",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.054954087385762455,0.5236012122498552,research/r072m_report-source.md,"equation (5.1), sample 145",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.05649369748123025,0.530488646909714,research/r072m_report-source.md,"equation (5.1), sample 146",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.05807644175213121,0.537364487677408,research/r072m_report-source.md,"equation (5.1), sample 147",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.059703528658383694,0.5442261464925182,research/r072m_report-source.md,"equation (5.1), sample 148",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.06137620051647943,0.5510710567595462,research/r072m_report-source.md,"equation (5.1), sample 149",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.06309573444801933,0.5578966771467333,research/r072m_report-source.md,"equation (5.1), sample 150",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.06486344335482384,0.5647004953042775,research/r072m_report-source.md,"equation (5.1), sample 151",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.06668067692136222,0.5714800314905796,research/r072m_report-source.md,"equation (5.1), sample 152",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.06854882264526617,0.5782328420956564,research/r072m_report-source.md,"equation (5.1), sample 153",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.07046930689671471,0.5849565230514036,research/r072m_report-source.md,"equation (5.1), sample 154",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.07244359600749903,0.5916487131189959,research/r072m_report-source.md,"equation (5.1), sample 155",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.07447319739059892,0.5983070970443606,research/r072m_report-source.md,"equation (5.1), sample 156",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.07655966069112566,0.6049294085733433,research/r072m_report-source.md,"equation (5.1), sample 157",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.07870457896950989,0.611513433318911,research/r072m_report-source.md,"equation (5.1), sample 158",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.08090958991783825,0.6180570114734826,research/r072m_report-source.md,"equation (5.1), sample 159",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.08317637711026708,0.6245580403602576,research/r072m_report-source.md,"equation (5.1), sample 160",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.08550667128846832,0.6310144768181977,research/r072m_report-source.md,"equation (5.1), sample 161",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.08790225168308842,0.6374243394161219,research/r072m_report-source.md,"equation (5.1), sample 162",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.09036494737223014,0.6437857104921907,research/r072m_report-source.md,"equation (5.1), sample 163",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.09289663867799362,0.650096738015853,research/r072m_report-source.md,"equation (5.1), sample 164",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.09549925860214359,0.6563556372701451,research/r072m_report-source.md,"equation (5.1), sample 165",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.09817479430199844,0.6625606923530203,research/r072m_report-source.md,"equation (5.1), sample 166",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.10092528860766845,0.6687102574971685,research/r072m_report-source.md,"equation (5.1), sample 167",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.10375284158180126,0.674802758208547,research/r072m_report-source.md,"equation (5.1), sample 168",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.10665961212302578,0.6808366922245749,research/r072m_report-source.md,"equation (5.1), sample 169",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1096478196143185,0.6868106302936592,research/r072m_report-source.md,"equation (5.1), sample 170",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.11271974561755105,0.6927232167783886,research/r072m_report-source.md,"equation (5.1), sample 171",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.11587773561551262,0.6985731700853766,research/r072m_report-source.md,"equation (5.1), sample 172",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1191242008027375,0.7043592829253407,research/r072m_report-source.md,"equation (5.1), sample 173",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1224616199265049,0.7100804224075614,research/r072m_report-source.md,"equation (5.1), sample 174",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.12589254117941676,0.7157355299733932,research/r072m_report-source.md,"equation (5.1), sample 175",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.12941958414499863,0.7213236211739722,research/r072m_report-source.md,"equation (5.1), sample 176",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.13304544179780914,0.7268437852976984,research/r072m_report-source.md,"equation (5.1), sample 177",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.13677288255958495,0.7322951848534606,research/r072m_report-source.md,"equation (5.1), sample 178",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.14060475241299142,0.7376770549159085,research/r072m_report-source.md,"equation (5.1), sample 179",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1445439770745928,0.7429887023393748,research/r072m_report-source.md,"equation (5.1), sample 180",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.14859356422870074,0.7482295048472976,research/r072m_report-source.md,"equation (5.1), sample 181",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.15275660582380732,0.7533989100041982,research/r072m_report-source.md,"equation (5.1), sample 182",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1570362804333553,0.7584964340774324,research/r072m_report-source.md,"equation (5.1), sample 183",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.1614358556826487,0.7635216607960443,research/r072m_report-source.md,"equation (5.1), sample 184",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.16595869074375613,0.7684742400141374,research/r072m_report-source.md,"equation (5.1), sample 185",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.17060823890031243,0.7733538862862062,research/r072m_report-source.md,"equation (5.1), sample 186",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.17538805018417622,0.7781603773618768,research/r072m_report-source.md,"equation (5.1), sample 187",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.180301774085957,0.7828935526074663,research/r072m_report-source.md,"equation (5.1), sample 188",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.18535316234148125,0.7875533113616998,research/r072m_report-source.md,"equation (5.1), sample 189",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.19054607179632482,0.7921396112328286,research/r072m_report-source.md,"equation (5.1), sample 190",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.19588446735059908,0.7966524663442586,research/r072m_report-source.md,"equation (5.1), sample 191",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.20137242498623895,0.8010919455356442,research/r072m_report-source.md,"equation (5.1), sample 192",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.20701413487910414,0.8054581705262269,research/r072m_report-source.md,"equation (5.1), sample 193",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.21281390459827113,0.8097513140469931,research/r072m_report-source.md,"equation (5.1), sample 194",dimensionless T/V against x/H
A,analytic,K/H = 0.05,0.21877616239495518,0.8139715979480089,research/r072m_report-source.md,"equation (5.1), sample 195",dimensionless T/V against x/H
