record_type,record_id,t,lambda,slow_strain_component,fast_strain_component,normalized_half_strain_envelope,cumulative_j,action_lower,action_upper,j_star_rational_lower,j_star,log10_action_factor_lower,log10_action_factor_upper,log10_strain_factor_upper,marked_basepoint_l2,evidence_boundary,upstream_path,upstream_sha256
strain_sample,strain_0000,0.0,,1.000000000000000000000000000000000000000000000000000000,1.000000000000000000000000000000000000000000000000000000,2.000000000000000000000000000000000000000000000000000000,0.0,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0011,0.06875000000000000000000000000000000000000000000000000000,,0.7595721232249684762777682597777698055371089589051618502,0.3328710836980795532888469064313155216124795215692124918,1.092443206923048029566615166209085327149588480474374342,0.1018025264626279088500050034036003285149427901756337567,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0012,0.07500000000000000000000000000000000000000000000000000000,,0.7408182206817178660668737793178168721822512319990063483,0.3011942119122020966449776070832224599712242909072572850,1.042012432593919962711851386401039332153475522906263633,0.1084708065850579024429704547278443782062356738185448326,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0013,0.08125000000000000000000000000000000000000000000000000000,,0.7225273536420721891219192646711051818078137772743073935,0.2725317930340126031223331675633495604264956062983413300,0.9950591466760847922442524322344547422343093835726487235,0.1148349245248561650243743608595143570213905802877768185,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0014,0.08750000000000000000000000000000000000000000000000000000,,0.7046880897187134343548206990308784681844134060850402801,0.2465969639416064769398612398337676330642837742414514892,0.9512850536603199112946819388646461012486971803264917694,0.1209156673239712366025534977526699058873789125886492119,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0015,0.09375000000000000000000000000000000000000000000000000000,,0.6872892787909721985452023391465135904346520237725210692,0.2231301601484298289332804707640125213421716293610793287,0.9104194389394020274784828099105261117768236531336003979,0.1267320452929800860553693857906208198074512672218022747,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0016,0.1000000000000000000000000000000000000000000000000000000,,0.6703200460356393007444329251478260719369809252108121999,0.2018965179946554084851792676433497628619541464260124284,0.8722165640302947092296121927911758347989350716368246283,0.1323014561164242117835680644853341218368826345456711733,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0017,0.1062500000000000000000000000000000000000000000000000000,,0.6537697851298472710111484636654941439655136944845647774,0.1826835240527346502239008377589398847892917552457370477,0.8364533091825819212350493014244340287548054497303018251,0.1376398334642422666082190817236927212092908416760002402,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0018,0.1125000000000000000000000000000000000000000000000000000,,0.6376281516217732931437434383122228843061030646548656672,0.1652988882215865382968047204322140481921283775175849805,0.8029270398433598314405481587444369324982314421724506477,0.1427617815807075180705138453949309009114662102414345219,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0019,0.1187500000000000000000000000000000000000000000000000000,,0.6218850564650200749471121749644853228981080019873601931,0.1495686192226350526410120691037348979478238128100359811,0.7714536756876551275881242440682202208459318147973961742,0.1476806971823302904731587019398952381537340112025327029,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0020,0.1250000000000000000000000000000000000000000000000000000,,0.6065306597126334236037995349911804534419181354871869557,0.1353352832366126918939994949724844034076315459095758815,0.7418659429492461154977990299636648568495496813967628372,0.1524088798695533508556751478164246114265434945088547685,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0021,0.1312500000000000000000000000000000000000000000000000000,,0.5915553643668150818570259548006050949027495342064823900,0.1224564282529819102186473760726262872936860790184137761,0.7140117926197969920756733308732313821964356132248961662,0.1569576321424848601470780502953095833184572365097285415,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0022,0.1375000000000000000000000000000000000000000000000000000,,0.5769498103804866953193699648815730190381471641967972235,0.1108031583623338833341444258499393733251555937334754745,0.6877529687428205786535143907315123923633027579302726981,0.1613373500072324584617734821639855344076409843424584770,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0023,0.1437500000000000000000000000000000000000000000000000000,,0.5627048688069556931210185138909289697707392748488193004,0.1002588437228037337299406937979871569083970498348733337,0.6629637125297594268509592076889161266791363246836926340,0.1655576050655858433616240781648935602505403656731155916,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0024,0.1500000000000000000000000000000000000000000000000000000,,0.5488116360940264326284589172325678753323119566906280670,0.09071795328941250337517222007969146686178002848654515512,0.6395295893834389360036311373122593421940919851771732221,0.1696272188959051103819370069368773144880607590469339111,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0025,0.1562500000000000000000000000000000000000000000000000000,,0.5352614285189902419566225080220464054335441250360218912,0.08208499862389879516952867446715980783780412101543664885,0.6173464271428890371261511824892062132713482460514585401,0.1735543304562587648127488308402909106517512111775297366,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0026,0.1625000000000000000000000000000000000000000000000000000,,0.5220457767610160478946081372088537445045249317849886865,0.07427357821433388042821057016997554151668416036632248368,0.5963193549753499283228187073788292860212090921513111702,0.1773464571713501204995848050621630925290760070308576731,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0027,0.1687500000000000000000000000000000000000000000000000000,,0.5091564206075491567037656452412891513231754712999951175,0.06720551273974976512655170085596568484070715588673313999,0.5763619333472989218303173460972548361638826271867282575,0.1810105503018783505036491073861798568666619349320803994,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0028,0.1750000000000000000000000000000000000000000000000000000,,0.4965853037914095147048000933975289617076671657118162621,0.06081006262521796499562138818394088314377020868314866717,0.5573953664166274797004214815814698448514373743949649292,0.1845530451380714985115736398891214543765975705293491428,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0029,0.1812500000000000000000000000000000000000000000000000000,,0.4843245689553624670000546758434798009547579733828414621,0.05502322005640722902994653083417522907067701303058564798,0.5393477890117696960300012066776550300254349864134271101,0.1879799065076339314356146728619940979443931933398780315,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0030,0.1875000000000000000000000000000000000000000000000000000,,0.4723665527410147071380465509432679129702035791364766824,0.04978706836786394297934241565006177663169959218842321557,0.5221536211088786501173889665933296896019031713248998980,0.1912966700417548267792794612860541607179678807041043784,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0031,0.1937500000000000000000000000000000000000000000000000000,,0.4607037809989658178187970287647137921300811631306543809,0.04504920239355780606833509217833527965121015587818779909,0.5057529833925236238871321209430490717812913190088421800,0.1945084796006611826660297995476755969892790744749496673,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0032,0.2000000000000000000000000000000000000000000000000000000,,0.4493289641172215914301023850155627959342149412721844909,0.04076220397836621516607926214442505972648242343749753553,0.4900911680955878065961816471599878556606973647096820264,0.1976201212220467136945944498620827347835411132171102813,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0033,0.2062500000000000000000000000000000000000000000000000000,,0.4382349924649492366670334240403089146857337310108020296,0.03688316740124000544560370474151549630324596908973580666,0.4751181598661892421126371287818244109889797001005378362,0.2006360539211851904928914124435780528096136941791910047,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0034,0.2125000000000000000000000000000000000000000000000000000,,0.4274149319487266699204508411763834730039243020783661865,0.03337326996032607948240013147094796599290417416483582906,0.4607882019090527494028509726473314389968284762432020156,0.2035604376402979525522372814889698838744624135951062141,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0035,0.2187500000000000000000000000000000000000000000000000000,,0.4168620196785084025852971823363923446187258298823513190,0.03019738342231850073978629236361984507166053224765700667,0.4470594031008269033250834747000121896903863621300083257,0.2063971586164779930574390611431756735283397592639336073,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0036,0.2250000000000000000000000000000000000000000000000000000,,0.4065696597405991118834542396456259878337033761703781677,0.02732372244729256080156306243555302810163185361236450680,0.4338933821878916726850173020811790159353352297827426745,0.2091498524118944369790387486863714387852221651066326764,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0037,0.2312500000000000000000000000000000000000000000000000000,,0.3965314190749928660815469264744388633225066707399727063,0.02472352647033939120275738298340262934450507033787063596,0.4212549455453322572843043094578414926670117410778433422,0.2118219248268555715294409319449276198353417654188899087,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0038,0.2375000000000000000000000000000000000000000000000000000,,0.3867410234545012069154617740359593303569292506378572239,0.02237077185616559577858332254082260794229558100893148189,0.4091117953106668026940450965767819382992248316467887058,0.2144165708953643485349730988322087544143742135274774764,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0039,0.2437500000000000000000000000000000000000000000000000000,,0.3771923535631569133826107813129527985125961824585268261,0.02024191144580438847202754374365360124581314144921387644,0.3974342650089613018546383250566063997584093239077407026,0.2169367921438479973748455831877834502939876330447924262,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0040,0.2500000000000000000000000000000000000000000000000000000,,0.3678794411714423215955237701614608674458111310317678345,0.01831563888873418029371802127324124221191206755347559477,0.3861950800601765018892417914347021096577231985852434293,0.2193854122765935333327616811300572055003027130199658167,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0041,0.2562500000000000000000000000000000000000000000000000000,,0.3587964654059515938897974094633340903580637079412029790,0.01657267540176124754198369808345095947641815954848014274,0.3753691408077128414317811075467850498344818674896831218,0.2217650914359020235561766665039507924432079380429192463,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0042,0.2625000000000000000000000000000000000000000000000000000,,0.3499377491111553546717988735768156404639671712901106049,0.01499557682047770621198436022872872912026243719481673522,0.3649333259316330608837832338055443695842296084849273401,0.2240783391709313046938012590915005443139918048527963028,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0043,0.2687500000000000000000000000000000000000000000000000000,,0.3412977553009936774689208259025478294408747158728895104,0.01356855901220093175723057452576744758049953824107761153,0.3548663143131946092261514004283152770213742541139671219,0.2263275262364890223979428826165025771660000998917102717,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0044,0.2750000000000000000000000000000000000000000000000000000,,0.3328710836980795532888469064313155216124795215692124918,0.01227733990306844117893938623654161705961711548363431359,0.3451484236011479944677862926678571386720966370528468054,0.2285148953315383341041045617523872685306540498899697325,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0045,0.2812500000000000000000000000000000000000000000000000000,,0.3246524673583497297970681374724719919001621064047170561,0.01110899653824230649614313428693052777153926750577133023,0.3357614638965920362932112717594025196717013739104883864,0.2306425708767724233947240197389488440392382691797100278,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0046,0.2875000000000000000000000000000000000000000000000000000,,0.3166367693790532182101999524295261111644545749670560621,0.01005183574463358164213309433154994238539423666329458258,0.3266886051236867998523330467610760535498488116303506446,0.2327125679211970965948166934968966008097992164667800731,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0047,0.2937500000000000000000000000000000000000000000000000000,,0.3088189796880198535578431497729393012701811264899453236,0.009095277101695817092054074291387968358538555246181204489,0.3179142567897156706498972240643272696287196817361265281,0.2347268002591390480422858329135534266600460586746273438,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0048,0.3000000000000000000000000000000000000000000000000000000,,0.3011942119122020966449776070832224599712242909072572850,0.008229747049020028841362026766074285169950964745105204271,0.3094239589612221254863396338492967451411752556523624893,0.2366870878313857240361704715563147421840719919766166035,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0049,0.3062500000000000000000000000000000000000000000000000000,,0.2937577003235328144035033541594024596057337141196623314,0.007446583070924340518236046420128236485494896389439247229,0.3012042833944571549217394005795306960912286105091015786,0.2385951634771840251167344085588913703182231404457444642,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0050,0.3125000000000000000000000000000000000000000000000000000,,0.2865047968601901003248854266478376027931507923282510471,0.006737946999085467096636048423148424248849585027355085430,0.2932427438592755674215214750709860270420003773556061325,0.2404526790975096332252388903115938227861592028537275454,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0051,0.3187500000000000000000000000000000000000000000000000000,,0.2794309682214073285206170033919617304717542230549222832,0.006096746565515636107134564785424901789060042080668097308,0.2855277147869229646277515681773866322608142651355903805,0.2422612112843034406131498388529205110202451916062276731,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0052,0.3250000000000000000000000000000000000000000000000000000,,0.2725317930340126031223331675633495604264956062983413300,0.005516564420760772417993754667302769388313885614704671848,0.2780483574547733755403269222306523298148094919130460018,0.2440222664651993009432920984424561868066064805744956255,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0053,0.3312500000000000000000000000000000000000000000000000000,,0.2658029590889265979404848129726599677959031460133689998,0.004991593906910216212286725942074553126450335308614288675,0.2707945529958368141527715389147345209223534813219832885,0.2457372856085864620016108763854553484806210675398693570,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0054,0.3375000000000000000000000000000000000000000000000000000,,0.2592402606458915075717326107115464250166599358964276572,0.004516580942612667981649018705780431161417887114355617212,0.2637568415885041755533816294173268561780778230107832744,0.2474076485296138313582137836530021167982463980812458596,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0055,0.3437500000000000000000000000000000000000000000000000000,,0.2528395958047464778109874998193252779685338886322800885,0.004086771438464066993464702684720768408390656650938199421,0.2569263672432105448044522025040460463769245452832182879,0.2490346778339093763601615811273736324823421118012463404,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0056,0.3500000000000000000000000000000000000000000000000000000,,0.2465969639416064769398612398337676330642837742414514892,0.003697863716482930820692636441249076478311144127887774730,0.2502948276580894077605538762750167095425949183693392640,0.2506196425323181975887414002639800244540346099316441418,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0057,0.3562500000000000000000000000000000000000000000000000000,,0.2405084632083421362266245513571129291309007252681424184,0.003345965457471272765732436020606595786277143823353431561,0.2438544286658134089923569873777195249171778690914958500,0.2521637613568225113954855849094338554806324971940048059,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0058,0.3625000000000000000000000000000000000000000000000000000,,0.2345702880937976531391489170609773399257026260054613054,0.003027554745375814748192044595488056941347074727486040334,0.2375978428391734678873409616564653968670497007329473457,0.2536682058049645982934507679475376614597401513281667961,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0059,0.3687500000000000000000000000000000000000000000000000000,,0.2287787270452224390712481618838776477903460979723640689,0.002739444818768369232775520842144929823052613319468144366,0.2315181718639908083040236827260225776133987112918322133,0.2551341029375213671551394894763965299384726871744422238,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0060,0.3750000000000000000000000000000000000000000000000000000,,0.2231301601484298289332804707640125213421716293610793287,0.002478752176666358423045167430816667891506479585533945051,0.2256089123250961873563256381948291892336781089466132738,0.2565625379518508953652395593445708279212379376856342962,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0061,0.3812500000000000000000000000000000000000000000000000000,,0.2176210568652328762832647040328738113360758104737404582,0.002242867719485802473223616521453761861311744638212664615,0.2198639245847186787564883205543275731973875551119531228,0.2579545565512239182746073479591906870496490633416765939,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0062,0.3875000000000000000000000000000000000000000000000000000,,0.2122479738267430577177549975797227245695834896888911583,0.002029430636295734363386253459782145979164183320090947010,0.2142774044630387920811412510395048705487476730089821053,0.2593111671285457521728496097638329347339063661202715262,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0063,0.3937500000000000000000000000000000000000000000000000000,,0.2070075526811526263784969461738053050993414934857038103,0.001836304777028906825227936299894998089886584890697273635,0.2088438574581815332037248824737003031892280783764010840,0.2606333427811475367287990174378052363445467150729054678,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0064,0.4000000000000000000000000000000000000000000000000000000,,0.2018965179946554084851792676433497628619541464260124284,0.001661557273173934499083254173641442421766181426114211164,0.2035580752678293429842625218169912052837203278521266396,0.2619220231717627769725124797033099691331510770543647547,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
strain_sample,strain_0065,0.4062500000000000000000000000000000000000000000000000000,,0.1969116752041940500612892180902017514452725360050508105,0.001503439192977572447382903332167653830000512958302965097,0.1984151143971716225086721214223694052752730489633537756,0.2631781162493903892067162640191890837743068339388433621,,,,,,,,,finite/illustrative; continuum inputs remain external,research/certificates/r073n/source-data.csv,cdde9894f05a0c78ba70d272df67c2423508535bdf469c7c273a34b960418a1f
