tier,caseId,projection,N,dimension,d,beta,mu,gap,c,alpha,spectralAbscissa,spectralImagAtEdge,numericalAbscissa,frobeniusNorm,henriciRelativeDeparture,eigenvectorCondition,sampledTransientGain,sampledPeakTime,sampledLog10TransientGain,transientGainCensored,timeGridCount,resolventSampleScale,resolventPeak,sampledKreissLowerBound,epsilonRelative,pseudoRightExcursion,pseudospectralAbscissaLowerSample,projectionRankRemoved,qStarCompressionLeakage,finiteDimensionalOnly
target,T01-lowest-gap-c4,qstar-Wxx,32,64,0.0,0.0,1e-06,1e-06,4.0,1.0,-1.2791657835398086e-06,-1.039257240685986e-14,0.1388224442564503,3806.8792753673474,0.004461683165085311,2.2796301657279012,1.1287380180288855,1.8,0.05259315314964032,False,24,1024.0006326228638,108.35411036582782,1.1094081727484673,0.01,4.752989901994704,4.75298862282892,1,1.2000000000011015,True
target,T01-lowest-gap-c4,span-sin1-sin2,32,63,0.0,0.0,1e-06,1e-06,4.0,1.0,-1.0000001267902718e-06,-3.3315515821873176e-15,-9.999995857065068e-07,3806.8777800037583,0.004422047974482778,1.6858784287015212,1.0,0.0,0.0,False,24,1024.0006326228622,97.65618966962883,0.9999999902343815,0.01,4.752989901994697,4.75298890199457,2,1.6259597405810153e-06,True
target,T01-lowest-gap-c4,unprojected,40,81,0.0,0.0,1e-06,1e-06,4.0,1.0,0.9085523639145372,7.192155040763772e-17,1581136.4976292527,3162283.2831451576,0.999997821880793,2971775.3028507703,1.7976931348623157e+308,8.0,5493130.848449747,True,24,3162276.3952597524,2716.338442714175,0.0,0.01,316227.6395259753,316228.5480783392,0,3.6055522184547044,True
target,T01-lowest-gap-c4,qstar-Wxx,40,80,0.0,0.0,1e-06,1e-06,4.0,1.0,-1.2791658956086944e-06,-1.970178595090395e-14,0.13882244425729584,6600.215281227868,0.0029076159990649507,2.279630165732827,1.1287380180288566,1.8,0.052593153149629146,False,24,1600.000402697525,69.31605232363944,1.1089684495821075,0.01,7.426544002936779,7.426542723770883,1,1.2000000000011015,True
target,T01-lowest-gap-c4,span-sin1-sin2,40,79,0.0,0.0,1e-06,1e-06,4.0,1.0,-9.999996223888134e-07,3.3072988431576143e-15,-1.0000003878281274e-06,6600.21441873056,0.0028874018974407514,1.6858784288439852,1.0,0.0,0.0,False,24,1600.0004026975264,62.49998426815678,0.9999999937500016,0.01,7.426544002936786,7.426543002937163,2,1.6259597405810153e-06,True
target,T02-near-bloch-c128,unprojected,12,25,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,60.62117815276214,-60.06705305729677,50095465.74487583,100190934.89540231,0.999999999992602,2195250.4747910784,1.7976931348623157e+308,2.0,43512068.6827459,True,24,100190934.89452983,88.6508089074069,0.0,0.01,10019093.489452984,10019154.110631136,0,3.609022550529998,True
target,T02-near-bloch-c128,qstar-Wxx,12,24,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,10.441620721509892,47.83331630945963,28.851197878085433,419.2257338897841,0.5328123430824586,3146.9534380431573,1838686678.3925784,2.0,9.26450772954349,False,24,149.55955433914494,1013.6230316858142,0.0,0.01,1.931635923064978,12.37325664457487,1,1.19681824872924,True
target,T02-near-bloch-c128,span-sin1-sin2,12,23,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,2.218808893985905,-4.600378913543255e-14,23.862878515970348,408.3019450444487,0.5418312486492263,1546.6226860270367,260.3006848259332,2.0,2.4154753106975284,False,24,149.55955341011466,2057.7479783540425,0.0,0.01,1.9316359110660906,4.150444805051995,2,0.006607802253773671,True
target,T02-near-bloch-c128,unprojected,18,37,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,60.62117814911682,60.06705306130175,50095465.74487584,100190934.89926253,0.9999999999575768,2287296.93676485,1.7976931348623157e+308,2.0,43512068.682745904,True,24,100190934.89452983,88.65080890801559,0.0,0.01,10019093.489452984,10019154.110631132,0,3.609022550529998,True
target,T02-near-bloch-c128,qstar-Wxx,18,36,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,10.441613985095145,-47.83332081610791,28.851197878085536,974.3036424735284,0.3558440580918781,8638.334434740007,1838663024.265041,2.0,9.26450214244523,False,24,326.18162962445285,464.7534580345802,0.0,0.01,4.212797744754706,14.654411729849851,1,1.19681824872924,True
target,T02-near-bloch-c128,span-sin1-sin2,18,35,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,2.218806433954508,-1.222245309710791e-15,23.862878515970245,969.6534690851349,0.3559412535904952,5359.995478864096,260.29926834290103,2.0,2.4154729473828147,False,24,326.1816296244529,943.4176415459549,0.0,0.01,4.212797744754707,6.431604178709215,2,0.006607802253773671,True
target,T02-near-bloch-c128,unprojected,24,49,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,60.621178149116446,60.067053061302595,50095465.74487586,100190934.91269606,0.9999999998266755,2287297.7321851356,1.7976931348623157e+308,2.0,43512068.68274592,True,24,100190934.8945298,88.65080890801578,0.0,0.01,10019093.48945298,10019154.110631129,0,3.609022550529998,True
target,T02-near-bloch-c128,qstar-Wxx,24,48,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,10.44161398509634,-47.83332081610767,28.851197878085546,1908.16773146321,0.22480220210941015,8638.306474360406,1838663024.269274,2.0,9.26450214244623,False,24,577.1862002855993,262.6356010043456,0.0,0.01,7.454646436300788,17.89626042139713,1,1.19681824872924,True
target,T02-near-bloch-c128,span-sin1-sin2,24,47,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,2.2188064339540317,-7.26936523470567e-15,23.862878515970642,1905.7975636906203,0.2244205063562353,5360.472007008685,260.2992683427438,2.0,2.4154729473825527,False,24,577.1862002855993,533.0733707126428,0.0,0.01,7.454646436300788,9.67345287025482,2,0.006607802253773671,True
target,T02-near-bloch-c128,unprojected,32,65,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,60.621178149117746,60.06705306130271,50095465.74487588,100190934.96762587,0.9999999992824873,2287297.732230925,1.7976931348623157e+308,2.0,43512068.68274593,True,24,100190934.89452982,88.65080890801529,0.0,0.01,10019093.489452982,10019154.11063113,0,3.609022550529998,True
target,T02-near-bloch-c128,qstar-Wxx,32,64,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,10.441613985096776,-47.83332081610776,28.85119787808557,3827.276076192657,0.13465023072971072,8638.306579544907,1838663024.2692478,2.0,9.264502142446222,False,24,1024.657826718411,147.93407727562717,0.0,0.01,13.233964728530413,23.67557871362719,1,1.19681824872924,True
target,T02-near-bloch-c128,span-sin1-sin2,32,63,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,2.218806433953884,-1.0674887072227692e-14,23.862878515970387,3826.094931620007,0.13441775062577377,5360.493101197278,260.2992683428825,2.0,2.415472947382784,False,24,1024.6578267184102,300.2037649824993,0.0,0.01,13.233964728530404,15.45277116248429,2,0.006607802253773671,True
target,T02-near-bloch-c128,unprojected,40,81,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,60.62117814911688,-60.06705306130261,50095465.74487585,100190935.11290513,0.9999999978365336,2287297.732244801,1.7976931348623157e+308,2.0,43512068.68274591,True,24,100190934.89452985,88.65080890801565,0.0,0.01,10019093.489452986,10019154.110631134,0,3.609022550529998,True
target,T02-near-bloch-c128,qstar-Wxx,40,80,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,10.441613985096945,47.83332081610795,28.851197878085593,6615.08656819365,0.0890863928000586,8638.306575410596,1838663024.269261,2.0,9.264502142446226,False,24,1600.4208347771357,94.70742299928924,0.0,0.01,20.670229930392487,31.11184391548943,1,1.19681824872924,True
target,T02-near-bloch-c128,span-sin1-sin2,40,79,0.0,0.0001,1e-06,1.0099999999999999e-06,128.0,0.5,2.218806433954197,1.3825333391388706e-15,23.86287851596985,6614.4032661357805,0.08895700424972844,5360.49314548809,260.2992683425219,2.0,2.4154729473821823,False,24,1600.4208347771323,192.1418621315154,0.0,0.01,20.67022993039244,22.889036364346637,2,0.006607802253773671,True
target,T03-near-bloch-c4096,unprojected,12,25,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1581.4268175528014,-3.859403752159598e-12,16029906.016168896,32059817.744613625,0.999999973407535,57596.89436733164,1.7976931348623157e+308,0.4999999999999999,3480549.864124944,True,24,32059816.88957734,28.663101217088794,0.0,0.01,3205981.688957734,3207563.1157752867,0,5.373465056506087,True
target,T03-near-bloch-c4096,qstar-Wxx,12,24,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,425.22681600780584,-1535.0938714025383,1038.9138832290043,7467.815590859152,0.33194408079308607,6.521545964789244,4.2236141579618454e+92,0.4999999999999999,92.62568423700637,False,24,2628.5183117912343,70.90524674070534,0.0,0.01,33.94861945079454,459.17543545860036,1,2.124190574273065,True
target,T03-near-bloch-c4096,span-sin1-sin2,12,23,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,29.274863586528156,-2.532825988864141e-11,913.1593622504546,6820.245516757992,0.27876456746231965,22.415645255372088,19461480.814752806,0.4999999999999999,7.2891758824486885,False,24,2405.758776069521,355.55189511250455,0.0,0.01,86.45848761256538,115.73335119909353,2,2.116867374183885,True
target,T03-near-bloch-c4096,unprojected,18,37,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1581.4268360217977,-3.0047603052702476e-12,16029906.01616891,32059818.23926044,0.9999999582139115,62363.06889338587,1.7976931348623157e+308,0.4999999999999999,3480549.8641249468,True,24,32059816.88957733,28.66310001117328,0.0,0.01,3205981.688957733,3207563.115793755,0,5.373465056506087,True
target,T03-near-bloch-c4096,qstar-Wxx,18,36,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,426.9944663120027,-1543.4449678464778,1038.9138832290034,9353.33326087479,0.2752139561351257,169.14725444758975,9.840084027626774e+92,0.4999999999999999,92.99299880702674,False,24,2632.907793148209,69.30269835505695,0.0,0.01,34.00531178255643,460.99977809455913,1,2.124190574273065,True
target,T03-near-bloch-c4096,span-sin1-sin2,18,35,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,29.661582445388557,3.408911755087569e-12,913.1593622504546,8844.903747286631,0.23085291578770148,170.0065947579345,22973216.64820149,0.4999999999999999,7.361221808201529,False,24,2527.9080864712187,329.1946542374633,0.0,0.01,90.84830622002471,120.50988866541327,2,2.116867374183885,True
target,T03-near-bloch-c4096,unprojected,24,49,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1581.4268360300534,-5.229594535194337e-12,16029906.016168892,32059818.76764021,0.9999999426468856,61867.65461678141,1.7976931348623157e+308,0.4999999999999999,3480549.864124943,True,24,32059816.889577337,28.6631000105958,0.0,0.01,3205981.688957734,3207563.115793764,0,5.373465056506087,True
target,T03-near-bloch-c4096,qstar-Wxx,24,48,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,426.60381493889423,1543.2839926218494,1038.9138832290012,11016.549471978951,0.2647332359658916,412.51861784194745,8.146149258067779e+92,0.4999999999999999,92.91095236319674,False,24,2635.3965692165825,69.58803613876917,0.0,0.01,34.037455561530486,460.6412705004247,1,2.124190574273065,True
target,T03-near-bloch-c4096,span-sin1-sin2,24,47,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,29.667998754312695,-4.1485393502949706e-13,913.1593622504546,10588.287938960586,0.2337282636579406,413.56883839591495,23113034.967114516,0.4999999999999999,7.363856976328486,False,24,2592.522068692351,321.90815726344397,0.0,0.01,93.17041234181605,122.83841109612874,2,2.116867374183885,True
target,T03-near-bloch-c4096,unprojected,32,65,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1581.4268360300566,-9.094947017729282e-13,16029906.016168902,32059819.59002577,0.9999999203103805,49603.91616962423,1.7976931348623157e+308,0.4999999999999999,3480549.8641249454,True,24,32059816.889577318,28.66310001059567,0.0,0.01,3205981.688957732,3207563.1157937623,0,5.373465056506087,True
target,T03-near-bloch-c4096,qstar-Wxx,32,64,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,426.6120977328682,-1543.280263787512,1038.913883229003,13194.522618199517,0.2966642332790649,30671.47155210268,8.179163102644287e+92,0.4999999999999999,92.91270886864716,False,24,2667.5551466169863,68.74008996452002,0.0,0.01,34.45279956021895,461.06489729308714,1,2.124190574273065,True
target,T03-near-bloch-c4096,span-sin1-sin2,32,63,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,29.66488415894716,4.1597944798564466e-13,913.1593622504547,12839.1162597726,0.2836990206234574,33586.64317715414,23074761.739857614,0.4999999999999999,7.363137225381619,False,24,2667.152604936382,312.8678280702788,0.0,0.01,95.8524947507247,125.51737890967186,2,2.116867374183885,True
target,T03-near-bloch-c4096,unprojected,40,81,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,1581.4268360300532,-2.0463630789890885e-12,16029906.016168896,32059820.695882253,0.9999998936636699,9511565.307173764,1.7976931348623157e+308,0.4999999999999999,3480549.864124944,True,24,32059816.88957732,28.663100010595702,0.0,0.01,3205981.688957732,3207563.1157937623,0,5.373465056506087,True
target,T03-near-bloch-c4096,qstar-Wxx,40,80,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,426.6121002388593,1543.2802531907446,1038.9138832290034,15652.557206008967,0.35835304360240106,9679574.301501427,8.179173849430774e+92,0.4999999999999999,92.91270943927607,False,24,2826.7850674357483,64.8679347953436,0.0,0.01,36.50933306915714,463.12143330801644,1,2.124190574273065,True
target,T03-near-bloch-c4096,span-sin1-sin2,40,79,0.0,0.001,0.0001,0.000101,4096.0,0.24999999999999997,29.664876785439674,1.5298095114562865e-13,913.1593622504536,15354.153389137471,0.3558172724107142,9523028.130348092,23074671.775389787,0.4999999999999999,7.363135532139949,False,24,2826.785067227886,295.1964039096496,0.0,0.01,101.58938799242455,131.25426477786422,2,2.116867374183885,True
target,T04-strong-c131072,unprojected,12,25,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,50793.14463129741,4.176541345158255e-11,5109001.06348878,10220963.858177943,0.9997322320128994,311.8020073856205,1.7976931348623157e+308,0.125,277051.37123887776,True,24,10218233.03905811,0.9673358196462496,0.0,0.01,367224.255157069,418017.3997883664,0,1019.8928617780788,True
target,T04-strong-c131072,qstar-Wxx,12,24,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,13484.87653278134,48669.638292519296,33538.09870682274,238276.01939612773,0.32782383223225625,6.805232776304371,1.7976931348623157e+308,0.125,1520.6764002374628,True,24,83694.6149515231,2.2910217241360002,0.0,0.01,1080.9575190418925,14565.834051823233,1,897.2688119297167,True
target,T04-strong-c131072,span-sin1-sin2,12,23,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,4034.603229273497,3.1207465892965216e-12,29639.117260957144,217841.00672814262,0.27242034814864163,12.045125827674427,1.7976931348623157e+308,0.125,1309.0131343646387,True,24,76892.96480044992,6.016974923703608,0.0,0.01,2763.3898755030505,6797.993104776548,2,838.5983988920909,True
target,T04-strong-c131072,unprojected,18,37,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,50793.146266303585,1.8336598026025175e-11,5109001.063488783,10222515.327457428,0.9995803823119179,317.4012677184669,1.7976931348623157e+308,0.125,277051.37123887794,True,24,10218233.039058106,0.9673356062207253,0.0,0.01,367224.2551570689,418017.4014233725,0,1019.8928617780788,True
target,T04-strong-c131072,qstar-Wxx,18,36,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,13592.853398101584,49165.743672053766,33538.09870682273,297477.54762601433,0.2621943749276659,5.266465908737595,1.7976931348623157e+308,0.125,1520.6764002374623,True,24,83860.56055663819,2.1973312555516777,0.0,0.01,1083.1007889488633,14675.954187050447,1,897.2688119297167,True
target,T04-strong-c131072,span-sin1-sin2,18,35,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,4000.413609277482,-3.3563556625705373e-12,29639.1172609571,281375.43271340244,0.21100586255423434,11.575177671266472,1.7976931348623157e+308,0.125,1309.0131343646365,True,24,80740.30665685864,5.3365759233709875,0.0,0.01,1042.8011601586468,5043.214769436128,2,838.5983988920909,True
target,T04-strong-c131072,unprojected,24,49,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,50793.14626812863,-1.042615889110117e-12,5109001.063488781,10224078.916528903,0.9994276101445627,322.9200873077906,1.7976931348623157e+308,0.125,277051.3712388778,True,24,10218233.03905811,0.9673356059499255,0.0,0.01,367224.255157069,418017.40142519766,0,1019.8928617780788,True
target,T04-strong-c131072,qstar-Wxx,24,48,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,13520.589264991791,49146.9196191893,33538.098706822755,347077.7472704836,0.2251122901123025,5.78743660440613,1.7976931348623157e+308,0.125,1520.6764002374634,True,24,83944.89377139825,2.264709335074284,0.0,0.01,1084.1899943015933,14604.779259293384,1,897.2688119297167,True
target,T04-strong-c131072,span-sin1-sin2,24,47,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,3991.1050259968174,1.7579971368205332e-14,29639.117260957115,333379.97156910994,0.17816396309153543,11.89339803491168,1.7976931348623157e+308,0.125,1309.0131343646372,True,24,82501.72794425914,5.320691383900754,0.0,0.01,1065.5507908955688,5056.655816892386,2,838.5983988920909,True
target,T04-strong-c131072,unprojected,32,65,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,50793.14626812991,-1.0010621951883569e-10,5109001.063488783,10226170.736313486,0.9992232113815719,325.7253490179156,1.7976931348623157e+308,0.125,277051.37123887794,True,24,10218233.039058115,0.9673356059491592,0.0,0.01,367224.2551570692,418017.4014251991,0,1019.8928617780788,True
target,T04-strong-c131072,qstar-Wxx,32,64,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,13529.413620568883,-49141.861363831566,33538.09870682275,404031.18626394443,0.19350648436075962,11.439573522643686,1.7976931348623157e+308,0.125,1520.676400237463,True,24,84058.19055433299,2.2510290362538754,0.0,0.01,1085.6532785220595,14615.066899090942,1,897.2688119297167,True
target,T04-strong-c131072,span-sin1-sin2,32,63,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,3993.731988422381,6.95571017955581e-12,29639.117260957122,392326.95837390143,0.15157789346145276,13.529672575350805,1.7976931348623157e+308,0.125,1309.0131343646376,True,24,83596.7050147097,5.229542237451665,0.0,0.01,1079.692963580963,5073.4249520033445,2,838.5983988920909,True
target,T04-strong-c131072,unprojected,40,81,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,50793.14626813002,-5.4378673064635515e-12,5109001.063488781,10228266.604024088,0.999018576951335,327.332878049698,1.7976931348623157e+308,0.125,277051.3712388778,True,24,10218233.03905811,0.9673356059477788,0.0,0.01,367224.255157069,418017.401425199,0,1019.8928617780788,True
target,T04-strong-c131072,qstar-Wxx,40,80,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,13529.243302496576,49141.13496072634,33538.09870682274,453994.4870083893,0.17255561428828317,109.3854875699206,1.7976931348623157e+308,0.125,1520.6764002374628,True,24,84247.79880767399,2.2462901234318173,0.0,0.01,1088.1021632829256,14617.345465779501,1,897.2688119297167,True
target,T04-strong-c131072,span-sin1-sin2,40,79,0.0,0.01,0.01,0.0101,131072.0,0.12499999999999999,3993.651094734523,8.448541794101619e-13,29639.11726095711,443610.45639961807,0.13448648011801398,111.98940085937859,1.7976931348623157e+308,0.125,1309.0131343646372,True,24,84132.29233465387,5.196687764880607,0.0,0.01,1086.610339817564,5080.261434552087,2,838.5983988920909,True
target,T05-post-collision,unprojected,12,25,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1157.9343869789402,-2.54968557748517e-13,7757173.715872782,15514350.590232806,0.9999999429628272,15916.803125269278,1.7976931348623157e+308,0.4999999999999999,1684148.8699842459,True,24,15514349.760327913,40.42693329336813,0.0,0.01,1551434.9760327914,1552592.9104197703,0,2.8446752284953027,True
target,T05-post-collision,qstar-Wxx,12,24,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,54.30435559357433,771.6934585146291,490.96377551876185,5107.669880102294,0.2246561146712326,5.11048117083908,1516714075668.2146,0.4999999999999999,12.180903717198529,False,24,1610.6702254807656,147.24720091921662,0.0,0.01,20.802605901691283,75.10696149526561,1,1.5034542268648932,True
target,T05-post-collision,span-sin1-sin2,12,23,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,-9.999999992828612e-05,3.361773478953541e-14,336.0815586871845,4885.739397953649,0.15514773054446118,3.801225176815485,2.05460043665674,0.0053860867250797,0.3127273760771563,False,24,1605.58378896864,62.282641794970836,1.5257503310538338,0.01,20.73691204795773,20.7368120479578,2,0.1327837217661676,True
target,T05-post-collision,unprojected,18,37,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1157.9343869794884,4.0832615066932476e-13,7757173.715872781,15514351.127905238,0.9999999095997465,17770.250733675923,1.7976931348623157e+308,0.4999999999999999,1684148.8699842456,True,24,15514349.760327907,40.42693329380106,0.0,0.01,1551434.9760327907,1552592.9104197703,0,2.8446752284953027,True
target,T05-post-collision,qstar-Wxx,18,36,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,-0.00012886527575631764,5.102483539948199e-14,490.9637755187622,6539.997639842934,0.2129384738462979,21.307998798257614,8.84748540019922,0.0518945407778107,0.9468198546530792,False,24,1681.9360061303194,85.30314204039121,7.294146257674889,0.01,60.44564600476122,60.44551713948547,1,1.5034542268648932,True
target,T05-post-collision,span-sin1-sin2,18,35,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,-0.00010000000015616373,1.7058537132315274e-14,336.08155868718484,6368.180822634003,0.16792931315644896,7.405462798936029,2.0543067753157525,0.0053860867250797,0.31266529850101404,False,24,1681.3331152472888,59.4766135839113,1.5488759409738158,0.01,21.71525221776065,21.715152217760494,2,0.1327837217661676,True
target,T05-post-collision,unprojected,24,49,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1157.93438697949,9.865387586710517e-13,7757173.715872782,15514351.730231183,0.999999874772627,22245.366444208856,1.7976931348623157e+308,0.4999999999999999,1684148.8699842459,True,24,15514349.760327913,40.426933293799415,0.0,0.01,1551434.9760327914,1552592.910419771,0,2.8446752284953027,True
target,T05-post-collision,qstar-Wxx,24,48,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,15.369015358121525,-826.8450066474556,490.9637755187615,7839.704194894912,0.2507108317980096,42.67361363545482,12293.011883611494,0.4999999999999999,4.089658301452685,False,24,1726.6129619515034,320.16710906479375,0.0,0.01,62.051252547634896,77.42026790575642,1,1.5034542268648932,True
target,T05-post-collision,span-sin1-sin2,24,47,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,-0.00010000000010847016,-1.1769326290489703e-14,336.0815586871846,7696.955224247131,0.22734882327201666,40.989432808553126,2.0543066731909296,0.0053860867250797,0.31266527691112855,False,24,1726.5898136826274,57.9176357976883,1.5504356742737495,0.01,22.299764954799063,22.299664954798953,2,0.1327837217661676,True
target,T05-post-collision,unprojected,32,65,0.25,0.0,0.0001,0.0001,4096.0,0.24999999999999997,1157.9343869794864,-4.547473508864641e-13,7757173.715872788,15514352.774036933,0.9999998224284522,29184.766528801967,1.7976931348623157e+308,0.4999999999999999,1684148.869984247,True,24,15514349.760327915,40.42693329380061,0.0,0.01,1551434.9760327917,1552592.9104197712,0,2.8446752284953027,True
