panel,sample_index,theta,cc_weight,ec_weight,ce_weight,ee_weight,j,N,epsilon_N,KD_lower_bound_exponent_factor,old_cubic_N_factor,gradient_energy_N_factor,delta,old_cubic_delta_factor,U_ext_infinity_delta_factor,normalization,analytic_formula,claim_qualifier
A,11,0.00021544346900318839,0.12115276586285885,0.12115276586285885,0.00021544346900318839,0.00021544346900318839,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,12,0.0002326305067153626,0.12349991726875847,0.12349991726875847,0.0002326305067153626,0.0002326305067153626,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,13,0.00025118864315095801,0.12589254117941673,0.12589254117941673,0.00025118864315095801,0.00025118864315095801,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,14,0.00027122725793320282,0.12833151855576511,0.12833151855576511,0.00027122725793320282,0.00027122725793320282,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,15,0.0002928644564625237,0.13081774742601943,0.13081774742601943,0.0002928644564625237,0.0002928644564625237,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,16,0.00031622776601683799,0.1333521432163324,0.1333521432163324,0.00031622776601683799,0.00031622776601683799,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,17,0.00034145488738336014,0.13593563908785256,0.13593563908785256,0.00034145488738336014,0.00034145488738336014,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,18,0.00036869450645195755,0.13856918628031276,0.13856918628031276,0.00036869450645195755,0.00036869450645195755,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,19,0.00039810717055349724,0.14125375446227542,0.14125375446227542,0.00039810717055349724,0.00039810717055349724,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,20,0.00042986623470822773,0.14399033208816331,0.14399033208816331,0.00042986623470822773,0.00042986623470822773,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,21,0.00046415888336127784,0.14677992676220694,0.14677992676220694,0.00046415888336127784,0.00046415888336127784,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,22,0.0005011872336272722,0.14962356560944334,0.14962356560944334,0.0005011872336272722,0.0005011872336272722,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,23,0.00054116952654646364,0.15252229565390188,0.15252229565390188,0.00054116952654646364,0.00054116952654646364,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,24,0.00058434141337351776,0.15547718420411735,0.15547718420411735,0.00058434141337351776,0.00058434141337351776,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,25,0.00063095734448019342,0.15848931924611137,0.15848931924611137,0.00063095734448019342,0.00063095734448019342,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,26,0.0006812920690579614,0.16155980984398741,0.16155980984398741,0.0006812920690579614,0.0006812920690579614,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,27,0.0007356422544596414,0.16468978654828684,0.16468978654828684,0.0007356422544596414,0.0007356422544596414,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,28,0.00079432823472428164,0.16788040181225602,0.16788040181225602,0.00079432823472428164,0.00079432823472428164,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,29,0.00085769589859089419,0.17113283041617808,0.17113283041617808,0.00085769589859089419,0.00085769589859089419,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,30,0.00092611872812879356,0.1744482698999254,0.1744482698999254,0.00092611872812879356,0.00092611872812879356,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,31,0.001,0.17782794100389229,0.17782794100389229,0.001,0.001,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,32,0.0010797751623277099,0.1812730881184699,0.1812730881184699,0.0010797751623277099,0.0010797751623277099,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,33,0.0011659144011798316,0.1847849797422291,0.1847849797422291,0.0011659144011798316,0.0011659144011798316,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,34,0.0012589254117941675,0.18836490894898006,0.18836490894898006,0.0012589254117941675,0.0012589254117941675,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,35,0.0013593563908785254,0.19201419386388016,0.19201419386388016,0.0013593563908785254,0.0013593563908785254,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,36,0.00146779926762207,0.19573417814876604,0.19573417814876604,0.00146779926762207,0.00146779926762207,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,37,0.0015848931924611134,0.19952623149688795,0.19952623149688795,0.0015848931924611134,0.0015848931924611134,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,38,0.0017113283041617809,0.20339175013722918,0.20339175013722918,0.0017113283041617809,0.0017113283041617809,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,39,0.0018478497974222909,0.2073321573485955,0.2073321573485955,0.0018478497974222909,0.0018478497974222909,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,40,0.0019952623149688798,0.21134890398366468,0.21134890398366468,0.0019952623149688798,0.0019952623149688798,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,41,0.0021544346900318834,0.21544346900318836,0.21544346900318836,0.0021544346900318834,0.0021544346900318834,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,42,0.0023263050671536263,0.21961736002054361,0.21961736002054361,0.0023263050671536263,0.0023263050671536263,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,43,0.0025118864315095794,0.22387211385683395,0.22387211385683395,0.0025118864315095794,0.0025118864315095794,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,44,0.0027122725793320285,0.22820929710674506,0.22820929710674506,0.0027122725793320285,0.0027122725793320285,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,45,0.0029286445646252357,0.23263050671536259,0.23263050671536259,0.0029286445646252357,0.0029286445646252357,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,46,0.0031622776601683794,0.23713737056616552,0.23713737056616552,0.0031622776601683794,0.0031622776601683794,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,47,0.003414548873833603,0.24173154808041042,0.24173154808041042,0.003414548873833603,0.003414548873833603,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,48,0.0036869450645195755,0.24641473082812815,0.24641473082812815,0.0036869450645195755,0.0036869450645195755,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,49,0.0039810717055349734,0.25118864315095801,0.25118864315095801,0.0039810717055349734,0.0039810717055349734,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,50,0.004298662347082277,0.25605504279704761,0.25605504279704761,0.004298662347082277,0.004298662347082277,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,51,0.0046415888336127798,0.2610157215682537,0.2610157215682537,0.0046415888336127798,0.0046415888336127798,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,52,0.0050118723362727229,0.26607250597988097,0.26607250597988097,0.0050118723362727229,0.0050118723362727229,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,53,0.0054116952654646375,0.27122725793320285,0.27122725793320285,0.0054116952654646375,0.0054116952654646375,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,54,0.0058434141337351756,0.27648187540101071,0.27648187540101071,0.0058434141337351756,0.0058434141337351756,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,55,0.0063095734448019329,0.28183829312644537,0.28183829312644537,0.0063095734448019329,0.0063095734448019329,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,56,0.0068129206905796109,0.28729848333536645,0.28729848333536645,0.0068129206905796109,0.0068129206905796109,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,57,0.0073564225445964145,0.29286445646252368,0.29286445646252368,0.0073564225445964145,0.0073564225445964145,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,58,0.0079432823472428138,0.29853826189179594,0.29853826189179594,0.0079432823472428138,0.0079432823472428138,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,59,0.0085769589859089404,0.30432198871077215,0.30432198871077215,0.0085769589859089404,0.0085769589859089404,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,60,0.0092611872812879328,0.31021776647995009,0.31021776647995009,0.0092611872812879328,0.0092611872812879328,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,61,0.01,0.31622776601683794,0.31622776601683794,0.01,0.01,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,62,0.010797751623277094,0.32235420019524624,0.32235420019524624,0.010797751623277094,0.010797751623277094,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,63,0.011659144011798322,0.32859932476006548,0.32859932476006548,0.011659144011798322,0.011659144011798322,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,64,0.012589254117941677,0.33496543915782767,0.33496543915782767,0.012589254117941677,0.012589254117941677,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,65,0.013593563908785257,0.34145488738336016,0.34145488738336016,0.013593563908785257,0.013593563908785257,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,66,0.014677992676220691,0.34807005884284103,0.34807005884284103,0.014677992676220691,0.014677992676220691,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,67,0.015848931924611141,0.35481338923357547,0.35481338923357547,0.015848931924611141,0.015848931924611141,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,68,0.017113283041617813,0.36168736144081592,0.36168736144081592,0.017113283041617813,0.017113283041617813,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,69,0.018478497974222907,0.3686945064519575,0.3686945064519575,0.018478497974222907,0.018478497974222907,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,70,0.019952623149688788,0.37583740428844414,0.37583740428844414,0.019952623149688788,0.019952623149688788,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,71,0.021544346900318846,0.38311868495572882,0.38311868495572882,0.021544346900318846,0.021544346900318846,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,72,0.023263050671536264,0.39054102941163799,0.39054102941163799,0.023263050671536264,0.023263050671536264,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,73,0.025118864315095798,0.39810717055349726,0.39810717055349726,0.025118864315095798,0.025118864315095798,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,74,0.027122725793320271,0.40581989422437981,0.40581989422437981,0.027122725793320271,0.027122725793320271,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,75,0.029286445646252372,0.41368204023885069,0.41368204023885069,0.029286445646252372,0.029286445646252372,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,76,0.031622776601683798,0.42169650342858228,0.42169650342858228,0.031622776601683798,0.031622776601683798,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,77,0.034145488738336012,0.42986623470822766,0.42986623470822766,0.034145488738336012,0.034145488738336012,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,78,0.03686945064519577,0.43819424216194375,0.43819424216194375,0.03686945064519577,0.03686945064519577,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,79,0.039810717055349734,0.44668359215096315,0.44668359215096315,0.039810717055349734,0.039810717055349734,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,80,0.042986623470822764,0.45533741044262493,0.45533741044262493,0.042986623470822764,0.042986623470822764,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
A,81,0.046415888336127774,0.46415888336127786,0.46415888336127786,0.046415888336127774,0.046415888336127774,,,,,,,,,,A_c=B_c=U_ext=D_ext=1; unknown theorem constant C suppressed,w_cc=w_ec=theta^(1/4); w_ce=w_ee=theta,normalized analytic upper-bound weights; C is not plotted; finite rows do not prove quantifiers; NOT CLAY
