input_charge,minimum_tail_degree,exact,decimal,is_maximum,classification
9,81,131127701988948011779290990282882612622758777404053248473751197046711351033516917811678207910735843131176837428702796617818288186816265533725500370679216536186939746111427199502551641812545368351795696316159634169021689711789572302449122005254909684258234160342618249099452649158448884707920820605956170672815897467423348530176062562680084938847303300219361509449105437287290900231987095897941488671432580368685557642855104339232574884189774811295743168711483487083180482795212511999908739244233003/580422946601619078813335811471064838794154473604499051700163726700411956825585561714433233528627789481078269285975626050348887292678255531257143216448479302483564520231509173247734388886551341844343909653503575324361476444069979750400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.22591750163686968866,False,all-order fixed-charge column bound
10,83,607916158001414996760825960310967150643909902617505033465078958491397937623202555355476762719564703372323198135474981852078921702256224855505177682187892089539138708569098079641701442693118941811222691704235294320442734541399406476624203223323380618177087740262160584102725888240230209609671224599412069149089254164158968294562226893463451024703083397297850621210618881283687916253770567179630986835101974826919800707841427403143272205659665108008515907433906040878332691783897740291246083469461/2631077371391687901719638995976760736694969886417821528496429917297454099853171590207366752272262685134428690196314675887840115562331691212998712819598442142912635128225262129213114632492241350925936138519428772980119264188780511232000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.23105217832490515528,False,all-order fixed-charge column bound
11,82,3745854950969756797294878951792577224395559623264715384122280099000314593015035831715446104276449006870776030538696742972392439021586974890592027035042341225531256779914494310843894538227377584321406540346707388542701680365472313110115440844065855485500962443134295797701371964584961036020375305676810640867035109328337270487969549723042274840488091499977427104491412099874451570033496432708979928423349875756250872641903155456686460333064842452709797223834309683422107244983782818305367303478867/15821276789132946256329586937106836595755938055110446040850770701175370106585577257826871583359795278684494997672812554825192024159472723125942685871265029001670199345111542080776310473492078869607996640860438410418789881032894054400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.23676059782625424877,False,all-order fixed-charge column bound
12,81,70117873470232324852103117064939679257908986264578289110585588024442386585434155611890924545366332243635924842851572262507467219436688021432614804441673398264931216565606014983348104753489556623695992158061815892359489209746081544645048753524918123738486755634484790162916121764093938387254235485372851944109944868381213601132583733941759620048756457468996400849327287746046105287904565179337857349192024850926274470023594358195002043401352678608807072561383619319236376263668587416646096537595306342892577247/289477783069092134280847663685273798373783493880432934821474455061422497354488100691180216331453761415716161296225837352649098981625030497834616882823664218696624744145468971829758975131578670285882219435786704493617708530244605365252909537689600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.24222195129046117379,False,all-order fixed-charge column bound
13,83,185476090395046477532741538337156138848863865797442365906289804767434802775701506576712898208159464654553430875139238788225621297633503965819260816111468215033064763392898716352133840588483991738082393419652121561184394329307150903977859792958709651558176258268099867825082476352867951101445776253131401176676458151718921992427770387712327753843763211692681826600171335218679012430851618360653575306754425249461978952084903891262238380358935142520062006601123034231625368998501219904357983774473322237/753421598353459899241897055835704627348665268162135140308764595209361691763933308404429829877810562265333853335419138928546417650526371252018065425384437632857853150514124636006573475111280531378725414223678543205918675652143211977113600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.24617835591704434473,False,all-order fixed-charge column bound
14,82,10954631086731277446890503286993296364039144866028635509939138001156767815345865012641716969332643489323396998466969194137108819805487020115883708912511586930591090171037517738151256110095977317739612561020939316185423893654039402160340418779264892134500964146778885364104350319149859857742076806647493568934399854184397844374082809608601206358280212742880662115778840072861435211931750324003935216658830683115524272084018895633293200766282272121153864171587452405397489787488487510816301840623308437188272281/43615473901048717061433833789530103763427450523363178696699506079466649579189165719786993016675227497255868656456461020566280528769830068188754023805225595801641423817247579412387654537318501875479580722525491628619300508576689648166749444505600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.25116386701619392019,False,all-order fixed-charge column bound
15,81,25303765172402727606964683216474987092263970683688051878273559139086484061656103682875261275722693312868889446619985242069937867338318177376882985084436484498578544282908925814030618998776088080100887263902401412733286966733872366234911578215830956097056578278981487186135836013336656845161854047169060906437629208296525432218332985439667017029398358752102334771055010773623310337350263317377930139119046194134439462272208461822104349850745603990017959387543223311581788323881611289120138383127110066779853/98829500247636277573745068152445978320293095104810134581107250207676516753906105004990578497882432148756184375111776328654338711319758625100904088876104288896745885123813155857807395756006800908441598441749435013291013261152537839412067696640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.25603453532598352549,False,all-order fixed-charge column bound
16,83,49339261982318523031219028270981650850616218381514173291073920877239102108763525825911315503821216305655116215605409085599648611900294705375727654345804869967803708032230325485842490400014651527102354498656024883247010481965934824724926479097949499914282531459723923448289084463304483020136190922887833937373080867376097259860696543680493763346090885884004167451882318791117610585627079536198808382852419680844725824130238845525250807321735655614106272845320302118113854398429308811798983301619781675197489214383/190349875307158877264898318837121514277911578713931416568024633513696027489357432180878559290212408713999468897120916425287838615838968802547496590068885481198413904585142579419813961919736832430885235524105914738922729516753724650281931621636505600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.25920301708998766399,False,all-order fixed-charge column bound
17,82,256551207618894346461846681424870474534332990474173958692579353063939289256024803718344010442939481820542461512812461358757220291683276549906459077588011310426859585119265167799291436245231201226905853400350627444957908596486431893564395326018750765261669590802340611121094959185392653564438076534502421724691904321426560315745826763760359754852554875750129691099210242389720030297410471731453867058457969749516265002401403077239845477764731397481019227472428798776249319671543033765649817824082397967633887949/972565861467728858274868474727621499303938806240424183788846904794622846725086917045747970978169778762339007868857194159957603827048518443593573888290279348916239531997267291150436025157943788426983591857943994325049379666361658760930955939020800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.26378800427122239824,False,all-order fixed-charge column bound
18,81,12401653099785518989757295129385541284449709244196261499041089220586083712139957555138981098898246117786590095061024390018127686402086289668832255912308676198495024794742595198334914473629812414399019944295844889389737040032185934386161735880747386793926956442408679880372833919119636933583880063851099215308955503151157597252804896684840431187244838624735549754846723188277513121825958248574019338074825198053254785081071789361485430369593376413429977836038078307091337839838669972785293288156013531483282786021/46217572961546899289922888046537367579663990417067869009434841577867884904985157818221226572809781937363983986792901624460580699513922343302252460018565039121108498859999669793829564928548260610460500485941287125058034206219979129655504412868608000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.26833198511102512862,False,all-order fixed-charge column bound
19,83,1285652985781458153030054760728632718632612348859413513334522587202489350902954689961555257337485556601287308293362135078563166103666997138573692040657712576357317270182974221401516718419867261339142477510487850743400700633419604369223317159940812796794581816947688219897977495376814126064695710542320056168126754978696509650595595164534506561474724875599721753199474260233036659314019998030503707110466311075828208097473353536806821785843743168544233974932766245720479818504913286247731707615097936793769016511/4745362034408218231658971828797298722968636859822406467387165836801098886397708501726914446782445770566934694778384205183322551543204224382090204151538212283462755831742764075461073698073934671985483521837724093129217563379278997331943984254156800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.27092832463767724249,False,all-order fixed-charge column bound
20,82,962382091183542693881422252663980986803331868377657146819025477123070873311602514534309791731493553908833738348529803788227743426785212602250180230670682050492763270506819142155652172202848344208448967882589363398652058127941802405939479304015249387728534747196867560949935193173367473569187825796609006967252816249204701572651109097792409775488350088910944193014946532381558148760791300246633233920330063839357804249617555883906611363149049426699638744671685444297913545502463215175148825480831284814247726349/3495863470578655555971747298749408732487521385111719675918494514068184563153827652222192029211174677245796580448274356075341725672195805885368271251361384994989954521137320204074919172194300595976714529750391672206575077999484889265105121182744576000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.27529166950683109372,False,all-order fixed-charge column bound
21,81,21970423421984053302583734396110268530616941161012900912673246831175755713295396034066920717901648954776095016151971979911321685454737128865043839758734371909277487872672997909415223772965086087367084691323541672518112627940325852918471431598938013068832843007568128939135883005958603073768706600407561340442888367241178757231941021400456752390536673322778108084606759016827798791113659124982705294145103053264975119035770142821188826810176798926895238462316537033382439211832439838477883340126939920097790811/78561933459093594971421795748294974744252281932691924986539526889080936677056032085893142495146718826447331777051158049334562692894048327050806095687317713740978513526443823752262683250650442870320001468151835155899388822790498337509628444672000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.27965736654666006888,False,all-order fixed-charge column bound
22,83,3910205676431987611380034946701298736466428247559627358448424528710620981992192667132723942689123055668321850895502990140941877828101542271299070091259469942301253800893214560208232256529027570504700876691315707386144766784296417000054445837697714931979638926164735676722442088135497370673528745906644242144812876915522904273559297582631695159014032442291079487949973043212560389080620368645417024632492127053312055911696944250074993929913964453850441277225603570371198152778280943431716351664748186328039710488891927/13875576554618323671033852939669483032878279578773055779128104839349520593957591119699516800467008852313898814604911217046818794470830553093323593050317297609073816682252154814169623438134736369088488759439762314413153417856647082349907321080560327065600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.28180491535182522478,False,all-order fixed-charge column bound
23,82,4687142565842812796339323334034640696617643712271282701737256540686676618793661869910515182108770264062119929840415706368912844651585690801836206874554803591438326397188875509026148843125131428050314820397324105775074363693340782818438381697681899687059109970284525570094687502369915254919526702834496033800154356780168597637724961010457779822720571016484449539889287215306987144282716652230282860671794325949731980308605883862400830154193281845420046257072478700497232075622213548139373260114942556821652624191/16385701526996455522158136861582594483133451243047508979384672059577280773213062802568492862262345783060891713235814054987285713118881720056551175960781889372063201467048733088028783394590465147632108400314667222855845010347532566862952954006077440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.28605077165115305737,False,all-order fixed-charge column bound
24,81,2154404952043695598191018645489169364486494155786026239563419968721397645132093994658770208797056229050103646573708843957925311385576972780540881185073382885823133245420941749897055403940161479712695326262907509510910295716708813868527576261200675469085548564448445145354164387211121148111619912033946786183222998211134132495809483401829251671195287265009008436665881577938508454320604917949325375401659085411385203804458942430545907404119446520243095195575453445563424641404244596431134123662200754475225076434242601918598758563/7420634911464409203204677693931675058692791285507847249468351500556607447372286379586978962044314535887464720247883373858047422799764979204927884672690499502864049645059843094276600560734780909052242387073774124530012897624761313846724605005766310899041202025267200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.29032622919034556386,False,all-order fixed-charge column bound
25,83,6756435418071891291615904793045065420950654339439856943045686429309099453463944076233134638682161721795674539254038722583245957566176230804139460399499174035699144401134406144828545766243120051485731416538491055204752200091101299714971117751287335399616351094553288445718667918782084530265116947981119194939831838102154447967531034880953717597601599000167749243338577705373559699130529248499822201212910400720041910911439013098769735494160543520758203884357978715082947871776409831230577675225422080207706759432991/23130594456907323771388831187747966105699716709154843534831863807531158353381518356221194105366762903476585481369036530921565291524205610446093427004335787639249480023309542787796286717147066037029899114113168193932565905944160233450456604165550374912000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.2920995148075092307,False,all-order fixed-charge column bound
26,82,361399886502150324813716526096022519352180580105326803167706237557298311247015511783115167617323257965270826173302027444998185655471858423889272995501479208695652238580727972025913411761525013577517288388210387260588370730174510914883559539386150466920934085773812006520282723754420459106994553407733481114628929976317855806508881732779356874917297059964772255983440321177457029993007420273035978780651954451778672307700791355105162567388508714847796818058764679953796945471167829328050611889030271832547187728046585031421/1219742499959271003142914654721568252935536310056300669498841105320499612011642575237609890285554949270021411341116126966887776031389882926453371799443375144757063555596983509849877398705031575691098629564942299536786585867204386157895746978993850841489735680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.29629195220648457676,False,all-order fixed-charge column bound
27,81,962169081372350775065143651115083432300211093469108975782049357133904564168843122225809543126744455312027241344821244961159904619728660103766502321476650781788940696650165511021533916155091481634579120222928311857244147478659598033307958650245717689991719551079539839820046714797929450315161287849702956265292698696755124865277264658044530610457096973690475899543868933822907397471461713544499370501278737086351569814432670584145495579931191116048501452372235001133162672054063243097654597229892926327587266340032616600882823/3201550064269812189589030629767171099430173220633231608334712025242716276366796868237228961017989297616253973523107101353370129850241616933756168393783750759547075529046823320575170540165791581524996375203274309913518237215821983922595874302077541930394818969600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.30053226157867246604,False,all-order fixed-charge column bound
28,83,11717262200958946178987107195739688294407482216835756004568844183542072518735453870911667682475243510601220872370396665519517142465036235197095400261822159593823915577414928169628929696935789523482731213234072513485630204723936937654643218274930697099631232730357508578209027697687322440995924757552846586886234073475048116279615690636068716814687045541292280909814389758489365007124936803259680372104468038030023068073419108639318937250863954515832320126071499859869336584041381465887861651221383551736622097171056111717444027933/38801622583532222581158590162639104481577153350329796584675557185620548492711206989160162395302014613986780002843161400764085788725822386101208921753458973308654551895840512179606496813782253437799629379162429963759551414513918426929239087577694092962020034535751680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.30197866534405864991,False,all-order fixed-charge column bound
29,82,842469837756354706854698760053438385576255267751445572850738433206886989006619110260704647528046638869923274044880619115977614693281755089570547403123614413532574366499885363806856709001613952113468372249889269484916831508721722478305571581001977751273753549133422716580287275203248236212426826319572427690735901943759512778909867026198209834192790993226228224148938060230436669114532629777778496305753186058642932296438292519903784984202640988349882300993497672697820641217236478069193764940577535236952735610251898954940959/2751739079908115383090415461051857978622569915487014310389385533603047124698265649736047912484211965553168303985557982437298822726815575882078806779544254326571935381426794798221323411478551234759118508298509827754990537716413095172212805184610127498400843694080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3061590555251648138,False,all-order fixed-charge column bound
30,81,5963768160211721955808805149019863135072221109139347413520994706320855887221838183323564733081062540573046428791270311189077143015109383304601266718136917101446829113497561507511446654085058267079138312245072204298878852415826650274525875203534387930815813695496795156136974208293839199893055096936366154814095445435925673776644412897788875947814770776012760678929546623149592553023585444262934858147317741368413721086349067304710973281474145766001236937314876204383553728524890130607001748444326763663753523083812921710370524333/19213151415623691602925034204873634441676135370561987975313106730627538163136183236618098865739016017024858074215634670859497214451772037850176175270066413392133496769340048331827826832800436184066128739256961622642365722795475418967933624308085257655347918080573440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.31040031024593517373,False,all-order fixed-charge column bound
31,83,38404132117063448900375690800208301690374505254710063584886481011252206641523357026555753923112774297192097268004701407770838487249333919676698688438243520577549467395177742819128679978020349706857240746926470437114730011180739566535944548945161025192646632332589234609971621457596426492775337859110820817255662600849983068862422874582348533906365603943012375338266001165320147194400115808415025659475341817249587579799083284820322068341000982137689298408094188362776606725978401037621820399259972567759917980674655799153786248393/123267446160809819456939859293100425360827975493372523966444261759880185200426259355997134372616856215290593646407195729234959969522746089772027453312434736117371969092903785077815522692060195571029745836360289184090410277921858762302454765430360766962768875010129920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.31155129203344522626,False,all-order fixed-charge column bound
32,82,3416300287054276860101708876672635768653872297811005741031337192408508362924943277432808589751371514919531611427044982625387668949121396663398769404976615340755909395477969785673463137768637485550876153103746819661152207047758319007703913592531618170384212245623818675664001960571248888586932317079758177312882559712742760821215997725256596599573570852806054900254062634422425498407444071357596810745697160744135026989727456769260443661015827592359352939657314593489172900649413540891030129589345752731997785457927961738454610521/10819723406403713514837218158878361744528168967281794976188131027063281167350051440360068056558234606389826389258547922027524083510891893719338781640218860334817242755795931030156317765458185182104739011358561538156466336361864773004841907785670995901733017369968640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.31574746957323518437,False,all-order fixed-charge column bound
33,81,12559342879558537683504807858896201499923722203819014274349600527210989659089611873599744600538710816535963332446875106608855695955486408540264083043293961024855016689226426939019317574077562667670985962581612066836046641027590767070268338973929881201050687031187551009565084628278083238631285933615543878312380416230584431627147810744296657912197799675234345898227164852001034085830039775017283180049632527089677871206982999820061293964670445257069191623016359119344964384433889112622102291159435360198992977000752655533058140063/39246198664738453875931407719531541684888050812554571453263702695790906147775397045169946110620702148235628789478796678264925041149337158921383227874946056276781943041831224219124492064169158753982789011324767395831306259527616893836814562748844393228640706363392000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.32001425123607535328,False,all-order fixed-charge column bound
34,83,50857621895935950553767705200868200837619235056253002384565829949875443415525495525658468606828553877123016264249276074422068327034229465285704452739661624088039003226273094729318199126850823540575585180590123158281458004822310324201754556077296909268094032021444805088386877335668195023913558424825361252105209157849254898193694711883149592182418567473443123733827094618886282245475370967599806159500815842988672186987858615980440640074606782300973594200202741782745973072481489468886041293538991418903016027603931363626633424619/158488540191223478516767642204208966534245993760379027034321200263971882690896024223768063715414071034883256019070560788986332645155850528637087907298454561816194386525310738581304858556537627176298083529247409923413674772203798315449976792959603243769964331322572800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.32089147792372851864,False,all-order fixed-charge column bound
35,82,7280192743757582326821173209421313787747362893683325019710236645969809525888652694929261256614071966681928082589554016010466133649275493245004643013681350993290067310631737238757596572644403534485038728644848427251794859534370409430459219134924146137732794603934994400877887817307404612921028352560477183641344456795234689254571136154349261719199228198504445141611469250325973514108499893919762684720777400362003000049454790779342192738731337004614204646023559331590945482244928463430800633409001362710517411630069497145849/22392130282076578624410722232188965322153888193839254182658602659264411444906322788346932826410215597313861593661018918734665530497545662967242718199309769431875179837866962676996527559158018198426848501535615884759259222411048942397187269139375681104181723136000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3251228289603556032,False,all-order fixed-charge column bound
