index,success,status,radiusDecimal,gainPpmDecimal,characterDecimal,scaledAlphaDecimal,scaledBetaDecimal,symmetryDefectDecimal,activeMarginDecimal,zeroMarginDecimal,basin,classification
17,true,0,0.38261982312785886,-12.149564604458792624,0.8021681285230476,0.04116836698286883,0.017034510681947248,0.024133856300921585,-1.9984014443252818e-15,0.5219112542406803,near character-only boundary,finite deterministic floating-point reconnaissance
18,true,0,0.38262891253045966,11.605849044035173505,0.7928054080595163,0.9803468389180596,0.9803400471927373,6.7917253223637175e-06,4.440892098500626e-15,6.106226635438361e-15,symmetric product interior,finite deterministic floating-point reconnaissance
19,true,0,0.3826244842275785,0.032352817394863753330,0.7973079721041929,0.05114089723544919,0.9919957442578345,0.9408548470223853,-1.9984014443252818e-15,-1.354472090042691e-14,single-factor boundary,finite deterministic floating-point reconnaissance
20,true,0,0.38262447215466977,0.00079992515127211825005,0.7975197025662966,0.008086134107124868,0.9919984631329377,0.9839123290258128,4.440892098500626e-16,6.483702463810914e-14,single-factor boundary,finite deterministic floating-point reconnaissance
21,true,0,0.38262891253030457,11.605848638703023027,0.792805545054268,0.9803286401269501,0.9803582177930172,2.9577666067148733e-05,-1.5543122344752192e-15,2.55351295663786e-15,symmetric product interior,finite deterministic floating-point reconnaissance
22,true,0,0.3826244734515973,0.0041894823422538360098,0.7974687397497875,0.9919978640764259,0.01843652275780508,0.9735613413186208,-1.3322676295501878e-15,1.1934897514720433e-13,single-factor boundary,finite deterministic floating-point reconnaissance
23,true,0,0.3826289112662875,11.602545093940470148,0.7928062545480519,0.9815569598835264,0.9789918655279675,0.002565094355558961,8.881784197001252e-16,6.8833827526759706e-15,symmetric product interior,finite deterministic floating-point reconnaissance
24,true,0,0.38262447530251675,0.0090269132599824665340,0.7974264302021292,0.0270378462775415,0.991997340406398,0.9649594941288565,0.0,-7.993605777301127e-15,single-factor boundary,finite deterministic floating-point reconnaissance
25,true,0,0.3826289125301421,11.605848214083031485,0.7928055260694341,0.9803227022777424,0.9803641394187839,4.143714104143381e-05,-6.661338147750939e-16,1.3322676295501878e-15,symmetric product interior,finite deterministic floating-point reconnaissance
26,false,8,0.3826289125304767,11.605849088569700838,0.7928055077003052,0.980336424533224,0.9803504505838123,1.4026050588311634e-05,-2.0117241206207837e-13,-7.880363028789361e-13,symmetric product interior,finite deterministic floating-point reconnaissance
27,true,0,0.3826244723495039,0.0013091297221629580995,0.7975086526249482,0.9919983361262223,0.01032945730291903,0.9816688788233033,-2.1094237467877974e-14,2.2570834090629432e-13,single-factor boundary,finite deterministic floating-point reconnaissance
28,true,0,0.38262447330295685,0.0038010062751537271321,0.7974730575733615,0.9919979155089103,0.017563473707234007,0.9744344418016763,-1.1102230246251565e-15,-5.551115123125783e-15,single-factor boundary,finite deterministic floating-point reconnaissance
29,true,0,0.3826198153320183,-12.169939256718579986,0.802330255531911,0.009753042826621892,0.015710117805203996,0.005957074978582104,-4.440892098500626e-16,0.5219842472653725,near character-only boundary,finite deterministic floating-point reconnaissance
30,true,0,0.38262891253036024,11.605848784198160154,0.7928050706137953,0.9803339610559157,0.9803529449487065,1.8983892790758183e-05,-1.1102230246251565e-15,2.4424906541753444e-15,symmetric product interior,finite deterministic floating-point reconnaissance
31,true,0,0.3826289125304049,11.605848900918347403,0.792805481949448,0.9803528014303273,0.9803340724690962,1.8728961231118113e-05,-1.3322676295501878e-15,-1.2212453270876722e-14,symmetric product interior,finite deterministic floating-point reconnaissance
32,true,0,0.3826289125304651,11.605849058252769086,0.7928055282824752,0.9803466089872097,0.9803402678053984,6.341181811309049e-06,1.1102230246251565e-16,-6.661338147750939e-16,symmetric product interior,finite deterministic floating-point reconnaissance
33,true,0,0.3826244734151689,0.0040942756770240845778,0.7974697906445372,0.018226437998028762,0.9919978762520104,0.9737714382539816,-1.7763568394002505e-15,1.2811973704174306e-13,single-factor boundary,finite deterministic floating-point reconnaissance
34,true,0,0.38262891253035597,11.605848773038393035,0.7928054835860472,0.9803311376328918,0.980355730794376,2.4593161484176562e-05,-1.3322676295501878e-15,-1.1102230246251565e-15,symmetric product interior,finite deterministic floating-point reconnaissance
35,true,0,0.3826244992410558,0.071590969694596171148,0.7971854516666035,0.9919938877866948,0.07605155060615842,0.9159423371805364,1.5543122344752192e-15,5.595524044110789e-14,single-factor boundary,finite deterministic floating-point reconnaissance
36,true,0,0.3826289125304724,11.605849077331527861,0.792805526425085,0.980344345851891,0.980342531863168,1.8139887230095297e-06,-1.1102230246251565e-15,4.440892098500626e-16,symmetric product interior,finite deterministic floating-point reconnaissance
37,true,0,0.38262891252994713,11.605847704523360463,0.7928055764062494,0.9803172962561375,0.9803695202362949,5.222398015736207e-05,-6.661338147750939e-16,1.021405182655144e-14,symmetric product interior,finite deterministic floating-point reconnaissance
38,true,0,0.382624472087804,0.00062516954905737490666,0.7975242872787334,0.9919985154820483,0.007154721736348175,0.9848437937457002,0.0,6.661338147750939e-15,single-factor boundary,finite deterministic floating-point reconnaissance
39,true,0,0.3826244725321713,0.0017865361962378309112,0.7975001587691013,0.012057865633845465,0.9919982368705975,0.979940371236752,2.220446049250313e-16,8.171241461241152e-14,single-factor boundary,finite deterministic floating-point reconnaissance
40,true,0,0.3826244722757165,0.0011162842419888697285,0.7975125259754506,0.009542489708126375,0.9919983809089132,0.9824558912007869,-1.7763568394002505e-15,2.7755575615628914e-15,single-factor boundary,finite deterministic floating-point reconnaissance
41,true,0,0.3826245021568064,0.079211367276363332916,0.7971657236732893,0.9919935796543257,0.0799944816413257,0.9119990980129999,-2.220446049250313e-16,-1.9317880628477724e-14,single-factor boundary,finite deterministic floating-point reconnaissance
42,true,0,0.3826244727303848,0.0023045728472715665535,0.7974923402024144,0.013687754186892631,0.9919981388710036,0.978310384684111,-2.220446049250313e-16,5.060396546241464e-13,single-factor boundary,finite deterministic floating-point reconnaissance
43,true,0,0.38262891253023407,11.605848454449256770,0.7928055172206617,0.980325819344466,0.980361033080764,3.521373629800095e-05,-1.3322676295501878e-15,6.761258219967203e-14,symmetric product interior,finite deterministic floating-point reconnaissance
44,false,8,0.38262447236693825,0.0013546948944996052451,0.7975077991913497,0.9919983256859922,0.010506553176650417,0.9814917725093418,-1.1945999744966684e-13,-2.40666597761674e-10,single-factor boundary,finite deterministic floating-point reconnaissance
45,true,0,0.3826289125303336,11.605848714573758267,0.7928055736982418,0.9803299541905054,0.9803569046034782,2.695041297284817e-05,-4.440892098500626e-15,1.1213252548714081e-14,symmetric product interior,finite deterministic floating-point reconnaissance
46,true,0,0.382628912530475,11.605849084126702219,0.7928055225644591,0.9803446108493123,0.9803422671226392,2.343726673181834e-06,-1.554312234475219e-14,7.072120666862247e-14,symmetric product interior,finite deterministic floating-point reconnaissance
47,true,0,0.3826289125303795,11.605848834534720978,0.7928055452766357,0.9803544339389209,0.9803324321827444,2.2001756176504017e-05,2.220446049250313e-16,-1.4654943925052066e-14,symmetric product interior,finite deterministic floating-point reconnaissance
48,false,8,0.38262891253045134,11.605849022290615558,0.7928055427615371,0.9803376206086253,0.980349253046481,1.1632437855735311e-05,-2.19824158875781e-14,-1.602717958348876e-12,symmetric product interior,finite deterministic floating-point reconnaissance
49,false,8,0.38262447240179065,0.0014457826386567295989,0.797506090185975,0.9919983062063368,0.010851362806922052,0.9811469433994148,-5.693223670277803e-13,-1.4583889651476056e-12,single-factor boundary,finite deterministic floating-point reconnaissance
50,true,0,0.38262891253045467,11.605849030993665794,0.7928056392097754,0.9803480465813214,0.9803388205541428,9.22602717856602e-06,-1.1102230246251565e-15,-4.440892098500626e-15,symmetric product interior,finite deterministic floating-point reconnaissance
51,true,0,0.38262454643355004,0.19492990306703780274,0.7969421289070685,0.991989512115439,0.12546674092124566,0.8665227711941933,-2.220446049250313e-16,-1.0436096431476471e-14,other,finite deterministic floating-point reconnaissance
52,true,0,0.3826289125302577,11.605848516206937574,0.7928056201370345,0.9803267536018174,0.9803600934421215,3.333984030406967e-05,-1.9984014443252818e-15,-4.440892098500626e-15,symmetric product interior,finite deterministic floating-point reconnaissance
53,true,0,0.38262891253046183,11.605849049706530566,0.7928054972514038,0.9803471633063106,0.9803397156026378,7.44770367278047e-06,0.0,-3.552713678800501e-15,symmetric product interior,finite deterministic floating-point reconnaissance
54,true,0,0.3826244726270174,0.0020344191911277389856,0.7974961896560299,0.012863639405582297,0.9919981904643742,0.9791345510587919,2.220446049250313e-16,6.128431095930864e-14,single-factor boundary,finite deterministic floating-point reconnaissance
55,true,0,0.3826289125304581,11.605849039958068890,0.7928055032875874,0.9803391198419279,0.9803477581900684,8.638348140466157e-06,4.440892098500626e-16,-1.9095836023552692e-14,symmetric product interior,finite deterministic floating-point reconnaissance
56,true,0,0.38262891253041476,11.605848926687739393,0.7928055285050288,0.9803521867318019,0.9803346844458377,1.7502285964199338e-05,-4.884981308350689e-15,2.731148640577885e-14,symmetric product interior,finite deterministic floating-point reconnaissance
57,true,0,0.38262448515476827,0.034776054375813787573,0.797298528740994,0.991995615624363,0.05301971702025562,0.9389758986041074,-1.5543122344752192e-15,-7.327471962526033e-15,single-factor boundary,finite deterministic floating-point reconnaissance
58,false,8,0.38262891253040293,11.605848895769696062,0.7928055384797138,0.9803329685111032,0.9803538991117788,2.0930600675650446e-05,-6.927791673660977e-14,-1.4621637234313312e-12,symmetric product interior,finite deterministic floating-point reconnaissance
59,true,0,0.38262891127017873,11.602555263781361924,0.7928063168886043,0.9815551879613298,0.9789940575081386,0.002561130453191174,-6.661338147750939e-16,-2.6645352591003757e-15,symmetric product interior,finite deterministic floating-point reconnaissance
60,false,8,0.38262891253048675,11.605849114835663262,0.7928055365837139,0.9803433263850239,0.9803435506003104,2.2421528655947043e-07,-6.683542608243442e-14,-1.6786572132332367e-13,symmetric product interior,finite deterministic floating-point reconnaissance
61,true,0,0.38262891253012904,11.605848179950347977,0.7928055312805291,0.9803646084696199,0.9803222311601597,4.237730946021756e-05,-1.1102230246251565e-14,4.463096558993129e-14,symmetric product interior,finite deterministic floating-point reconnaissance
62,true,0,0.38262891252895354,11.605845107747479403,0.7928055319103954,0.9802989565643917,0.9803877549354018,8.879837101005705e-05,-8.881784197001252e-16,-1.199040866595169e-14,symmetric product interior,finite deterministic floating-point reconnaissance
63,true,0,0.38262891253015996,11.605848260760652270,0.7928055480130559,0.9803232183263763,0.9803636234232226,4.040509684632987e-05,-8.215650382226158e-15,3.8902214782865485e-13,symmetric product interior,finite deterministic floating-point reconnaissance
64,true,0,0.38262447431152136,0.0064369184663610898066,0.7974470775280508,0.02284003981383735,0.991997598893721,0.9691575590798837,-1.0436096431476471e-14,1.616484723854228e-13,single-factor boundary,finite deterministic floating-point reconnaissance
