panel,series,record,component_i,component_j,mode,parameter,x,y,exact_value,q_polynomial,coefficient_map,small_s_order,leading_coefficient,evidence_class,source_primary_path,source_independent_path,normalization,primary_sha256,independent_sha256
A,resolved,resolved-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-1""},""smallS"":{""leadingCoefficient"":""-1"",""order"":0}}",-q^3*K,"{""3"":""-1""}",0,-1,exact-two-path-certificate,commonCore.compressedTarget.resolved.0.1,commonCore.compressedTarget.resolved.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,resolved,resolved-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-1""},""smallS"":{""leadingCoefficient"":""-1"",""order"":0}}",-q^3*K,"{""3"":""-1""}",0,-1,exact-two-path-certificate,commonCore.compressedTarget.resolved.1.0,commonCore.compressedTarget.resolved.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,resolved,resolved-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",-q^3*K,{},infinity,0,exact-two-path-certificate,commonCore.compressedTarget.resolved.1.1,commonCore.compressedTarget.resolved.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chi,chi-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-2"",""5"":""2""},""smallS"":{""leadingCoefficient"":""-4"",""order"":1}}",(q^3-q^5)*K,"{""3"":""-2"",""5"":""2""}",1,-4,exact-two-path-certificate,commonCore.compressedTarget.chi.0.0,commonCore.compressedTarget.chi.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chi,chi-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""1"",""5"":""-1""},""smallS"":{""leadingCoefficient"":""2"",""order"":1}}",(q^3-q^5)*K,"{""3"":""1"",""5"":""-1""}",1,2,exact-two-path-certificate,commonCore.compressedTarget.chi.0.1,commonCore.compressedTarget.chi.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chi,chi-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""1"",""5"":""-1""},""smallS"":{""leadingCoefficient"":""2"",""order"":1}}",(q^3-q^5)*K,"{""3"":""1"",""5"":""-1""}",1,2,exact-two-path-certificate,commonCore.compressedTarget.chi.1.0,commonCore.compressedTarget.chi.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chi,chi-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",(q^3-q^5)*K,{},infinity,0,exact-two-path-certificate,commonCore.compressedTarget.chi.1.1,commonCore.compressedTarget.chi.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chiSignPairDifference,chiSignPairDifference-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-4"",""5"":""4""},""smallS"":{""leadingCoefficient"":""-8"",""order"":1}}",2*(q^3-q^5)*K,"{""3"":""-4"",""5"":""4""}",1,-8,exact-two-path-certificate,commonCore.compressedTarget.signPairDifference.0.0,commonCore.compressedTarget.signPairDifference.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chiSignPairDifference,chiSignPairDifference-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}",2*(q^3-q^5)*K,"{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,commonCore.compressedTarget.signPairDifference.0.1,commonCore.compressedTarget.signPairDifference.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chiSignPairDifference,chiSignPairDifference-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}",2*(q^3-q^5)*K,"{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,commonCore.compressedTarget.signPairDifference.1.0,commonCore.compressedTarget.signPairDifference.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
A,chiSignPairDifference,chiSignPairDifference-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",2*(q^3-q^5)*K,{},infinity,0,exact-two-path-certificate,commonCore.compressedTarget.signPairDifference.1.1,commonCore.compressedTarget.signPairDifference.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,localKappaFlux,localKappaFlux-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""4"",""5"":""-6"",""9"":""2""},""smallS"":{""leadingCoefficient"":""24"",""order"":2}}","q^3*(1-q^2)^2*(q^2+2)*[[2,-3],[-3,4]]","{""3"":""4"",""5"":""-6"",""9"":""2""}",2,24,exact-two-path-certificate,commonCore.fourSiteTarget.localKappaFlux.0.0,commonCore.fourSiteTarget.localKappaFlux.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,localKappaFlux,localKappaFlux-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-6"",""5"":""9"",""9"":""-3""},""smallS"":{""leadingCoefficient"":""-36"",""order"":2}}","q^3*(1-q^2)^2*(q^2+2)*[[2,-3],[-3,4]]","{""3"":""-6"",""5"":""9"",""9"":""-3""}",2,-36,exact-two-path-certificate,commonCore.fourSiteTarget.localKappaFlux.0.1,commonCore.fourSiteTarget.localKappaFlux.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,localKappaFlux,localKappaFlux-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-6"",""5"":""9"",""9"":""-3""},""smallS"":{""leadingCoefficient"":""-36"",""order"":2}}","q^3*(1-q^2)^2*(q^2+2)*[[2,-3],[-3,4]]","{""3"":""-6"",""5"":""9"",""9"":""-3""}",2,-36,exact-two-path-certificate,commonCore.fourSiteTarget.localKappaFlux.1.0,commonCore.fourSiteTarget.localKappaFlux.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,localKappaFlux,localKappaFlux-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""8"",""5"":""-12"",""9"":""4""},""smallS"":{""leadingCoefficient"":""48"",""order"":2}}","q^3*(1-q^2)^2*(q^2+2)*[[2,-3],[-3,4]]","{""3"":""8"",""5"":""-12"",""9"":""4""}",2,48,exact-two-path-certificate,commonCore.fourSiteTarget.localKappaFlux.1.1,commonCore.fourSiteTarget.localKappaFlux.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureDiffusion,pressureDiffusion-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""4"",""5"":""-4""},""smallS"":{""leadingCoefficient"":""8"",""order"":1}}","q^3*(1-q^2)*[[4,2],[2,-8]]","{""3"":""4"",""5"":""-4""}",1,8,exact-two-path-certificate,commonCore.fourSiteTarget.pressureDiffusion.0.0,commonCore.fourSiteTarget.pressureDiffusion.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureDiffusion,pressureDiffusion-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}","q^3*(1-q^2)*[[4,2],[2,-8]]","{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,commonCore.fourSiteTarget.pressureDiffusion.0.1,commonCore.fourSiteTarget.pressureDiffusion.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureDiffusion,pressureDiffusion-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}","q^3*(1-q^2)*[[4,2],[2,-8]]","{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,commonCore.fourSiteTarget.pressureDiffusion.1.0,commonCore.fourSiteTarget.pressureDiffusion.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureDiffusion,pressureDiffusion-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-8"",""5"":""8""},""smallS"":{""leadingCoefficient"":""-16"",""order"":1}}","q^3*(1-q^2)*[[4,2],[2,-8]]","{""3"":""-8"",""5"":""8""}",1,-16,exact-two-path-certificate,commonCore.fourSiteTarget.pressureDiffusion.1.1,commonCore.fourSiteTarget.pressureDiffusion.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureStrainXi,pressureStrainXi-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-4"",""5"":""4""},""smallS"":{""leadingCoefficient"":""-8"",""order"":1}}","q^3*(1-q^2)*[[-4,0],[0,4]]","{""3"":""-4"",""5"":""4""}",1,-8,exact-two-path-certificate,commonCore.fourSiteTarget.pressureStrainXi.0.0,commonCore.fourSiteTarget.pressureStrainXi.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureStrainXi,pressureStrainXi-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}","q^3*(1-q^2)*[[-4,0],[0,4]]",{},infinity,0,exact-two-path-certificate,commonCore.fourSiteTarget.pressureStrainXi.0.1,commonCore.fourSiteTarget.pressureStrainXi.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureStrainXi,pressureStrainXi-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}","q^3*(1-q^2)*[[-4,0],[0,4]]",{},infinity,0,exact-two-path-certificate,commonCore.fourSiteTarget.pressureStrainXi.1.0,commonCore.fourSiteTarget.pressureStrainXi.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,pressureStrainXi,pressureStrainXi-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""4"",""5"":""-4""},""smallS"":{""leadingCoefficient"":""8"",""order"":1}}","q^3*(1-q^2)*[[-4,0],[0,4]]","{""3"":""4"",""5"":""-4""}",1,8,exact-two-path-certificate,commonCore.fourSiteTarget.pressureStrainXi.1.1,commonCore.fourSiteTarget.pressureStrainXi.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,combinedPressure,combinedPressure-11,1,1,"h*=(1,2,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}","q^3*(1-q^2)*[[0,2],[2,-4]]",{},infinity,0,exact-two-path-certificate,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.0.0,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,combinedPressure,combinedPressure-12,1,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}","q^3*(1-q^2)*[[0,2],[2,-4]]","{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.0.1,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,combinedPressure,combinedPressure-21,2,1,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""2"",""5"":""-2""},""smallS"":{""leadingCoefficient"":""4"",""order"":1}}","q^3*(1-q^2)*[[0,2],[2,-4]]","{""3"":""2"",""5"":""-2""}",1,4,exact-two-path-certificate,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.1.0,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
B,combinedPressure,combinedPressure-22,2,2,"h*=(1,2,0)",,,,"{""coefficients"":{""3"":""-4"",""5"":""4""},""smallS"":{""leadingCoefficient"":""-8"",""order"":1}}","q^3*(1-q^2)*[[0,2],[2,-4]]","{""3"":""-4"",""5"":""4""}",1,-8,exact-two-path-certificate,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.1.1,derived:commonCore.fourSiteTarget.pressureDiffusion+pressureStrainXi.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,contractedKappaFlux,contractedKappaFlux-11,1,1,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.contractedKappaFlux.0.0,commonCore.sixSiteZeroMode.contractedKappaFlux.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,contractedKappaFlux,contractedKappaFlux-12,1,2,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.contractedKappaFlux.0.1,commonCore.sixSiteZeroMode.contractedKappaFlux.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,contractedKappaFlux,contractedKappaFlux-21,2,1,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.contractedKappaFlux.1.0,commonCore.sixSiteZeroMode.contractedKappaFlux.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,contractedKappaFlux,contractedKappaFlux-22,2,2,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.contractedKappaFlux.1.1,commonCore.sixSiteZeroMode.contractedKappaFlux.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureDiffusion,pressureDiffusion-11,1,1,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureDiffusion.0.0,commonCore.sixSiteZeroMode.pressureDiffusion.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureDiffusion,pressureDiffusion-12,1,2,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureDiffusion.0.1,commonCore.sixSiteZeroMode.pressureDiffusion.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureDiffusion,pressureDiffusion-21,2,1,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureDiffusion.1.0,commonCore.sixSiteZeroMode.pressureDiffusion.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureDiffusion,pressureDiffusion-22,2,2,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}",0,{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureDiffusion.1.1,commonCore.sixSiteZeroMode.pressureDiffusion.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureStrainXi,pressureStrainXi-11,1,1,"h=(0,0,0)",,,,"{""coefficients"":{""0"":""-48"",""4"":""48""},""smallS"":{""leadingCoefficient"":""-192"",""order"":1}}","(1-q^4)*diag(-48,48,0)","{""0"":""-48"",""4"":""48""}",1,-192,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureStrainXi.0.0,commonCore.sixSiteZeroMode.pressureStrainXi.0.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureStrainXi,pressureStrainXi-12,1,2,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}","(1-q^4)*diag(-48,48,0)",{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureStrainXi.0.1,commonCore.sixSiteZeroMode.pressureStrainXi.0.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureStrainXi,pressureStrainXi-21,2,1,"h=(0,0,0)",,,,"{""coefficients"":{},""smallS"":{""leadingCoefficient"":""0"",""order"":""infinity""}}","(1-q^4)*diag(-48,48,0)",{},infinity,0,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureStrainXi.1.0,commonCore.sixSiteZeroMode.pressureStrainXi.1.0,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
C,pressureStrainXi,pressureStrainXi-22,2,2,"h=(0,0,0)",,,,"{""coefficients"":{""0"":""48"",""4"":""-48""},""smallS"":{""leadingCoefficient"":""192"",""order"":1}}","(1-q^4)*diag(-48,48,0)","{""0"":""48"",""4"":""-48""}",1,192,exact-two-path-certificate,commonCore.sixSiteZeroMode.pressureStrainXi.1.1,commonCore.sixSiteZeroMode.pressureStrainXi.1.1,q=exp(-s); normalized Haar measure on T^3,e024ea767ff146ee2e53455522e6c0ab2c59608e74038673cc8a6fca0271b0c4,0c40808136b532b536a871184a9937b7a29c436e04ef0235e607964b0ebec1d0
