t,H11Minus,H11Plus
0.333333333333,-1.0705882352941176,-0.92941176470588238
0.341666666667,-1.0741617647058823,-0.92583823529411768
0.35,-1.0778235294117646,-0.92217647058823526
0.358333333333,-1.0815735294117648,-0.91842647058823534
0.366666666667,-1.0854117647058823,-0.9145882352941177
0.375,-1.0893382352941177,-0.91066176470588234
0.383333333333,-1.0933529411764706,-0.90664705882352947
0.391666666667,-1.0974558823529412,-0.90254411764705877
0.4,-1.1016470588235294,-0.89835294117647058
0.408333333333,-1.1059264705882352,-0.89407352941176477
0.416666666667,-1.1102941176470589,-0.88970588235294112
0.425,-1.1147499999999999,-0.88524999999999998
0.433333333333,-1.1192941176470588,-0.88070588235294123
0.441666666667,-1.1239264705882352,-0.87607352941176475
0.45,-1.1286470588235293,-0.87135294117647055
0.458333333333,-1.133455882352941,-0.86654411764705885
0.466666666667,-1.1383529411764706,-0.86164705882352943
0.475,-1.1433382352941177,-0.8566617647058824
0.483333333333,-1.1484117647058822,-0.85158823529411765
0.491666666667,-1.1535735294117646,-0.84642647058823528
0.5,-1.1588235294117646,-0.8411764705882353
0.508333333333,-1.1641617647058824,-0.8358382352941176
0.516666666667,-1.1695882352941176,-0.8304117647058824
0.525,-1.1751029411764706,-0.82489705882352937
0.533333333333,-1.180705882352941,-0.81929411764705884
0.541666666667,-1.1863970588235293,-0.8136029411764707
0.55,-1.1921764705882354,-0.80782352941176472
0.558333333333,-1.1980441176470589,-0.80195588235294113
0.566666666667,-1.204,-0.79600000000000004
0.575,-1.2100441176470587,-0.78995588235294123
0.583333333333,-1.2161764705882354,-0.7838235294117647
0.591666666667,-1.2223970588235293,-0.77760294117647066
0.6,-1.2287058823529411,-0.77129411764705891
0.608333333333,-1.2351029411764705,-0.76489705882352943
0.616666666667,-1.2415882352941177,-0.75841176470588234
0.625,-1.2481617647058822,-0.75183823529411764
0.633333333333,-1.2548235294117647,-0.74517647058823533
0.641666666667,-1.2615735294117647,-0.7384264705882353
0.65,-1.2684117647058823,-0.73158823529411765
0.658333333333,-1.2753382352941176,-0.72466176470588239
0.666666666667,-1.2823529411764705,-0.71764705882352953
0.675,-1.2894558823529412,-0.71054411764705883
0.683333333333,-1.2966470588235293,-0.70335294117647063
0.691666666667,-1.3039264705882352,-0.69607352941176481
0.7,-1.3112941176470587,-0.68870588235294128
0.708333333333,-1.3187500000000001,-0.68124999999999991
0.716666666667,-1.3262941176470588,-0.67370588235294115
0.725,-1.3339264705882352,-0.66607352941176479
0.733333333333,-1.3416470588235294,-0.65835294117647059
0.741666666667,-1.3494558823529412,-0.65054411764705877
0.75,-1.3573529411764707,-0.64264705882352946
0.758333333333,-1.3653382352941177,-0.63466176470588231
0.766666666667,-1.3734117647058823,-0.62658823529411767
0.775,-1.3815735294117648,-0.61842647058823519
0.783333333333,-1.3898235294117647,-0.61017647058823532
0.791666666667,-1.3981617647058822,-0.60183823529411773
0.8,-1.4065882352941177,-0.59341176470588231
0.808333333333,-1.4151029411764706,-0.58489705882352938
0.816666666667,-1.4237058823529412,-0.57629411764705885
0.825,-1.4323970588235293,-0.5676029411764707
0.833333333333,-1.4411764705882353,-0.55882352941176472
0.841666666667,-1.4500441176470589,-0.54995588235294113
0.85,-1.4589999999999999,-0.54100000000000015
0.858333333333,-1.4680441176470587,-0.53195588235294133
0.866666666667,-1.4771764705882353,-0.52282352941176469
0.875,-1.4863970588235293,-0.51360294117647065
0.883333333333,-1.495705882352941,-0.50429411764705889
0.891666666667,-1.5051029411764705,-0.49489705882352952
0.9,-1.5145882352941178,-0.48541176470588232
0.908333333333,-1.5241617647058823,-0.47583823529411773
0.916666666667,-1.5338235294117646,-0.46617647058823541
0.925,-1.5435735294117645,-0.45642647058823538
0.933333333333,-1.5534117647058823,-0.44658823529411762
0.941666666667,-1.5633382352941174,-0.43666176470588247
0.95,-1.5733529411764704,-0.42664705882352949
0.958333333333,-1.5834558823529412,-0.41654411764705879
0.966666666667,-1.5936470588235294,-0.40635294117647069
0.975,-1.6039264705882352,-0.39607352941176477
0.983333333333,-1.6142941176470589,-0.38570588235294123
0.991666666667,-1.6247500000000001,-0.37524999999999997
1,-1.6352941176470588,-0.36470588235294121
1.00833333333,-1.6459264705882353,-0.35407352941176473
1.01666666667,-1.6566470588235294,-0.34335294117647064
1.025,-1.6674558823529411,-0.33254411764705893
1.03333333333,-1.6783529411764704,-0.32164705882352962
1.04166666667,-1.6893382352941178,-0.31066176470588225
1.05,-1.7004117647058823,-0.29958823529411771
1.05833333333,-1.7115735294117647,-0.28842647058823523
1.06666666667,-1.7228235294117646,-0.27717647058823536
1.075,-1.7341617647058822,-0.26583823529411776
1.08333333333,-1.7455882352941174,-0.25441176470588256
1.09166666667,-1.7571029411764703,-0.24289705882352963
1.1,-1.7687058823529411,-0.23129411764705876
1.10833333333,-1.7803970588235294,-0.2196029411764705
1.11666666667,-1.7921764705882353,-0.20782352941176474
1.125,-1.8040441176470587,-0.19595588235294126
1.13333333333,-1.8159999999999998,-0.18400000000000016
1.14166666667,-1.8280441176470588,-0.17195588235294124
1.15,-1.8401764705882351,-0.15982352941176492
1.15833333333,-1.852397058823529,-0.14760294117647088
1.16666666667,-1.8647058823529412,-0.13529411764705868
1.175,-1.8771029411764708,-0.1228970588235293
1.18333333333,-1.8895882352941176,-0.11041176470588243
1.19166666667,-1.9021617647058822,-0.097838235294117726
1.2,-1.9148235294117646,-0.085176470588235409
1.20833333333,-1.9275735294117644,-0.072426470588235481
1.21666666667,-1.9404117647058823,-0.059588235294117831
1.225,-1.9533382352941178,-0.046661764705882236
1.23333333333,-1.9663529411764706,-0.033647058823529363
1.24166666667,-1.9794558823529411,-0.020544117647058879
1.25,-1.9926470588235294,-0.0073529411764706731
1.25833333333,-2.0059264705882351,0.0059264705882351443
1.26666666667,-2.0192941176470587,0.019294117647058684
1.275,-2.0327500000000001,0.032749999999999835
1.28333333333,-2.0462941176470588,0.046294117647058597
1.29166666667,-2.0599264705882354,0.059926470588235414
1.3,-2.0736470588235294,0.073647058823529399
1.30833333333,-2.0874558823529412,0.087455882352941217
1.31666666667,-2.1013529411764704,0.10135294117647042
1.325,-2.1153382352941179,0.11533823529411769
1.33333333333,-2.1294117647058819,0.12941176470588212
1.34166666667,-2.1435735294117642,0.14357352941176438
1.35,-2.1578235294117647,0.1578235294117647
1.35833333333,-2.1721617647058826,0.1721617647058824
1.36666666667,-2.1865882352941175,0.1865882352941175
1.375,-2.2011029411764707,0.20110294117647043
1.38333333333,-2.2157058823529407,0.21570588235294097
1.39166666667,-2.2303970588235291,0.23039705882352934
1.4,-2.2451764705882349,0.24517647058823511
1.40833333333,-2.2600441176470585,0.26004411764705848
1.41666666667,-2.2750000000000004,0.27500000000000013
1.425,-2.2900441176470587,0.29004411764705873
1.43333333333,-2.3051764705882354,0.30517647058823516
1.44166666667,-2.3203970588235294,0.32039705882352942
1.45,-2.3357058823529409,0.33570588235294108
1.45833333333,-2.3511029411764701,0.35110294117647034
1.46666666667,-2.3665882352941177,0.36658823529411744
1.475,-2.3821617647058826,0.38216176470588237
1.48333333333,-2.3978235294117649,0.39782352941176469
1.49166666667,-2.4135735294117646,0.41357352941176462
1.5,-2.4294117647058822,0.42941176470588216
1.50833333333,-2.4453382352941171,0.44533823529411731
1.51666666667,-2.4613529411764707,0.46135294117647052
1.525,-2.4774558823529409,0.4774558823529409
1.53333333333,-2.4936470588235293,0.49364705882352911
1.54166666667,-2.5099264705882351,0.50992647058823515
1.55,-2.5262941176470592,0.52629411764705902
1.55833333333,-2.5427499999999998,0.54275000000000007
1.56666666667,-2.5592941176470587,0.55929411764705872
1.575,-2.575926470588235,0.57592647058823521
1.58333333333,-2.5926470588235291,0.59264705882352908
1.59166666667,-2.6094558823529406,0.60945588235294079
1.6,-2.6263529411764708,0.62635294117647078
1.60833333333,-2.6433382352941175,0.64333823529411749
1.61666666667,-2.6604117647058825,0.66041176470588225
1.625,-2.6775735294117649,0.67757352941176463
1.63333333333,-2.6948235294117646,0.69482352941176462
1.64166666667,-2.7121617647058818,0.71216176470588199
1.65,-2.7295882352941172,0.72958823529411743
1.65833333333,-2.74710294117647,0.74710294117647025
1.66666666667,-2.7647058823529411,0.76470588235294135
1.675,-2.7823970588235296,0.78239705882352939
1.68333333333,-2.8001764705882355,0.80017647058823527
1.69166666667,-2.8180441176470588,0.81804411764705875
1.7,-2.8359999999999994,0.83599999999999963
1.70833333333,-2.8540441176470583,0.85404411764705856
1.71666666667,-2.8721764705882347,0.87217647058823489
1.725,-2.8903970588235293,0.89039705882352904
1.73333333333,-2.9087058823529413,0.90870588235294125
1.74166666667,-2.9271029411764706,0.92710294117647063
1.75,-2.9455882352941174,0.94558823529411762
1.75833333333,-2.9641617647058824,0.96416176470588222
1.76666666667,-2.9828235294117644,0.98282352941176443
1.775,-3.0015735294117643,1.0015735294117643
1.78333333333,-3.0204117647058819,1.0204117647058819
1.79166666667,-3.0393382352941178,1.0393382352941178
1.8,-3.0583529411764707,1.0583529411764707
1.80833333333,-3.0774558823529414,1.0774558823529414
1.81666666667,-3.0966470588235291,1.0966470588235291
1.825,-3.115926470588235,1.115926470588235
1.83333333333,-3.1352941176470583,1.1352941176470583
1.84166666667,-3.1547499999999995,1.1547499999999995
1.85,-3.1742941176470585,1.1742941176470585
1.85833333333,-3.1939264705882353,1.1939264705882353
1.86666666667,-3.2136470588235295,1.2136470588235295
1.875,-3.2334558823529411,1.2334558823529411
1.88333333333,-3.2533529411764701,1.2533529411764701
1.89166666667,-3.2733382352941174,1.2733382352941174
1.9,-3.293411764705882,1.293411764705882
1.90833333333,-3.3135735294117645,1.3135735294117645
1.91666666667,-3.3338235294117649,1.3338235294117649
1.925,-3.3541617647058826,1.3541617647058826
1.93333333333,-3.3745882352941172,1.3745882352941172
1.94166666667,-3.3951029411764702,1.3951029411764702
1.95,-3.4157058823529409,1.4157058823529409
1.95833333333,-3.4363970588235291,1.4363970588235291
1.96666666667,-3.4571764705882351,1.4571764705882351
1.975,-3.4780441176470585,1.4780441176470585
1.98333333333,-3.4990000000000001,1.4990000000000001
1.99166666667,-3.5200441176470587,1.5200441176470587
2,-3.5411764705882351,1.5411764705882351
