panel,series,x,value,category,formula,evidenceClass
A,centerAtom,-2.8693212902786778,0.62604388255331811,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.8693212902786778,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.8693212902786778,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.8483773392547458,0.3640598710397876,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.8483773392547458,0.63594012896021235,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.8483773392547458,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.8483773392547458,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.8274333882308138,0.35412373975003025,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.8274333882308138,0.6458762602499698,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.8274333882308138,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.8274333882308138,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.8064894372068818,0.34414667281295741,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.8064894372068818,0.6558533271870427,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.8064894372068818,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.8064894372068818,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.7855454861829498,0.33412805238727322,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.7855454861829498,0.66587194761272683,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.7855454861829498,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.7855454861829498,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.7646015351590179,0.32406774288525397,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.7646015351590179,0.67593225711474603,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.7646015351590179,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.7646015351590179,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.7436575841350859,0.31396614423254759,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.7436575841350859,0.68603385576745235,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.7436575841350859,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.7436575841350859,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.7227136331111539,0.30382424922331486,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.7227136331111539,0.69617575077668514,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.7227136331111539,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.7227136331111539,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.7017696820872219,0.29364370508750565,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.7017696820872219,0.70635629491249441,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.7017696820872219,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.7017696820872219,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.6808257310632904,0.28342687932200938,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.6808257310632904,0.71657312067799062,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.6808257310632904,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.6808257310632904,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.6598817800393584,0.27317692975314817,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.6598817800393584,0.72682307024685178,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.6598817800393584,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.6598817800393584,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.6389378290154264,0.26289787869077674,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.6389378290154264,0.73710212130922337,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.6389378290154264,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.6389378290154264,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.617993877991494,0.25259469089983888,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.617993877991494,0.74740530910016112,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.617993877991494,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.617993877991494,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.5970499269675624,0.24227335494907562,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.5970499269675624,0.75772664505092446,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.5970499269675624,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.5970499269675624,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.5761059759436304,0.23194096729365396,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.5761059759436304,0.76805903270634612,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.5761059759436304,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.5761059759436304,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.5551620249196985,0.22160581820364614,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.5551620249196985,0.77839418179635389,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.5551620249196985,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.5551620249196985,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.5342180738957665,0.21127747835826974,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.5342180738957665,0.7887225216417304,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.5342180738957665,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.5342180738957665,1.0000000000000002,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.5132741228718345,0.20096688458162568,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.5132741228718345,0.79903311541837441,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.5132741228718345,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.5132741228718345,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.4923301718479025,0.19068642279494061,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.4923301718479025,0.80931357720505936,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.4923301718479025,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.4923301718479025,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.4713862208239705,0.18045000579981216,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.4713862208239705,0.81954999420018793,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.4713862208239705,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.4713862208239705,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.4504422698000385,0.17027314298527566,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.4504422698000385,0.82972685701472437,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.4504422698000385,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.4504422698000385,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.4294983187761066,0.16017299846999641,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.4294983187761066,0.83982700153000356,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.4294983187761066,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.4294983187761066,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.408554367752175,0.15016843355475054,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.408554367752175,0.84983156644524949,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.408554367752175,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.408554367752175,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.3876104167282426,0.1402800286799665,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.3876104167282426,0.85971997132003353,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.3876104167282426,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.3876104167282426,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.3666664657043111,0.13053007937567143,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.3666664657043111,0.8694699206243286,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.3666664657043111,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.3666664657043111,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.3457225146803791,0.12094255998253495,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.3457225146803791,0.87905744001746511,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.3457225146803791,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.3457225146803791,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.3247785636564471,0.1115430482493507,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.3247785636564471,0.8884569517506492,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.3247785636564471,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.3247785636564471,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.3038346126325151,0.10235860332349012,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.3038346126325151,0.89764139667650988,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.3038346126325151,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.3038346126325151,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.2828906616085831,0.093417589210851762,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.2828906616085831,0.90658241078914836,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.2828906616085831,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.2828906616085831,1.0000000000000002,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.2619467105846511,0.084749435571643342,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.2619467105846511,0.91525056442835673,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.2619467105846511,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.2619467105846511,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.2410027595607191,0.076384327837391075,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.2410027595607191,0.92361567216260887,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.2410027595607191,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.2410027595607191,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.2200588085367872,0.068352819201399809,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.2200588085367872,0.93164718079860032,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.2200588085367872,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.2200588085367872,1.0000000000000002,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.1991148575128552,0.060685358186845492,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.1991148575128552,0.93931464181315449,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.1991148575128552,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.1991148575128552,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.1781709064889232,0.05341172738820725,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.1781709064889232,0.94658827261179279,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.1781709064889232,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.1781709064889232,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.1572269554649912,0.046560391780737335,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.1572269554649912,0.95343960821926266,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.1572269554649912,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.1572269554649912,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.1362830044410592,0.040157758874593968,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.1362830044410592,0.95984224112540617,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.1362830044410592,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.1362830044410592,1.0000000000000002,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.1153390534171272,0.034227358129243317,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.1153390534171272,0.96577264187075673,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.1153390534171272,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.1153390534171272,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.0943951023931953,0.028788953600047445,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.0943951023931953,0.97121104639995259,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.0943951023931953,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.0943951023931953,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.0734511513692633,0.023857611890891261,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.0734511513692633,0.97614238810910869,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.0734511513692633,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.0734511513692633,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.0525072003453317,0.01944275720401548,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.0525072003453317,0.98055724279598455,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.0525072003453317,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.0525072003453317,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.0315632493213993,0.015547256580957408,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.0315632493213993,0.98445274341904254,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.0315632493213993,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.0315632493213993,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-2.0106192982974678,0.012166591120549882,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-2.0106192982974678,0.98783340887945015,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-2.0106192982974678,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-2.0106192982974678,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.9896753472735356,0.0092881825693651165,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.9896753472735356,0.99071181743063486,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.9896753472735356,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.9896753472735356,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.9687313962496036,0.0068909582788596983,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.9687313962496036,0.99310904172114034,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.9687313962496036,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.9687313962496036,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.9477874452256718,0.0049452494408406293,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.9477874452256718,0.99505475055915937,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.9477874452256718,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.9477874452256718,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.9268434942017398,0.0034131249057818684,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.9268434942017398,0.99658687509421817,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.9268434942017398,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.9268434942017398,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.9058995431778079,0.0022492611659474023,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.9058995431778079,0.99775073883405252,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.9058995431778079,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.9058995431778079,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.8849555921538759,0.001402431287281297,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.8849555921538759,0.99859756871271865,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.8849555921538759,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.8849555921538759,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.8640116411299439,0.00081765206680858209,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.8640116411299439,0.99918234793319138,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.8640116411299439,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.8640116411299439,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.8430676901060119,0.00043894806016181567,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.8430676901060119,0.99956105193983813,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.8430676901060119,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.8430676901060119,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.8221237390820799,0.0002125639683754206,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.8221237390820799,0.99978743603162445,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.8221237390820799,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.8221237390820799,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.8011797880581482,9.0285074337280045e-05,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.8011797880581482,0.99990971492566272,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.8011797880581482,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.8011797880581482,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.7802358370342162,3.2338906945279397e-05,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.7802358370342162,0.99996766109305479,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.7802358370342162,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.7802358370342162,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.7592918860102842,9.2289870624578856e-06,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.7592918860102842,0.99999077101293754,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.7592918860102842,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.7592918860102842,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.7383479349863522,1.9270628520107765e-06,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.7383479349863522,0.99999807293714793,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.7383479349863522,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.7383479349863522,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.7174039839624202,2.5750766007453876e-07,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.7174039839624202,0.99999974249233992,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.7174039839624202,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.7174039839624202,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.6964600329384882,1.7615593423812826e-08,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.6964600329384882,0.99999998238440657,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.6964600329384882,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.6964600329384882,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.6755160819145565,4.1278490854168539e-10,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.6755160819145565,0.99999999958721497,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.6755160819145565,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.6755160819145565,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.6545721308906243,1.4834829953172435e-12,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.6545721308906243,0.99999999999851641,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.6545721308906243,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.6545721308906243,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.6336281798666925,1.2539228117871218e-16,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.6336281798666925,0.99999999999999978,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.6336281798666925,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.6336281798666925,0.99999999999999989,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.6126842288427605,8.990450377611862e-25,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.6126842288427605,1,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.6126842288427605,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.6126842288427605,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.5917402778188285,3.3364269993393333e-49,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.5917402778188285,1,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.5917402778188285,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.5917402778188285,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.5707963267948966,0,partition profile,translated h atom,explicit C-infinity partition
A,centerAtom,-1.5707963267948966,1,partition profile,translated h atom,explicit C-infinity partition
A,rightAtom,-1.5707963267948966,0,partition profile,translated h atom,explicit C-infinity partition
A,partitionSum,-1.5707963267948966,1,partition profile,translated h atom,explicit C-infinity partition
A,leftAtom,-1.5498523757709648,0,partition profile,translated h atom,explicit C-infinity partition
