normalizedPhysicalTime,lambda0,lambda1,lambda2,pointwiseMaximum
0.030833333333333334,0.7312926639922451,-0.5739174181981492,-0.907375245794096,0.7312926639922451
0.03166666666666667,0.7302711746217219,-0.5689593092980697,-0.9113118653236523,0.7302711746217219
0.0325,0.7292228106217657,-0.5639924559674048,-0.9152303546543613,0.7292228106217657
0.03333333333333333,0.7281476007338057,-0.5590169943749471,-0.9191306063588585,0.7281476007338057
0.03416666666666667,0.7270455744352636,-0.5540330609254901,-0.9230125135097736,0.7270455744352636
0.035,0.7259167619387474,-0.5490407922560864,-0.9268759696826612,0.7259167619387474
0.035833333333333335,0.7247611941912218,-0.5440403252323038,-0.9307208689589183,0.7247611941912218
0.03666666666666667,0.7235789028731603,-0.5390317969444716,-0.934547105928689,0.7235789028731603
0.037500000000000006,0.7223699203976766,-0.5340153447039224,-0.9383545756937544,0.7223699203976766
0.03833333333333334,0.7211342799096361,-0.5289911060392289,-0.9421431738704072,0.7211342799096361
0.03916666666666667,0.7198720152847468,-0.5239592186924322,-0.9459127965923145,0.7198720152847468
0.04,0.7185831611286311,-0.5189198206152656,-0.9496633405133657,0.7185831611286311
0.04083333333333333,0.7172677527758768,-0.5138730499653726,-0.9533947028105042,0.7172677527758768
0.04166666666666667,0.7159258262890683,-0.5088190451025204,-0.9571067811865479,0.7159258262890683
0.0425,0.7145574184577981,-0.5037579445848054,-0.9607994738729929,0.7145574184577981
0.043333333333333335,0.7131625667976582,-0.49868988716485463,-0.9644726796328037,0.7131625667976582
0.04416666666666667,0.7117413095492113,-0.49361501178602224,-0.9681262977631891,0.7117413095492113
0.045000000000000005,0.7102936856769431,-0.4885334575785807,-0.9717602280983626,0.7102936856769431
0.04583333333333334,0.708819734868193,-0.48344536385590514,-0.9753743710122879,0.708819734868193
0.04666666666666667,0.7073194975320672,-0.4783508701106556,-0.9789686274214119,0.7073194975320672
0.0475,0.7057930147983301,-0.47325011601095107,-0.9825428987873791,0.7057930147983301
0.04833333333333334,0.7042403285162768,-0.46814324139654234,-0.9860970871197348,0.7042403285162768
0.04916666666666667,0.7026614812535863,-0.4630303862749763,-0.9896310949786099,0.7026614812535863
0.05,0.7010565162951535,-0.4579116908177591,-0.9931448254773946,0.7010565162951535
0.050833333333333335,0.6994254776419039,-0.4527872953565122,-0.9966381822853917,0.6994254776419039
0.05166666666666667,0.6977684100095857,-0.44765734037912597,-1.00011106963046,0.6977684100095857
0.052500000000000005,0.6960853588275453,-0.4425219665259073,-1.003563392301638,0.6960853588275453
0.05333333333333334,0.694376370237481,-0.4373813145857244,-1.0069950556517568,0.694376370237481
0.05416666666666667,0.6926414910921784,-0.4322355254921471,-1.0104059656000315,0.6926414910921784
0.055,0.6908807689542255,-0.42708474031958304,-1.0137960286346424,0.6908807689542255
0.05583333333333334,0.6890942520947091,-0.4219291002794094,-1.0171651518152998,0.6890942520947091
0.05666666666666667,0.6872819894918916,-0.416768746716102,-1.0205132427757895,0.6872819894918916
0.0575,0.6854440308298673,-0.41160382110336097,-1.0238402097265067,0.6854440308298673
0.058333333333333334,0.6835804264972017,-0.4064344650402306,-1.0271459614569711,0.6835804264972017
0.05916666666666667,0.6816912275855489,-0.40126082024721904,-1.0304304073383301,0.6816912275855489
0.060000000000000005,0.6797764858882513,-0.3960830285624113,-1.0336934573258403,0.6797764858882513
0.060833333333333336,0.67783625389892,-0.39090123193758247,-1.0369350219613378,0.67783625389892
0.06166666666666667,0.6758705848099947,-0.3857155724343043,-1.0401550123756906,0.6758705848099947
0.0625,0.6738795325112867,-0.38052619222005135,-1.0433533402912354,0.6738795325112867
0.06333333333333334,0.6718631515885005,-0.3753332335643039,-1.0465299180241967,0.6718631515885005
0.06416666666666668,0.6698214973217376,-0.3701368388346469,-1.049684658487091,0.6698214973217376
0.065,0.6677546256839811,-0.36493715049286646,-1.0528174751911146,0.6677546256839811
0.06583333333333334,0.665662593339561,-0.35973431109104503,-1.055928282248516,0.665662593339561
0.06666666666666667,0.6635454576426009,-0.3545284632676533,-1.059016994374948,0.6635454576426009
0.0675,0.6614032766354453,-0.3493197497436388,-1.0620835268918065,0.6614032766354453
0.06833333333333334,0.6592361090470685,-0.34410831331851416,-1.0651277957285545,0.6592361090470685
0.06916666666666667,0.657044014291465,-0.33889429686644124,-1.0681497174250238,0.657044014291465
0.07,0.6548270524660195,-0.3336778433323151,-1.0711492091337043,0.6548270524660195
0.07083333333333333,0.6525852843498606,-0.3284590957278449,-1.074126188622016,0.6525852843498606
0.07166666666666667,0.6503187714021935,-0.3232381971276315,-1.0770805742745622,0.6503187714021935
0.07250000000000001,0.6480275757606156,-0.31801529066524786,-1.0800122850953677,0.6480275757606156
0.07333333333333333,0.6457117602394129,-0.3127905195293132,-1.0829212407100997,0.6457117602394129
0.07416666666666667,0.6433713883278376,-0.30756402695956697,-1.0858073613682704,0.6433713883278376
0.07500000000000001,0.6410065241883679,-0.3023359562429436,-1.0886705679454243,0.6410065241883679
0.07583333333333334,0.6386172326549489,-0.2971064507096423,-1.0915107819453065,0.6386172326549489
0.07666666666666667,0.6362035792312147,-0.2918756537291994,-1.0943279255020153,0.6362035792312147
0.0775,0.6337656300886935,-0.28664370870655614,-1.0971219213821373,0.6337656300886935
0.07833333333333334,0.6313034520649922,-0.28141075907812807,-1.0998926929868642,0.6313034520649922
0.07916666666666668,0.6288171126619654,-0.2761769483078728,-1.1026401643540926,0.6288171126619654
0.08,0.6263066800438636,-0.2709424198833567,-1.1053642601605067,0.6263066800438636
0.08083333333333334,0.6237722230354652,-0.2657073173118205,-1.1080649057236447,0.6237722230354652
0.08166666666666667,0.6212138111201895,-0.2604717841162455,-1.1107420270039439,0.6212138111201895
0.0825,0.6186315144381912,-0.25523596383141917,-1.1133955506067719,0.6186315144381912
0.08333333333333334,0.6160254037844386,-0.24999999999999972,-1.116025403784439,0.6160254037844386
0.08416666666666667,0.6133955506067716,-0.24476403616858025,-1.1186315144381913,0.6133955506067716
0.085,0.6107420270039436,-0.23952821588375392,-1.1212138111201897,0.6107420270039436
0.08583333333333334,0.6080649057236445,-0.2342926826881789,-1.1237722230354654,0.6080649057236445
0.08666666666666667,0.6053642601605067,-0.22905758011664296,-1.1263066800438637,0.6053642601605067
0.08750000000000001,0.6026401643540923,-0.22382305169212663,-1.1288171126619657,0.6026401643540923
0.08833333333333333,0.599892692986864,-0.21858924092187138,-1.1313034520649925,0.599892692986864
0.08916666666666667,0.5971219213821372,-0.2133562912934435,-1.1337656300886936,0.5971219213821372
0.09000000000000001,0.5943279255020151,-0.20812434627080026,-1.1362035792312148,0.5943279255020151
0.09083333333333334,0.5915107819453062,-0.2028935492903571,-1.138617232654949,0.5915107819453062
0.09166666666666667,0.588670567945424,-0.19766404375705582,-1.1410065241883682,0.588670567945424
0.09250000000000001,0.5858073613682703,-0.19243597304043247,-1.143371388327838,0.5858073613682703
0.09333333333333334,0.5829212407100994,-0.18720948047068647,-1.1457117602394131,0.5829212407100994
0.09416666666666668,0.5800122850953674,-0.18198470933475158,-1.148027575760616,0.5800122850953674
0.095,0.5770805742745618,-0.17676180287236815,-1.1503187714021936,0.5770805742745618
0.09583333333333334,0.5741261886220156,-0.1715409042721548,-1.1525852843498607,0.5741261886220156
0.09666666666666668,0.571149209133704,-0.16632215666768435,-1.1548270524660196,0.571149209133704
0.0975,0.5681497174250235,-0.16110570313355818,-1.1570440142914653,0.5681497174250235
0.09833333333333334,0.5651277957285542,-0.1558916866814853,-1.1592361090470686,0.5651277957285542
0.09916666666666667,0.5620835268918063,-0.1506802502563609,-1.1614032766354454,0.5620835268918063
0.1,0.5590169943749475,-0.1454715367323463,-1.1635454576426012,0.5590169943749475
0.10083333333333334,0.5559282822485158,-0.1402656889089544,-1.1656625933395612,0.5559282822485158
0.10166666666666667,0.5528174751911146,-0.13506284950713315,-1.1677546256839815,0.5528174751911146
0.10250000000000001,0.5496846584870906,-0.1298631611653528,-1.1698214973217378,0.5496846584870906
0.10333333333333335,0.5465299180241963,-0.12466676643569552,-1.1718631515885007,0.5465299180241963
0.10416666666666667,0.5433533402912352,-0.11947380777994807,-1.173879532511287,0.5433533402912352
0.10500000000000001,0.5401550123756904,-0.11428442756569537,-1.1758705848099948,0.5401550123756904
0.10583333333333333,0.5369350219613372,-0.1090987680624172,-1.1778362538989202,0.5369350219613372
0.10666666666666667,0.5336934573258397,-0.10391697143758813,-1.1797764858882516,0.5336934573258397
0.10750000000000001,0.5304304073383297,-0.0987391797527804,-1.1816912275855491,0.5304304073383297
0.10833333333333334,0.5271459614569708,-0.09356553495976885,-1.183580426497202,0.5271459614569708
0.10916666666666668,0.5238402097265061,-0.0883961788966387,-1.1854440308298675,0.5238402097265061
0.11,0.5205132427757893,-0.08323125328389744,-1.1872819894918916,0.5205132427757893
0.11083333333333334,0.5171651518152997,-0.07807089972059028,-1.1890942520947094,0.5171651518152997
0.11166666666666668,0.5137960286346421,-0.0729152596804164,-1.1908807689542256,0.5137960286346421
0.1125,0.5104059656000309,-0.06776447450785233,-1.1926414910921785,0.5104059656000309
0.11333333333333334,0.5069950556517564,-0.06261868541427507,-1.1943763702374812,0.5069950556517564
0.11416666666666668,0.5035633923016378,-0.05747803347409214,-1.1960853588275455,0.5035633923016378
0.115,0.5001110696304596,-0.05234265962087373,-1.1977684100095858,0.5001110696304596
0.11583333333333334,0.49663818228539136,-0.047212704643487285,-1.199425477641904,0.49663818228539136
0.11666666666666667,0.49314482547739424,-0.042088309182240324,-1.2010565162951536,0.49314482547739424
0.11750000000000001,0.4896310949786097,-0.03696961372502319,-1.2026614812535865,0.4896310949786097
0.11833333333333335,0.4860970871197343,-0.0318567586034573,-1.2042403285162768,0.4860970871197343
0.11916666666666667,0.48254289878737877,-0.026749883989048373,-1.2057930147983302,0.48254289878737877
0.12000000000000001,0.47896862742141155,-0.021649129889343893,-1.2073194975320676,0.47896862742141155
0.12083333333333333,0.47537437101228774,-0.016554636144094526,-1.208819734868193,0.47537437101228774
0.12166666666666667,0.47176022809836216,-0.011466542421418952,-1.2102936856769433,0.47176022809836216
0.12250000000000001,0.4681262977631888,-0.006384988213977205,-1.2117413095492116,0.4681262977631888
0.12333333333333334,0.46447267963280336,-0.0013101128351450386,-1.2131625667976582,0.46447267963280336
0.12416666666666668,0.46079947387299247,0.003757944584805939,-1.2145574184577983,0.46079947387299247
0.125,0.4571067811865476,0.008819045102520962,-1.2159258262890684,0.4571067811865476
0.12583333333333335,0.45339470281050387,0.013873049965373196,-1.2172677527758768,0.45339470281050387
0.12666666666666668,0.44966334051336543,0.018919820615265925,-1.2185831611286313,0.44966334051336543
0.1275,0.4459127965923143,0.02395921869243256,-1.2198720152847469,0.4459127965923143
0.12833333333333335,0.4421431738704067,0.028991106039229497,-1.221134279909636,0.4421431738704067
0.12916666666666668,0.4383545756937539,0.03401534470392292,-1.2223699203976768,0.4383545756937539
0.13,0.4345471059286886,0.03903179694447184,-1.2235789028731603,0.4345471059286886
0.13083333333333333,0.4307208689589179,0.04404032523230411,-1.2247611941912218,0.4307208689589179
0.13166666666666668,0.4268759696826607,0.04904079225608693,-1.2259167619387474,0.4268759696826607
0.1325,0.4230125135097733,0.05403306092549065,-1.2270455744352637,0.4230125135097733
0.13333333333333333,0.41913060635885824,0.05901699437494745,-1.2281476007338057,0.41913060635885824
0.13416666666666668,0.41523035465436076,0.0639924559674051,-1.2292228106217657,0.41523035465436076
0.135,0.4113118653236518,0.0689593092980702,-1.230271174621722,0.4113118653236518
0.13583333333333333,0.4073752457940958,0.07391741819814956,-1.2312926639922452,0.4073752457940958
0.1366666666666667,0.4034206039901054,0.07886664673858351,-1.2322872507286888,0.4034206039901054
0.1375,0.39944804833018355,0.08380685923377112,-1.2332549075639547,0.39944804833018355
0.13833333333333334,0.3954576877239505,0.0887379202452917,-1.234195607969242,0.3954576877239505
0.1391666666666667,0.3914496315691578,0.09365969458561646,-1.2351093261547739,0.3914496315691578
0.14,0.38742398974868963,0.09857204732181551,-1.235996037070505,0.38742398974868963
0.14083333333333334,0.38338087262755016,0.10347484377925731,-1.2368557164068075,0.38338087262755016
0.14166666666666666,0.3793203910498375,0.10836794954530038,-1.2376883405951378,0.3793203910498375
0.14250000000000002,0.3752426563357052,0.11325123047297858,-1.2384938868086837,0.3752426563357052
0.14333333333333334,0.3711477802783103,0.11812455268467809,-1.2392723329629884,0.3711477802783103
0.14416666666666667,0.36703587514074876,0.12298778257580917,-1.2400236577165575,0.36703587514074876
0.14500000000000002,0.3629070536529765,0.12784078681846744,-1.2407478404714438,0.3629070536529765
0.14583333333333334,0.35876142900872066,0.13268343236509,-1.2414448613738105,0.35876142900872066
0.14666666666666667,0.35459911486237494,0.1375155864521031,-1.242114701314478,0.35459911486237494
0.14750000000000002,0.350420225325884,0.14233711660356174,-1.2427573419294458,0.350420225325884
0.14833333333333334,0.3462248749656157,0.147147890634781,-1.2433727656003963,0.3462248749656157
0.14916666666666667,0.34201317879921955,0.1519477766559602,-1.2439609554551798,0.34201317879921955
0.15000000000000002,0.337785252292473,0.15673664307580037,-1.2445218953682735,0.337785252292473
0.15083333333333335,0.3335412113561175,0.16151435860510904,-1.2450555699612265,0.3335412113561175
0.15166666666666667,0.32928117234267884,0.16628079226040138,-1.24556196460308,0.32928117234267884
0.1525,0.32500525204327857,0.17103581336749113,-1.2460410654107696,0.32500525204327857
0.15333333333333335,0.3207135676844316,0.17577929156507283,-1.2464928592495044,0.3207135676844316
0.15416666666666667,0.31640623692483283,0.18051109680829547,-1.246917333733128,0.31640623692483283
0.155,0.3120833778521306,0.18523109937232773,-1.247314477224458,0.3120833778521306
0.15583333333333335,0.30774510897969,0.18993916985591547,-1.2476842788356053,0.30774510897969
0.15666666666666668,0.3033915492433441,0.19463517918492773,-1.2480267284282716,0.3033915492433441
0.1575,0.2990228179981318,0.19931899861589675,-1.2483418166140283,0.2990228179981318
0.15833333333333335,0.2946390350150271,0.20399049973954703,-1.248629534754574,0.2946390350150271
0.15916666666666668,0.29024032047765513,0.2086495544843151,-1.2488898749619701,0.29024032047765513
0.16,0.28582679497899655,0.213296035119862,-1.2491228300988584,0.28582679497899655
0.16083333333333336,0.28139857951808267,0.21792981426057373,-1.2493283937786561,0.28139857951808267
0.16166666666666668,0.2769557954966775,0.22255076486905429,-1.2495065603657316,0.2769557954966775
0.1625,0.2724985647159489,0.22715876025960857,-1.2496573249755571,0.2724985647159489
0.16333333333333333,0.2680270093731303,0.23175367410171532,-1.2497806834748455,0.2680270093731303
0.16416666666666668,0.26354125205817014,0.23633538042349067,-1.2498766324816606,0.26354125205817014
0.165,0.2590414157503712,0.2409037536151411,-1.2499451693655121,0.2590414157503712
0.16583333333333333,0.25452762381501925,0.2454586684324077,-1.2499862922474267,0.25452762381501925
0.16666666666666669,0.2499999999999999,0.25000000000000033,-1.25,0.25000000000000033
0.1675,0.24545866843240755,0.2545276238150195,-1.2499862922474267,0.2545276238150195
0.16833333333333333,0.24090375361514094,0.25904141575037143,-1.2499451693655121,0.25904141575037143
0.1691666666666667,0.2363353804234905,0.26354125205817036,-1.2498766324816606,0.26354125205817036
0.17,0.23175367410171516,0.2680270093731305,-1.2497806834748455,0.2680270093731305
0.17083333333333334,0.2271587602596084,0.27249856471594913,-1.2496573249755571,0.27249856471594913
0.1716666666666667,0.2225507648690539,0.2769557954966779,-1.2495065603657314,0.2769557954966779
0.17250000000000001,0.21792981426057334,0.2813985795180831,-1.2493283937786561,0.2813985795180831
0.17333333333333334,0.21329603511986178,0.28582679497899677,-1.2491228300988584,0.28582679497899677
0.17416666666666666,0.2086495544843151,0.29024032047765513,-1.24888987496197,0.29024032047765513
0.17500000000000002,0.20399049973954686,0.2946390350150272,-1.2486295347545737,0.2946390350150272
0.17583333333333334,0.19931899861589653,0.299022817998132,-1.2483418166140283,0.299022817998132
0.17666666666666667,0.1946351791849275,0.3033915492433442,-1.2480267284282716,0.3033915492433442
0.17750000000000002,0.18993916985591508,0.30774510897969043,-1.2476842788356053,0.30774510897969043
0.17833333333333334,0.1852310993723275,0.3120833778521308,-1.247314477224458,0.3120833778521308
0.17916666666666667,0.18051109680829525,0.31640623692483294,-1.246917333733128,0.31640623692483294
0.18000000000000002,0.17577929156507266,0.3207135676844318,-1.2464928592495044,0.3207135676844318
0.18083333333333335,0.1710358133674909,0.3250052520432788,-1.2460410654107696,0.3250052520432788
0.18166666666666667,0.16628079226040116,0.32928117234267906,-1.24556196460308,0.32928117234267906
0.18250000000000002,0.16151435860510865,0.3335412113561178,-1.2450555699612262,0.3335412113561178
0.18333333333333335,0.1567366430758002,0.33778525229247336,-1.2445218953682733,0.33778525229247336
0.18416666666666667,0.1519477766559602,0.34201317879921966,-1.2439609554551796,0.34201317879921966
0.18500000000000003,0.14714789063478056,0.34622487496561605,-1.2433727656003963,0.34622487496561605
0.18583333333333335,0.14233711660356135,0.35042022532588435,-1.2427573419294453,0.35042022532588435
0.18666666666666668,0.13751558645210293,0.35459911486237505,-1.2421147013144778,0.35459911486237505
0.1875,0.13268343236508984,0.35876142900872077,-1.2414448613738105,0.35876142900872077
0.18833333333333335,0.12784078681846706,0.3629070536529767,-1.2407478404714434,0.3629070536529767
0.18916666666666668,0.12298778257580895,0.36703587514074876,-1.2400236577165575,0.36703587514074876
0.19,0.11812455268467809,0.3711477802783104,-1.2392723329629882,0.3711477802783104
0.19083333333333335,0.11325123047297836,0.3752426563357053,-1.2384938868086834,0.3752426563357053
0.19166666666666668,0.10836794954530016,0.3793203910498377,-1.2376883405951378,0.3793203910498377
0.1925,0.10347484377925714,0.3833808726275504,-1.236855716406807,0.3833808726275504
0.19333333333333336,0.09857204732181513,0.38742398974868997,-1.235996037070505,0.38742398974868997
0.19416666666666668,0.09365969458561607,0.391449631569158,-1.2351093261547739,0.391449631569158
0.195,0.08873792024529148,0.3954576877239506,-1.2341956079692418,0.3954576877239506
0.19583333333333336,0.0838068592337709,0.3994480483301839,-1.2332549075639545,0.3994480483301839
0.19666666666666668,0.07886664673858312,0.4034206039901057,-1.2322872507286884,0.4034206039901057
0.1975,0.0739174181981494,0.4073752457940959,-1.231292663992245,0.4073752457940959
0.19833333333333333,0.06895930929807004,0.41131186532365205,-1.2302711746217216,0.41131186532365205
0.1991666666666667,0.06399245596740488,0.415230354654361,-1.2292228106217657,0.415230354654361
0.2,0.05901699437494745,0.41913060635885835,-1.2281476007338057,0.41913060635885835
0.20083333333333334,0.054033060925490206,0.42301251350977354,-1.2270455744352635,0.42301251350977354
0.2016666666666667,0.049040792256086485,0.42687596968266106,-1.2259167619387472,0.42687596968266106
0.2025,0.04404032523230389,0.43072086895891804,-1.2247611941912218,0.43072086895891804
0.20333333333333334,0.03903179694447162,0.43454710592868884,-1.22357890287316,0.43454710592868884
0.2041666666666667,0.034015344703922534,0.43835457569375424,-1.2223699203976763,0.43835457569375424
0.20500000000000002,0.028991106039229275,0.4421431738704069,-1.221134279909636,0.4421431738704069
0.20583333333333334,0.02395921869243256,0.4459127965923144,-1.2198720152847469,0.4459127965923144
0.2066666666666667,0.018919820615265703,0.44966334051336554,-1.218583161128631,0.44966334051336554
0.20750000000000002,0.013873049965372752,0.4533947028105041,-1.2172677527758766,0.4533947028105041
0.20833333333333334,0.00881904510252074,0.4571067811865477,-1.2159258262890682,0.4571067811865477
0.20916666666666667,0.003757944584805717,0.4607994738729926,-1.2145574184577979,0.4607994738729926
0.21000000000000002,-0.0013101128351452607,0.4644726796328036,-1.213162566797658,0.4644726796328036
0.21083333333333334,-0.006384988213977427,0.4681262977631889,-1.211741309549211,0.4681262977631889
0.21166666666666667,-0.011466542421419174,0.4717602280983624,-1.2102936856769428,0.4717602280983624
0.21250000000000002,-0.016554636144094748,0.47537437101228797,-1.2088197348681928,0.47537437101228797
0.21333333333333335,-0.02164912988934431,0.4789686274214118,-1.2073194975320671,0.4789686274214118
0.21416666666666667,-0.026749883989048595,0.4825428987873789,-1.20579301479833,0.4825428987873789
0.21500000000000002,-0.03185675860345752,0.48609708711973454,-1.2042403285162766,0.48609708711973454
0.21583333333333335,-0.03696961372502339,0.4896310949786099,-1.2026614812535863,0.4896310949786099
0.21666666666666667,-0.04208830918224077,0.49314482547739447,-1.2010565162951534,0.49314482547739447
0.21750000000000003,-0.04721270464348773,0.4966381822853917,-1.1994254776419035,0.4966381822853917
0.21833333333333335,-0.05234265962087395,0.5001110696304598,-1.1977684100095856,0.5001110696304598
0.21916666666666668,-0.057478033474092555,0.503563392301638,-1.196085358827545,0.503563392301638
0.22,-0.06261868541427526,0.5069950556517565,-1.1943763702374808,0.5069950556517565
0.22083333333333335,-0.06776447450785256,0.510405965600031,-1.1926414910921783,0.510405965600031
0.22166666666666668,-0.07291525968041662,0.5137960286346422,-1.1908807689542253,0.5137960286346422
0.2225,-0.07807089972059048,0.5171651518152998,-1.189094252094709,0.5171651518152998
0.22333333333333336,-0.08323125328389788,0.5205132427757895,-1.1872819894918913,0.5205132427757895
0.22416666666666668,-0.0883961788966389,0.5238402097265064,-1.185444030829867,0.5238402097265064
0.225,-0.09356553495976908,0.527145961456971,-1.1835804264972016,0.527145961456971
0.22583333333333336,-0.09873917975278085,0.5304304073383299,-1.181691227585549,0.5304304073383299
0.22666666666666668,-0.10391697143758835,0.53369345732584,-1.1797764858882511,0.53369345732584
0.2275,-0.10909876806241742,0.5369350219613375,-1.1778362538989198,0.5369350219613375
0.22833333333333336,-0.11428442756569582,0.5401550123756906,-1.1758705848099944,0.5401550123756906
0.22916666666666669,-0.11947380777994851,0.5433533402912354,-1.1738795325112865,0.5433533402912354
0.23,-0.12466676643569574,0.5465299180241964,-1.1718631515885005,0.5465299180241964
0.23083333333333333,-0.1298631611653528,0.5496846584870906,-1.1698214973217373,0.5496846584870906
0.2316666666666667,-0.13506284950713338,0.5528174751911147,-1.167754625683981,0.5528174751911147
0.2325,-0.14026568890895486,0.555928282248516,-1.1656625933395608,0.555928282248516
0.23333333333333334,-0.14547153673234653,0.5590169943749476,-1.1635454576426008,0.5590169943749476
0.2341666666666667,-0.15068025025636111,0.5620835268918064,-1.1614032766354452,0.5620835268918064
0.23500000000000001,-0.15589168668148573,0.5651277957285543,-1.1592361090470682,0.5651277957285543
0.23583333333333334,-0.1611057031335584,0.5681497174250235,-1.1570440142914646,0.5681497174250235
0.2366666666666667,-0.16632215666768457,0.5711492091337043,-1.1548270524660194,0.5711492091337043
0.23750000000000002,-0.17154090427215501,0.5741261886220158,-1.1525852843498603,0.5741261886220158
0.23833333333333334,-0.17676180287236837,0.5770805742745619,-1.1503187714021932,0.5770805742745619
0.2391666666666667,-0.18198470933475203,0.5800122850953676,-1.1480275757606153,0.5800122850953676
0.24000000000000002,-0.1872094804706867,0.5829212407100997,-1.1457117602394127,0.5829212407100997
0.24083333333333334,-0.1924359730404327,0.5858073613682704,-1.1433713883278374,0.5858073613682704
0.24166666666666667,-0.19766404375705604,0.588670567945424,-1.1410065241883678,0.588670567945424
0.24250000000000002,-0.20289354929035733,0.5915107819453063,-1.1386172326549486,0.5915107819453063
0.24333333333333335,-0.20812434627080048,0.5943279255020153,-1.1362035792312146,0.5943279255020153
0.24416666666666667,-0.21335629129344372,0.5971219213821373,-1.1337656300886931,0.5971219213821373
0.24500000000000002,-0.21858924092187182,0.5998926929868641,-1.131303452064992,0.5998926929868641
0.24583333333333335,-0.22382305169212685,0.6026401643540923,-1.1288171126619653,0.6026401643540923
0.24666666666666667,-0.22905758011664296,0.6053642601605067,-1.1263066800438635,0.6053642601605067
0.24750000000000003,-0.23429268268817935,0.6080649057236447,-1.123772223035465,0.6080649057236447
0.24833333333333335,-0.23952821588375436,0.6107420270039439,-1.1212138111201893,0.6107420270039439
0.24916666666666668,-0.24476403616858047,0.6133955506067718,-1.1186315144381909,0.6133955506067718
0.25,-0.24999999999999994,0.6160254037844387,-1.1160254037844384,0.6160254037844387
0.25083333333333335,-0.2552359638314196,0.6186315144381914,-1.1133955506067714,0.6186315144381914
0.2516666666666667,-0.26047178411624594,0.6212138111201896,-1.1107420270039432,0.6212138111201896
0.2525,-0.2657073173118205,0.6237722230354653,-1.1080649057236442,0.6237722230354653
0.25333333333333335,-0.27094241988335693,0.6263066800438637,-1.1053642601605063,0.6263066800438637
0.2541666666666667,-0.27617694830787326,0.6288171126619655,-1.102640164354092,0.6288171126619655
0.255,-0.2814107590781283,0.6313034520649923,-1.099892692986864,0.6313034520649923
