panel,series,record,x,y,x_name,y_name,formula,evidence_class,source_path,source_sha256,normalization,note,raw_value
A,theta-0.5,m-05,5,4.5014069887703647e-07,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.5; renderer coordinate,4.5014069887703647e-07
A,theta-0.5,m-06,6,6.4152435621945517e-28,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.5; renderer coordinate,6.4152435621945517e-28
A,theta-0.5,m-07,7,2.6465044226837941e-111,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.5; renderer coordinate,2.6465044226837941e-111
A,theta-0.25,m-01,1,14.119950441353527,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,14.119950441353527
A,theta-0.25,m-02,2,9.7044905554021348,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,9.7044905554021348
A,theta-0.25,m-03,3,2.1653645317858032,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,2.1653645317858032
A,theta-0.25,m-04,4,0.0053674020464401897,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,0.0053674020464401897
A,theta-0.25,m-05,5,2.0262664878550681e-13,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,2.0262664878550681e-13
A,theta-0.25,m-06,6,4.1155349962278637e-55,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,4.1155349962278637e-55
A,theta-0.25,m-07,7,7.0039856592848819e-222,annulus index m,gamma_m(theta),theta^(-2)*exp(-4^(m-1)/(32*theta)),analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,none,theta=0.25; renderer coordinate,7.0039856592848819e-222
B,gaussian-normalized,m-01,1,1,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,0.96923323447634413
B,pressure-algebraic-normalized,m-01,1,1,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,0.0625
B,gaussian-normalized,m-02,2,0.91051036138003416,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,0.88249690258459546
B,pressure-algebraic-normalized,m-02,2,0.0625,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,0.00390625
B,gaussian-normalized,m-03,3,0.62578400960459113,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,0.60653065971263342
B,pressure-algebraic-normalized,m-03,3,0.00390625,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,0.000244140625
B,gaussian-normalized,m-04,4,0.13963128628139898,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,0.1353352832366127
B,pressure-algebraic-normalized,m-04,4,0.000244140625,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,1.52587890625e-05
B,gaussian-normalized,m-05,5,0.00034611135480074111,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,0.00033546262790251185
B,pressure-algebraic-normalized,m-05,5,1.52587890625e-05,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,9.5367431640625e-07
B,gaussian-normalized,m-06,6,1.3066169316755169e-14,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,1.2664165549094176e-14
B,pressure-algebraic-normalized,m-06,6,9.5367431640625e-07,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,5.9604644775390625e-08
B,gaussian-normalized,m-07,7,2.6538600629312139e-56,annulus index m,normalized decay factor,exp(-4^(m-1)/(32*theta)); theta=1,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,Gaussian heat-tail shape; not interchangeable with pressure row,2.5722093726424148e-56
B,pressure-algebraic-normalized,m-07,7,5.9604644775390625e-08,annulus index m,normalized decay factor,(2^m*R)^(-4); R factor cancels under normalization,analytic formula,research/r073x_exterior_tail_freeze.md,f16b610b9d264ed912bbeeb70df36b6ccd50dbfbda52f7fdc2344f8869a78a20,divided by value at m=1,harmonic-pressure shape; pays a different quantity,3.7252902984619141e-09
C,weighted-L3,delta-0.25,0.25,1,packet scale delta,normalized functional,direct packet quadrature; expected delta^3,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L3 at delta=0.25,smooth static divergence-free packet; NOT DNS,1.6659985138575819e-05
C,weighted-L2-to-3/2,delta-0.25,0.25,1,packet scale delta,normalized functional,direct packet quadrature; expected delta^(9/2),static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L2_to_three_halves at delta=0.25,velocity-only L2 proxy; NOT DNS,3.5456072992195555e-06
C,weighted-L3,delta-0.125,0.125,0.12579467325047655,packet scale delta,normalized functional,direct packet quadrature; expected delta^3,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L3 at delta=0.25,smooth static divergence-free packet; NOT DNS,2.0957373868649405e-06
C,weighted-L2-to-3/2,delta-0.125,0.125,0.044623174229995975,packet scale delta,normalized functional,direct packet quadrature; expected delta^(9/2),static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L2_to_three_halves at delta=0.25,velocity-only L2 proxy; NOT DNS,1.5821625226421971e-07
C,weighted-L3,delta-0.0625,0.0625,0.015749276745691369,packet scale delta,normalized functional,direct packet quadrature; expected delta^3,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L3 at delta=0.25,smooth static divergence-free packet; NOT DNS,2.6238271652653596e-07
C,weighted-L2-to-3/2,delta-0.0625,0.0625,0.0019768555922428247,packet scale delta,normalized functional,direct packet quadrature; expected delta^(9/2),static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L2_to_three_halves at delta=0.25,velocity-only L2 proxy; NOT DNS,7.0091536173591563e-09
C,weighted-L3,delta-0.03125,0.03125,0.0019694399039193854,packet scale delta,normalized functional,direct packet quadrature; expected delta^3,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L3 at delta=0.25,smooth static divergence-free packet; NOT DNS,3.2810839530615148e-08
C,weighted-L2-to-3/2,delta-0.03125,0.03125,8.7418302580807776e-05,packet scale delta,normalized functional,direct packet quadrature; expected delta^(9/2),static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L2_to_three_halves at delta=0.25,velocity-only L2 proxy; NOT DNS,3.0995097171589574e-10
C,weighted-L3,delta-0.015625,0.015625,0.00024620437938313898,packet scale delta,normalized functional,direct packet quadrature; expected delta^3,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L3 at delta=0.25,smooth static divergence-free packet; NOT DNS,4.101761301575378e-09
C,weighted-L2-to-3/2,delta-0.015625,0.015625,3.8639632963353306e-06,packet scale delta,normalized functional,direct packet quadrature; expected delta^(9/2),static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,divided by weighted_L2_to_three_halves at delta=0.25,velocity-only L2 proxy; NOT DNS,1.3700096467403004e-11
C,ratio-landmark,smallest-delta-ratio,0.015625,299.3965269759089,packet scale delta,raw L3 / L2^(3/2),weighted_L3 / weighted_L2_to_three_halves,static functional diagnostic,research/r073x_gaussian_tail_certificate.json,136b40fb6d30d4fd671e5dc3049817266986f595da46e9a6b6a31a409fe3f836,unscaled ratio from audited certificate,annotation landmark only; unconstrained velocity-functional quantifier,299.3965269759089
