record_type,record_id,N,epsilon,sample_index,d,slow_fraction,fast_time,lambda,action,gain,action_normalized_gain,selected_norm,complement_norm,complement_to_selected_ratio,leakage_ratio_over_epsilon,backward_action_residual,metric,value,tolerance,ratio_to_tolerance,upstream_path,upstream_sha256
display_trajectory,N64-e0.001-d10,64,0.001,10,0.00034722222222222224,0.15625,0.3472222222222222,0.16882829727281148,0.05864097690293086,1.060389506398312,0.9999953226018411,1.0602723034665353,0.000444846528858911,0.0004195587561841385,0.4195587561841385,0.00016684726321729987,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d11,64,0.001,11,0.00038194444444444446,0.171875,0.3819444444444445,0.16881675903059,0.0645028702377594,1.0666226161662655,0.9999943527188729,1.0664934736867668,0.0004904143763896578,0.0004598381410571054,0.4598381410571054,0.0001658773752421655,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d12,64,0.001,12,0.00041666666666666664,0.1875,0.41666666666666663,0.16880522209193885,0.07036436296180942,1.0728918397616378,0.9999932939151119,1.0727507174344433,0.000536187102930596,0.0004998245111529025,0.4998245111529025,0.00016481856494121594,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d13,64,0.001,13,0.00045138888888888887,0.203125,0.45138888888888884,0.16879368645667914,0.07622545512034073,1.0791973839616078,0.9999921467656014,1.0790442413857797,0.0005821667095785502,0.0005395207047589572,0.5395207047589572,0.0001636714070799017,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d14,64,0.001,14,0.0004861111111111111,0.21875,0.4861111111111111,0.1687821521246163,0.08208614675860657,1.0855394567108037,0.9999909118397365,1.0853742533867865,0.0006283552026288876,0.0005789295265372077,0.5789295265372076,0.00016243647075400713,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d15,64,0.001,15,0.0005208333333333333,0.234375,0.5208333333333334,0.16877061909556515,0.08794643792185361,1.0919182671278744,0.9999895897013783,1.091740962459811,0.0006747545934885709,0.0006180537478123708,0.6180537478123708,0.00016111431950613375,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d16,64,0.001,16,0.0005555555555555556,0.25,0.5555555555555556,0.1687590873693292,0.09380632865532189,1.0983340255120944,0.9999881809089666,1.0981445788101116,0.0007213668986350591,0.0006568961069012354,0.6568961069012353,0.00015970551143586198,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d17,64,0.001,17,0.0005902777777777778,0.265625,0.5902777777777778,0.1687475569457323,0.09966581900424498,1.1047869433500068,0.9999866860156285,1.1045853138324828,0.0007681941395370569,0.000695459309405193,0.6954593094051931,0.00015821059931192538,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d18,64,0.001,18,0.000625,0.28125,0.625,0.16873602782457706,0.10552490901385005,1.1112772333221028,0.9999851055692873,1.1110633801178835,0.0008152383425931925,0.0007337460285179193,0.7337460285179193,0.0001566301306793888,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d19,64,0.001,19,0.0006597222222222222,0.296875,0.6597222222222222,0.1687245000056775,0.11138359872935748,1.1178051093095362,0.9999834401127669,1.1175789914601377,0.0008625015390671778,0.0007717589053282968,0.7717589053282968,0.00015496464796556364,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d20,64,0.001,20,0.0006944444444444445,0.3125,0.6944444444444444,0.16871297348884645,0.1172418881959812,1.1243707864008778,0.9999816901838958,1.124132362862649,0.0009099857650377545,0.0008095005491350134,0.8095005491350133,0.00015321468858446596,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d21,64,0.001,21,0.0007291666666666667,0.328125,0.7291666666666666,0.1687014482738961,0.12309977745892878,1.1309744808989037,0.9999798563156087,1.1307237105451582,0.0009576930613212113,0.0008469735377349403,0.8469735377349403,0.00015138078503720842,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d22,64,0.001,22,0.0007638888888888889,0.34375,0.763888888888889,0.16868992436063435,0.12895726656340095,1.1376164103274247,0.9999779390360458,1.137353251950551,0.0010056254734151552,0.0008841804177290708,0.8841804177290707,0.0001494634650144877,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d23,64,0.001,23,0.0007986111111111112,0.359375,0.7986111111111112,0.16867840174887305,0.13481435555459204,1.144296793438149,0.9999759388686502,1.1440212057516805,0.0010537850514357877,0.0009211237048210107,0.9211237048210107,0.00014746325149173067,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d24,64,0.001,24,0.0008333333333333333,0.375,0.8333333333333333,0.16866688043842917,0.1406710444776898,1.151015850217586,0.9999738563322625,1.1507277918582395,0.0011021738500600693,0.0009578058841181168,0.9578058841181167,0.00014538066282604456,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d25,64,0.001,25,0.0008680555555555555,0.390625,0.8680555555555555,0.16865536042911206,0.14652733337787557,1.1577738018939876,0.9999716919412162,1.1574732314236755,0.0011507939284793613,0.0009942294104407937,0.9942294104407936,0.0001432162128507386,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d26,64,0.001,26,0.0009027777777777777,0.40625,0.9027777777777777,0.16864384172073377,0.15238322230032417,1.1645708709443254,0.9999694462054275,1.1642577468521333,0.0011996473503157424,0.0010303967085976398,1.0303967085976398,0.00014097041096602925,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d27,64,0.001,27,0.0009375,0.421875,0.9375,0.16863232431310446,0.15823871129020373,1.1714072811013094,0.9999671196304863,1.17108156180545,0.0012487361835711603,0.0010663101736876385,1.0663101736876384,0.0001386437622304948,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d28,64,0.001,28,0.0009722222222222222,0.4375,0.9722222222222222,0.16862080820603453,0.16409380039267585,1.1782832573604423,0.9999647127177438,1.1779449012101624,0.001298062500585228,0.0011019721714077312,1.1019721714077313,0.00013623676744811686,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d29,64,0.001,29,0.0010069444444444444,0.453125,1.0069444444444444,0.16860929339934333,0.16994848965289575,1.1851990259871161,0.9999622259643983,1.1848479912645882,0.0013476283779717596,0.0011373850383401805,1.1373850383401805,0.00013374992325684842,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d30,64,0.001,30,0.0010416666666666667,0.46875,1.0416666666666667,0.1685977798928375,0.17580277911601205,1.1921548145237435,0.9999596598635804,1.1917910594459196,0.0013974358965527453,0.0011725510822362041,1.1725510822362042,0.00013118372221038177,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d31,64,0.001,31,0.0010763888888888889,0.484375,1.0763888888888888,0.16858626768632332,0.18165666882716672,1.199150851796933,0.9999570149044346,1.1987743345173631,0.0014474871413029198,0.001207472582306903,1.207472582306903,0.00012853865286424626,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d32,64,0.001,32,0.0011111111111111111,0.5,1.1111111111111112,0.16857475677962502,0.18751015883149535,1.206187367924699,0.9999542915722015,1.2057980465353286,0.0014977842013141197,0.001242151789528742,1.242151789528742,0.0001258151998547452,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d33,64,0.001,33,0.0011458333333333333,0.515625,1.1458333333333333,0.1685632471725494,0.19336324917412706,1.2132645943237153,0.9999514903482952,1.2128624268566335,0.0015483291697301887,0.00127659092692234,1.27659092692234,0.00012301384397930826,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d34,64,0.001,34,0.0011805555555555556,0.53125,1.1805555555555556,0.1685517388649068,0.19921593990018435,1.220382763716607,0.9999486117103836,1.2199677081457831,0.001599124143694164,0.001310792189839727,1.3107921898397268,0.00012013506227548376,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d35,64,0.001,35,0.0012152777777777778,0.546875,1.2152777777777777,0.16854023185650932,0.20506823105478314,1.2275421101392807,0.9999456561324616,1.227114124382252,0.0016501712242945636,0.0013447577462489765,1.3447577462489764,0.00011717932809532372,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d36,64,0.001,36,0.00125,0.5625,1.25,0.16852872614717126,0.21092012268303292,1.234742868948299,0.999942624084927,1.234301910867843,0.0017014725165249286,0.0013784897370276417,1.3784897370276417,0.00011414711118146181,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d37,64,0.001,37,0.0012847222222222223,0.578125,1.2847222222222223,0.1685172217367052,0.21677161483003665,1.2419852768282915,0.9999395160346528,1.2415313042340506,0.0017530301292150022,0.0014119902762311058,1.4119902762311058,0.00011103887773922239,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d38,64,0.001,38,0.0013194444444444445,0.59375,1.3194444444444444,0.16850571862492042,0.2226227075408907,1.2492695717994087,0.9999363324450585,1.2488025424494924,0.0018048461750060658,0.0014452614513947967,1.4452614513947968,0.00010785509050903475,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d39,64,0.001,39,0.0013541666666666667,0.609375,1.3541666666666667,0.16849421681163057,0.22847340086068502,1.256595993224817,0.99993307377618,1.2561158648273711,0.0018569227702822531,0.001478305323798654,1.4783053237986539,0.00010459620883562781,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d40,64,0.001,40,0.001388888888888889,0.625,1.3888888888888888,0.16848271629665007,0.2343236948345029,1.2639647818182336,0.9999297404847372,1.263471512032974,0.001909262035141341,0.0015111239287613736,1.5111239287613736,0.00010126268873711375,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d41,64,0.001,41,0.0014236111111111112,0.640625,1.4236111111111112,0.16847121707978963,0.24017358950742135,1.2713761796515044,0.9999263330242013,1.2708697260912185,0.0019618660933284873,0.0015437192759029273,1.5437192759029272,9.785498297171236e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d42,64,0.001,42,0.0014583333333333334,0.65625,1.4583333333333333,0.16845971916086,0.24602308492451067,1.2788304301622215,0.9999228518448597,1.2783107503942441,0.0020147370722103444,0.0015760933494371216,1.5760933494371216,9.43735411030322e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d43,64,0.001,43,0.0014930555555555556,0.671875,1.4930555555555556,0.1684482225396744,0.2518721811308346,1.2863277781613844,0.9999192973938799,1.2857948297090322,0.0020678771027182615,0.0016082481084374945,1.6082481084374944,9.081880956463007e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d44,64,0.001,44,0.0015277777777777779,0.6875,1.527777777777778,0.168436727216047,0.25772087817145056,1.293868469841102,0.9999156701153712,1.2933222101850874,0.0021212883193060883,0.00164018548711269,1.64018548711269,8.719123172173937e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d45,64,0.001,45,0.0015625,0.703125,1.5625,0.1684252331897906,0.2635691760914093,1.3014527527823392,0.9999119704504476,1.3008931393621341,0.0021749728599239075,0.001671907395091929,1.671907395091929,8.34912479347194e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d46,64,0.001,46,0.0015972222222222223,0.71875,1.5972222222222223,0.1684137404607161,0.26941707493575523,1.3090808759627017,0.9999081988372853,1.308507866177892,0.0022289328659454884,0.0017034157176724718,1.7034157176724718,7.971929561595426e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d47,64,0.001,47,0.0016319444444444445,0.734375,1.6319444444444444,0.1684022490286364,0.27526457474952615,1.3167530897642685,0.9999043557111825,1.3161666409758501,0.0022831704821647237,0.0017347123161181965,1.7347123161181965,7.587580929102611e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d48,64,0.001,48,0.0016666666666666666,0.75,1.6666666666666665,0.16839075889336497,0.28111167557775324,1.3244696459814633,0.9999004415046152,1.3238697155131354,0.002337687856727513,0.0017657990279061704,1.7657990279061704,7.196122065450394e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d49,64,0.001,49,0.0017013888888888888,0.765625,1.7013888888888888,0.16837927005471137,0.2869583774654614,1.3322307978289727,0.9998964566472947,1.3316173429683675,0.0023924871411046067,0.0017966776670025994,1.7966776670025995,6.797595862678696e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d50,64,0.001,50,0.001736111111111111,0.78125,1.736111111111111,0.16836778251249265,0.2928046804576687,1.3400367999497043,0.9998924015662194,1.3394097779496048,0.0024475704900697435,0.0018273500241401351,1.827350024140135,6.392044940789487e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d51,64,0.001,51,0.0017708333333333332,0.796875,1.7708333333333333,0.1683562962665191,0.2986505845993873,1.3478879084227922,0.9998882766857312,1.3472472765023107,0.0025029400616307118,0.001857817867057621,1.8578178670576209,5.9795116531979886e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d52,64,0.001,52,0.0018055555555555555,0.8125,1.8055555555555554,0.16834481131660017,0.3044960899356221,1.3557843807716425,0.9998840824275645,1.3551300961173722,0.0025585980170229282,0.0018880829407845428,1.8880829407845428,5.560038091884101e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d53,64,0.001,53,0.0018402777777777777,0.828125,1.8402777777777777,0.16833332766255601,0.310341196511372,1.3637264759720267,0.9998798192108992,1.363058495739149,0.0026145465206598726,0.0019181469678908214,1.9181469678908214,5.133666092477229e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d54,64,0.001,54,0.001875,0.84375,1.875,0.16832184530419242,0.31618590437162925,1.371714454460217,0.9998754874524086,1.371032735773584,0.0026707877401131556,0.0019480116487562967,1.9480116487562966,4.7004372393077976e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d55,64,0.001,55,0.0019097222222222222,0.859375,1.909722222222222,0.16831036424133236,0.3220302135613797,1.3797485781411671,0.999871087566309,1.3790530780963515,0.0027273238460637844,0.0019776786618166935,1.9776786618166935,4.260392870236718e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d56,64,0.001,56,0.0019444444444444444,0.875,1.9444444444444444,0.16829888447377458,0.3278741241256026,1.3878291103967384,0.9998666199644065,1.3871197860610476,0.0027841570122890255,0.002007149663833354,2.0071496638333537,3.8135740813738384e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d57,64,0.001,57,0.001979166666666667,0.8906250000000001,1.9791666666666667,0.1682874060013409,0.3337176361092706,1.39595631609397,0.999862085056143,1.39523312450743,0.0028412894156327824,0.0020364262901483685,2.0364262901483685,3.360021731790841e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d58,64,0.001,58,0.002013888888888889,0.90625,2.013888888888889,0.16827592882384326,0.33956074955735005,1.4041304615933958,0.9998574832486417,1.4033933597697008,0.002898723235942181,0.0020655101549132784,2.0655101549132784,2.8997764479676835e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d59,64,0.001,59,0.0020486111111111113,0.9218750000000001,2.048611111111111,0.16826445294109393,0.3454034645148008,1.4123518147574057,0.9998528149467504,1.4116007596848292,0.002956460656106762,0.0020944028513889836,2.0944028513889834,2.4328786282834525e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d60,64,0.001,60,0.0020833333333333333,0.9375,2.0833333333333335,0.16825297835290667,0.351245781026576,1.4206206449586534,0.9998480805530855,1.4198555936009365,0.003014503861967074,0.002123105952149616,2.123105952149616,1.959368447274068e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d61,64,0.001,61,0.0021180555555555558,0.9531250000000001,2.118055555555556,0.16824150505908914,0.3570876991376226,1.4289372230885113,0.9998432804680727,1.4281581323857127,0.00307285504232324,0.0021516210093556593,2.1516210093556594,1.4792858598955405e-05,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d62,64,0.001,62,0.0021527777777777778,0.96875,2.1527777777777777,0.16823003305946638,0.3629292188928808,1.4373018215655684,0.9998384150899882,1.436508648434879,0.0031315163889108137,0.0021799495550010773,2.1799495550010772,9.926706055318757e-06,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d63,64,0.001,63,0.0021875,0.9843750000000001,2.1875,0.16821856235383717,0.36877034033728456,1.44571471434418,0.9998334848149987,1.4449074156807131,0.003190490096355612,0.0022080931011434625,2.2080931011434624,4.995622121362064e-06,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.001-d64,64,0.001,64,0.0022222222222222222,1.0,2.2222222222222223,0.168207092942027,0.37461106351576096,1.4541761769230586,0.9998284900372003,1.4533547096005868,0.0032497783622008956,0.002236053140182141,2.236053140182141,0.0,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
display_trajectory,N64-e0.0005-d00,64,0.0005,0,0.0,0.0,0.0,0.16967433830975756,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999994,5.362172418570157e-16,5.36217241857016e-16,1.072434483714032e-12,0.00029899525176602104,,,,,experiments/r073l/adiabatic_diagnostic.json,8bd647eebe0249a5a4d1281d8d32f6fa760eb436aa68a6e56a0cd4ddd6e99fbe
