panel,record,series,x,y,x_unit,y_unit,evidence_class,formula_source
A,a-0.05-0011,D-s-0.05,0.09599310885968812,0.0053189694826345545,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0012,D-s-0.05,0.10471975511965978,0.005468777114102436,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0013,D-s-0.05,0.11344640137963143,0.0056314126252475765,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0014,D-s-0.05,0.12217304763960307,0.0058068264757177796,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0015,D-s-0.05,0.1308996938995747,0.0059949652327549244,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0016,D-s-0.05,0.13962634015954636,0.0061957715874710858,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0017,D-s-0.05,0.14835298641951802,0.0064091843723053541,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0018,D-s-0.05,0.15707963267948966,0.0066351385796560918,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0019,D-s-0.05,0.16580627893946132,0.0068735653816828701,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0020,D-s-0.05,0.17453292519943295,0.0071243921512721105,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0021,D-s-0.05,0.18325957145940461,0.0073875424841599764,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0022,D-s-0.05,0.19198621771937624,0.0076629362222058722,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0023,D-s-0.05,0.2007128639793479,0.0079504894778093926,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0024,D-s-0.05,0.20943951023931956,0.0082501146594632941,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0025,D-s-0.05,0.21816615649929119,0.0085617204984347033,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0026,D-s-0.05,0.22689280275926285,0.0088852120765664788,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0027,D-s-0.05,0.23561944901923448,0.0092204908551901908,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0028,D-s-0.05,0.24434609527920614,0.0095674547051419478,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0029,D-s-0.05,0.2530727415391778,0.0099259979378719526,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0030,D-s-0.05,0.26179938779914941,0.01029601133763821,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0031,D-s-0.05,0.27052603405912107,0.010677382194774758,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0032,D-s-0.05,0.27925268031909273,0.011069994340024104,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0033,D-s-0.05,0.28797932657906439,0.011473728179923467,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0034,D-s-0.05,0.29670597283903605,0.011888460733234161,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0035,D-s-0.05,0.30543261909900765,0.012314065668402851,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0036,D-s-0.05,0.31415926535897931,0.012750413342043351,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0037,D-s-0.05,0.32288591161895097,0.013197370838427277,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0038,D-s-0.05,0.33161255787892263,0.01365480200997146,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0039,D-s-0.05,0.34033920413889424,0.014122567518709793,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0040,D-s-0.05,0.3490658503988659,0.014600524878736997,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0041,D-s-0.05,0.35779249665883756,0.015088528499611108,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0042,D-s-0.05,0.36651914291880922,0.015586429730701821,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0043,D-s-0.05,0.37524578917878088,0.016094076906470866,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0044,D-s-0.05,0.38397243543875248,0.016611315392670814,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0045,D-s-0.05,0.39269908169872414,0.017137987633448169,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0046,D-s-0.05,0.4014257279586958,0.017673933199336404,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0047,D-s-0.05,0.41015237421866746,0.018218988836124324,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0048,D-s-0.05,0.41887902047863912,0.018772988514584886,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0049,D-s-0.05,0.42760566673861072,0.019335763481049328,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0050,D-s-0.05,0.43633231299858238,0.019907142308811129,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0051,D-s-0.05,0.44505895925855404,0.020486950950344293,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0052,D-s-0.05,0.4537856055185257,0.021075012790319869,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0053,D-s-0.05,0.46251225177849731,0.021671148699404719,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0054,D-s-0.05,0.47123889803846897,0.022275177088826034,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0055,D-s-0.05,0.47996554429844063,0.022886913965685051,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0056,D-s-0.05,0.48869219055841229,0.023506172989003045,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0057,D-s-0.05,0.49741883681838395,0.024132765526482611,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0058,D-s-0.05,0.50614548307835561,0.024766500711966909,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0059,D-s-0.05,0.51487212933832727,0.025407185503579302,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0060,D-s-0.05,0.52359877559829882,0.026054624742525796,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0061,D-s-0.05,0.53232542185827048,0.026708621212542354,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0062,D-s-0.05,0.54105206811824214,0.027368975699968774,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0063,D-s-0.05,0.5497787143782138,0.028035487054431214,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0064,D-s-0.05,0.55850536063818546,0.028707952250114452,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0065,D-s-0.05,0.56723200689815712,0.029386166447605565,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0066,D-s-0.05,0.57595865315812877,0.030069923056289985,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0067,D-s-0.05,0.58468529941810043,0.030759013797281014,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0068,D-s-0.05,0.59341194567807209,0.031453228766863572,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0069,D-s-0.05,0.60213859193804364,0.03215235650043291,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0070,D-s-0.05,0.6108652381980153,0.032856184036908792,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0071,D-s-0.05,0.61959188445798696,0.03356449698360546,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0072,D-s-0.05,0.62831853071795862,0.034277079581537792,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0073,D-s-0.05,0.63704517697793028,0.034993714771143491,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0074,D-s-0.05,0.64577182323790194,0.035714184258401616,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0075,D-s-0.05,0.6544984694978736,0.036438268581326996,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0076,D-s-0.05,0.66322511575784526,0.037165747176820516,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0077,D-s-0.05,0.67195176201781692,0.03789639844785473,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0078,D-s-0.05,0.68067840827778847,0.038629999830974503,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0079,D-s-0.05,0.68940505453776013,0.039366327864091999,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0080,D-s-0.05,0.69813170079773179,0.040105158254555358,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0081,D-s-0.05,0.70685834705770345,0.040846265947470421,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0082,D-s-0.05,0.71558499331767511,0.04158942519425466,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0083,D-s-0.05,0.72431163957764677,0.042334409621402357,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0084,D-s-0.05,0.73303828583761843,0.043080992299440179,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0085,D-s-0.05,0.74176493209759009,0.043828945812052093,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0086,D-s-0.05,0.75049157835756175,0.044578042325352563,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0087,D-s-0.05,0.7592182246175333,0.045328053657286961,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0088,D-s-0.05,0.76794487087750496,0.046078751347138083,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0089,D-s-0.05,0.77667151713747662,0.046829906725117422,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0090,D-s-0.05,0.78539816339744828,0.047581290982020241,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0091,D-s-0.05,0.79412480965741994,0.04833267523892306,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0092,D-s-0.05,0.8028514559173916,0.049083830616902385,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0093,D-s-0.05,0.81157810217736326,0.049834528306753514,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0094,D-s-0.05,0.82030474843733492,0.05058453963868792,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0095,D-s-0.05,0.82903139469730658,0.051333636151988403,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0096,D-s-0.05,0.83775804095727824,0.052081589664600303,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0097,D-s-0.05,0.84648468721724979,0.052828172342638126,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0098,D-s-0.05,0.85521133347722145,0.053573156769785822,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0099,D-s-0.05,0.86393797973719311,0.054316316016570061,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0100,D-s-0.05,0.87266462599716477,0.055057423709485125,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0101,D-s-0.05,0.88139127225713643,0.055796254099948477,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0102,D-s-0.05,0.89011791851710809,0.056532582133065973,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0103,D-s-0.05,0.89884456477707975,0.057266183516185759,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0104,D-s-0.05,0.90757121103705141,0.057996834787219974,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0105,D-s-0.05,0.91629785729702307,0.058724313382713486,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0106,D-s-0.05,0.92502450355699462,0.05944839770563886,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0107,D-s-0.05,0.93375114981696627,0.060168867192896991,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0108,D-s-0.05,0.94247779607693793,0.060885502382502683,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0109,D-s-0.05,0.95120444233690959,0.061598084980435008,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0110,D-s-0.05,0.95993108859688125,0.062306397927131683,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0111,D-s-0.05,0.96865773485685291,0.063010225463607572,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0112,D-s-0.05,0.97738438111682457,0.06370935319717691,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0113,D-s-0.05,0.98611102737679623,0.064403568166759462,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0114,D-s-0.05,0.99483767363676789,0.065092658907750497,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0115,D-s-0.05,1.0035643198967394,0.065776415516434913,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0116,D-s-0.05,1.0122909661567112,0.066454629713926031,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0117,D-s-0.05,1.0210176124166828,0.067127094909609261,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0118,D-s-0.05,1.0297442586766545,0.067793606264071701,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0119,D-s-0.05,1.0384709049366261,0.068453960751498136,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0120,D-s-0.05,1.0471975511965976,0.069107957221514679,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0121,D-s-0.05,1.0559241974565694,0.069755396460461194,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0122,D-s-0.05,1.064650843716541,0.07039608125207357,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0123,D-s-0.05,1.0733774899765127,0.071029816437557874,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0124,D-s-0.05,1.0821041362364843,0.071656408975037431,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0125,D-s-0.05,1.090830782496456,0.072275667998355442,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0126,D-s-0.05,1.0995574287564276,0.072887404875214432,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0127,D-s-0.05,1.1082840750163994,0.073491433264635767,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0128,D-s-0.05,1.1170107212763709,0.074087569173720613,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0129,D-s-0.05,1.1257373675363425,0.074675631013696175,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0130,D-s-0.05,1.1344640137963142,0.07525543965522935,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0131,D-s-0.05,1.1431906600562858,0.075826818482991151,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0132,D-s-0.05,1.1519173063162575,0.076389593449455603,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0133,D-s-0.05,1.1606439525762291,0.076943593127916154,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0134,D-s-0.05,1.1693705988362009,0.077488648764704085,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0135,D-s-0.05,1.1780972450961724,0.078024594330592306,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0136,D-s-0.05,1.1868238913561442,0.078551266571369682,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0137,D-s-0.05,1.1955505376161157,0.079068505057569613,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0138,D-s-0.05,1.2042771838760873,0.079576152233338651,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0139,D-s-0.05,1.2130038301360591,0.080074053464429362,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0140,D-s-0.05,1.2217304763960306,0.080562057085303479,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0141,D-s-0.05,1.2304571226560024,0.081040014445330683,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0142,D-s-0.05,1.2391837689159739,0.081507779954069021,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0143,D-s-0.05,1.2479104151759457,0.08196521112561321,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0144,D-s-0.05,1.2566370614359172,0.082412168621997128,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0145,D-s-0.05,1.265363707695889,0.082848516295637636,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0146,D-s-0.05,1.2740903539558606,0.083274121230806325,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0147,D-s-0.05,1.2828170002158321,0.083688853784117015,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0148,D-s-0.05,1.2915436464758039,0.084092587624016377,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0149,D-s-0.05,1.3002702927357754,0.084485199769265718,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0150,D-s-0.05,1.3089969389957472,0.08486657062640228,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0151,D-s-0.05,1.3177235852557188,0.08523658402616853,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0152,D-s-0.05,1.3264502315156905,0.085595127258898535,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0153,D-s-0.05,1.3351768777756621,0.085942091108850288,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0154,D-s-0.05,1.3439035240356338,0.086277369887474004,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
A,a-0.05-0155,D-s-0.05,1.3526301702956054,0.086600861465605791,radian,normalized covariance,analytic exact formula,"frozen commit 1ecc6fe2, Theorem 1.1 equation (1.4)"
